Právní forma;Roky;SO ORP a obce;Ukazatel;value
Obecní rozpočty;2023;Rumburk;Nedaňové příjmy ;
Obecní rozpočty;2023;Rumburk;Kapitalové příjmy ;
Obecní rozpočty;2023;Rumburk;Přijaté transféry;
Obecní rozpočty;2023;Rumburk;Výdaje celkem;
Obecní rozpočty;2023;Rumburk;Běžné výdaje ;
Obecní rozpočty;2023;Rumburk;Kapitalové výdaje ;
Obecní rozpočty;2023;Rumburk;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Rychnov nad Kněžnou;Příjmy celkem;
Obecní rozpočty;2023;Rychnov nad Kněžnou;Daňové příjmy ;
Obecní rozpočty;2023;Rychnov nad Kněžnou;Nedaňové příjmy ;
Obecní rozpočty;2023;Rychnov nad Kněžnou;Kapitalové příjmy ;
Obecní rozpočty;2023;Rychnov nad Kněžnou;Přijaté transféry;
Obecní rozpočty;2023;Rychnov nad Kněžnou;Výdaje celkem;
Obecní rozpočty;2023;Rychnov nad Kněžnou;Běžné výdaje ;
Obecní rozpočty;2023;Rychnov nad Kněžnou;Kapitalové výdaje ;
Obecní rozpočty;2023;Rychnov nad Kněžnou;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Rýmařov;Příjmy celkem;
Obecní rozpočty;2023;Rýmařov;Daňové příjmy ;
Obecní rozpočty;2023;Rýmařov;Nedaňové příjmy ;
Obecní rozpočty;2023;Rýmařov;Kapitalové příjmy ;
Obecní rozpočty;2023;Rýmařov;Přijaté transféry;
Obecní rozpočty;2023;Rýmařov;Výdaje celkem;
Obecní rozpočty;2023;Rýmařov;Běžné výdaje ;
Obecní rozpočty;2023;Rýmařov;Kapitalové výdaje ;
Obecní rozpočty;2023;Rýmařov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Říčany;Příjmy celkem;
Obecní rozpočty;2023;Říčany;Daňové příjmy ;
Obecní rozpočty;2023;Říčany;Nedaňové příjmy ;
Obecní rozpočty;2023;Říčany;Kapitalové příjmy ;
Obecní rozpočty;2023;Říčany;Přijaté transféry;
Obecní rozpočty;2023;Říčany;Výdaje celkem;
Obecní rozpočty;2023;Říčany;Běžné výdaje ;
Obecní rozpočty;2023;Říčany;Kapitalové výdaje ;
Obecní rozpočty;2023;Říčany;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Sedlčany;Příjmy celkem;
Obecní rozpočty;2023;Sedlčany;Daňové příjmy ;
Obecní rozpočty;2023;Sedlčany;Nedaňové příjmy ;
Obecní rozpočty;2023;Sedlčany;Kapitalové příjmy ;
Obecní rozpočty;2023;Sedlčany;Přijaté transféry;
Obecní rozpočty;2023;Sedlčany;Výdaje celkem;
Obecní rozpočty;2023;Sedlčany;Běžné výdaje ;
Obecní rozpočty;2023;Sedlčany;Kapitalové výdaje ;
Obecní rozpočty;2023;Sedlčany;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Semily;Příjmy celkem;
Obecní rozpočty;2023;Semily;Daňové příjmy ;
Obecní rozpočty;2023;Semily;Nedaňové příjmy ;
Obecní rozpočty;2023;Semily;Kapitalové příjmy ;
Obecní rozpočty;2023;Semily;Přijaté transféry;
Obecní rozpočty;2023;Semily;Výdaje celkem;
Obecní rozpočty;2023;Semily;Běžné výdaje ;
Obecní rozpočty;2023;Semily;Kapitalové výdaje ;
Obecní rozpočty;2023;Semily;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Slaný;Příjmy celkem;
Obecní rozpočty;2023;Slaný;Daňové příjmy ;
Obecní rozpočty;2023;Slaný;Nedaňové příjmy ;
Obecní rozpočty;2023;Slaný;Kapitalové příjmy ;
Obecní rozpočty;2023;Slaný;Přijaté transféry;
Obecní rozpočty;2023;Slaný;Výdaje celkem;
Obecní rozpočty;2023;Slaný;Běžné výdaje ;
Obecní rozpočty;2023;Slaný;Kapitalové výdaje ;
Obecní rozpočty;2023;Slaný;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Slavkov u Brna;Příjmy celkem;
Obecní rozpočty;2023;Slavkov u Brna;Daňové příjmy ;
Obecní rozpočty;2023;Slavkov u Brna;Nedaňové příjmy ;
Obecní rozpočty;2023;Slavkov u Brna;Kapitalové příjmy ;
Obecní rozpočty;2023;Slavkov u Brna;Přijaté transféry;
Obecní rozpočty;2023;Slavkov u Brna;Výdaje celkem;
Obecní rozpočty;2023;Slavkov u Brna;Běžné výdaje ;
Obecní rozpočty;2023;Slavkov u Brna;Kapitalové výdaje ;
Obecní rozpočty;2023;Slavkov u Brna;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Soběslav;Příjmy celkem;
Obecní rozpočty;2023;Soběslav;Daňové příjmy ;
Obecní rozpočty;2023;Soběslav;Nedaňové příjmy ;
Obecní rozpočty;2023;Soběslav;Kapitalové příjmy ;
Obecní rozpočty;2023;Soběslav;Přijaté transféry;
Obecní rozpočty;2023;Soběslav;Výdaje celkem;
Obecní rozpočty;2023;Soběslav;Běžné výdaje ;
Obecní rozpočty;2023;Soběslav;Kapitalové výdaje ;
Obecní rozpočty;2023;Soběslav;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Sokolov;Příjmy celkem;
Obecní rozpočty;2023;Sokolov;Daňové příjmy ;
Obecní rozpočty;2023;Sokolov;Nedaňové příjmy ;
Obecní rozpočty;2023;Sokolov;Kapitalové příjmy ;
Obecní rozpočty;2023;Sokolov;Přijaté transféry;
Obecní rozpočty;2023;Sokolov;Výdaje celkem;
Obecní rozpočty;2023;Sokolov;Běžné výdaje ;
Obecní rozpočty;2023;Sokolov;Kapitalové výdaje ;
Obecní rozpočty;2023;Sokolov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Stod;Příjmy celkem;
Obecní rozpočty;2023;Stod;Daňové příjmy ;
Obecní rozpočty;2023;Stod;Nedaňové příjmy ;
Obecní rozpočty;2023;Stod;Kapitalové příjmy ;
Obecní rozpočty;2023;Stod;Přijaté transféry;
Obecní rozpočty;2023;Stod;Výdaje celkem;
Obecní rozpočty;2023;Stod;Běžné výdaje ;
Obecní rozpočty;2023;Stod;Kapitalové výdaje ;
Obecní rozpočty;2023;Stod;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Strakonice;Příjmy celkem;
Obecní rozpočty;2023;Strakonice;Daňové příjmy ;
Obecní rozpočty;2023;Strakonice;Nedaňové příjmy ;
Obecní rozpočty;2023;Strakonice;Kapitalové příjmy ;
Obecní rozpočty;2023;Strakonice;Přijaté transféry;
Obecní rozpočty;2023;Strakonice;Výdaje celkem;
Obecní rozpočty;2023;Strakonice;Běžné výdaje ;
Obecní rozpočty;2023;Strakonice;Kapitalové výdaje ;
Obecní rozpočty;2023;Strakonice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Stříbro;Příjmy celkem;
Obecní rozpočty;2023;Stříbro;Daňové příjmy ;
Obecní rozpočty;2023;Stříbro;Nedaňové příjmy ;
Obecní rozpočty;2023;Stříbro;Kapitalové příjmy ;
Obecní rozpočty;2023;Stříbro;Přijaté transféry;
Obecní rozpočty;2023;Stříbro;Výdaje celkem;
Obecní rozpočty;2023;Stříbro;Běžné výdaje ;
Obecní rozpočty;2023;Stříbro;Kapitalové výdaje ;
Obecní rozpočty;2023;Stříbro;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Sušice;Příjmy celkem;
Obecní rozpočty;2023;Sušice;Daňové příjmy ;
Obecní rozpočty;2023;Sušice;Nedaňové příjmy ;
Obecní rozpočty;2023;Sušice;Kapitalové příjmy ;
Obecní rozpočty;2023;Sušice;Přijaté transféry;
Obecní rozpočty;2023;Sušice;Výdaje celkem;
Obecní rozpočty;2023;Sušice;Běžné výdaje ;
Obecní rozpočty;2023;Sušice;Kapitalové výdaje ;
Obecní rozpočty;2023;Sušice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Světlá nad Sázavou;Příjmy celkem;
Obecní rozpočty;2023;Světlá nad Sázavou;Daňové příjmy ;
Obecní rozpočty;2023;Světlá nad Sázavou;Nedaňové příjmy ;
Obecní rozpočty;2023;Světlá nad Sázavou;Kapitalové příjmy ;
Obecní rozpočty;2023;Světlá nad Sázavou;Přijaté transféry;
Obecní rozpočty;2023;Světlá nad Sázavou;Výdaje celkem;
Obecní rozpočty;2023;Světlá nad Sázavou;Běžné výdaje ;
Obecní rozpočty;2023;Světlá nad Sázavou;Kapitalové výdaje ;
Obecní rozpočty;2023;Světlá nad Sázavou;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Svitavy;Příjmy celkem;
Obecní rozpočty;2023;Svitavy;Daňové příjmy ;
Obecní rozpočty;2023;Svitavy;Nedaňové příjmy ;
Obecní rozpočty;2023;Svitavy;Kapitalové příjmy ;
Obecní rozpočty;2023;Svitavy;Přijaté transféry;
Obecní rozpočty;2023;Svitavy;Výdaje celkem;
Obecní rozpočty;2023;Svitavy;Běžné výdaje ;
Obecní rozpočty;2023;Svitavy;Kapitalové výdaje ;
Obecní rozpočty;2023;Svitavy;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Šlapanice;Příjmy celkem;
Obecní rozpočty;2023;Šlapanice;Daňové příjmy ;
Obecní rozpočty;2023;Šlapanice;Nedaňové příjmy ;
Obecní rozpočty;2023;Šlapanice;Kapitalové příjmy ;
Obecní rozpočty;2023;Šlapanice;Přijaté transféry;
Obecní rozpočty;2023;Šlapanice;Výdaje celkem;
Obecní rozpočty;2023;Šlapanice;Běžné výdaje ;
Obecní rozpočty;2023;Šlapanice;Kapitalové výdaje ;
Obecní rozpočty;2023;Šlapanice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Šternberk;Příjmy celkem;
Obecní rozpočty;2023;Šternberk;Daňové příjmy ;
Obecní rozpočty;2023;Šternberk;Nedaňové příjmy ;
Obecní rozpočty;2023;Šternberk;Kapitalové příjmy ;
Obecní rozpočty;2023;Šternberk;Přijaté transféry;
Obecní rozpočty;2023;Šternberk;Výdaje celkem;
Obecní rozpočty;2023;Šternberk;Běžné výdaje ;
Obecní rozpočty;2023;Šternberk;Kapitalové výdaje ;
Obecní rozpočty;2023;Šternberk;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Šumperk;Příjmy celkem;
Obecní rozpočty;2023;Šumperk;Daňové příjmy ;
Obecní rozpočty;2023;Šumperk;Nedaňové příjmy ;
Obecní rozpočty;2023;Šumperk;Kapitalové příjmy ;
Obecní rozpočty;2023;Šumperk;Přijaté transféry;
Obecní rozpočty;2023;Šumperk;Výdaje celkem;
Obecní rozpočty;2023;Šumperk;Běžné výdaje ;
Obecní rozpočty;2023;Šumperk;Kapitalové výdaje ;
Obecní rozpočty;2023;Šumperk;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Tábor;Příjmy celkem;
Obecní rozpočty;2023;Tábor;Daňové příjmy ;
Obecní rozpočty;2023;Tábor;Nedaňové příjmy ;
Obecní rozpočty;2023;Tábor;Kapitalové příjmy ;
Obecní rozpočty;2023;Tábor;Přijaté transféry;
Obecní rozpočty;2023;Tábor;Výdaje celkem;
Obecní rozpočty;2023;Tábor;Běžné výdaje ;
Obecní rozpočty;2023;Tábor;Kapitalové výdaje ;
Obecní rozpočty;2023;Tábor;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Tachov;Příjmy celkem;
Obecní rozpočty;2023;Tachov;Daňové příjmy ;
Obecní rozpočty;2023;Tachov;Nedaňové příjmy ;
Obecní rozpočty;2023;Tachov;Kapitalové příjmy ;
Obecní rozpočty;2023;Tachov;Přijaté transféry;
Obecní rozpočty;2023;Tachov;Výdaje celkem;
Obecní rozpočty;2023;Tachov;Běžné výdaje ;
Obecní rozpočty;2023;Tachov;Kapitalové výdaje ;
Obecní rozpočty;2023;Tachov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Tanvald;Příjmy celkem;
Obecní rozpočty;2023;Tanvald;Daňové příjmy ;
Obecní rozpočty;2023;Tanvald;Nedaňové příjmy ;
Obecní rozpočty;2023;Tanvald;Kapitalové příjmy ;
Obecní rozpočty;2023;Tanvald;Přijaté transféry;
Obecní rozpočty;2023;Tanvald;Výdaje celkem;
Obecní rozpočty;2023;Tanvald;Běžné výdaje ;
Obecní rozpočty;2023;Tanvald;Kapitalové výdaje ;
Obecní rozpočty;2023;Tanvald;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Telč;Příjmy celkem;
Obecní rozpočty;2023;Telč;Daňové příjmy ;
Obecní rozpočty;2023;Telč;Nedaňové příjmy ;
Obecní rozpočty;2023;Telč;Kapitalové příjmy ;
Obecní rozpočty;2023;Telč;Přijaté transféry;
Obecní rozpočty;2023;Telč;Výdaje celkem;
Obecní rozpočty;2023;Telč;Běžné výdaje ;
Obecní rozpočty;2023;Telč;Kapitalové výdaje ;
Obecní rozpočty;2023;Telč;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Teplice;Příjmy celkem;
Obecní rozpočty;2023;Teplice;Daňové příjmy ;
Obecní rozpočty;2023;Teplice;Nedaňové příjmy ;
Obecní rozpočty;2023;Teplice;Kapitalové příjmy ;
Obecní rozpočty;2023;Teplice;Přijaté transféry;
Obecní rozpočty;2023;Teplice;Výdaje celkem;
Obecní rozpočty;2023;Teplice;Běžné výdaje ;
Obecní rozpočty;2023;Teplice;Kapitalové výdaje ;
Obecní rozpočty;2023;Teplice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Tišnov;Příjmy celkem;
Obecní rozpočty;2023;Tišnov;Daňové příjmy ;
Obecní rozpočty;2023;Tišnov;Nedaňové příjmy ;
Obecní rozpočty;2023;Tišnov;Kapitalové příjmy ;
Obecní rozpočty;2023;Tišnov;Přijaté transféry;
Obecní rozpočty;2023;Tišnov;Výdaje celkem;
Obecní rozpočty;2023;Tišnov;Běžné výdaje ;
Obecní rozpočty;2023;Tišnov;Kapitalové výdaje ;
Obecní rozpočty;2023;Tišnov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Trhové Sviny;Příjmy celkem;
Obecní rozpočty;2023;Trhové Sviny;Daňové příjmy ;
Obecní rozpočty;2023;Trhové Sviny;Nedaňové příjmy ;
Obecní rozpočty;2023;Trhové Sviny;Kapitalové příjmy ;
Obecní rozpočty;2023;Trhové Sviny;Přijaté transféry;
Obecní rozpočty;2023;Trhové Sviny;Výdaje celkem;
Obecní rozpočty;2023;Trhové Sviny;Běžné výdaje ;
Obecní rozpočty;2023;Trhové Sviny;Kapitalové výdaje ;
Obecní rozpočty;2023;Trhové Sviny;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Trutnov;Příjmy celkem;
Obecní rozpočty;2023;Trutnov;Daňové příjmy ;
Obecní rozpočty;2023;Trutnov;Nedaňové příjmy ;
Obecní rozpočty;2023;Trutnov;Kapitalové příjmy ;
Obecní rozpočty;2023;Trutnov;Přijaté transféry;
Obecní rozpočty;2023;Trutnov;Výdaje celkem;
Obecní rozpočty;2023;Trutnov;Běžné výdaje ;
Obecní rozpočty;2023;Trutnov;Kapitalové výdaje ;
Obecní rozpočty;2023;Trutnov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Třebíč;Příjmy celkem;
Obecní rozpočty;2023;Třebíč;Daňové příjmy ;
Obecní rozpočty;2023;Třebíč;Nedaňové příjmy ;
Obecní rozpočty;2023;Třebíč;Kapitalové příjmy ;
Obecní rozpočty;2023;Třebíč;Přijaté transféry;
Obecní rozpočty;2023;Třebíč;Výdaje celkem;
Obecní rozpočty;2023;Třebíč;Běžné výdaje ;
Obecní rozpočty;2023;Třebíč;Kapitalové výdaje ;
Obecní rozpočty;2023;Třebíč;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Třeboň;Příjmy celkem;
Obecní rozpočty;2023;Třeboň;Daňové příjmy ;
Obecní rozpočty;2023;Třeboň;Nedaňové příjmy ;
Obecní rozpočty;2023;Třeboň;Kapitalové příjmy ;
Obecní rozpočty;2023;Třeboň;Přijaté transféry;
Obecní rozpočty;2023;Třeboň;Výdaje celkem;
Obecní rozpočty;2023;Třeboň;Běžné výdaje ;
Obecní rozpočty;2023;Třeboň;Kapitalové výdaje ;
Obecní rozpočty;2023;Třeboň;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Třinec;Příjmy celkem;
Obecní rozpočty;2023;Třinec;Daňové příjmy ;
Obecní rozpočty;2023;Třinec;Nedaňové příjmy ;
Obecní rozpočty;2023;Třinec;Kapitalové příjmy ;
Obecní rozpočty;2023;Třinec;Přijaté transféry;
Obecní rozpočty;2023;Třinec;Výdaje celkem;
Obecní rozpočty;2023;Třinec;Běžné výdaje ;
Obecní rozpočty;2023;Třinec;Kapitalové výdaje ;
Obecní rozpočty;2023;Třinec;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Turnov;Příjmy celkem;
Obecní rozpočty;2023;Turnov;Daňové příjmy ;
Obecní rozpočty;2023;Turnov;Nedaňové příjmy ;
Obecní rozpočty;2023;Turnov;Kapitalové příjmy ;
Obecní rozpočty;2023;Turnov;Přijaté transféry;
Obecní rozpočty;2023;Turnov;Výdaje celkem;
Obecní rozpočty;2023;Turnov;Běžné výdaje ;
Obecní rozpočty;2023;Turnov;Kapitalové výdaje ;
Obecní rozpočty;2023;Turnov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Týn nad Vltavou;Příjmy celkem;
Obecní rozpočty;2023;Týn nad Vltavou;Daňové příjmy ;
Obecní rozpočty;2023;Týn nad Vltavou;Nedaňové příjmy ;
Obecní rozpočty;2023;Týn nad Vltavou;Kapitalové příjmy ;
Obecní rozpočty;2023;Týn nad Vltavou;Přijaté transféry;
Obecní rozpočty;2023;Týn nad Vltavou;Výdaje celkem;
Obecní rozpočty;2023;Týn nad Vltavou;Běžné výdaje ;
Obecní rozpočty;2023;Týn nad Vltavou;Kapitalové výdaje ;
Obecní rozpočty;2023;Týn nad Vltavou;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Uherské Hradiště;Příjmy celkem;
Obecní rozpočty;2023;Uherské Hradiště;Daňové příjmy ;
Obecní rozpočty;2023;Uherské Hradiště;Nedaňové příjmy ;
Obecní rozpočty;2023;Uherské Hradiště;Kapitalové příjmy ;
Obecní rozpočty;2023;Uherské Hradiště;Přijaté transféry;
Obecní rozpočty;2023;Uherské Hradiště;Výdaje celkem;
Obecní rozpočty;2023;Uherské Hradiště;Běžné výdaje ;
Obecní rozpočty;2023;Uherské Hradiště;Kapitalové výdaje ;
Obecní rozpočty;2023;Uherské Hradiště;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Uherský Brod;Příjmy celkem;
Obecní rozpočty;2023;Uherský Brod;Daňové příjmy ;
Obecní rozpočty;2023;Uherský Brod;Nedaňové příjmy ;
Obecní rozpočty;2023;Uherský Brod;Kapitalové příjmy ;
Obecní rozpočty;2023;Uherský Brod;Přijaté transféry;
Obecní rozpočty;2023;Uherský Brod;Výdaje celkem;
Obecní rozpočty;2023;Uherský Brod;Běžné výdaje ;
Obecní rozpočty;2023;Uherský Brod;Kapitalové výdaje ;
Obecní rozpočty;2023;Uherský Brod;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Uničov;Příjmy celkem;
Obecní rozpočty;2023;Uničov;Daňové příjmy ;
Obecní rozpočty;2023;Uničov;Nedaňové příjmy ;
Obecní rozpočty;2023;Uničov;Kapitalové příjmy ;
Obecní rozpočty;2023;Uničov;Přijaté transféry;
Obecní rozpočty;2023;Uničov;Výdaje celkem;
Obecní rozpočty;2023;Uničov;Běžné výdaje ;
Obecní rozpočty;2023;Uničov;Kapitalové výdaje ;
Obecní rozpočty;2023;Uničov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Ústí nad Labem;Příjmy celkem;
Obecní rozpočty;2023;Ústí nad Labem;Daňové příjmy ;
Obecní rozpočty;2023;Ústí nad Labem;Nedaňové příjmy ;
Obecní rozpočty;2023;Ústí nad Labem;Kapitalové příjmy ;
Obecní rozpočty;2023;Ústí nad Labem;Přijaté transféry;
Obecní rozpočty;2023;Ústí nad Labem;Výdaje celkem;
Obecní rozpočty;2023;Ústí nad Labem;Běžné výdaje ;
Obecní rozpočty;2023;Ústí nad Labem;Kapitalové výdaje ;
Obecní rozpočty;2023;Ústí nad Labem;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Ústí nad Orlicí;Příjmy celkem;
Obecní rozpočty;2023;Ústí nad Orlicí;Daňové příjmy ;
Obecní rozpočty;2023;Ústí nad Orlicí;Nedaňové příjmy ;
Obecní rozpočty;2023;Ústí nad Orlicí;Kapitalové příjmy ;
Obecní rozpočty;2023;Ústí nad Orlicí;Přijaté transféry;
Obecní rozpočty;2023;Ústí nad Orlicí;Výdaje celkem;
Obecní rozpočty;2023;Ústí nad Orlicí;Běžné výdaje ;
Obecní rozpočty;2023;Ústí nad Orlicí;Kapitalové výdaje ;
Obecní rozpočty;2023;Ústí nad Orlicí;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Valašské Klobouky;Příjmy celkem;
Obecní rozpočty;2023;Valašské Klobouky;Daňové příjmy ;
Obecní rozpočty;2023;Valašské Klobouky;Nedaňové příjmy ;
Obecní rozpočty;2023;Valašské Klobouky;Kapitalové příjmy ;
Obecní rozpočty;2023;Valašské Klobouky;Přijaté transféry;
Obecní rozpočty;2023;Valašské Klobouky;Výdaje celkem;
Obecní rozpočty;2023;Valašské Klobouky;Běžné výdaje ;
Obecní rozpočty;2023;Valašské Klobouky;Kapitalové výdaje ;
Obecní rozpočty;2023;Valašské Klobouky;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Valašské Meziříčí;Příjmy celkem;
Obecní rozpočty;2023;Valašské Meziříčí;Daňové příjmy ;
Obecní rozpočty;2023;Valašské Meziříčí;Nedaňové příjmy ;
Obecní rozpočty;2023;Valašské Meziříčí;Kapitalové příjmy ;
Obecní rozpočty;2023;Valašské Meziříčí;Přijaté transféry;
Obecní rozpočty;2023;Valašské Meziříčí;Výdaje celkem;
Obecní rozpočty;2023;Valašské Meziříčí;Běžné výdaje ;
Obecní rozpočty;2023;Valašské Meziříčí;Kapitalové výdaje ;
Obecní rozpočty;2023;Valašské Meziříčí;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Varnsdorf;Příjmy celkem;
Obecní rozpočty;2023;Varnsdorf;Daňové příjmy ;
Obecní rozpočty;2023;Varnsdorf;Nedaňové příjmy ;
Obecní rozpočty;2023;Varnsdorf;Kapitalové příjmy ;
Obecní rozpočty;2023;Varnsdorf;Přijaté transféry;
Obecní rozpočty;2023;Varnsdorf;Výdaje celkem;
Obecní rozpočty;2023;Varnsdorf;Běžné výdaje ;
Obecní rozpočty;2023;Varnsdorf;Kapitalové výdaje ;
Obecní rozpočty;2023;Varnsdorf;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Velké Meziříčí;Příjmy celkem;
Obecní rozpočty;2023;Velké Meziříčí;Daňové příjmy ;
Obecní rozpočty;2023;Velké Meziříčí;Nedaňové příjmy ;
Obecní rozpočty;2023;Velké Meziříčí;Kapitalové příjmy ;
Obecní rozpočty;2023;Velké Meziříčí;Přijaté transféry;
Obecní rozpočty;2023;Velké Meziříčí;Výdaje celkem;
Obecní rozpočty;2023;Velké Meziříčí;Běžné výdaje ;
Obecní rozpočty;2023;Velké Meziříčí;Kapitalové výdaje ;
Obecní rozpočty;2023;Velké Meziříčí;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Veselí nad Moravou;Příjmy celkem;
Obecní rozpočty;2023;Veselí nad Moravou;Daňové příjmy ;
Obecní rozpočty;2023;Veselí nad Moravou;Nedaňové příjmy ;
Obecní rozpočty;2023;Veselí nad Moravou;Kapitalové příjmy ;
Obecní rozpočty;2023;Veselí nad Moravou;Přijaté transféry;
Obecní rozpočty;2023;Veselí nad Moravou;Výdaje celkem;
Obecní rozpočty;2023;Veselí nad Moravou;Běžné výdaje ;
Obecní rozpočty;2023;Veselí nad Moravou;Kapitalové výdaje ;
Obecní rozpočty;2023;Veselí nad Moravou;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Vimperk;Příjmy celkem;
Obecní rozpočty;2023;Vimperk;Daňové příjmy ;
Obecní rozpočty;2023;Vimperk;Nedaňové příjmy ;
Obecní rozpočty;2023;Vimperk;Kapitalové příjmy ;
Obecní rozpočty;2023;Vimperk;Přijaté transféry;
Obecní rozpočty;2023;Vimperk;Výdaje celkem;
Obecní rozpočty;2023;Vimperk;Běžné výdaje ;
Obecní rozpočty;2023;Vimperk;Kapitalové výdaje ;
Obecní rozpočty;2023;Vimperk;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Vítkov;Příjmy celkem;
Obecní rozpočty;2023;Vítkov;Daňové příjmy ;
Obecní rozpočty;2023;Vítkov;Nedaňové příjmy ;
Obecní rozpočty;2023;Vítkov;Kapitalové příjmy ;
Obecní rozpočty;2023;Vítkov;Přijaté transféry;
Obecní rozpočty;2023;Vítkov;Výdaje celkem;
Obecní rozpočty;2023;Vítkov;Běžné výdaje ;
Obecní rozpočty;2023;Vítkov;Kapitalové výdaje ;
Obecní rozpočty;2023;Vítkov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Vizovice;Příjmy celkem;
Obecní rozpočty;2023;Vizovice;Daňové příjmy ;
Obecní rozpočty;2023;Vizovice;Nedaňové příjmy ;
Obecní rozpočty;2023;Vizovice;Kapitalové příjmy ;
Obecní rozpočty;2023;Vizovice;Přijaté transféry;
Obecní rozpočty;2023;Vizovice;Výdaje celkem;
Obecní rozpočty;2023;Vizovice;Běžné výdaje ;
Obecní rozpočty;2023;Vizovice;Kapitalové výdaje ;
Obecní rozpočty;2023;Vizovice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Vlašim;Příjmy celkem;
Obecní rozpočty;2023;Vlašim;Daňové příjmy ;
Obecní rozpočty;2023;Vlašim;Nedaňové příjmy ;
Obecní rozpočty;2023;Vlašim;Kapitalové příjmy ;
Obecní rozpočty;2023;Vlašim;Přijaté transféry;
Obecní rozpočty;2023;Vlašim;Výdaje celkem;
Obecní rozpočty;2023;Vlašim;Běžné výdaje ;
Obecní rozpočty;2023;Vlašim;Kapitalové výdaje ;
Obecní rozpočty;2023;Vlašim;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Vodňany;Příjmy celkem;
Obecní rozpočty;2023;Vodňany;Daňové příjmy ;
Obecní rozpočty;2023;Vodňany;Nedaňové příjmy ;
Obecní rozpočty;2023;Vodňany;Kapitalové příjmy ;
Obecní rozpočty;2023;Vodňany;Přijaté transféry;
Obecní rozpočty;2023;Vodňany;Výdaje celkem;
Obecní rozpočty;2023;Vodňany;Běžné výdaje ;
Obecní rozpočty;2023;Vodňany;Kapitalové výdaje ;
Obecní rozpočty;2023;Vodňany;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Votice;Příjmy celkem;
Obecní rozpočty;2023;Votice;Daňové příjmy ;
Obecní rozpočty;2023;Votice;Nedaňové příjmy ;
Obecní rozpočty;2023;Votice;Kapitalové příjmy ;
Obecní rozpočty;2023;Votice;Přijaté transféry;
Obecní rozpočty;2023;Votice;Výdaje celkem;
Obecní rozpočty;2023;Votice;Běžné výdaje ;
Obecní rozpočty;2023;Votice;Kapitalové výdaje ;
Obecní rozpočty;2023;Votice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Vrchlabí;Příjmy celkem;
Obecní rozpočty;2023;Vrchlabí;Daňové příjmy ;
Obecní rozpočty;2023;Vrchlabí;Nedaňové příjmy ;
Obecní rozpočty;2023;Vrchlabí;Kapitalové příjmy ;
Obecní rozpočty;2023;Vrchlabí;Přijaté transféry;
Obecní rozpočty;2023;Vrchlabí;Výdaje celkem;
Obecní rozpočty;2023;Vrchlabí;Běžné výdaje ;
