PCSU;Kraje;Roky;Ukazatel;Směr výstavby;value
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;4528.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1783.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;142.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1641.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;37199.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;31351.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;16425.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;14926.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;13296.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;6971.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;6325.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;18055.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;9454.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;8601.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet stavebních povolení v ČR;Celkem;8538.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - budovy;Celkem;6956.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - budovy;Nová výstavba;559.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;6397.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - budovy bytové;Celkem;5081.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;396.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;4685.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1875.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;163.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1712.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;40867.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;34879.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;22922.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;11957.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;18868.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;13384.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;5484.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;16011.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;9538.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;6473.0
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2009;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet stavebních povolení v ČR;Celkem;9306.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - budovy;Celkem;7570.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - budovy;Nová výstavba;603.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;6967.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - budovy bytové;Celkem;5743.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;451.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;5292.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1827.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;152.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1675.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;43948.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;39666.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;29974.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;9692.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;19319.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;14920.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4399.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;20347.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;15054.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;5293.0
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet stavebních povolení v ČR;Celkem;10148.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - budovy;Celkem;8345.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - budovy;Nová výstavba;768.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;7577.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - budovy bytové;Celkem;6432.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;589.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;5843.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1913.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;179.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1734.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;42352.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;36096.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;23933.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;12163.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;21141.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;16616.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4525.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;14955.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;7317.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;7638.0
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet stavebních povolení v ČR;Celkem;11365.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - budovy;Celkem;9034.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - budovy;Nová výstavba;797.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;8237.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - budovy bytové;Celkem;7265.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;595.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;6670.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1769.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;202.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1567.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;38851.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;34557.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;23109.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;11448.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;20918.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;15506.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;5412.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;13639.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;7603.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;6036.0
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2006;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet stavebních povolení v ČR;Celkem;11785.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - budovy;Celkem;9317.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - budovy;Nová výstavba;803.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;8514.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - budovy bytové;Celkem;7485.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;595.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;6890.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1832.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;208.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1624.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;38717.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;32139.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;22777.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;9362.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;20112.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;15345.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4767.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;12027.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;7432.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;4595.0
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2005;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
