Území;Ukazatel;Roky;value
Česko;Počet stavebních zakázek;2024;26537.0
Česko;Počet stavebních zakázek;2023;27407.0
Česko;Počet stavebních zakázek;2022;22438.0
Česko;Počet stavebních zakázek;2021;19314.0
Česko;Počet stavebních zakázek;2020;18160.0
Česko;Počet stavebních zakázek;2019;18769.0
Česko;Počet stavebních zakázek;2018;18444.0
Česko;Počet stavebních zakázek;2017;17238.0
Česko;Počet stavebních zakázek;2016;18391.0
Česko;Počet stavebních zakázek;2015;13640.0
Česko;Počet stavebních zakázek;2014;13271.0
Česko;Počet stavebních zakázek;2013;10206.0
Česko;Počet stavebních zakázek;2012;9302.0
Česko;Počet stavebních zakázek;2011;11164.0
Česko;Počet stavebních zakázek;2010;9857.0
Česko;Počet stavebních zakázek;2009;8785.0
Česko;Počet stavebních zakázek;2008;7601.0
Česko;Počet stavebních zakázek;2007;8832.0
Česko;Počet stavebních zakázek;2006;11027.0
Česko;Počet stavebních zakázek;2005;10513.0
Česko;Počet stavebních zakázek;2004;9747.0
Česko;Počet stavebních zakázek;2003;8584.0
Česko;Počet stavebních zakázek;2002;8760.0
Česko;Počet stavebních zakázek;2001;7595.0
Česko;Počet stavebních zakázek;2000;7918.0
Česko;Počet stavebních zakázek;1999;8686.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2024;330009.453
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2023;262149.714
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2022;244943.771
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2021;225537.077
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2020;199439.761
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2019;171104.182
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2018;153414.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2017;133418.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2016;128964.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2015;125136.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2014;163435.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2013;141024.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2012;140373.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2011;143078.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2010;149277.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2009;174896.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2008;215132.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2007;187045.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2006;216308.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2005;195530.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2004;203079.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2003;149768.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2002;129123.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2001;111490.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;2000;96822.0
Česko;Hodnota stavebních zakázek (mil. Kč b.c.) - celkem;1999;106012.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2024;220525.58
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2023;175739.187
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2022;149986.15
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2021;131885.695
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2020;114785.652
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2019;101630.385
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2018;84837.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2017;68062.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2016;62255.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2015;61556.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2014;82007.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2013;66662.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2012;73379.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2011;78967.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2010;85488.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2009;117600.0
Česko;Hodnota veřejných stavebních zakázek v tuzemsku (mil. Kč b.c.);2008;147129.0
