Ukazatel;Druh nemovitosti;Typ údaje;Území;Čtvrtletí;value
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;1. čtvrtletí 2021;175.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;2. čtvrtletí 2021;190.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;3. čtvrtletí 2021;202.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;4. čtvrtletí 2021;219.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;1. čtvrtletí 2022;226.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;2. čtvrtletí 2022;244.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;3. čtvrtletí 2022;242.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;4. čtvrtletí 2022;244.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;1. čtvrtletí 2023;228.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;2. čtvrtletí 2023;234.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;3. čtvrtletí 2023;229.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Karlovarský kraj;4. čtvrtletí 2023;227.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;1. čtvrtletí 2015;99.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;2. čtvrtletí 2015;99.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;3. čtvrtletí 2015;100.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;4. čtvrtletí 2015;101.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;1. čtvrtletí 2016;101.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;2. čtvrtletí 2016;102.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;3. čtvrtletí 2016;108.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;4. čtvrtletí 2016;116.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;1. čtvrtletí 2017;118.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;2. čtvrtletí 2017;124.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;3. čtvrtletí 2017;128.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;4. čtvrtletí 2017;131.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;1. čtvrtletí 2018;134.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;2. čtvrtletí 2018;144.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;3. čtvrtletí 2018;147.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;4. čtvrtletí 2018;152.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;1. čtvrtletí 2019;156.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;2. čtvrtletí 2019;166.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;3. čtvrtletí 2019;176.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;4. čtvrtletí 2019;179.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;1. čtvrtletí 2020;197.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;2. čtvrtletí 2020;207.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;3. čtvrtletí 2020;214.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;4. čtvrtletí 2020;211.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;1. čtvrtletí 2021;236.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;2. čtvrtletí 2021;264.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;3. čtvrtletí 2021;288.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;4. čtvrtletí 2021;318.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;1. čtvrtletí 2022;331.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;2. čtvrtletí 2022;355.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;3. čtvrtletí 2022;351.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;4. čtvrtletí 2022;337.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;1. čtvrtletí 2023;323.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;2. čtvrtletí 2023;318.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;3. čtvrtletí 2023;318.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Ústecký kraj;4. čtvrtletí 2023;324.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;1. čtvrtletí 2015;100.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;2. čtvrtletí 2015;98.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;3. čtvrtletí 2015;99.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;4. čtvrtletí 2015;101.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;1. čtvrtletí 2016;100.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;2. čtvrtletí 2016;106.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;3. čtvrtletí 2016;112.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;4. čtvrtletí 2016;120.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;1. čtvrtletí 2017;121.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;2. čtvrtletí 2017;127.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;3. čtvrtletí 2017;136.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;4. čtvrtletí 2017;141.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;1. čtvrtletí 2018;140.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;2. čtvrtletí 2018;144.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;3. čtvrtletí 2018;148.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;4. čtvrtletí 2018;151.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;1. čtvrtletí 2019;151.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;2. čtvrtletí 2019;169.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;3. čtvrtletí 2019;172.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;4. čtvrtletí 2019;178.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;1. čtvrtletí 2020;182.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;2. čtvrtletí 2020;194.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;3. čtvrtletí 2020;196.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;4. čtvrtletí 2020;203.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;1. čtvrtletí 2021;213.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;2. čtvrtletí 2021;222.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;3. čtvrtletí 2021;235.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;4. čtvrtletí 2021;251.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;1. čtvrtletí 2022;269.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;2. čtvrtletí 2022;288.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;3. čtvrtletí 2022;287.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;4. čtvrtletí 2022;282.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;1. čtvrtletí 2023;269.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;2. čtvrtletí 2023;265.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;3. čtvrtletí 2023;271.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Liberecký kraj;4. čtvrtletí 2023;261.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;1. čtvrtletí 2015;99.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;2. čtvrtletí 2015;99.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;3. čtvrtletí 2015;100.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;4. čtvrtletí 2015;100.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;1. čtvrtletí 2016;100.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;2. čtvrtletí 2016;107.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;3. čtvrtletí 2016;114.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;4. čtvrtletí 2016;117.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;1. čtvrtletí 2017;124.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;2. čtvrtletí 2017;130.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;3. čtvrtletí 2017;129.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;4. čtvrtletí 2017;132.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;1. čtvrtletí 2018;139.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;2. čtvrtletí 2018;148.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;3. čtvrtletí 2018;144.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;4. čtvrtletí 2018;144.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;1. čtvrtletí 2019;147.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;2. čtvrtletí 2019;149.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;3. čtvrtletí 2019;156.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;4. čtvrtletí 2019;158.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;1. čtvrtletí 2020;169.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;2. čtvrtletí 2020;180.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;3. čtvrtletí 2020;186.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;4. čtvrtletí 2020;183.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;1. čtvrtletí 2021;202.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;2. čtvrtletí 2021;220.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;3. čtvrtletí 2021;230.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;4. čtvrtletí 2021;247.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;1. čtvrtletí 2022;260.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;2. čtvrtletí 2022;274.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;3. čtvrtletí 2022;270.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;4. čtvrtletí 2022;271.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;1. čtvrtletí 2023;260.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;2. čtvrtletí 2023;260.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;3. čtvrtletí 2023;257.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Královéhradecký kraj;4. čtvrtletí 2023;261.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;1. čtvrtletí 2015;97.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;2. čtvrtletí 2015;100.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;3. čtvrtletí 2015;101.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;4. čtvrtletí 2015;101.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;1. čtvrtletí 2016;103.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;2. čtvrtletí 2016;108.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;3. čtvrtletí 2016;112.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;4. čtvrtletí 2016;123.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;1. čtvrtletí 2017;122.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;2. čtvrtletí 2017;123.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;3. čtvrtletí 2017;125.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;4. čtvrtletí 2017;133.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;1. čtvrtletí 2018;136.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;2. čtvrtletí 2018;141.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;3. čtvrtletí 2018;140.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;4. čtvrtletí 2018;146.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;1. čtvrtletí 2019;145.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;2. čtvrtletí 2019;142.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;3. čtvrtletí 2019;145.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;4. čtvrtletí 2019;153.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;1. čtvrtletí 2020;163.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;2. čtvrtletí 2020;179.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;3. čtvrtletí 2020;179.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;4. čtvrtletí 2020;180.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;1. čtvrtletí 2021;191.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;2. čtvrtletí 2021;203.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;3. čtvrtletí 2021;218.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;4. čtvrtletí 2021;230.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;1. čtvrtletí 2022;248.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;2. čtvrtletí 2022;252.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;3. čtvrtletí 2022;252.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;4. čtvrtletí 2022;259.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;1. čtvrtletí 2023;236.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;2. čtvrtletí 2023;229.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;3. čtvrtletí 2023;236.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Pardubický kraj;4. čtvrtletí 2023;233.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;1. čtvrtletí 2015;100.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;2. čtvrtletí 2015;99.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;3. čtvrtletí 2015;99.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;4. čtvrtletí 2015;100.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;1. čtvrtletí 2016;104.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;2. čtvrtletí 2016;109.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;3. čtvrtletí 2016;114.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;4. čtvrtletí 2016;118.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;1. čtvrtletí 2017;124.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;2. čtvrtletí 2017;129.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;3. čtvrtletí 2017;130.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;4. čtvrtletí 2017;136.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;1. čtvrtletí 2018;136.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;2. čtvrtletí 2018;148.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;3. čtvrtletí 2018;150.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;4. čtvrtletí 2018;151.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;1. čtvrtletí 2019;152.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;2. čtvrtletí 2019;151.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;3. čtvrtletí 2019;161.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;4. čtvrtletí 2019;171.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;1. čtvrtletí 2020;172.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;2. čtvrtletí 2020;178.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;3. čtvrtletí 2020;196.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;4. čtvrtletí 2020;192.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;1. čtvrtletí 2021;205.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;2. čtvrtletí 2021;220.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;3. čtvrtletí 2021;236.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;4. čtvrtletí 2021;251.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;1. čtvrtletí 2022;264.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;2. čtvrtletí 2022;276.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;3. čtvrtletí 2022;280.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;4. čtvrtletí 2022;271.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;1. čtvrtletí 2023;263.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;2. čtvrtletí 2023;265.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;3. čtvrtletí 2023;273.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Kraj Vysočina;4. čtvrtletí 2023;264.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;1. čtvrtletí 2015;97.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;2. čtvrtletí 2015;98.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;3. čtvrtletí 2015;101.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;4. čtvrtletí 2015;102.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;1. čtvrtletí 2016;105.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;2. čtvrtletí 2016;112.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;3. čtvrtletí 2016;115.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;4. čtvrtletí 2016;121.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;1. čtvrtletí 2017;126.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;2. čtvrtletí 2017;129.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;3. čtvrtletí 2017;129.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;4. čtvrtletí 2017;135.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;1. čtvrtletí 2018;139.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;2. čtvrtletí 2018;140.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;3. čtvrtletí 2018;142.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;4. čtvrtletí 2018;145.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;1. čtvrtletí 2019;149.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;2. čtvrtletí 2019;149.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;3. čtvrtletí 2019;157.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;4. čtvrtletí 2019;158.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;1. čtvrtletí 2020;167.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;2. čtvrtletí 2020;178.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;3. čtvrtletí 2020;180.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;4. čtvrtletí 2020;180.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;1. čtvrtletí 2021;194.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;2. čtvrtletí 2021;210.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;3. čtvrtletí 2021;230.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;4. čtvrtletí 2021;239.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;1. čtvrtletí 2022;250.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;2. čtvrtletí 2022;265.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;3. čtvrtletí 2022;263.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;4. čtvrtletí 2022;248.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;1. čtvrtletí 2023;238.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;2. čtvrtletí 2023;235.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;3. čtvrtletí 2023;235.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Jihomoravský kraj;4. čtvrtletí 2023;240.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;1. čtvrtletí 2015;97.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;2. čtvrtletí 2015;99.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;3. čtvrtletí 2015;100.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;4. čtvrtletí 2015;103.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;1. čtvrtletí 2016;108.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;2. čtvrtletí 2016;114.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;3. čtvrtletí 2016;119.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;4. čtvrtletí 2016;121.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;1. čtvrtletí 2017;120.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;2. čtvrtletí 2017;128.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;3. čtvrtletí 2017;132.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;4. čtvrtletí 2017;134.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;1. čtvrtletí 2018;140.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;2. čtvrtletí 2018;147.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;3. čtvrtletí 2018;149.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;4. čtvrtletí 2018;150.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;1. čtvrtletí 2019;153.3
