Území;Ukazatel;Typ indexu;Očištění;CZ NACE;Měsíce;value
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;prosinec 2021;97.4601436366
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;leden 2022;110.7326732702
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;únor 2022;111.574512263
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;březen 2022;104.68649821
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;duben 2022;105.7208398453
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;květen 2022;107.2496417512
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;červen 2022;104.5307223764
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;červenec 2022;102.634605604
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;srpen 2022;109.7603772234
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;září 2022;97.8031481429
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;říjen 2022;102.6843348828
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;listopad 2022;107.1523886401
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;prosinec 2022;104.467128136
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;leden 2023;103.5564171526
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;únor 2023;100.4005807553
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;březen 2023;102.506893952
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;duben 2023;102.4294142091
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;květen 2023;98.963040241
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;červen 2023;93.9665392564
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;červenec 2023;95.4212144366
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;srpen 2023;96.4704134358
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;září 2023;97.6285652681
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;říjen 2023;103.3148767383
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;listopad 2023;98.8356914433
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;prosinec 2023;91.0866513765
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;leden 2024;95.1563850526
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;únor 2024;97.8332171625
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;březen 2024;101.498740811
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;duben 2024;107.49406296
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;květen 2024;104.1458062075
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;červen 2024;96.2128815887
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;červenec 2024;99.9670632915
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;srpen 2024;99.0554665087
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;září 2024;96.2827495074
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;říjen 2024;96.6547229621
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;listopad 2024;99.2705740612
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;prosinec 2024;103.5073590858
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;leden 2025;100.6642899589
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;únor 2025;106.2851791394
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;68 Sekce L - Činnosti v oblasti nemovitostí;březen 2025;98.1719439654
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);leden 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);únor 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);březen 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);duben 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);květen 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červen 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červenec 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);srpen 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);září 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);říjen 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);listopad 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);prosinec 2014;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);leden 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);únor 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);březen 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);duben 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);květen 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červen 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červenec 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);srpen 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);září 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);říjen 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);listopad 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);prosinec 2015;
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);leden 2016;101.311709127
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);únor 2016;94.4803599161
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);březen 2016;95.2265880775
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);duben 2016;92.2012533133
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);květen 2016;92.9556363321
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červen 2016;96.208166226
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červenec 2016;105.5424255134
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);srpen 2016;96.8766305075
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);září 2016;97.3404676735
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);říjen 2016;101.4591038619
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);listopad 2016;101.9285197765
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);prosinec 2016;95.1174129241
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);leden 2017;106.85958788
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);únor 2017;102.4357750919
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);březen 2017;108.2844730351
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);duben 2017;102.6530418398
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);květen 2017;106.7409817523
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červen 2017;100.0656045953
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červenec 2017;103.1517302057
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);srpen 2017;99.0559461297
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);září 2017;101.8073556639
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);říjen 2017;100.4535645388
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);listopad 2017;107.1090862217
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);prosinec 2017;101.8934630314
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);leden 2018;109.0261562669
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);únor 2018;106.3387394402
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);březen 2018;101.5402728331
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);duben 2018;102.4801957938
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);květen 2018;101.6257734869
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červen 2018;104.5129970638
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červenec 2018;101.2911477999
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);srpen 2018;103.2793490278
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);září 2018;105.9007367728
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);říjen 2018;102.2387525123
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);listopad 2018;102.7117845119
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);prosinec 2018;97.437281677
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);leden 2019;94.3816635828
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);únor 2019;106.4926590288
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);březen 2019;98.4461711711
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);duben 2019;110.5775005504
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);květen 2019;104.0168060456
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červen 2019;97.5898414936
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červenec 2019;91.6258266204
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);srpen 2019;96.1376748245
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);září 2019;99.7808196709
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);říjen 2019;96.2112616284
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);listopad 2019;96.0031923877
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);prosinec 2019;106.1717995986
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);leden 2020;95.9139481762
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);únor 2020;92.1430083008
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);březen 2020;95.1616986662
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);duben 2020;85.8814367778
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);květen 2020;83.3503056693
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červen 2020;87.9950740514
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);červenec 2020;89.1049581891
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);srpen 2020;92.4680661391
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);září 2020;93.2357829032
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);říjen 2020;94.0364822206
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);listopad 2020;94.0552507238
Česko;Index produkce služeb;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;69 a 702 a 71 a 73 a 74 Sekce M - Profesní, vědecké a technické činnosti (bez CZ-NACE 701, 72 a 75);prosinec 2020;91.9315006056
