Území;Ukazatel;Pohlaví;Týdny;Věkové skupiny (pětileté);value
Česko;Zemřelí;Celkem; 12. týden 2020;50-54;58
Česko;Zemřelí;Celkem; 12. týden 2020;55-59;89
Česko;Zemřelí;Celkem; 12. týden 2020;60-64;149
Česko;Zemřelí;Celkem; 12. týden 2020;65-69;237
Česko;Zemřelí;Celkem; 12. týden 2020;70-74;315
Česko;Zemřelí;Celkem; 12. týden 2020;75-79;309
Česko;Zemřelí;Celkem; 12. týden 2020;80-84;351
Česko;Zemřelí;Celkem; 12. týden 2020;85-89;400
Česko;Zemřelí;Celkem; 12. týden 2020;90 a více;317
Česko;Zemřelí;Celkem; 11. týden 2020;0-4;5
Česko;Zemřelí;Celkem; 11. týden 2020;5-9;0
Česko;Zemřelí;Celkem; 11. týden 2020;10-14;3
Česko;Zemřelí;Celkem; 11. týden 2020;15-19;0
Česko;Zemřelí;Celkem; 11. týden 2020;20-24;4
Česko;Zemřelí;Celkem; 11. týden 2020;25-29;8
Česko;Zemřelí;Celkem; 11. týden 2020;30-34;9
Česko;Zemřelí;Celkem; 11. týden 2020;35-39;12
Česko;Zemřelí;Celkem; 11. týden 2020;40-44;17
Česko;Zemřelí;Celkem; 11. týden 2020;45-49;35
Česko;Zemřelí;Celkem; 11. týden 2020;50-54;53
Česko;Zemřelí;Celkem; 11. týden 2020;55-59;78
Česko;Zemřelí;Celkem; 11. týden 2020;60-64;138
Česko;Zemřelí;Celkem; 11. týden 2020;65-69;211
Česko;Zemřelí;Celkem; 11. týden 2020;70-74;341
Česko;Zemřelí;Celkem; 11. týden 2020;75-79;332
Česko;Zemřelí;Celkem; 11. týden 2020;80-84;329
Česko;Zemřelí;Celkem; 11. týden 2020;85-89;398
Česko;Zemřelí;Celkem; 11. týden 2020;90 a více;322
Česko;Zemřelí;Celkem; 10. týden 2020;0-4;3
Česko;Zemřelí;Celkem; 10. týden 2020;5-9;2
Česko;Zemřelí;Celkem; 10. týden 2020;10-14;1
Česko;Zemřelí;Celkem; 10. týden 2020;15-19;2
Česko;Zemřelí;Celkem; 10. týden 2020;20-24;4
Česko;Zemřelí;Celkem; 10. týden 2020;25-29;7
Česko;Zemřelí;Celkem; 10. týden 2020;30-34;10
Česko;Zemřelí;Celkem; 10. týden 2020;35-39;14
Česko;Zemřelí;Celkem; 10. týden 2020;40-44;18
Česko;Zemřelí;Celkem; 10. týden 2020;45-49;33
Česko;Zemřelí;Celkem; 10. týden 2020;50-54;54
Česko;Zemřelí;Celkem; 10. týden 2020;55-59;90
Česko;Zemřelí;Celkem; 10. týden 2020;60-64;140
Česko;Zemřelí;Celkem; 10. týden 2020;65-69;222
Česko;Zemřelí;Celkem; 10. týden 2020;70-74;331
Česko;Zemřelí;Celkem; 10. týden 2020;75-79;320
Česko;Zemřelí;Celkem; 10. týden 2020;80-84;322
Česko;Zemřelí;Celkem; 10. týden 2020;85-89;368
Česko;Zemřelí;Celkem; 10. týden 2020;90 a více;353
Česko;Zemřelí;Celkem; 09. týden 2020;0-4;6
Česko;Zemřelí;Celkem; 09. týden 2020;5-9;4
Česko;Zemřelí;Celkem; 09. týden 2020;10-14;0
Česko;Zemřelí;Celkem; 09. týden 2020;15-19;3
Česko;Zemřelí;Celkem; 09. týden 2020;20-24;3
Česko;Zemřelí;Celkem; 09. týden 2020;25-29;8
Česko;Zemřelí;Celkem; 09. týden 2020;30-34;14
Česko;Zemřelí;Celkem; 09. týden 2020;35-39;14
Česko;Zemřelí;Celkem; 09. týden 2020;40-44;16
Česko;Zemřelí;Celkem; 09. týden 2020;45-49;40
Česko;Zemřelí;Celkem; 09. týden 2020;50-54;51
Česko;Zemřelí;Celkem; 09. týden 2020;55-59;75
Česko;Zemřelí;Celkem; 09. týden 2020;60-64;146
Česko;Zemřelí;Celkem; 09. týden 2020;65-69;245
Česko;Zemřelí;Celkem; 09. týden 2020;70-74;319
Česko;Zemřelí;Celkem; 09. týden 2020;75-79;331
Česko;Zemřelí;Celkem; 09. týden 2020;80-84;355
Česko;Zemřelí;Celkem; 09. týden 2020;85-89;412
Česko;Zemřelí;Celkem; 09. týden 2020;90 a více;318
Česko;Zemřelí;Celkem; 08. týden 2020;0-4;8
Česko;Zemřelí;Celkem; 08. týden 2020;5-9;0
Česko;Zemřelí;Celkem; 08. týden 2020;10-14;1
Česko;Zemřelí;Celkem; 08. týden 2020;15-19;2
Česko;Zemřelí;Celkem; 08. týden 2020;20-24;2
Česko;Zemřelí;Celkem; 08. týden 2020;25-29;3
Česko;Zemřelí;Celkem; 08. týden 2020;30-34;13
Česko;Zemřelí;Celkem; 08. týden 2020;35-39;6
Česko;Zemřelí;Celkem; 08. týden 2020;40-44;30
Česko;Zemřelí;Celkem; 08. týden 2020;45-49;35
Česko;Zemřelí;Celkem; 08. týden 2020;50-54;52
Česko;Zemřelí;Celkem; 08. týden 2020;55-59;85
Česko;Zemřelí;Celkem; 08. týden 2020;60-64;136
Česko;Zemřelí;Celkem; 08. týden 2020;65-69;211
Česko;Zemřelí;Celkem; 08. týden 2020;70-74;298
Česko;Zemřelí;Celkem; 08. týden 2020;75-79;370
Česko;Zemřelí;Celkem; 08. týden 2020;80-84;341
Česko;Zemřelí;Celkem; 08. týden 2020;85-89;406
Česko;Zemřelí;Celkem; 08. týden 2020;90 a více;351
Česko;Zemřelí;Celkem; 07. týden 2020;0-4;6
Česko;Zemřelí;Celkem; 07. týden 2020;5-9;0
Česko;Zemřelí;Celkem; 07. týden 2020;10-14;2
Česko;Zemřelí;Celkem; 07. týden 2020;15-19;5
Česko;Zemřelí;Celkem; 07. týden 2020;20-24;3
Česko;Zemřelí;Celkem; 07. týden 2020;25-29;7
Česko;Zemřelí;Celkem; 07. týden 2020;30-34;4
Česko;Zemřelí;Celkem; 07. týden 2020;35-39;16
Česko;Zemřelí;Celkem; 07. týden 2020;40-44;24
Česko;Zemřelí;Celkem; 07. týden 2020;45-49;32
Česko;Zemřelí;Celkem; 07. týden 2020;50-54;52
Česko;Zemřelí;Celkem; 07. týden 2020;55-59;79
Česko;Zemřelí;Celkem; 07. týden 2020;60-64;130
Česko;Zemřelí;Celkem; 07. týden 2020;65-69;222
Česko;Zemřelí;Celkem; 07. týden 2020;70-74;324
Česko;Zemřelí;Celkem; 07. týden 2020;75-79;352
Česko;Zemřelí;Celkem; 07. týden 2020;80-84;328
Česko;Zemřelí;Celkem; 07. týden 2020;85-89;432
Česko;Zemřelí;Celkem; 07. týden 2020;90 a více;373
Česko;Zemřelí;Celkem; 06. týden 2020;0-4;6
Česko;Zemřelí;Celkem; 06. týden 2020;5-9;0
Česko;Zemřelí;Celkem; 06. týden 2020;10-14;0
Česko;Zemřelí;Celkem; 06. týden 2020;15-19;3
Česko;Zemřelí;Celkem; 06. týden 2020;20-24;4
Česko;Zemřelí;Celkem; 06. týden 2020;25-29;8
Česko;Zemřelí;Celkem; 06. týden 2020;30-34;8
Česko;Zemřelí;Celkem; 06. týden 2020;35-39;15
Česko;Zemřelí;Celkem; 06. týden 2020;40-44;18
Česko;Zemřelí;Celkem; 06. týden 2020;45-49;35
Česko;Zemřelí;Celkem; 06. týden 2020;50-54;51
Česko;Zemřelí;Celkem; 06. týden 2020;55-59;78
Česko;Zemřelí;Celkem; 06. týden 2020;60-64;146
Česko;Zemřelí;Celkem; 06. týden 2020;65-69;240
Česko;Zemřelí;Celkem; 06. týden 2020;70-74;321
Česko;Zemřelí;Celkem; 06. týden 2020;75-79;332
Česko;Zemřelí;Celkem; 06. týden 2020;80-84;358
Česko;Zemřelí;Celkem; 06. týden 2020;85-89;394
Česko;Zemřelí;Celkem; 06. týden 2020;90 a více;338
Česko;Zemřelí;Celkem; 05. týden 2020;0-4;3
Česko;Zemřelí;Celkem; 05. týden 2020;5-9;0
Česko;Zemřelí;Celkem; 05. týden 2020;10-14;2
Česko;Zemřelí;Celkem; 05. týden 2020;15-19;0
Česko;Zemřelí;Celkem; 05. týden 2020;20-24;5
Česko;Zemřelí;Celkem; 05. týden 2020;25-29;7
Česko;Zemřelí;Celkem; 05. týden 2020;30-34;9
Česko;Zemřelí;Celkem; 05. týden 2020;35-39;14
Česko;Zemřelí;Celkem; 05. týden 2020;40-44;19
Česko;Zemřelí;Celkem; 05. týden 2020;45-49;31
Česko;Zemřelí;Celkem; 05. týden 2020;50-54;56
Česko;Zemřelí;Celkem; 05. týden 2020;55-59;85
Česko;Zemřelí;Celkem; 05. týden 2020;60-64;135
Česko;Zemřelí;Celkem; 05. týden 2020;65-69;231
Česko;Zemřelí;Celkem; 05. týden 2020;70-74;290
Česko;Zemřelí;Celkem; 05. týden 2020;75-79;356
Česko;Zemřelí;Celkem; 05. týden 2020;80-84;345
Česko;Zemřelí;Celkem; 05. týden 2020;85-89;394
Česko;Zemřelí;Celkem; 05. týden 2020;90 a více;382
Česko;Zemřelí;Celkem; 04. týden 2020;0-4;10
Česko;Zemřelí;Celkem; 04. týden 2020;5-9;2
Česko;Zemřelí;Celkem; 04. týden 2020;10-14;1
Česko;Zemřelí;Celkem; 04. týden 2020;15-19;5
Česko;Zemřelí;Celkem; 04. týden 2020;20-24;4
Česko;Zemřelí;Celkem; 04. týden 2020;25-29;4
Česko;Zemřelí;Celkem; 04. týden 2020;30-34;8
Česko;Zemřelí;Celkem; 04. týden 2020;35-39;8
Česko;Zemřelí;Celkem; 04. týden 2020;40-44;39
Česko;Zemřelí;Celkem; 04. týden 2020;45-49;38
Česko;Zemřelí;Celkem; 04. týden 2020;50-54;61
Česko;Zemřelí;Celkem; 04. týden 2020;55-59;74
Česko;Zemřelí;Celkem; 04. týden 2020;60-64;144
Česko;Zemřelí;Celkem; 04. týden 2020;65-69;213
Česko;Zemřelí;Celkem; 04. týden 2020;70-74;318
Česko;Zemřelí;Celkem; 04. týden 2020;75-79;352
Česko;Zemřelí;Celkem; 04. týden 2020;80-84;343
Česko;Zemřelí;Celkem; 04. týden 2020;85-89;381
Česko;Zemřelí;Celkem; 04. týden 2020;90 a více;332
Česko;Zemřelí;Celkem; 03. týden 2020;0-4;6
Česko;Zemřelí;Celkem; 03. týden 2020;5-9;0
Česko;Zemřelí;Celkem; 03. týden 2020;10-14;1
Česko;Zemřelí;Celkem; 03. týden 2020;15-19;1
Česko;Zemřelí;Celkem; 03. týden 2020;20-24;4
Česko;Zemřelí;Celkem; 03. týden 2020;25-29;4
Česko;Zemřelí;Celkem; 03. týden 2020;30-34;4
Česko;Zemřelí;Celkem; 03. týden 2020;35-39;13
Česko;Zemřelí;Celkem; 03. týden 2020;40-44;24
Česko;Zemřelí;Celkem; 03. týden 2020;45-49;48
Česko;Zemřelí;Celkem; 03. týden 2020;50-54;47
Česko;Zemřelí;Celkem; 03. týden 2020;55-59;74
Česko;Zemřelí;Celkem; 03. týden 2020;60-64;122
Česko;Zemřelí;Celkem; 03. týden 2020;65-69;227
Česko;Zemřelí;Celkem; 03. týden 2020;70-74;307
Česko;Zemřelí;Celkem; 03. týden 2020;75-79;322
Česko;Zemřelí;Celkem; 03. týden 2020;80-84;343
Česko;Zemřelí;Celkem; 03. týden 2020;85-89;368
Česko;Zemřelí;Celkem; 03. týden 2020;90 a více;329
Česko;Zemřelí;Celkem; 02. týden 2020;0-4;7
Česko;Zemřelí;Celkem; 02. týden 2020;5-9;0
Česko;Zemřelí;Celkem; 02. týden 2020;10-14;1
Česko;Zemřelí;Celkem; 02. týden 2020;15-19;3
Česko;Zemřelí;Celkem; 02. týden 2020;20-24;1
Česko;Zemřelí;Celkem; 02. týden 2020;25-29;3
Česko;Zemřelí;Celkem; 02. týden 2020;30-34;10
Česko;Zemřelí;Celkem; 02. týden 2020;35-39;11
Česko;Zemřelí;Celkem; 02. týden 2020;40-44;31
Česko;Zemřelí;Celkem; 02. týden 2020;45-49;24
Česko;Zemřelí;Celkem; 02. týden 2020;50-54;50
Česko;Zemřelí;Celkem; 02. týden 2020;55-59;102
Česko;Zemřelí;Celkem; 02. týden 2020;60-64;136
Česko;Zemřelí;Celkem; 02. týden 2020;65-69;214
Česko;Zemřelí;Celkem; 02. týden 2020;70-74;275
Česko;Zemřelí;Celkem; 02. týden 2020;75-79;374
Česko;Zemřelí;Celkem; 02. týden 2020;80-84;326
Česko;Zemřelí;Celkem; 02. týden 2020;85-89;378
Česko;Zemřelí;Celkem; 02. týden 2020;90 a více;379
Česko;Zemřelí;Celkem; 01. týden 2020;0-4;6
Česko;Zemřelí;Celkem; 01. týden 2020;5-9;0
Česko;Zemřelí;Celkem; 01. týden 2020;10-14;4
Česko;Zemřelí;Celkem; 01. týden 2020;15-19;2
Česko;Zemřelí;Celkem; 01. týden 2020;20-24;2
Česko;Zemřelí;Celkem; 01. týden 2020;25-29;3
Česko;Zemřelí;Celkem; 01. týden 2020;30-34;11
Česko;Zemřelí;Celkem; 01. týden 2020;35-39;17
Česko;Zemřelí;Celkem; 01. týden 2020;40-44;30
Česko;Zemřelí;Celkem; 01. týden 2020;45-49;40
Česko;Zemřelí;Celkem; 01. týden 2020;50-54;56
Česko;Zemřelí;Celkem; 01. týden 2020;55-59;93
Česko;Zemřelí;Celkem; 01. týden 2020;60-64;152
Česko;Zemřelí;Celkem; 01. týden 2020;65-69;222
Česko;Zemřelí;Celkem; 01. týden 2020;70-74;310
Česko;Zemřelí;Celkem; 01. týden 2020;75-79;337
Česko;Zemřelí;Celkem; 01. týden 2020;80-84;325
Česko;Zemřelí;Celkem; 01. týden 2020;85-89;367
Česko;Zemřelí;Celkem; 01. týden 2020;90 a více;328
Česko;Zemřelí;Celkem; 52. týden 2019;0-4;3
Česko;Zemřelí;Celkem; 52. týden 2019;5-9;1
Česko;Zemřelí;Celkem; 52. týden 2019;10-14;2
Česko;Zemřelí;Celkem; 52. týden 2019;15-19;2
Česko;Zemřelí;Celkem; 52. týden 2019;20-24;4
Česko;Zemřelí;Celkem; 52. týden 2019;25-29;6
Česko;Zemřelí;Celkem; 52. týden 2019;30-34;10
Česko;Zemřelí;Celkem; 52. týden 2019;35-39;9
Česko;Zemřelí;Celkem; 52. týden 2019;40-44;26
Česko;Zemřelí;Celkem; 52. týden 2019;45-49;28
Česko;Zemřelí;Celkem; 52. týden 2019;50-54;55
Česko;Zemřelí;Celkem; 52. týden 2019;55-59;64
Česko;Zemřelí;Celkem; 52. týden 2019;60-64;144
Česko;Zemřelí;Celkem; 52. týden 2019;65-69;212
Česko;Zemřelí;Celkem; 52. týden 2019;70-74;302
Česko;Zemřelí;Celkem; 52. týden 2019;75-79;322
Česko;Zemřelí;Celkem; 52. týden 2019;80-84;322
Česko;Zemřelí;Celkem; 52. týden 2019;85-89;386
Česko;Zemřelí;Celkem; 52. týden 2019;90 a více;347
Česko;Zemřelí;Celkem; 51. týden 2019;0-4;10
Česko;Zemřelí;Celkem; 51. týden 2019;5-9;0
Česko;Zemřelí;Celkem; 51. týden 2019;10-14;0
Česko;Zemřelí;Celkem; 51. týden 2019;15-19;5
Česko;Zemřelí;Celkem; 51. týden 2019;20-24;2
Česko;Zemřelí;Celkem; 51. týden 2019;25-29;5
Česko;Zemřelí;Celkem; 51. týden 2019;30-34;7
Česko;Zemřelí;Celkem; 51. týden 2019;35-39;15
Česko;Zemřelí;Celkem; 51. týden 2019;40-44;23
Česko;Zemřelí;Celkem; 51. týden 2019;45-49;35
Česko;Zemřelí;Celkem; 51. týden 2019;50-54;61
Česko;Zemřelí;Celkem; 51. týden 2019;55-59;76
Česko;Zemřelí;Celkem; 51. týden 2019;60-64;132
Česko;Zemřelí;Celkem; 51. týden 2019;65-69;206
Česko;Zemřelí;Celkem; 51. týden 2019;70-74;306
Česko;Zemřelí;Celkem; 51. týden 2019;75-79;333
Česko;Zemřelí;Celkem; 51. týden 2019;80-84;326
Česko;Zemřelí;Celkem; 51. týden 2019;85-89;347
Česko;Zemřelí;Celkem; 51. týden 2019;90 a více;359
Česko;Zemřelí;Celkem; 50. týden 2019;0-4;8
Česko;Zemřelí;Celkem; 50. týden 2019;5-9;1
Česko;Zemřelí;Celkem; 50. týden 2019;10-14;2
Česko;Zemřelí;Celkem; 50. týden 2019;15-19;2
Česko;Zemřelí;Celkem; 50. týden 2019;20-24;4
Česko;Zemřelí;Celkem; 50. týden 2019;25-29;6
Česko;Zemřelí;Celkem; 50. týden 2019;30-34;5
Česko;Zemřelí;Celkem; 50. týden 2019;35-39;15
Česko;Zemřelí;Celkem; 50. týden 2019;40-44;19
Česko;Zemřelí;Celkem; 50. týden 2019;45-49;30
Česko;Zemřelí;Celkem; 50. týden 2019;50-54;48
Česko;Zemřelí;Celkem; 50. týden 2019;55-59;66
Česko;Zemřelí;Celkem; 50. týden 2019;60-64;115
Česko;Zemřelí;Celkem; 50. týden 2019;65-69;232
Česko;Zemřelí;Celkem; 50. týden 2019;70-74;325
Česko;Zemřelí;Celkem; 50. týden 2019;75-79;331
Česko;Zemřelí;Celkem; 50. týden 2019;80-84;305
Česko;Zemřelí;Celkem; 50. týden 2019;85-89;366
Česko;Zemřelí;Celkem; 50. týden 2019;90 a více;346
Česko;Zemřelí;Celkem; 49. týden 2019;0-4;5
Česko;Zemřelí;Celkem; 49. týden 2019;5-9;2
Česko;Zemřelí;Celkem; 49. týden 2019;10-14;0
Česko;Zemřelí;Celkem; 49. týden 2019;15-19;3
Česko;Zemřelí;Celkem; 49. týden 2019;20-24;3
Česko;Zemřelí;Celkem; 49. týden 2019;25-29;8
Česko;Zemřelí;Celkem; 49. týden 2019;30-34;12
Česko;Zemřelí;Celkem; 49. týden 2019;35-39;12
Česko;Zemřelí;Celkem; 49. týden 2019;40-44;24
Česko;Zemřelí;Celkem; 49. týden 2019;45-49;37
Česko;Zemřelí;Celkem; 49. týden 2019;50-54;42
Česko;Zemřelí;Celkem; 49. týden 2019;55-59;80
Česko;Zemřelí;Celkem; 49. týden 2019;60-64;129
Česko;Zemřelí;Celkem; 49. týden 2019;65-69;201
Česko;Zemřelí;Celkem; 49. týden 2019;70-74;289
Česko;Zemřelí;Celkem; 49. týden 2019;75-79;327
Česko;Zemřelí;Celkem; 49. týden 2019;80-84;307
Česko;Zemřelí;Celkem; 49. týden 2019;85-89;318
Česko;Zemřelí;Celkem; 49. týden 2019;90 a více;279
Česko;Zemřelí;Celkem; 48. týden 2019;0-4;4
Česko;Zemřelí;Celkem; 48. týden 2019;5-9;1
Česko;Zemřelí;Celkem; 48. týden 2019;10-14;1
Česko;Zemřelí;Celkem; 48. týden 2019;15-19;3
Česko;Zemřelí;Celkem; 48. týden 2019;20-24;7
Česko;Zemřelí;Celkem; 48. týden 2019;25-29;4
Česko;Zemřelí;Celkem; 48. týden 2019;30-34;5
Česko;Zemřelí;Celkem; 48. týden 2019;35-39;9
Česko;Zemřelí;Celkem; 48. týden 2019;40-44;20
Česko;Zemřelí;Celkem; 48. týden 2019;45-49;24
Česko;Zemřelí;Celkem; 48. týden 2019;50-54;52
Česko;Zemřelí;Celkem; 48. týden 2019;55-59;83
Česko;Zemřelí;Celkem; 48. týden 2019;60-64;147
Česko;Zemřelí;Celkem; 48. týden 2019;65-69;195
Česko;Zemřelí;Celkem; 48. týden 2019;70-74;288
Česko;Zemřelí;Celkem; 48. týden 2019;75-79;302
Česko;Zemřelí;Celkem; 48. týden 2019;80-84;323
Česko;Zemřelí;Celkem; 48. týden 2019;85-89;349
Česko;Zemřelí;Celkem; 48. týden 2019;90 a více;317
Česko;Zemřelí;Celkem; 47. týden 2019;0-4;5
Česko;Zemřelí;Celkem; 47. týden 2019;5-9;2
Česko;Zemřelí;Celkem; 47. týden 2019;10-14;0
Česko;Zemřelí;Celkem; 47. týden 2019;15-19;4
Česko;Zemřelí;Celkem; 47. týden 2019;20-24;5
Česko;Zemřelí;Celkem; 47. týden 2019;25-29;8
Česko;Zemřelí;Celkem; 47. týden 2019;30-34;7
Česko;Zemřelí;Celkem; 47. týden 2019;35-39;7
Česko;Zemřelí;Celkem; 47. týden 2019;40-44;27
Česko;Zemřelí;Celkem; 47. týden 2019;45-49;36
Česko;Zemřelí;Celkem; 47. týden 2019;50-54;41
Česko;Zemřelí;Celkem; 47. týden 2019;55-59;75
Česko;Zemřelí;Celkem; 47. týden 2019;60-64;136
Česko;Zemřelí;Celkem; 47. týden 2019;65-69;233
Česko;Zemřelí;Celkem; 47. týden 2019;70-74;310
Česko;Zemřelí;Celkem; 47. týden 2019;75-79;301
Česko;Zemřelí;Celkem; 47. týden 2019;80-84;287
Česko;Zemřelí;Celkem; 47. týden 2019;85-89;376
Česko;Zemřelí;Celkem; 47. týden 2019;90 a více;313
Česko;Zemřelí;Celkem; 46. týden 2019;0-4;9
Česko;Zemřelí;Celkem; 46. týden 2019;5-9;1
Česko;Zemřelí;Celkem; 46. týden 2019;10-14;2
Česko;Zemřelí;Celkem; 46. týden 2019;15-19;3
Česko;Zemřelí;Celkem; 46. týden 2019;20-24;3
Česko;Zemřelí;Celkem; 46. týden 2019;25-29;8
Česko;Zemřelí;Celkem; 46. týden 2019;30-34;11
Česko;Zemřelí;Celkem; 46. týden 2019;35-39;11
Česko;Zemřelí;Celkem; 46. týden 2019;40-44;27
Česko;Zemřelí;Celkem; 46. týden 2019;45-49;38
Česko;Zemřelí;Celkem; 46. týden 2019;50-54;54
Česko;Zemřelí;Celkem; 46. týden 2019;55-59;75
Česko;Zemřelí;Celkem; 46. týden 2019;60-64;154
Česko;Zemřelí;Celkem; 46. týden 2019;65-69;202
Česko;Zemřelí;Celkem; 46. týden 2019;70-74;280
Česko;Zemřelí;Celkem; 46. týden 2019;75-79;340
Česko;Zemřelí;Celkem; 46. týden 2019;80-84;323
Česko;Zemřelí;Celkem; 46. týden 2019;85-89;379
Česko;Zemřelí;Celkem; 46. týden 2019;90 a více;311
Česko;Zemřelí;Celkem; 45. týden 2019;0-4;4
Česko;Zemřelí;Celkem; 45. týden 2019;5-9;1
Česko;Zemřelí;Celkem; 45. týden 2019;10-14;0
Česko;Zemřelí;Celkem; 45. týden 2019;15-19;0
Česko;Zemřelí;Celkem; 45. týden 2019;20-24;5
Česko;Zemřelí;Celkem; 45. týden 2019;25-29;2
Česko;Zemřelí;Celkem; 45. týden 2019;30-34;5
Česko;Zemřelí;Celkem; 45. týden 2019;35-39;11
Česko;Zemřelí;Celkem; 45. týden 2019;40-44;22
Česko;Zemřelí;Celkem; 45. týden 2019;45-49;28
Česko;Zemřelí;Celkem; 45. týden 2019;50-54;53
Česko;Zemřelí;Celkem; 45. týden 2019;55-59;86
Česko;Zemřelí;Celkem; 45. týden 2019;60-64;132
Česko;Zemřelí;Celkem; 45. týden 2019;65-69;210
Česko;Zemřelí;Celkem; 45. týden 2019;70-74;302
Česko;Zemřelí;Celkem; 45. týden 2019;75-79;298
Česko;Zemřelí;Celkem; 45. týden 2019;80-84;289
Česko;Zemřelí;Celkem; 45. týden 2019;85-89;327
Česko;Zemřelí;Celkem; 45. týden 2019;90 a více;335
Česko;Zemřelí;Celkem; 44. týden 2019;0-4;11
Česko;Zemřelí;Celkem; 44. týden 2019;5-9;0
Česko;Zemřelí;Celkem; 44. týden 2019;10-14;1
Česko;Zemřelí;Celkem; 44. týden 2019;15-19;0
Česko;Zemřelí;Celkem; 44. týden 2019;20-24;6
Česko;Zemřelí;Celkem; 44. týden 2019;25-29;6
Česko;Zemřelí;Celkem; 44. týden 2019;30-34;6
Česko;Zemřelí;Celkem; 44. týden 2019;35-39;16
Česko;Zemřelí;Celkem; 44. týden 2019;40-44;21
Česko;Zemřelí;Celkem; 44. týden 2019;45-49;33
Česko;Zemřelí;Celkem; 44. týden 2019;50-54;56
Česko;Zemřelí;Celkem; 44. týden 2019;55-59;66
Česko;Zemřelí;Celkem; 44. týden 2019;60-64;127
Česko;Zemřelí;Celkem; 44. týden 2019;65-69;185
Česko;Zemřelí;Celkem; 44. týden 2019;70-74;265
Česko;Zemřelí;Celkem; 44. týden 2019;75-79;306
Česko;Zemřelí;Celkem; 44. týden 2019;80-84;337
Česko;Zemřelí;Celkem; 44. týden 2019;85-89;339
Česko;Zemřelí;Celkem; 44. týden 2019;90 a více;285
Česko;Zemřelí;Celkem; 43. týden 2019;0-4;7
Česko;Zemřelí;Celkem; 43. týden 2019;5-9;1
Česko;Zemřelí;Celkem; 43. týden 2019;10-14;1
Česko;Zemřelí;Celkem; 43. týden 2019;15-19;3
Česko;Zemřelí;Celkem; 43. týden 2019;20-24;3
Česko;Zemřelí;Celkem; 43. týden 2019;25-29;2
Česko;Zemřelí;Celkem; 43. týden 2019;30-34;9
Česko;Zemřelí;Celkem; 43. týden 2019;35-39;16
Česko;Zemřelí;Celkem; 43. týden 2019;40-44;27
Česko;Zemřelí;Celkem; 43. týden 2019;45-49;30
Česko;Zemřelí;Celkem; 43. týden 2019;50-54;47
Česko;Zemřelí;Celkem; 43. týden 2019;55-59;67
Česko;Zemřelí;Celkem; 43. týden 2019;60-64;127
Česko;Zemřelí;Celkem; 43. týden 2019;65-69;215
Česko;Zemřelí;Celkem; 43. týden 2019;70-74;282
Česko;Zemřelí;Celkem; 43. týden 2019;75-79;315
Česko;Zemřelí;Celkem; 43. týden 2019;80-84;312
Česko;Zemřelí;Celkem; 43. týden 2019;85-89;373
Česko;Zemřelí;Celkem; 43. týden 2019;90 a více;302
Česko;Zemřelí;Celkem; 42. týden 2019;0-4;6
Česko;Zemřelí;Celkem; 42. týden 2019;5-9;0
Česko;Zemřelí;Celkem; 42. týden 2019;10-14;1
Česko;Zemřelí;Celkem; 42. týden 2019;15-19;2
Česko;Zemřelí;Celkem; 42. týden 2019;20-24;5
Česko;Zemřelí;Celkem; 42. týden 2019;25-29;4
Česko;Zemřelí;Celkem; 42. týden 2019;30-34;8
Česko;Zemřelí;Celkem; 42. týden 2019;35-39;9
Česko;Zemřelí;Celkem; 42. týden 2019;40-44;24
Česko;Zemřelí;Celkem; 42. týden 2019;45-49;40
Česko;Zemřelí;Celkem; 42. týden 2019;50-54;34
Česko;Zemřelí;Celkem; 42. týden 2019;55-59;62
Česko;Zemřelí;Celkem; 42. týden 2019;60-64;133
Česko;Zemřelí;Celkem; 42. týden 2019;65-69;199
Česko;Zemřelí;Celkem; 42. týden 2019;70-74;301
Česko;Zemřelí;Celkem; 42. týden 2019;75-79;347
Česko;Zemřelí;Celkem; 42. týden 2019;80-84;290
Česko;Zemřelí;Celkem; 42. týden 2019;85-89;347
Česko;Zemřelí;Celkem; 42. týden 2019;90 a více;287
Česko;Zemřelí;Celkem; 41. týden 2019;0-4;6
Česko;Zemřelí;Celkem; 41. týden 2019;5-9;0
Česko;Zemřelí;Celkem; 41. týden 2019;10-14;3
Česko;Zemřelí;Celkem; 41. týden 2019;15-19;1
Česko;Zemřelí;Celkem; 41. týden 2019;20-24;1
Česko;Zemřelí;Celkem; 41. týden 2019;25-29;6
Česko;Zemřelí;Celkem; 41. týden 2019;30-34;12
Česko;Zemřelí;Celkem; 41. týden 2019;35-39;14
Česko;Zemřelí;Celkem; 41. týden 2019;40-44;22
Česko;Zemřelí;Celkem; 41. týden 2019;45-49;32
Česko;Zemřelí;Celkem; 41. týden 2019;50-54;65
Česko;Zemřelí;Celkem; 41. týden 2019;55-59;86
Česko;Zemřelí;Celkem; 41. týden 2019;60-64;141
Česko;Zemřelí;Celkem; 41. týden 2019;65-69;216
Česko;Zemřelí;Celkem; 41. týden 2019;70-74;271
Česko;Zemřelí;Celkem; 41. týden 2019;75-79;326
Česko;Zemřelí;Celkem; 41. týden 2019;80-84;318
Česko;Zemřelí;Celkem; 41. týden 2019;85-89;352
Česko;Zemřelí;Celkem; 41. týden 2019;90 a více;325
Česko;Zemřelí;Celkem; 40. týden 2019;0-4;5
Česko;Zemřelí;Celkem; 40. týden 2019;5-9;0
Česko;Zemřelí;Celkem; 40. týden 2019;10-14;0
