Stát,Roky,Odvětví ekonomické činnosti,Ukazatel,value
Česko,2023,B - Těžba a dobývání,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1710.2275181953
Česko,2023,B - Těžba a dobývání,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,31.6699898277
Česko,2023,B - Těžba a dobývání,"Počet placených, ale neodpracovaných hodin",354.3813052992
Česko,2023,C - Zpracovatelský průmysl,Počet odpracovaných hodin zaměstnanci celkem,1635.1596820789
Česko,2023,C - Zpracovatelský průmysl,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,45.461482858
Česko,2023,C - Zpracovatelský průmysl,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1656.9345987695
Česko,2023,C - Zpracovatelský průmysl,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,36.7514834793
Česko,2023,C - Zpracovatelský průmysl,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1653.9047423319
Česko,2023,C - Zpracovatelský průmysl,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,49.06013432
Česko,2023,C - Zpracovatelský průmysl,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1608.9230092303
Česko,2023,C - Zpracovatelský průmysl,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,51.3531303896
Česko,2023,C - Zpracovatelský průmysl,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1532.4395839946
Česko,2023,C - Zpracovatelský průmysl,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,24.0394981255
Česko,2023,C - Zpracovatelský průmysl,"Počet placených, ale neodpracovaných hodin",345.0582722704
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odpracovaných hodin zaměstnanci celkem,1671.4108301561
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,36.4765500177
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1723.8661388989
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,34.5509531359
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1717.0710242036
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,29.1477091503
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1656.437050946
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,38.1812408455
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odprac. hodin (jiná týdenní prac. doba) celkem,1712.8533731881
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,30.0422921563
Česko,2023,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu","Počet placených, ale neodpracovaných hodin",280.3602397503
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odpracovaných hodin zaměstnanci celkem,1706.0238960008
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,56.3344691111
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1746.3261552315
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,75.2678049225
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1690.8686247816
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,27.086669728
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1656.4506607703
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,39.3502878492
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odprac. hodin (jiná týdenní prac. doba) celkem,1648.4893459251
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,49.0018329194
Česko,2023,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi","Počet placených, ale neodpracovaných hodin",327.3585092372
Česko,2023,F - Stavebnictví,Počet odpracovaných hodin zaměstnanci celkem,1699.4207595523
Česko,2023,F - Stavebnictví,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,33.2735463321
Česko,2023,F - Stavebnictví,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1727.0163804005
Česko,2023,F - Stavebnictví,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,40.4922403001
Česko,2023,F - Stavebnictví,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1663.5842469654
Česko,2023,F - Stavebnictví,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,21.8386557469
Česko,2023,F - Stavebnictví,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1623.991517936
Česko,2023,F - Stavebnictví,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,42.3970333868
Česko,2023,F - Stavebnictví,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1331.9447852761
Česko,2023,F - Stavebnictví,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,1.8353773901
Česko,2023,F - Stavebnictví,"Počet placených, ale neodpracovaných hodin",287.3163269835
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odpracovaných hodin zaměstnanci celkem,1727.0963008787
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,22.2956924958
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1749.6005075766
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,22.2454042508
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1681.6361836131
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,23.8934439768
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1648.2913850745
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,21.7791678419
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1759.3148715977
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,24.5058603481
Česko,2023,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,"Počet placených, ale neodpracovaných hodin",283.6385678009
Česko,2023,H - Doprava a skladování,Počet odpracovaných hodin zaměstnanci celkem,1710.2078337959
Česko,2023,H - Doprava a skladování,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,63.7951145653
Česko,2023,H - Doprava a skladování,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1731.4716369183
Česko,2023,H - Doprava a skladování,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,52.3066981325
Česko,2023,H - Doprava a skladování,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1764.1449731895
Česko,2023,H - Doprava a skladování,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,94.3667947331
Česko,2023,H - Doprava a skladování,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1655.6556904938
Česko,2023,H - Doprava a skladování,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,82.4479792921
Česko,2023,H - Doprava a skladování,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1646.2168316091
Česko,2023,H - Doprava a skladování,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,101.0782124592
Česko,2023,H - Doprava a skladování,"Počet placených, ale neodpracovaných hodin",309.6671455934
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odpracovaných hodin zaměstnanci celkem,1696.0516252881
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,32.0117534066
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1742.9221633845
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,19.9774046406
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1681.6110283498
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,37.2944603013
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1630.8187938669
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,30.532311622
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odprac. hodin (jiná týdenní prac. doba) celkem,1619.8181462483
Česko,2023,"I - Ubytování, stravování a pohostinství",Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,13.1489472848
Česko,2023,"I - Ubytování, stravování a pohostinství","Počet placených, ale neodpracovaných hodin",254.6915064507
Česko,2023,J - Informační a komunikační činnosti,Počet odpracovaných hodin zaměstnanci celkem,1771.4896205888
Česko,2023,J - Informační a komunikační činnosti,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,16.1144174714
Česko,2023,J - Informační a komunikační činnosti,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1778.2537147515
Česko,2023,J - Informační a komunikační činnosti,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,17.1190970649
Česko,2023,J - Informační a komunikační činnosti,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1736.6330056655
Česko,2023,J - Informační a komunikační činnosti,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,8.6559559609
Česko,2023,J - Informační a komunikační činnosti,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1724.3812798217
Česko,2023,J - Informační a komunikační činnosti,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,21.5153569414
Česko,2023,J - Informační a komunikační činnosti,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1711.1613825723
Česko,2023,J - Informační a komunikační činnosti,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,2.940849598
Česko,2023,J - Informační a komunikační činnosti,"Počet placených, ale neodpracovaných hodin",274.7049895669
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odpracovaných hodin zaměstnanci celkem,1713.0054964084
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,6.5737862074
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1717.0268655264
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,6.5494600168
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1686.6260303196
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,5.5330030287
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1668.3034188034
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,14.0535367288
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1672.9878981589
Česko,2023,K - Peněžnictví a pojišťovnictví,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,2.6151020955
Česko,2023,K - Peněžnictví a pojišťovnictví,"Počet placených, ale neodpracovaných hodin",329.6056936137
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odpracovaných hodin zaměstnanci celkem,1674.3282202172
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,29.0548672986
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1758.3194427502
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,72.4640628005
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1703.683495385
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,19.2293166856
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1582.133343892
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,11.0650860975
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1355.9662524771
Česko,2023,L - Činnosti v oblasti nemovitostí,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,2.5312565419
Česko,2023,L - Činnosti v oblasti nemovitostí,"Počet placených, ale neodpracovaných hodin",251.6712546533
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odpracovaných hodin zaměstnanci celkem,1723.3725278001
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,16.5820083232
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1760.8161239283
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,14.6424404459
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1722.2367211322
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,18.7592930437
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1666.879311042
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,15.9107805334
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odprac. hodin (jiná týdenní prac. doba) celkem,1659.6462685806
Česko,2023,"M - Profesní, vědecké a technické činnosti",Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,18.5106836514
Česko,2023,"M - Profesní, vědecké a technické činnosti","Počet placených, ale neodpracovaných hodin",270.882730015
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odpracovaných hodin zaměstnanci celkem,1611.326300978
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,33.6197518138
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1692.7824360517
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,24.6941714094
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1619.9065970004
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,37.3517627097
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1527.5736403408
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,42.6082390834
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1496.2454853286
Česko,2023,N - Administrativní a podpůrné činnosti,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,15.4143592519
Česko,2023,N - Administrativní a podpůrné činnosti,"Počet placených, ale neodpracovaných hodin",284.0417030736
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odpracovaných hodin zaměstnanci celkem,1650.507084903
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,23.5381341425
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1665.2749221795
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,15.737713396
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1689.3222136582
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,23.9349647294
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1591.5524913637
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,46.2180309152
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1342.3261362722
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,1.9666397178
Česko,2023,O - Veřejná správa a obrana; povinné sociální zabezpečení,"Počet placených, ale neodpracovaných hodin",374.0154622239
Česko,2023,P - Vzdělávání,Počet odpracovaných hodin zaměstnanci celkem,1642.9106542135
Česko,2023,P - Vzdělávání,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,73.1359762447
Česko,2023,P - Vzdělávání,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1644.1295938703
Česko,2023,P - Vzdělávání,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,76.0813918354
Česko,2023,P - Vzdělávání,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1637.4355217085
Česko,2023,P - Vzdělávání,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,19.9988932033
Česko,2023,P - Vzdělávání,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1623.4028590337
Česko,2023,P - Vzdělávání,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,17.6748615025
Česko,2023,P - Vzdělávání,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1556.0829510885
Česko,2023,P - Vzdělávání,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,13.6026022591
Česko,2023,P - Vzdělávání,"Počet placených, ale neodpracovaných hodin",442.7063119718
Česko,2023,Q - Zdravotní a sociální péče,Počet odpracovaných hodin zaměstnanci celkem,1708.4434726591
Česko,2023,Q - Zdravotní a sociální péče,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,68.3613075288
Česko,2023,Q - Zdravotní a sociální péče,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1717.9151215581
Česko,2023,Q - Zdravotní a sociální péče,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,65.6603977421
Česko,2023,Q - Zdravotní a sociální péče,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1689.5845493521
Česko,2023,Q - Zdravotní a sociální péče,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,59.4457370628
Česko,2023,Q - Zdravotní a sociální péče,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1700.5592032983
Česko,2023,Q - Zdravotní a sociální péče,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,81.62225065
Česko,2023,Q - Zdravotní a sociální péče,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1565.388447869
Česko,2023,Q - Zdravotní a sociální péče,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,141.5701885501
Česko,2023,Q - Zdravotní a sociální péče,"Počet placených, ale neodpracovaných hodin",363.5352317282
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odpracovaných hodin zaměstnanci celkem,1748.7000143643
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,22.8824131602
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1763.4794260996
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,20.8730008903
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1721.5966214314
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,18.8619520704
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1726.8609794182
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,40.8657421646
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odprac. hodin (jiná týdenní prac. doba) celkem,1524.2029100082
