Území;Instituce;Ukazatel;Roky;value
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2014;5655.572810741
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2015;5858.0242339315
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2016;6572.4289343427
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2017;6212.054555797
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2018;3945.234
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2019;4633.492
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2020;1844.3928924961
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2021;5271.1276615931
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací);2022;7443.7372566667
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DHM;2014;2438.8092953137
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DHM;2015;4871.0962339315
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DHM;2016;5509.6281753756
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DHM;2017;3830.7946224302
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DHM;2018;3673.894
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DHM;2019;3232.829
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DHM;2020;1841.0329319066
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DHM;2021;5263.9044732077
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DHM;2022;6382.4903961368
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2014;53953.5040128092
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2015;46031.7885746928
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2016;49822.5097951195
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2017;46045.7812113665
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2018;48250.4723904956
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2019;48845.868
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2020;46405.4419959706
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2021;53239.5663044915
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto;2022;62278.6431939167
