Území,Instituce,Ukazatel,Roky,value
Česko,Investiční společnosti a fondy,Aktiva celkem,2014,287362.201614814
Česko,Investiční společnosti a fondy,Aktiva celkem,2015,236618.101312927
Česko,Investiční společnosti a fondy,Aktiva celkem,2016,295344.472711878
Česko,Investiční společnosti a fondy,Aktiva celkem,2017,338738.757246836
Česko,Investiční společnosti a fondy,Aktiva celkem,2018,375635.325312899
Česko,Investiční společnosti a fondy,Aktiva celkem,2019,566844.481694275
Česko,Investiční společnosti a fondy,Aktiva celkem,2020,631307.052315597
Česko,Investiční společnosti a fondy,Aktiva celkem,2021,770159.8958170247
Česko,Investiční společnosti a fondy,Aktiva celkem,2022,800345.7715627266
Česko,Investiční společnosti a fondy,Aktiva celkem,2023,1027031.9598466814
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2014,53650.8537427512
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2015,45259.4204681489
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2016,46965.0473048444
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2017,43310.8301008901
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2018,44440.285446628
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2019,46737.7340390183
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2020,44496.0608812135
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2021,54576.5810304362
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2022,50218.385502149
Česko,Investiční společnosti a fondy,Dlouhodobý hmotný majetek,2023,51369.8250631746
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2014,5365.0429449408
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2015,5033.6929628344
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2016,5541.4844369357
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2017,5253.195
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2018,5388.4650501445
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2019,5298.1009909537
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2020,4953.8422888339
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2021,4962.8894226039
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2022,4719.5892680885
Česko,Investiční společnosti a fondy,Dlouhodobý nehmotný majetek,2023,4407.5902992605
Česko,Investiční společnosti a fondy,Finanční aktiva ,2014,251194.030724889
Česko,Investiční společnosti a fondy,Finanční aktiva ,2015,186341.727155754
Česko,Investiční společnosti a fondy,Finanční aktiva ,2016,242837.940970097
Česko,Investiční společnosti a fondy,Finanční aktiva ,2017,290173.952055481
Česko,Investiční společnosti a fondy,Finanční aktiva ,2018,325640.648702785
Česko,Investiční společnosti a fondy,Finanční aktiva ,2019,514804.540664303
Česko,Investiční společnosti a fondy,Finanční aktiva ,2020,581635.7011455497
Česko,Investiční společnosti a fondy,Finanční aktiva ,2021,709830.1170168696
Česko,Investiční společnosti a fondy,Finanční aktiva ,2022,744764.0349406325
Česko,Investiční společnosti a fondy,Finanční aktiva ,2023,968915.4585538316
