Ukazatel,Území,Odvětví,Čtvrtletí,value
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2000,17607
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2000,17261
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2000,18469
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2001,19815
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2001,22364
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2001,18924
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2001,17087
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2002,16955
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2002,17548
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2002,16427
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2002,14090
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2003,22213
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2003,23495
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2003,21425
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2003,19028
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2004,23403
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2004,24660
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2004,23081
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2004,20029
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2005,23983
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2005,24507
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2005,24583
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2005,19743
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2006,23172
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2006,26921
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2006,24362
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2006,23927
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2007,31181
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2007,34006
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2007,31795
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2007,28622
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2008,35219
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2008,39575
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2008,37839
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2008,36302
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2009,38322
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2009,41063
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2009,38362
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2009,39233
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2010,40855
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2010,44137
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2010,39783
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2010,42352
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2011,40631
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2011,41612
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2011,41301
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2011,42526
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2012,41263
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2012,41814
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2012,41498
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2012,39725
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2013,41207
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2013,42097
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2013,41575
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2013,42321
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2014,39676
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2014,40694
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2014,41082
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2014,42754
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2015,41935
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2015,44075
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2015,42960
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2015,44444
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2016,42321
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2016,44705
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2016,43575
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2016,45274
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2017,45181
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2017,48020
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2017,46784
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2017,46797
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2018,46552
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2018,50526
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2018,50877
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2018,51468
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2019,49482
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2019,52017
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2019,51979
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2019,54486
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2020,53027
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2020,51613
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2020,50771
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2020,55024
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2021,55569
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2021,59834
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2021,58862
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2021,57426
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2022,56468
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2022,57928
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2022,57452
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2022,60525
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2023,59813
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2023,64913
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2023,70077
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2023,70892
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2024,65317
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2024,68590
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,3. čtvrtletí 2024,70039
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,4. čtvrtletí 2024,75032
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,1. čtvrtletí 2025,70483
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Peněžnictví a pojišťovnictví,2. čtvrtletí 2025,69779
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 1995,23110
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 1995,23569
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 1995,24395
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 1995,19850
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 1996,24375
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 1996,26092
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 1996,27558
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 1996,24201
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 1997,29673
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 1997,30465
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 1997,31702
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 1997,27860
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 1998,33517
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 1998,36225
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 1998,37878
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 1998,33834
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 1999,39006
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 1999,40193
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 1999,43650
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 1999,38396
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2000,45105
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2000,45410
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2000,46136
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2000,38922
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2001,46879
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2001,48002
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2001,49118
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2001,41400
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2002,47380
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2002,49232
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2002,52806
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2002,46931
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2003,49790
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2003,52846
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2003,53627
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2003,48438
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2004,52833
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2004,54647
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2004,56872
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2004,55367
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2005,56314
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2005,61730
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2005,61886
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2005,60877
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2006,62240
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2006,65711
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2006,65533
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2006,63969
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2007,66435
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2007,67824
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2007,70312
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2007,70361
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2008,70037
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2008,76866
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2008,80906
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2008,77824
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2009,80162
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2009,82392
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2009,81484
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2009,81133
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2010,87395
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2010,90789
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2010,94767
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2010,98753
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2011,92109
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2011,91233
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2011,92770
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2011,93017
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2012,89484
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2012,91828
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2012,94357
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2012,94902
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2013,90055
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2013,92574
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2013,95790
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2013,95855
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2014,94420
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2014,97720
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2014,101531
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2014,101693
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2015,99094
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2015,102670
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2015,105444
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2015,106374
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2016,105070
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2016,109145
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2016,112101
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2016,115299
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2017,114865
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2017,118436
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2017,120710
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2017,124237
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2018,127975
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2018,134641
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2018,139624
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2018,143504
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2019,144946
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2019,148554
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2019,152908
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2019,156463
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2020,157040
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2020,161608
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2020,165346
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2020,170829
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2021,173946
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2021,179396
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2021,183630
