Ukazatel,Ekonomické subjekty ,Území,Čtvrtletí,value
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2018,319647.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2017,314742.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2016,309786.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2015,304729.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2014,300204.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2013,295523.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2012,294308.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2011,291162.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2010,283202.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2009,275189.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2008,276783.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2007,269366.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2006,263069.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2005,258291.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2004,252506.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2003,251194.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2002,238702.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,4. čtvrtletí 2001,231492.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihomoravský kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2025,136792.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2025,136102.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2025,135518.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2024,135024.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2024,134624.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2024,133947.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2024,134349.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2023,134345.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2023,134076.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2023,134060.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2023,137099.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2022,147495.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2022,148553.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2022,148193.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2022,147614.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2021,147212.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2021,146700.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2021,146201.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2021,145691.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2020,145374.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2019,143478.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2018,143972.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2017,142182.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2016,140735.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2015,139097.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2014,138347.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2013,137119.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2012,135201.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2011,138970.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2010,136229.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2009,133275.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2008,135028.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2007,132139.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2006,130427.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2005,129331.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2004,129075.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2003,127865.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2002,122984.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,4. čtvrtletí 2001,115328.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Olomoucký kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2025,133791.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2025,133255.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2025,132728.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2024,132315.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2024,131874.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2024,131377.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2024,131949.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2023,131790.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2023,131686.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2023,131718.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2023,134865.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2022,146086.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2022,146649.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2022,146184.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2022,145737.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2021,145404.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2021,145069.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2021,144781.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2021,144362.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2020,144213.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2019,142848.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2018,143731.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2017,142502.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2016,141070.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2015,140175.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2014,138832.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2013,138197.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2012,138269.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2011,136725.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2010,134374.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2009,131870.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2008,134373.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2008,
