Území,Instituce,Ukazatel,Roky,value
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2014,464.9362416785
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2015,387.6262805828
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2016,439.6767242359
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2017,601.6342497633
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2018,626.0706366837
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2019,1323.8673313329
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2020,1321.884
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2021,2190.296
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2022,3101.603
Česko,Nebankovní peněžní instituce účtující jako banky,Přijaté dividendy a podíly na zisku - brutto,2023,14490.629
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2014,6412.7839409398
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2015,5830.2971033479
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2016,2350.0788060365
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2017,3010.7477907152
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2018,2183.4325303352
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2019,5180.3219086876
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2020,3451.5372549371
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2021,2746.5694274776
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2022,2637.500982004
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.,2023,4615.2156559204
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2014,2538.4220560181
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2015,637.821618304
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2016,743.1975281685
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2017,273.9322843759
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2018,29.839
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2019,402.5937855005
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2020,0.179
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2021,414.334
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2022,1215.002
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku nerezidentům,2023,3365.3166305343
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2014,42.234017119
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2015,2.1352920438
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2016,1.2082718247
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2017,3.6030344537
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2018,12.0664914581
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2019,164.3629227408
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2020,195.5176041611
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2021,196.5112202781
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2022,285.6909153258
Česko,Nebankovní peněžní instituce účtující jako banky,Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům),2023,174.7662970366
