Území;Ukazatel;Čtvrtletí;value
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);3. čtvrtletí 2005;105.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);2. čtvrtletí 2005;105.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);1. čtvrtletí 2005;105.1
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);4. čtvrtletí 2004;106.0
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);3. čtvrtletí 2004;106.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);2. čtvrtletí 2004;104.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);1. čtvrtletí 2004;108.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);4. čtvrtletí 2003;105.6
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);3. čtvrtletí 2003;105.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);2. čtvrtletí 2003;106.0
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);1. čtvrtletí 2003;106.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);4. čtvrtletí 2002;107.7
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);3. čtvrtletí 2002;108.2
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);2. čtvrtletí 2002;108.4
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);1. čtvrtletí 2002;107.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);4. čtvrtletí 2001;108.1
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);3. čtvrtletí 2001;108.9
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);2. čtvrtletí 2001;108.8
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);1. čtvrtletí 2001;109.3
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);4. čtvrtletí 2000;
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);3. čtvrtletí 2000;
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);2. čtvrtletí 2000;
Česko;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);1. čtvrtletí 2000;
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2024;104.2
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);3. čtvrtletí 2024;104.7
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);2. čtvrtletí 2024;104.0
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);1. čtvrtletí 2024;105.1
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2023;99.5
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);3. čtvrtletí 2023;99.8
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);2. čtvrtletí 2023;97.6
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);1. čtvrtletí 2023;93.6
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2022;91.3
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);3. čtvrtletí 2022;88.4
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);2. čtvrtletí 2022;88.5
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);1. čtvrtletí 2022;94.7
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2021;97.9
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);3. čtvrtletí 2021;101.2
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);2. čtvrtletí 2021;108.1
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);1. čtvrtletí 2021;100.8
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2020;104.0
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);3. čtvrtletí 2020;102.0
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);2. čtvrtletí 2020;97.9
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);1. čtvrtletí 2020;101.8
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2019;104.5
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);3. čtvrtletí 2019;104.8
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);2. čtvrtletí 2019;105.1
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);1. čtvrtletí 2019;105.5
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2018;104.9
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);3. čtvrtletí 2018;105.9
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);2. čtvrtletí 2018;106.3
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);1. čtvrtletí 2018;106.5
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2017;105.1
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);3. čtvrtletí 2017;104.1
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);2. čtvrtletí 2017;104.9
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);1. čtvrtletí 2017;102.6
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2016;103.0
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);3. čtvrtletí 2016;104.2
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);2. čtvrtletí 2016;103.8
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);1. čtvrtletí 2016;104.2
Česko;Meziroční index reálné mzdy na přepočtené počty zaměstnanců (%);4. čtvrtletí 2015;103.6
