Území,Instituce,Ukazatel,Roky,value
Česko,Bankovní peněžní instituce,Náklady včetně daně z příjmu,2018,1320531.474
Česko,Bankovní peněžní instituce,Náklady včetně daně z příjmu,2019,1475479.024
Česko,Bankovní peněžní instituce,Náklady včetně daně z příjmu,2020,2862294.2562634307
Česko,Bankovní peněžní instituce,Náklady včetně daně z příjmu,2021,2778713.72
Česko,Bankovní peněžní instituce,Náklady včetně daně z příjmu,2022,5470569.656
Česko,Bankovní peněžní instituce,Náklady včetně daně z příjmu,2023,4696925.986
Česko,Bankovní peněžní instituce,Náklady na finanční činnosti,2018,1159224.464
Česko,Bankovní peněžní instituce,Náklady na finanční činnosti,2019,1296518.087
Česko,Bankovní peněžní instituce,Náklady na finanční činnosti,2020,2669425.2349300357
Česko,Bankovní peněžní instituce,Náklady na finanční činnosti,2021,2587673.588
Česko,Bankovní peněžní instituce,Náklady na finanční činnosti,2022,5259643.845
Česko,Bankovní peněžní instituce,Náklady na finanční činnosti,2023,4483776.314
Česko,Bankovní peněžní instituce,Osobní náklady,2018,41551.872
Česko,Bankovní peněžní instituce,Osobní náklady,2019,44125.351
Česko,Bankovní peněžní instituce,Osobní náklady,2020,43590.8093288398
Česko,Bankovní peněžní instituce,Osobní náklady,2021,45200.408
Česko,Bankovní peněžní instituce,Osobní náklady,2022,46772.605
Česko,Bankovní peněžní instituce,Osobní náklady,2023,49909.99
Česko,Bankovní peněžní instituce,Ostatní správní náklady,2018,33545.412
Česko,Bankovní peněžní instituce,Ostatní správní náklady,2019,31739.19
Česko,Bankovní peněžní instituce,Ostatní správní náklady,2020,31827.2589178454
Česko,Bankovní peněžní instituce,Ostatní správní náklady,2021,31790.946
Česko,Bankovní peněžní instituce,Ostatní správní náklady,2022,34393.882
Česko,Bankovní peněžní instituce,Ostatní správní náklady,2023,35631.163
Česko,Bankovní peněžní instituce,Odpisy dlouhodobého hmotného a nehmotného majetku,2018,8184.721
Česko,Bankovní peněžní instituce,Odpisy dlouhodobého hmotného a nehmotného majetku,2019,12001.314
Česko,Bankovní peněžní instituce,Odpisy dlouhodobého hmotného a nehmotného majetku,2020,12361.0075404281
Česko,Bankovní peněžní instituce,Odpisy dlouhodobého hmotného a nehmotného majetku,2021,13936.784
Česko,Bankovní peněžní instituce,Odpisy dlouhodobého hmotného a nehmotného majetku,2022,13992.185
Česko,Bankovní peněžní instituce,Odpisy dlouhodobého hmotného a nehmotného majetku,2023,15338.874
Česko,Bankovní peněžní instituce,Tvorba rezerv a opravných položeK,2018,46762.676
Česko,Bankovní peněžní instituce,Tvorba rezerv a opravných položeK,2019,47428.637
Česko,Bankovní peněžní instituce,Tvorba rezerv a opravných položeK,2020,70479.1705022397
Česko,Bankovní peněžní instituce,Tvorba rezerv a opravných položeK,2021,69354.876
Česko,Bankovní peněžní instituce,Tvorba rezerv a opravných položeK,2022,79507.604
Česko,Bankovní peněžní instituce,Tvorba rezerv a opravných položeK,2023,76047.709
Česko,Bankovní peněžní instituce,Ostatní provozní náklady,2018,15369.438
Česko,Bankovní peněžní instituce,Ostatní provozní náklady,2019,26346.974
Česko,Bankovní peněžní instituce,Ostatní provozní náklady,2020,24610.1209970652
Česko,Bankovní peněžní instituce,Ostatní provozní náklady,2021,16806.428
Česko,Bankovní peněžní instituce,Ostatní provozní náklady,2022,18933.533
Česko,Bankovní peněžní instituce,Ostatní provozní náklady,2023,18907.066
