Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Čtvrtletí,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,4. čtvrtletí 2023,150.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,1. čtvrtletí 2024,140.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,2. čtvrtletí 2024,156.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,3. čtvrtletí 2024,141.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,4. čtvrtletí 2024,167.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,1. čtvrtletí 2025,147.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,2. čtvrtletí 2025,179.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2015,99.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2015,99.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2015,100.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2015,100.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2016,100.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2016,100.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2016,100.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2016,100.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2017,100.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2017,101.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2017,101.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2017,101.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2018,102.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2018,102.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2018,102.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2018,102.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2019,102.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2019,103.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2019,103.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2019,104.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2020,104.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2020,103.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2020,103.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2020,104.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2021,104.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2021,104.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2021,104.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2021,104.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2022,104.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2022,105.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2022,106.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2022,107.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2023,113.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2023,114.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2023,114.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2023,115.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",3. čtvrtletí 2024,117.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",4. čtvrtletí 2024,118.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",1. čtvrtletí 2025,119.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",2. čtvrtletí 2025,119.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2015,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2015,100.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2015,99.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2015,99.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2016,98.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2016,98.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2016,97.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2016,97.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2017,96.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2017,96.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2017,96.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2017,96.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2018,96.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2018,96.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2018,96.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2018,97.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2019,99.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2019,100.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2019,100.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2019,101.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2020,101.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2020,101.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2020,101.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2020,101.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2021,101.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2021,101.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2021,102.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2021,103.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2022,107.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2022,110.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2022,113.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2022,113.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2023,116.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2023,116.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2023,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2023,116.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2024,115.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2024,117.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,3. čtvrtletí 2024,117.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,4. čtvrtletí 2024,117.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,1. čtvrtletí 2025,117.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,2. čtvrtletí 2025,117.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2015,104.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2015,99.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2015,98.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2015,97.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2016,99.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2016,103.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2016,102.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2016,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2017,98.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2017,99.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2017,105.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2017,108.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2018,110.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2018,115.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2018,112.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2018,116.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2019,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2019,123.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2019,124.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2019,127.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2020,133.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2020,132.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2020,127.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2020,129.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2021,134.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2021,140.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2021,136.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2021,141.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2022,147.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2022,161.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2022,160.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2022,168.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2023,186.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2023,201.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2023,196.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2023,194.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2024,207.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2024,215.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,3. čtvrtletí 2024,215.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,4. čtvrtletí 2024,220.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,1. čtvrtletí 2025,225.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti zaměstnání,2. čtvrtletí 2025,237.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2015,99.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2015,100.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2015,100.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2015,100.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2016,101.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2016,103.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2016,103.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2016,103.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2017,107.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2017,107.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2017,108.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2017,108.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2018,114.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2018,118.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2018,118.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2018,118.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2019,121.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2019,123.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2019,123.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2019,124.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2020,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2020,128.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2020,129.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2020,128.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2021,132.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2021,132.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2021,132.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2021,132.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2022,137.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2022,139.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2022,139.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2022,140.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2023,151.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2023,152.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2023,153.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2023,153.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2024,166.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2024,166.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,3. čtvrtletí 2024,166.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,4. čtvrtletí 2024,167.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,1. čtvrtletí 2025,182.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Bezpečnostní a pátrací služby,2. čtvrtletí 2025,186.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,1. čtvrtletí 2015,101.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,2. čtvrtletí 2015,99.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,3. čtvrtletí 2015,99.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,4. čtvrtletí 2015,99.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,1. čtvrtletí 2016,99.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,2. čtvrtletí 2016,100.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,3. čtvrtletí 2016,101.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,4. čtvrtletí 2016,101.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,1. čtvrtletí 2017,103.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,2. čtvrtletí 2017,104.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,3. čtvrtletí 2017,104.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,4. čtvrtletí 2017,104.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,1. čtvrtletí 2018,109.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,2. čtvrtletí 2018,112.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,3. čtvrtletí 2018,112.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,4. čtvrtletí 2018,112.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby související se stavbami a úpravou krajiny,1. čtvrtletí 2019,114.7
