Území,Ukazatel,Čtvrtletí,value
Česko,Počet stavebních zakázek,2. čtvrtletí 2025,29206.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2025,28091.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2024,26537.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2024,27129.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2024,27183.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2024,25618.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2023,27254.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2023,27949.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2023,28838.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2023,28861.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2022,22438.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2022,22963.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2022,22788.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2022,22554.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2021,19314.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2021,22361.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2021,21956.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2021,20066.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2020,18160.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2020,21426.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2020,21049.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2020,20243.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2019,18769.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2019,20478.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2019,21096.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2019,19818.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2018,18444.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2018,20832.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2018,21239.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2018,19523.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2017,17238.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2017,19955.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2017,20470.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2017,20119.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2016,18391.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2016,19812.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2016,20472.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2016,17725.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2015,13640.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2015,17408.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2015,17007.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2015,15700.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2014,13271.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2014,16255.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2014,15303.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2014,13646.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2013,10206.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2013,12506.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2013,12967.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2013,11011.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2012,9302.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2012,12862.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2012,12894.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2012,13126.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2011,11164.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2011,13413.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2011,14224.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2011,11534.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2010,9857.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2010,12701.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2010,11912.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2010,9472.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2009,8785.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2009,12043.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2009,11487.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2009,10857.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2008,7601.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2008,10508.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2008,10755.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2008,9938.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2007,8832.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2007,11517.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2007,12259.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2007,12041.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2006,11027.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2006,13910.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2006,14111.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2006,12141.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2005,10513.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2005,13403.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2005,12238.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2005,10578.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2004,9747.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2004,11914.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2004,11400.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2004,10177.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2003,8584.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2003,11695.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2003,11335.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2003,9158.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2002,8760.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2002,10575.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2002,9726.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2002,9120.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2001,7595.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2001,9842.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2001,9705.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2001,8913.0
Česko,Počet stavebních zakázek,4. čtvrtletí 2000,7918.0
Česko,Počet stavebních zakázek,3. čtvrtletí 2000,10394.0
Česko,Počet stavebních zakázek,2. čtvrtletí 2000,10226.0
Česko,Počet stavebních zakázek,1. čtvrtletí 2000,8615.0
Česko,Počet stavebních zakázek,4. čtvrtletí 1999,8686.0
Česko,Počet stavebních zakázek,3. čtvrtletí 1999,11553.0
Česko,Počet stavebních zakázek,2. čtvrtletí 1999,11009.0
Česko,Počet stavebních zakázek,1. čtvrtletí 1999,11027.0
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,2. čtvrtletí 2025,400541.254
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,1. čtvrtletí 2025,369321.264
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,4. čtvrtletí 2024,330009.453
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,3. čtvrtletí 2024,328549.618
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,2. čtvrtletí 2024,317842.389
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,1. čtvrtletí 2024,299465.027
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,4. čtvrtletí 2023,262149.714
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,3. čtvrtletí 2023,271665.528
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,2. čtvrtletí 2023,261358.211
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,1. čtvrtletí 2023,263735.544
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,4. čtvrtletí 2022,244943.771
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,3. čtvrtletí 2022,262075.671
Česko,Hodnota stavebních zakázek (mil. Kč b.c.) - celkem,2. čtvrtletí 2022,268282.805
