Roky,Území,Ukazatel,value
2023,Olomoucký kraj,"Hrubý domácí produkt - struktura (%, ČR=100)",
2023,Olomoucký kraj,"Hrubý domácí produkt na 1 obyvatele v Kč, běžné ceny",549377.0
2023,Olomoucký kraj,"Meziroční nárůst (pokles) HDP (%, srovnatelné ceny)",100.0
2023,Olomoucký kraj,"Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny)",98600.0
2023,Olomoucký kraj,"Tvorba hrubého fixního kapitálu na 1 obyvatele (Kč, běžné ceny) ",155818.0
2023,Olomoucký kraj,"Čistý disponibilní důchod domácností (mil. Kč, běžné ceny)",
2023,Olomoucký kraj,"Čistý disponibilní důchod domácností na 1 obyvatele (Kč, běžné ceny)",
2023,Zlínský kraj,"Hrubý domácí produkt (mil. Kč, běžné ceny)",339162.0
2023,Zlínský kraj,"Hrubý domácí produkt - struktura (%, ČR=100)",
2023,Zlínský kraj,"Hrubý domácí produkt na 1 obyvatele v Kč, běžné ceny",583790.0
2023,Zlínský kraj,"Meziroční nárůst (pokles) HDP (%, srovnatelné ceny)",102.1
2023,Zlínský kraj,"Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny)",88426.0
2023,Zlínský kraj,"Tvorba hrubého fixního kapitálu na 1 obyvatele (Kč, běžné ceny) ",152205.0
2023,Zlínský kraj,"Čistý disponibilní důchod domácností (mil. Kč, běžné ceny)",
2023,Zlínský kraj,"Čistý disponibilní důchod domácností na 1 obyvatele (Kč, běžné ceny)",
2023,Moravskoslezský kraj,"Hrubý domácí produkt (mil. Kč, běžné ceny)",655119.0
2023,Moravskoslezský kraj,"Hrubý domácí produkt - struktura (%, ČR=100)",
2023,Moravskoslezský kraj,"Hrubý domácí produkt na 1 obyvatele v Kč, běžné ceny",550454.0
2023,Moravskoslezský kraj,"Meziroční nárůst (pokles) HDP (%, srovnatelné ceny)",98.7
2023,Moravskoslezský kraj,"Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny)",172259.0
2023,Moravskoslezský kraj,"Tvorba hrubého fixního kapitálu na 1 obyvatele (Kč, běžné ceny) ",144738.0
2023,Moravskoslezský kraj,"Čistý disponibilní důchod domácností (mil. Kč, běžné ceny)",
2023,Moravskoslezský kraj,"Čistý disponibilní důchod domácností na 1 obyvatele (Kč, běžné ceny)",
