Typ indexu,Ukazatel,Očištění,Území,Odvětví (NACE),Měsíce,value
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2001,108.1643386742
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2001,107.9992134876
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2001,109.4916484853
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2001,106.712314133
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2001,108.298947319
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2001,106.1992863865
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2001,111.4797163181
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",srpen 2001,110.2903822286
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2001,108.5080447218
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2001,110.0502542345
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2001,111.3330305322
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2001,108.3084315734
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2002,106.5138013119
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2002,105.8496984706
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2002,104.891054958
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2002,103.9590316856
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2002,101.7978240905
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2002,101.8954690511
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2002,99.7592899174
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",srpen 2002,95.3076288966
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2002,100.6280900182
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2002,103.5967416442
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2002,100.7518602781
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2002,100.6966780402
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2003,100.0360726001
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2003,101.905419689
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2003,103.275851322
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2003,102.3464686563
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2003,104.9296095351
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2003,106.1347086711
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2003,102.1813065351
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",srpen 2003,111.0784378848
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2003,111.199349544
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2003,101.0312741962
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2003,102.3499593369
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2003,106.7987892214
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2004,98.4078904388
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2004,101.6883737662
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2004,99.5156864401
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2004,105.1342040016
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2004,97.3288313135
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2004,102.407501756
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2004,107.2601503867
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",srpen 2004,101.5561124791
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2004,99.5854700935
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2004,106.0963067485
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2004,107.3195978891
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2004,100.7016266064
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2005,113.8169526582
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2005,106.1690602826
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2005,111.6226638733
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2005,108.7236790748
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2005,114.2596641027
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2005,110.6691946325
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2005,107.8281742921
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",srpen 2005,108.1738998586
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2005,107.5720003632
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2005,107.9010196589
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2005,106.8684188125
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2005,107.9488435195
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2006,109.4944563093
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2006,114.7751414468
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2006,109.4401879399
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2006,113.9133912498
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2006,112.133087464
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2006,108.6638155337
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2006,111.1628951636
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",srpen 2006,114.0452167328
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2006,115.1124787261
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2006,111.659070593
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2006,114.346243222
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2006,117.7869793058
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2007,114.1804585886
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2007,112.8189073462
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2007,116.9472874792
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2007,110.1929455283
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2007,114.1749911664
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2007,115.1617779469
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2007,115.0802823094
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",srpen 2007,112.3617187131
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2007,107.2002516091
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2007,113.1031297424
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2007,110.4814706014
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2007,115.6039109469
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2008,108.4967140988
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2008,108.7586762313
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2008,102.7740128038
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2008,105.0099375348
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2008,104.3223815615
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2008,104.4957625896
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2008,100.4687419542
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",srpen 2008,99.2936696346
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2008,103.4792327245
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2008,96.860168691
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2008,96.2493900248
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2008,91.2745244551
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2009,92.5823789089
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2009,90.5676840298
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2009,90.8101417832
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2009,94.4865220052
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2009,88.7767168202
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2009,86.3029423397
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2009,91.0476045871
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",srpen 2009,91.3725961236
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",září 2009,91.6201868237
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",říjen 2009,95.2463237449
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",listopad 2009,93.0508548776
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",prosinec 2009,92.339330686
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",leden 2010,95.2236771077
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",únor 2010,98.4642676426
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",březen 2010,104.4702857016
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",duben 2010,95.837803439
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",květen 2010,103.8067795265
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červen 2010,114.1670742061
Meziroční index,Index tržeb bez DPH - stálé ceny (%),"Sezónně očištěno, včetně očištění o kalendářní vlivy",Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",červenec 2010,103.6928441975
