Roky;Území;Ukazatel;value
2023;Česko;Lesní pozemky k 31. 12. (ha);2681763.6948
2023;Česko;Plochy dřevin k 31. 12. - celkem (ha);2553668.89
2023;Česko;Zalesňování celkem (ha);35222.26
2023;Česko;Přirozená obnova lesa (ha);9566.05
2023;Česko;Těžba dřeva celkem (m³ bez kůry);18492856.0
2023;Česko;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";11033836.0
2023;Česko;Prořezávky (ha);47301.08
2023;Česko;Probírky (ha);54677.54
2023;Praha + Středočeský kraj;Lesní pozemky k 31. 12. (ha);305600.1504
2023;Praha + Středočeský kraj;Plochy dřevin k 31. 12. - celkem (ha);291528.51
2023;Praha + Středočeský kraj;Zalesňování celkem (ha);3962.81
2023;Praha + Středočeský kraj;Přirozená obnova lesa (ha);1225.72
2023;Praha + Středočeský kraj;Těžba dřeva celkem (m³ bez kůry);2043886.0
2023;Praha + Středočeský kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";1060488.0
2023;Praha + Středočeský kraj;Prořezávky (ha);5978.69
2023;Praha + Středočeský kraj;Probírky (ha);7570.06
2023;Jihočeský kraj;Lesní pozemky k 31. 12. (ha);381293.8797
2023;Jihočeský kraj;Plochy dřevin k 31. 12. - celkem (ha);364792.22
2023;Jihočeský kraj;Zalesňování celkem (ha);3766.19
2023;Jihočeský kraj;Přirozená obnova lesa (ha);1322.34
2023;Jihočeský kraj;Těžba dřeva celkem (m³ bez kůry);2472075.0
2023;Jihočeský kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";931675.0
2023;Jihočeský kraj;Prořezávky (ha);5397.86
2023;Jihočeský kraj;Probírky (ha);8789.91
2023;Plzeňský kraj;Lesní pozemky k 31. 12. (ha);309302.7155
2023;Plzeňský kraj;Plochy dřevin k 31. 12. - celkem (ha);300161.71
2023;Plzeňský kraj;Zalesňování celkem (ha);3480.05
2023;Plzeňský kraj;Přirozená obnova lesa (ha);571.99
2023;Plzeňský kraj;Těžba dřeva celkem (m³ bez kůry);2189094.0
2023;Plzeňský kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";1369356.0
2023;Plzeňský kraj;Prořezávky (ha);4877.57
2023;Plzeňský kraj;Probírky (ha);6823.66
2023;Karlovarský kraj;Lesní pozemky k 31. 12. (ha);145271.4368
2023;Karlovarský kraj;Plochy dřevin k 31. 12. - celkem (ha);139595.37
2023;Karlovarský kraj;Zalesňování celkem (ha);952.56
2023;Karlovarský kraj;Přirozená obnova lesa (ha);329.04
2023;Karlovarský kraj;Těžba dřeva celkem (m³ bez kůry);1128407.0
2023;Karlovarský kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";461879.0
2023;Karlovarský kraj;Prořezávky (ha);1945.32
2023;Karlovarský kraj;Probírky (ha);3810.28
2023;Ústecký kraj;Lesní pozemky k 31. 12. (ha);164750.3218
2023;Ústecký kraj;Plochy dřevin k 31. 12. - celkem (ha);157015.67
2023;Ústecký kraj;Zalesňování celkem (ha);1822.86
2023;Ústecký kraj;Přirozená obnova lesa (ha);385.66
2023;Ústecký kraj;Těžba dřeva celkem (m³ bez kůry);733578.0
2023;Ústecký kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";490203.0
2023;Ústecký kraj;Prořezávky (ha);1953.37
2023;Ústecký kraj;Probírky (ha);2775.55
2023;Liberecký kraj;Lesní pozemky k 31. 12. (ha);141574.3133
2023;Liberecký kraj;Plochy dřevin k 31. 12. - celkem (ha);134750.53
2023;Liberecký kraj;Zalesňování celkem (ha);1110.21
2023;Liberecký kraj;Přirozená obnova lesa (ha);460.43
2023;Liberecký kraj;Těžba dřeva celkem (m³ bez kůry);785320.0
2023;Liberecký kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";341210.0
2023;Liberecký kraj;Prořezávky (ha);2197.13
2023;Liberecký kraj;Probírky (ha);3293.71
2023;Královéhradecký kraj;Lesní pozemky k 31. 12. (ha);148747.4061
2023;Královéhradecký kraj;Plochy dřevin k 31. 12. - celkem (ha);143809.32
2023;Královéhradecký kraj;Zalesňování celkem (ha);1206.58
2023;Královéhradecký kraj;Přirozená obnova lesa (ha);358.11
2023;Královéhradecký kraj;Těžba dřeva celkem (m³ bez kůry);979995.0
2023;Královéhradecký kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";589139.0
2023;Královéhradecký kraj;Prořezávky (ha);3317.74
2023;Královéhradecký kraj;Probírky (ha);2763.85
2023;Pardubický kraj;Lesní pozemky k 31. 12. (ha);135021.4664
2023;Pardubický kraj;Plochy dřevin k 31. 12. - celkem (ha);129410.46
2023;Pardubický kraj;Zalesňování celkem (ha);1609.91
2023;Pardubický kraj;Přirozená obnova lesa (ha);431.01
2023;Pardubický kraj;Těžba dřeva celkem (m³ bez kůry);1113097.0
2023;Pardubický kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";645640.0
2023;Pardubický kraj;Prořezávky (ha);2703.56
2023;Pardubický kraj;Probírky (ha);4084.2
2023;Kraj Vysočina;Lesní pozemky k 31. 12. (ha);207930.5606
2023;Kraj Vysočina;Plochy dřevin k 31. 12. - celkem (ha);195390.53
2023;Kraj Vysočina;Zalesňování celkem (ha);8044.23
2023;Kraj Vysočina;Přirozená obnova lesa (ha);1627.3
2023;Kraj Vysočina;Těžba dřeva celkem (m³ bez kůry);2176210.0
2023;Kraj Vysočina;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";1786455.0
2023;Kraj Vysočina;Prořezávky (ha);4070.39
2023;Kraj Vysočina;Probírky (ha);3076.3
2023;Jihomoravský kraj;Lesní pozemky k 31. 12. (ha);201880.3989
2023;Jihomoravský kraj;Plochy dřevin k 31. 12. - celkem (ha);186203.95
2023;Jihomoravský kraj;Zalesňování celkem (ha);4463.82
2023;Jihomoravský kraj;Přirozená obnova lesa (ha);833.66
2023;Jihomoravský kraj;Těžba dřeva celkem (m³ bez kůry);1364360.0
2023;Jihomoravský kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";1015480.0
2023;Jihomoravský kraj;Prořezávky (ha);3837.85
2023;Jihomoravský kraj;Probírky (ha);2954.58
2023;Olomoucký kraj;Lesní pozemky k 31. 12. (ha);186617.9018
2023;Olomoucký kraj;Plochy dřevin k 31. 12. - celkem (ha);176229.58
2023;Olomoucký kraj;Zalesňování celkem (ha);1968.05
2023;Olomoucký kraj;Přirozená obnova lesa (ha);895.73
2023;Olomoucký kraj;Těžba dřeva celkem (m³ bez kůry);1257853.0
2023;Olomoucký kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";893154.0
2023;Olomoucký kraj;Prořezávky (ha);3989.37
2023;Olomoucký kraj;Probírky (ha);2885.94
2023;Zlínský kraj;Lesní pozemky k 31. 12. (ha);158995.8734
2023;Zlínský kraj;Plochy dřevin k 31. 12. - celkem (ha);152721.31
2023;Zlínský kraj;Zalesňování celkem (ha);1268.73
2023;Zlínský kraj;Přirozená obnova lesa (ha);613.68
2023;Zlínský kraj;Těžba dřeva celkem (m³ bez kůry);1092094.0
