Ukazatel;Území;Rodinný stav nevěsty;Věk nevěsty (jednoleté skupiny);Roky;value
Sňatky;Česko;Celkem;38;2019;1102.0
Sňatky;Česko;Celkem;38;2018;1135.0
Sňatky;Česko;Celkem;38;2017;1103.0
Sňatky;Česko;Celkem;38;2016;1043.0
Sňatky;Česko;Celkem;38;2015;947.0
Sňatky;Česko;Celkem;38;2014;883.0
Sňatky;Česko;Celkem;38;2013;820.0
Sňatky;Česko;Celkem;38;2012;821.0
Sňatky;Česko;Celkem;38;2011;736.0
Sňatky;Česko;Celkem;38;2010;654.0
Sňatky;Česko;Celkem;38;2009;647.0
Sňatky;Česko;Celkem;38;2008;647.0
Sňatky;Česko;Celkem;38;2007;663.0
Sňatky;Česko;Celkem;38;2006;547.0
Sňatky;Česko;Celkem;38;2005;479.0
Sňatky;Česko;Celkem;38;2004;504.0
Sňatky;Česko;Celkem;38;2003;458.0
Sňatky;Česko;Celkem;38;2002;497.0
Sňatky;Česko;Celkem;38;2001;402.0
Sňatky;Česko;Celkem;39;2024;
Sňatky;Česko;Celkem;39;2023;1054.0
Sňatky;Česko;Celkem;39;2022;1170.0
Sňatky;Česko;Celkem;39;2021;967.0
Sňatky;Česko;Celkem;39;2020;832.0
Sňatky;Česko;Celkem;39;2019;1122.0
Sňatky;Česko;Celkem;39;2018;1095.0
Sňatky;Česko;Celkem;39;2017;1074.0
Sňatky;Česko;Celkem;39;2016;953.0
Sňatky;Česko;Celkem;39;2015;948.0
Sňatky;Česko;Celkem;39;2014;830.0
Sňatky;Česko;Celkem;39;2013;754.0
Sňatky;Česko;Celkem;39;2012;744.0
Sňatky;Česko;Celkem;39;2011;632.0
Sňatky;Česko;Celkem;39;2010;613.0
Sňatky;Česko;Celkem;39;2009;576.0
Sňatky;Česko;Celkem;39;2008;582.0
Sňatky;Česko;Celkem;39;2007;642.0
Sňatky;Česko;Celkem;39;2006;504.0
Sňatky;Česko;Celkem;39;2005;463.0
Sňatky;Česko;Celkem;39;2004;484.0
Sňatky;Česko;Celkem;39;2003;466.0
Sňatky;Česko;Celkem;39;2002;449.0
Sňatky;Česko;Celkem;39;2001;373.0
Sňatky;Česko;Celkem;40;2024;
Sňatky;Česko;Celkem;40;2023;980.0
Sňatky;Česko;Celkem;40;2022;1130.0
Sňatky;Česko;Celkem;40;2021;897.0
Sňatky;Česko;Celkem;40;2020;915.0
Sňatky;Česko;Celkem;40;2019;1123.0
Sňatky;Česko;Celkem;40;2018;1050.0
Sňatky;Česko;Celkem;40;2017;961.0
Sňatky;Česko;Celkem;40;2016;863.0
Sňatky;Česko;Celkem;40;2015;814.0
Sňatky;Česko;Celkem;40;2014;725.0
Sňatky;Česko;Celkem;40;2013;645.0
Sňatky;Česko;Celkem;40;2012;590.0
Sňatky;Česko;Celkem;40;2011;623.0
Sňatky;Česko;Celkem;40;2010;549.0
Sňatky;Česko;Celkem;40;2009;495.0
Sňatky;Česko;Celkem;40;2008;554.0
Sňatky;Česko;Celkem;40;2007;548.0
Sňatky;Česko;Celkem;40;2006;501.0
Sňatky;Česko;Celkem;40;2005;462.0
Sňatky;Česko;Celkem;40;2004;470.0
Sňatky;Česko;Celkem;40;2003;407.0
Sňatky;Česko;Celkem;40;2002;405.0
Sňatky;Česko;Celkem;40;2001;346.0
Sňatky;Česko;Celkem;41;2024;
Sňatky;Česko;Celkem;41;2023;816.0
Sňatky;Česko;Celkem;41;2022;915.0
Sňatky;Česko;Celkem;41;2021;741.0
Sňatky;Česko;Celkem;41;2020;803.0
Sňatky;Česko;Celkem;41;2019;873.0
Sňatky;Česko;Celkem;41;2018;826.0
Sňatky;Česko;Celkem;41;2017;796.0
Sňatky;Česko;Celkem;41;2016;781.0
Sňatky;Česko;Celkem;41;2015;646.0
Sňatky;Česko;Celkem;41;2014;526.0
Sňatky;Česko;Celkem;41;2013;498.0
Sňatky;Česko;Celkem;41;2012;572.0
Sňatky;Česko;Celkem;41;2011;455.0
Sňatky;Česko;Celkem;41;2010;458.0
Sňatky;Česko;Celkem;41;2009;426.0
Sňatky;Česko;Celkem;41;2008;508.0
Sňatky;Česko;Celkem;41;2007;531.0
Sňatky;Česko;Celkem;41;2006;474.0
Sňatky;Česko;Celkem;41;2005;420.0
Sňatky;Česko;Celkem;41;2004;377.0
Sňatky;Česko;Celkem;41;2003;365.0
Sňatky;Česko;Celkem;41;2002;356.0
Sňatky;Česko;Celkem;41;2001;324.0
Sňatky;Česko;Celkem;42;2024;
Sňatky;Česko;Celkem;42;2023;727.0
Sňatky;Česko;Celkem;42;2022;922.0
Sňatky;Česko;Celkem;42;2021;745.0
Sňatky;Česko;Celkem;42;2020;661.0
Sňatky;Česko;Celkem;42;2019;821.0
Sňatky;Česko;Celkem;42;2018;855.0
Sňatky;Česko;Celkem;42;2017;725.0
Sňatky;Česko;Celkem;42;2016;750.0
Sňatky;Česko;Celkem;42;2015;644.0
Sňatky;Česko;Celkem;42;2014;466.0
Sňatky;Česko;Celkem;42;2013;440.0
Sňatky;Česko;Celkem;42;2012;435.0
Sňatky;Česko;Celkem;42;2011;472.0
Sňatky;Česko;Celkem;42;2010;412.0
Sňatky;Česko;Celkem;42;2009;451.0
Sňatky;Česko;Celkem;42;2008;484.0
Sňatky;Česko;Celkem;42;2007;485.0
Sňatky;Česko;Celkem;42;2006;445.0
Sňatky;Česko;Celkem;42;2005;389.0
Sňatky;Česko;Celkem;42;2004;345.0
Sňatky;Česko;Celkem;42;2003;321.0
Sňatky;Česko;Celkem;42;2002;305.0
Sňatky;Česko;Celkem;42;2001;314.0
Sňatky;Česko;Celkem;43;2024;
Sňatky;Česko;Celkem;43;2023;743.0
Sňatky;Česko;Celkem;43;2022;852.0
Sňatky;Česko;Celkem;43;2021;715.0
Sňatky;Česko;Celkem;43;2020;672.0
Sňatky;Česko;Celkem;43;2019;843.0
Sňatky;Česko;Celkem;43;2018;754.0
Sňatky;Česko;Celkem;43;2017;721.0
Sňatky;Česko;Celkem;43;2016;598.0
Sňatky;Česko;Celkem;43;2015;529.0
Sňatky;Česko;Celkem;43;2014;406.0
Sňatky;Česko;Celkem;43;2013;372.0
Sňatky;Česko;Celkem;43;2012;411.0
Sňatky;Česko;Celkem;43;2011;396.0
Sňatky;Česko;Celkem;43;2010;386.0
Sňatky;Česko;Celkem;43;2009;379.0
Sňatky;Česko;Celkem;43;2008;459.0
Sňatky;Česko;Celkem;43;2007;500.0
Sňatky;Česko;Celkem;43;2006;377.0
Sňatky;Česko;Celkem;43;2005;357.0
Sňatky;Česko;Celkem;43;2004;306.0
Sňatky;Česko;Celkem;43;2003;291.0
Sňatky;Česko;Celkem;43;2002;298.0
Sňatky;Česko;Celkem;43;2001;363.0
Sňatky;Česko;Celkem;44;2024;
Sňatky;Česko;Celkem;44;2023;750.0
Sňatky;Česko;Celkem;44;2022;858.0
Sňatky;Česko;Celkem;44;2021;683.0
Sňatky;Česko;Celkem;44;2020;672.0
Sňatky;Česko;Celkem;44;2019;750.0
Sňatky;Česko;Celkem;44;2018;709.0
Sňatky;Česko;Celkem;44;2017;632.0
Sňatky;Česko;Celkem;44;2016;489.0
Sňatky;Česko;Celkem;44;2015;431.0
Sňatky;Česko;Celkem;44;2014;416.0
Sňatky;Česko;Celkem;44;2013;379.0
Sňatky;Česko;Celkem;44;2012;340.0
Sňatky;Česko;Celkem;44;2011;399.0
Sňatky;Česko;Celkem;44;2010;386.0
Sňatky;Česko;Celkem;44;2009;423.0
Sňatky;Česko;Celkem;44;2008;480.0
Sňatky;Česko;Celkem;44;2007;452.0
Sňatky;Česko;Celkem;44;2006;347.0
Sňatky;Česko;Celkem;44;2005;313.0
Sňatky;Česko;Celkem;44;2004;326.0
Sňatky;Česko;Celkem;44;2003;313.0
Sňatky;Česko;Celkem;44;2002;343.0
Sňatky;Česko;Celkem;44;2001;352.0
Sňatky;Česko;Celkem;45;2024;
Sňatky;Česko;Celkem;45;2023;721.0
Sňatky;Česko;Celkem;45;2022;782.0
Sňatky;Česko;Celkem;45;2021;701.0
Sňatky;Česko;Celkem;45;2020;723.0
Sňatky;Česko;Celkem;45;2019;720.0
Sňatky;Česko;Celkem;45;2018;633.0
Sňatky;Česko;Celkem;45;2017;510.0
Sňatky;Česko;Celkem;45;2016;499.0
Sňatky;Česko;Celkem;45;2015;439.0
Sňatky;Česko;Celkem;45;2014;357.0
Sňatky;Česko;Celkem;45;2013;320.0
Sňatky;Česko;Celkem;45;2012;356.0
Sňatky;Česko;Celkem;45;2011;360.0
Sňatky;Česko;Celkem;45;2010;370.0
Sňatky;Česko;Celkem;45;2009;407.0
Sňatky;Česko;Celkem;45;2008;402.0
Sňatky;Česko;Celkem;45;2007;390.0
Sňatky;Česko;Celkem;45;2006;301.0
Sňatky;Česko;Celkem;45;2005;304.0
Sňatky;Česko;Celkem;45;2004;298.0
Sňatky;Česko;Celkem;45;2003;283.0
Sňatky;Česko;Celkem;45;2002;391.0
Sňatky;Česko;Celkem;45;2001;330.0
Sňatky;Česko;Celkem;46;2024;
Sňatky;Česko;Celkem;46;2023;673.0
Sňatky;Česko;Celkem;46;2022;812.0
Sňatky;Česko;Celkem;46;2021;684.0
Sňatky;Česko;Celkem;46;2020;669.0
Sňatky;Česko;Celkem;46;2019;643.0
Sňatky;Česko;Celkem;46;2018;565.0
Sňatky;Česko;Celkem;46;2017;474.0
Sňatky;Česko;Celkem;46;2016;414.0
Sňatky;Česko;Celkem;46;2015;364.0
Sňatky;Česko;Celkem;46;2014;327.0
Sňatky;Česko;Celkem;46;2013;310.0
Sňatky;Česko;Celkem;46;2012;326.0
Sňatky;Česko;Celkem;46;2011;393.0
Sňatky;Česko;Celkem;46;2010;377.0
Sňatky;Česko;Celkem;46;2009;378.0
Sňatky;Česko;Celkem;46;2008;374.0
Sňatky;Česko;Celkem;46;2007;359.0
Sňatky;Česko;Celkem;46;2006;294.0
Sňatky;Česko;Celkem;46;2005;322.0
Sňatky;Česko;Celkem;46;2004;316.0
Sňatky;Česko;Celkem;46;2003;356.0
Sňatky;Česko;Celkem;46;2002;356.0
Sňatky;Česko;Celkem;46;2001;318.0
Sňatky;Česko;Celkem;47;2024;
Sňatky;Česko;Celkem;47;2023;629.0
Sňatky;Česko;Celkem;47;2022;705.0
Sňatky;Česko;Celkem;47;2021;603.0
Sňatky;Česko;Celkem;47;2020;605.0
Sňatky;Česko;Celkem;47;2019;513.0
Sňatky;Česko;Celkem;47;2018;527.0
Sňatky;Česko;Celkem;47;2017;494.0
Sňatky;Česko;Celkem;47;2016;453.0
Sňatky;Česko;Celkem;47;2015;325.0
Sňatky;Česko;Celkem;47;2014;291.0
Sňatky;Česko;Celkem;47;2013;321.0
Sňatky;Česko;Celkem;47;2012;331.0
Sňatky;Česko;Celkem;47;2011;332.0
Sňatky;Česko;Celkem;47;2010;310.0
Sňatky;Česko;Celkem;47;2009;343.0
Sňatky;Česko;Celkem;47;2008;342.0
Sňatky;Česko;Celkem;47;2007;327.0
Sňatky;Česko;Celkem;47;2006;299.0
Sňatky;Česko;Celkem;47;2005;314.0
Sňatky;Česko;Celkem;47;2004;347.0
Sňatky;Česko;Celkem;47;2003;318.0
Sňatky;Česko;Celkem;47;2002;345.0
Sňatky;Česko;Celkem;47;2001;331.0
Sňatky;Česko;Celkem;48;2024;
Sňatky;Česko;Celkem;48;2023;642.0
Sňatky;Česko;Celkem;48;2022;754.0
Sňatky;Česko;Celkem;48;2021;537.0
Sňatky;Česko;Celkem;48;2020;487.0
Sňatky;Česko;Celkem;48;2019;459.0
Sňatky;Česko;Celkem;48;2018;445.0
Sňatky;Česko;Celkem;48;2017;395.0
Sňatky;Česko;Celkem;48;2016;419.0
Sňatky;Česko;Celkem;48;2015;320.0
Sňatky;Česko;Celkem;48;2014;298.0
Sňatky;Česko;Celkem;48;2013;290.0
Sňatky;Česko;Celkem;48;2012;329.0
Sňatky;Česko;Celkem;48;2011;317.0
Sňatky;Česko;Celkem;48;2010;299.0
Sňatky;Česko;Celkem;48;2009;295.0
Sňatky;Česko;Celkem;48;2008;303.0
Sňatky;Česko;Celkem;48;2007;294.0
Sňatky;Česko;Celkem;48;2006;309.0
Sňatky;Česko;Celkem;48;2005;316.0
Sňatky;Česko;Celkem;48;2004;342.0
Sňatky;Česko;Celkem;48;2003;295.0
Sňatky;Česko;Celkem;48;2002;291.0
Sňatky;Česko;Celkem;48;2001;307.0
Sňatky;Česko;Celkem;49;2024;
Sňatky;Česko;Celkem;49;2023;719.0
Sňatky;Česko;Celkem;49;2022;702.0
Sňatky;Česko;Celkem;49;2021;526.0
Sňatky;Česko;Celkem;49;2020;467.0
Sňatky;Česko;Celkem;49;2019;480.0
Sňatky;Česko;Celkem;49;2018;491.0
Sňatky;Česko;Celkem;49;2017;393.0
Sňatky;Česko;Celkem;49;2016;363.0
Sňatky;Česko;Celkem;49;2015;389.0
Sňatky;Česko;Celkem;49;2014;343.0
Sňatky;Česko;Celkem;49;2013;367.0
Sňatky;Česko;Celkem;49;2012;298.0
Sňatky;Česko;Celkem;49;2011;298.0
Sňatky;Česko;Celkem;49;2010;306.0
Sňatky;Česko;Celkem;49;2009;293.0
Sňatky;Česko;Celkem;49;2008;302.0
Sňatky;Česko;Celkem;49;2007;361.0
Sňatky;Česko;Celkem;49;2006;293.0
Sňatky;Česko;Celkem;49;2005;330.0
Sňatky;Česko;Celkem;49;2004;339.0
Sňatky;Česko;Celkem;49;2003;358.0
Sňatky;Česko;Celkem;49;2002;337.0
Sňatky;Česko;Celkem;49;2001;376.0
Sňatky;Česko;Celkem;50;2024;
Sňatky;Česko;Celkem;50;2023;750.0
Sňatky;Česko;Celkem;50;2022;685.0
Sňatky;Česko;Celkem;50;2021;565.0
Sňatky;Česko;Celkem;50;2020;466.0
Sňatky;Česko;Celkem;50;2019;514.0
Sňatky;Česko;Celkem;50;2018;467.0
Sňatky;Česko;Celkem;50;2017;425.0
Sňatky;Česko;Celkem;50;2016;391.0
Sňatky;Česko;Celkem;50;2015;348.0
Sňatky;Česko;Celkem;50;2014;368.0
Sňatky;Česko;Celkem;50;2013;310.0
Sňatky;Česko;Celkem;50;2012;283.0
Sňatky;Česko;Celkem;50;2011;268.0
Sňatky;Česko;Celkem;50;2010;272.0
Sňatky;Česko;Celkem;50;2009;274.0
Sňatky;Česko;Celkem;50;2008;369.0
Sňatky;Česko;Celkem;50;2007;367.0
Sňatky;Česko;Celkem;50;2006;305.0
Sňatky;Česko;Celkem;50;2005;316.0
Sňatky;Česko;Celkem;50;2004;317.0
Sňatky;Česko;Celkem;50;2003;302.0
Sňatky;Česko;Celkem;50;2002;319.0
Sňatky;Česko;Celkem;50;2001;278.0
Sňatky;Česko;Celkem;51;2024;
Sňatky;Česko;Celkem;51;2023;493.0
Sňatky;Česko;Celkem;51;2022;523.0
Sňatky;Česko;Celkem;51;2021;379.0
Sňatky;Česko;Celkem;51;2020;372.0
Sňatky;Česko;Celkem;51;2019;340.0
Sňatky;Česko;Celkem;51;2018;346.0
Sňatky;Česko;Celkem;51;2017;309.0
Sňatky;Česko;Celkem;51;2016;277.0
Sňatky;Česko;Celkem;51;2015;296.0
Sňatky;Česko;Celkem;51;2014;242.0
Sňatky;Česko;Celkem;51;2013;232.0
Sňatky;Česko;Celkem;51;2012;226.0
Sňatky;Česko;Celkem;51;2011;228.0
Sňatky;Česko;Celkem;51;2010;213.0
Sňatky;Česko;Celkem;51;2009;265.0
Sňatky;Česko;Celkem;51;2008;287.0
Sňatky;Česko;Celkem;51;2007;326.0
Sňatky;Česko;Celkem;51;2006;248.0
Sňatky;Česko;Celkem;51;2005;261.0
Sňatky;Česko;Celkem;51;2004;271.0
Sňatky;Česko;Celkem;51;2003;223.0
Sňatky;Česko;Celkem;51;2002;270.0
Sňatky;Česko;Celkem;51;2001;251.0
Sňatky;Česko;Celkem;52;2024;
Sňatky;Česko;Celkem;52;2023;466.0
Sňatky;Česko;Celkem;52;2022;500.0
Sňatky;Česko;Celkem;52;2021;386.0
Sňatky;Česko;Celkem;52;2020;355.0
Sňatky;Česko;Celkem;52;2019;343.0
Sňatky;Česko;Celkem;52;2018;315.0
Sňatky;Česko;Celkem;52;2017;314.0
Sňatky;Česko;Celkem;52;2016;322.0
Sňatky;Česko;Celkem;52;2015;238.0
Sňatky;Česko;Celkem;52;2014;177.0
Sňatky;Česko;Celkem;52;2013;210.0
Sňatky;Česko;Celkem;52;2012;179.0
Sňatky;Česko;Celkem;52;2011;215.0
Sňatky;Česko;Celkem;52;2010;241.0
Sňatky;Česko;Celkem;52;2009;278.0
Sňatky;Česko;Celkem;52;2008;272.0
Sňatky;Česko;Celkem;52;2007;290.0
Sňatky;Česko;Celkem;52;2006;232.0
Sňatky;Česko;Celkem;52;2005;228.0
Sňatky;Česko;Celkem;52;2004;267.0
Sňatky;Česko;Celkem;52;2003;213.0
Sňatky;Česko;Celkem;52;2002;236.0
Sňatky;Česko;Celkem;52;2001;206.0
Sňatky;Česko;Celkem;53;2024;
Sňatky;Česko;Celkem;53;2023;415.0
Sňatky;Česko;Celkem;53;2022;424.0
Sňatky;Česko;Celkem;53;2021;301.0
Sňatky;Česko;Celkem;53;2020;316.0
Sňatky;Česko;Celkem;53;2019;348.0
Sňatky;Česko;Celkem;53;2018;303.0
Sňatky;Česko;Celkem;53;2017;326.0
Sňatky;Česko;Celkem;53;2016;243.0
Sňatky;Česko;Celkem;53;2015;228.0
Sňatky;Česko;Celkem;53;2014;180.0
Sňatky;Česko;Celkem;53;2013;167.0
Sňatky;Česko;Celkem;53;2012;175.0
Sňatky;Česko;Celkem;53;2011;181.0
Sňatky;Česko;Celkem;53;2010;253.0
Sňatky;Česko;Celkem;53;2009;233.0
Sňatky;Česko;Celkem;53;2008;290.0
Sňatky;Česko;Celkem;53;2007;229.0
Sňatky;Česko;Celkem;53;2006;236.0
Sňatky;Česko;Celkem;53;2005;256.0
Sňatky;Česko;Celkem;53;2004;254.0
Sňatky;Česko;Celkem;53;2003;211.0
Sňatky;Česko;Celkem;53;2002;164.0
Sňatky;Česko;Celkem;53;2001;240.0
Sňatky;Česko;Celkem;54;2024;
Sňatky;Česko;Celkem;54;2023;366.0
Sňatky;Česko;Celkem;54;2022;423.0
Sňatky;Česko;Celkem;54;2021;304.0
Sňatky;Česko;Celkem;54;2020;308.0
Sňatky;Česko;Celkem;54;2019;333.0
Sňatky;Česko;Celkem;54;2018;306.0
Sňatky;Česko;Celkem;54;2017;280.0
Sňatky;Česko;Celkem;54;2016;224.0
Sňatky;Česko;Celkem;54;2015;185.0
Sňatky;Česko;Celkem;54;2014;174.0
Sňatky;Česko;Celkem;54;2013;165.0
Sňatky;Česko;Celkem;54;2012;167.0
Sňatky;Česko;Celkem;54;2011;201.0
Sňatky;Česko;Celkem;54;2010;225.0
Sňatky;Česko;Celkem;54;2009;240.0
Sňatky;Česko;Celkem;54;2008;232.0
Sňatky;Česko;Celkem;54;2007;265.0
Sňatky;Česko;Celkem;54;2006;190.0
Sňatky;Česko;Celkem;54;2005;216.0
Sňatky;Česko;Celkem;54;2004;201.0
Sňatky;Česko;Celkem;54;2003;168.0
Sňatky;Česko;Celkem;54;2002;176.0
Sňatky;Česko;Celkem;54;2001;169.0
Sňatky;Česko;Celkem;55;2024;
Sňatky;Česko;Celkem;55;2023;347.0
Sňatky;Česko;Celkem;55;2022;355.0
Sňatky;Česko;Celkem;55;2021;301.0
Sňatky;Česko;Celkem;55;2020;296.0
Sňatky;Česko;Celkem;55;2019;325.0
Sňatky;Česko;Celkem;55;2018;267.0
Sňatky;Česko;Celkem;55;2017;228.0
Sňatky;Česko;Celkem;55;2016;199.0
Sňatky;Česko;Celkem;55;2015;176.0
Sňatky;Česko;Celkem;55;2014;177.0
Sňatky;Česko;Celkem;55;2013;194.0
Sňatky;Česko;Celkem;55;2012;183.0
Sňatky;Česko;Celkem;55;2011;190.0
Sňatky;Česko;Celkem;55;2010;196.0
Sňatky;Česko;Celkem;55;2009;189.0
Sňatky;Česko;Celkem;55;2008;238.0
Sňatky;Česko;Celkem;55;2007;210.0
Sňatky;Česko;Celkem;55;2006;190.0
Sňatky;Česko;Celkem;55;2005;197.0
Sňatky;Česko;Celkem;55;2004;175.0
Sňatky;Česko;Celkem;55;2003;171.0
Sňatky;Česko;Celkem;55;2002;195.0
Sňatky;Česko;Celkem;55;2001;163.0
Sňatky;Česko;Celkem;56;2024;
Sňatky;Česko;Celkem;56;2023;299.0
Sňatky;Česko;Celkem;56;2022;335.0
Sňatky;Česko;Celkem;56;2021;283.0
Sňatky;Česko;Celkem;56;2020;296.0
Sňatky;Česko;Celkem;56;2019;259.0
Sňatky;Česko;Celkem;56;2018;215.0
Sňatky;Česko;Celkem;56;2017;195.0
Sňatky;Česko;Celkem;56;2016;162.0
Sňatky;Česko;Celkem;56;2015;163.0
Sňatky;Česko;Celkem;56;2014;154.0
Sňatky;Česko;Celkem;56;2013;166.0
Sňatky;Česko;Celkem;56;2012;159.0
Sňatky;Česko;Celkem;56;2011;187.0
Sňatky;Česko;Celkem;56;2010;180.0
Sňatky;Česko;Celkem;56;2009;186.0
Sňatky;Česko;Celkem;56;2008;220.0
Sňatky;Česko;Celkem;56;2007;196.0
Sňatky;Česko;Celkem;56;2006;181.0
Sňatky;Česko;Celkem;56;2005;187.0
Sňatky;Česko;Celkem;56;2004;173.0
Sňatky;Česko;Celkem;56;2003;173.0
Sňatky;Česko;Celkem;56;2002;154.0
Sňatky;Česko;Celkem;56;2001;129.0
Sňatky;Česko;Celkem;57;2024;
Sňatky;Česko;Celkem;57;2023;269.0
Sňatky;Česko;Celkem;57;2022;300.0
Sňatky;Česko;Celkem;57;2021;253.0
Sňatky;Česko;Celkem;57;2020;205.0
Sňatky;Česko;Celkem;57;2019;208.0
Sňatky;Česko;Celkem;57;2018;185.0
Sňatky;Česko;Celkem;57;2017;147.0
Sňatky;Česko;Celkem;57;2016;155.0
Sňatky;Česko;Celkem;57;2015;185.0
Sňatky;Česko;Celkem;57;2014;136.0
Sňatky;Česko;Celkem;57;2013;143.0
Sňatky;Česko;Celkem;57;2012;147.0
Sňatky;Česko;Celkem;57;2011;176.0
Sňatky;Česko;Celkem;57;2010;143.0
Sňatky;Česko;Celkem;57;2009;194.0
Sňatky;Česko;Celkem;57;2008;190.0
Sňatky;Česko;Celkem;57;2007;159.0
Sňatky;Česko;Celkem;57;2006;128.0
Sňatky;Česko;Celkem;57;2005;156.0
Sňatky;Česko;Celkem;57;2004;188.0
Sňatky;Česko;Celkem;57;2003;115.0
Sňatky;Česko;Celkem;57;2002;111.0
Sňatky;Česko;Celkem;57;2001;96.0
Sňatky;Česko;Celkem;58;2024;
Sňatky;Česko;Celkem;58;2023;253.0
Sňatky;Česko;Celkem;58;2022;264.0
Sňatky;Česko;Celkem;58;2021;203.0
Sňatky;Česko;Celkem;58;2020;205.0
Sňatky;Česko;Celkem;58;2019;193.0
Sňatky;Česko;Celkem;58;2018;194.0
Sňatky;Česko;Celkem;58;2017;155.0
Sňatky;Česko;Celkem;58;2016;167.0
Sňatky;Česko;Celkem;58;2015;143.0
Sňatky;Česko;Celkem;58;2014;142.0
Sňatky;Česko;Celkem;58;2013;135.0
Sňatky;Česko;Celkem;58;2012;133.0
Sňatky;Česko;Celkem;58;2011;134.0
Sňatky;Česko;Celkem;58;2010;136.0
Sňatky;Česko;Celkem;58;2009;148.0
Sňatky;Česko;Celkem;58;2008;153.0
Sňatky;Česko;Celkem;58;2007;140.0
Sňatky;Česko;Celkem;58;2006;149.0
Sňatky;Česko;Celkem;58;2005;144.0
Sňatky;Česko;Celkem;58;2004;120.0
Sňatky;Česko;Celkem;58;2003;112.0
Sňatky;Česko;Celkem;58;2002;94.0
Sňatky;Česko;Celkem;58;2001;94.0
Sňatky;Česko;Celkem;59;2024;
Sňatky;Česko;Celkem;59;2023;254.0
Sňatky;Česko;Celkem;59;2022;248.0
Sňatky;Česko;Celkem;59;2021;217.0
Sňatky;Česko;Celkem;59;2020;160.0
Sňatky;Česko;Celkem;59;2019;203.0
Sňatky;Česko;Celkem;59;2018;178.0
Sňatky;Česko;Celkem;59;2017;193.0
Sňatky;Česko;Celkem;59;2016;167.0
Sňatky;Česko;Celkem;59;2015;130.0
Sňatky;Česko;Celkem;59;2014;147.0
Sňatky;Česko;Celkem;59;2013;125.0
Sňatky;Česko;Celkem;59;2012;131.0
Sňatky;Česko;Celkem;59;2011;140.0
Sňatky;Česko;Celkem;59;2010;140.0
Sňatky;Česko;Celkem;59;2009;153.0
Sňatky;Česko;Celkem;59;2008;145.0
Sňatky;Česko;Celkem;59;2007;129.0
Sňatky;Česko;Celkem;59;2006;131.0
Sňatky;Česko;Celkem;59;2005;129.0
Sňatky;Česko;Celkem;59;2004;93.0
Sňatky;Česko;Celkem;59;2003;98.0
Sňatky;Česko;Celkem;59;2002;84.0
Sňatky;Česko;Celkem;59;2001;78.0
Sňatky;Česko;Celkem;60;2024;
Sňatky;Česko;Celkem;60;2023;265.0
Sňatky;Česko;Celkem;60;2022;260.0
Sňatky;Česko;Celkem;60;2021;170.0
Sňatky;Česko;Celkem;60;2020;175.0
Sňatky;Česko;Celkem;60;2019;184.0
Sňatky;Česko;Celkem;60;2018;201.0
Sňatky;Česko;Celkem;60;2017;130.0
Sňatky;Česko;Celkem;60;2016;173.0
Sňatky;Česko;Celkem;60;2015;141.0
Sňatky;Česko;Celkem;60;2014;124.0
Sňatky;Česko;Celkem;60;2013;118.0
Sňatky;Česko;Celkem;60;2012;125.0
Sňatky;Česko;Celkem;60;2011;133.0
Sňatky;Česko;Celkem;60;2010;111.0
Sňatky;Česko;Celkem;60;2009;111.0
Sňatky;Česko;Celkem;60;2008;162.0
Sňatky;Česko;Celkem;60;2007;121.0
Sňatky;Česko;Celkem;60;2006;99.0
Sňatky;Česko;Celkem;60;2005;81.0
Sňatky;Česko;Celkem;60;2004;77.0
Sňatky;Česko;Celkem;60;2003;75.0
Sňatky;Česko;Celkem;60;2002;61.0
Sňatky;Česko;Celkem;60;2001;56.0
Sňatky;Česko;Celkem;61;2024;
Sňatky;Česko;Celkem;61;2023;194.0
Sňatky;Česko;Celkem;61;2022;175.0
Sňatky;Česko;Celkem;61;2021;153.0
Sňatky;Česko;Celkem;61;2020;116.0
Sňatky;Česko;Celkem;61;2019;149.0
Sňatky;Česko;Celkem;61;2018;131.0
Sňatky;Česko;Celkem;61;2017;130.0
Sňatky;Česko;Celkem;61;2016;123.0
Sňatky;Česko;Celkem;61;2015;107.0
Sňatky;Česko;Celkem;61;2014;89.0
Sňatky;Česko;Celkem;61;2013;77.0
Sňatky;Česko;Celkem;61;2012;94.0
Sňatky;Česko;Celkem;61;2011;70.0
Sňatky;Česko;Celkem;61;2010;80.0
Sňatky;Česko;Celkem;61;2009;92.0
Sňatky;Česko;Celkem;61;2008;100.0
Sňatky;Česko;Celkem;61;2007;89.0
Sňatky;Česko;Celkem;61;2006;76.0
Sňatky;Česko;Celkem;61;2005;68.0
Sňatky;Česko;Celkem;61;2004;75.0
Sňatky;Česko;Celkem;61;2003;56.0
Sňatky;Česko;Celkem;61;2002;56.0
Sňatky;Česko;Celkem;61;2001;33.0
Sňatky;Česko;Celkem;62;2024;
Sňatky;Česko;Celkem;62;2023;140.0
Sňatky;Česko;Celkem;62;2022;168.0
Sňatky;Česko;Celkem;62;2021;129.0
Sňatky;Česko;Celkem;62;2020;116.0
Sňatky;Česko;Celkem;62;2019;125.0
Sňatky;Česko;Celkem;62;2018;141.0
Sňatky;Česko;Celkem;62;2017;102.0
Sňatky;Česko;Celkem;62;2016;119.0
Sňatky;Česko;Celkem;62;2015;99.0
Sňatky;Česko;Celkem;62;2014;78.0
Sňatky;Česko;Celkem;62;2013;93.0
