Území,Ukazatel,Očištění,Typ indexu,Typ tržeb,Vybraná průmyslová činnost,Roky,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2003,101.9849291604
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2002,96.4297664747
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2001,104.7269236628
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,23 Výroba ostatních nekovových minerálních výrobků,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2024,89.0786890639
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2023,76.460090849
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2022,117.920485614
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2021,141.4834457119
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2020,87.3551319613
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2019,91.7428051514
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2018,110.1065882538
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2017,109.8047610686
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2016,91.2649564619
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2015,95.6455971585
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2014,106.8990610339
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2013,95.3890630219
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2012,90.6185599486
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2011,119.0124578138
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2010,125.6768334984
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2009,60.6953319106
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2008,108.8748278713
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2007,97.9943144936
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2006,106.7252612043
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2005,94.6284769963
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2004,140.5258627218
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2003,114.394117673
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2002,87.9668191172
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2001,109.1038425636
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"24 Výroba základních kovů, hutní zpracování kovů; slévárenství",2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2024,100.8673732362
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2023,96.4042045875
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2022,116.8769215708
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2021,117.7141334054
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2020,93.2780085317
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2019,101.8406417609
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2018,106.1692295804
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2017,108.6005617897
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2016,102.515114024
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2015,107.408466838
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2014,108.9793394927
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2013,102.7980389823
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2012,101.2778417589
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2011,109.0378035552
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2010,112.0683227767
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2009,75.6349413924
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2008,91.8196529115
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2007,127.1252497207
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2006,106.4978410488
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2005,105.2686209328
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2004,120.2923700556
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2003,94.8799238739
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2002,110.9940568684
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2001,105.1580573458
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2024,110.941971947
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2023,95.3812549043
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2022,105.4483981034
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2021,97.9190456614
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2020,99.0936378055
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2019,90.184126317
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2018,109.5128764902
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2017,106.4445024747
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2016,100.9808404356
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2015,101.7663736404
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2014,116.6227981178
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2013,109.8276926498
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2012,94.5697857375
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2011,83.1575240281
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2010,120.7073107184
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2009,86.2105141535
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2008,105.7028684444
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2007,113.6942323148
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2006,119.1670765625
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2005,99.8881102506
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2004,131.8681748637
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2003,106.3504175835
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2002,141.0451900591
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2001,151.9712747341
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2024,101.3244780554
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2023,106.5321060478
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2022,112.8079598343
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2021,114.0969610134
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2020,95.1129424731
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2019,105.005820117
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2018,104.4644291048
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2017,108.5643421131
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2016,100.4692801164
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2015,105.7914907995
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2014,109.8403964224
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2013,101.2979961142
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2012,111.3472237528
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2011,111.3200364568
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2010,119.6482927802
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2009,83.6837125307
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2008,96.1369686986
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2007,114.842828161
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2006,121.4494492016
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2005,104.3618810735
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2004,117.785796314
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2003,106.956819457
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2002,104.4377775723
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2001,109.7826668545
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,27 Výroba elektrických zařízení,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2024,95.6539460377
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2023,103.0122375415
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2022,112.3436994393
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2021,110.1203909734
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2020,90.5804701569
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2019,101.7345326351
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2018,102.3634599143
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2017,107.960426798
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2016,101.6904140549
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2015,102.7693230895
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2014,106.7561723179
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2013,104.7656948758
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2012,103.701295253
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2011,109.645663462
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2010,111.4093563857
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2009,74.6578510581
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2008,102.1431400671
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2007,116.7873220012
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2006,119.6041350513
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2005,110.2430755991
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2004,124.2088402846
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2003,107.7564071782
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2002,98.4160170444
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2001,110.5879371451
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,28 Výroba strojů a zařízení j. n.,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2024,104.5561121863
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2023,119.5392932422
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2022,111.8492893627
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2021,105.4954195051
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2020,90.450519044
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2019,101.5528316942
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2018,100.4853756305
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2017,106.6035142392
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2016,109.7064533025
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2015,111.8567953191
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2014,120.1726554016
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2013,99.5601475736
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2012,103.0313924882
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2011,118.0694177736
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2010,118.1059378658
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2009,91.050237197
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2008,90.5191941376
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2007,114.2449897074
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2006,113.8532777458
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2005,117.534434383
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2004,116.3911980888
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2003,107.9167985282
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2002,102.8482545012
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2001,118.1162658511
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2024,102.2296412341
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2023,134.3360061996
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2022,107.0415284983
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2021,117.8555526342
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2020,95.6161242528
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2019,100.8672653746
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2018,112.9010833018
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2017,89.7132393857
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2016,101.6300557418
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2015,107.2480293162
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2014,104.0735816599
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2013,109.0096636099
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2012,104.1171409424
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2011,117.0994984939
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2010,108.6722671319
