Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Roky,value
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Těžba a úprava rud,2005,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Těžba a úprava rud,2004,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Těžba a úprava rud,2003,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Těžba a úprava rud,2002,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Těžba a úprava rud,2001,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Těžba a úprava rud,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2024,100.1960378383
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2023,83.577716698
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2022,98.29402732
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2021,111.4649074221
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2020,91.6459700016
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2019,101.216954187
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2018,108.9832361963
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2017,106.7293643822
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2016,93.9444636122
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2015,98.6265777162
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2014,108.4010344231
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2013,94.975248108
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2012,85.6051472698
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2011,97.6129233666
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2010,117.6373672879
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2009,85.5470159848
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2008,102.3298698968
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2007,93.4049014076
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2006,110.2424396028
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2005,105.1522223065
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2004,103.4072573824
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2003,117.9518694812
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2002,99.1855419684
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2001,110.2038735319
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní těžba a dobývání,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2024,100.9054537864
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2023,105.7142066494
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2022,103.6331686525
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2021,99.4859599993
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2020,93.3752558489
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2019,99.3421462114
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2018,103.3508968764
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2017,112.9235473495
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2016,77.6546994946
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2015,84.9570555789
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2014,84.212728574
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2013,95.2524741058
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2012,121.8402542758
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2011,126.6829577914
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2010,83.4671135333
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2009,98.4393058675
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2008,75.3896340234
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2007,110.0226545121
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2006,80.1389375513
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2005,55.5237376416
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2004,106.945539353
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2003,97.8231973982
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2002,82.6713224115
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2001,104.1610302614
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Podpůrné činnosti při těžbě,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2024,103.8282318228
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2023,98.4661422086
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2022,99.1422536394
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2021,104.259606042
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2020,100.5153639289
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2019,101.2589536175
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2018,103.6604243135
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2017,101.4563562962
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2016,100.5118063846
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2015,104.8523150431
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2014,103.9361594615
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2013,98.7276750402
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2012,99.2222290343
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2011,96.7497996696
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2010,99.833581592
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2009,102.7812927604
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2008,87.9704902027
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2007,103.6463327409
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2006,100.7363671989
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2005,97.8242838975
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2004,104.1774415991
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2003,98.8375338003
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2002,100.3102221622
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2001,107.3415247425
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba potravinářských výrobků,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2024,103.7956075502
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2023,96.5125183117
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2022,107.913640166
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2021,102.7859291746
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2020,90.4538778185
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2019,99.4367965261
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2018,105.1331661309
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2017,103.3480805983
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2016,98.2534602476
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2015,103.4077166991
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2014,101.6859817432
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2013,101.8462391689
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2012,96.4489095724
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2011,102.7155849784
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2010,89.3664301329
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2009,79.6069115301
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2008,99.6381629184
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2007,105.9080436901
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2006,109.9726860558
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2005,94.4457561004
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2004,100.3810837912
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2003,100.5165769869
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2002,91.396040475
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2001,106.5703684087
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nápojů,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2024,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2023,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2022,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2021,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2020,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2019,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2018,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2017,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2016,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2015,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2014,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2013,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2012,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2011,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2010,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2009,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2008,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2007,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2006,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2005,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2004,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2003,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2002,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2001,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba tabákových výrobků,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2024,98.5947280482
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2023,88.9860488075
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2022,101.5024145889
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2021,105.2053576512
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2020,93.1511127194
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2019,96.5706262982
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2018,94.2053426992
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2017,103.5419074053
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2016,104.3304369825
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2015,103.3648224375
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2014,104.4042190012
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2013,100.5883672623
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2012,98.7968824619
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2011,103.1318102682
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2010,102.6149648927
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2009,87.4973819276
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2008,85.2983857515
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2007,108.0815961575
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2006,106.2973276464
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2005,98.0120297226
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2004,104.7235453326
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2003,95.9442839207
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2002,92.0319075503
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2001,105.5429786087
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba textilií,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2024,100.3258315397
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2023,95.4885994504
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2022,112.6772175834
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2021,99.3695333229
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2020,95.079308512
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2019,101.1485680257
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2018,103.3350165018
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2017,110.2979247058
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2016,103.5387797901
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2015,116.6414799636
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2014,94.2058764918
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2013,94.8074546081
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2012,94.3838991934
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2011,96.7194668208
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2010,94.164569068
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2009,88.0508209947
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2008,94.7974341387
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2007,92.7253205085
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2006,82.1298693211
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2005,110.0308765766
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2004,83.0011560909
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2003,84.4364334188
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2002,82.4235157808
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2001,103.2965873113
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba oděvů,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba usní a souvisejících výrobků,2024,108.1506431495
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba usní a souvisejících výrobků,2023,103.6563441912
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba usní a souvisejících výrobků,2022,115.0280241238
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba usní a souvisejících výrobků,2021,111.437913146
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba usní a souvisejících výrobků,2020,87.0780264602
