Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Roky,value
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2009,89.6249376676
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2008,100.6763570261
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2007,104.4805259183
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2006,107.7445112024
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2005,119.0641789099
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2004,112.6457300423
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2003,103.4914332556
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2002,105.8814974557
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2001,110.9560684134
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2024,100.3708748656
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2023,95.41123904
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2022,97.7984935096
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2021,110.4844982144
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2020,90.5829829945
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2019,100.8070620797
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2018,100.3229881275
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2017,108.2239738674
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2016,103.979043651
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2015,107.5132590369
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2014,105.1588008181
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2013,101.2157528463
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2012,98.0822723132
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2011,106.8450315772
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2010,104.7931750152
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2009,89.3615266184
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2008,97.3031353999
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2007,118.7848499142
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2006,115.028998082
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2005,111.4965966704
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2004,116.345341025
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2003,119.3744120476
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2002,106.2956271885
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2001,123.6678695453
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba pryžových a plastových výrobků,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2024,98.932716923
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2023,83.2462610064
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2022,102.3934712285
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2021,109.3626735587
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2020,97.2799446514
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2019,97.1451351307
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2018,103.7887649397
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2017,108.0522388055
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2016,98.5590276215
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2015,106.2841340638
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2014,104.1233585167
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2013,99.6814582182
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2012,95.7204836138
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2011,101.9844546642
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2010,97.722179674
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2009,79.4777999997
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2008,96.8623897534
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2007,117.7450055806
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2006,98.4941357704
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2005,102.6423391862
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2004,107.6207816012
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2003,103.2325660138
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2002,97.2514090647
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2001,101.3771476917
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních nekovových minerálních výrobků,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2024,92.8242357494
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2023,85.930277514
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2022,91.7605022672
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2021,111.3321718712
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2020,92.8393243762
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2019,93.9359097643
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2018,102.7548216763
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2017,99.2797192855
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2016,98.5482572915
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2015,98.8720582689
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2014,103.6358363116
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2013,97.9621264078
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2012,92.1628712619
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2011,105.8039297039
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2010,121.2468581853
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2009,72.7249530414
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2008,104.2642511177
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2007,90.0924197573
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2006,108.3965808727
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2005,89.1826226195
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2004,110.9323303466
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2003,112.589936678
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2002,93.2754158971
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2001,106.6642304479
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba základních kovů, hutní zpracování; slévárenství",2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2024,100.7867945516
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2023,97.6696130898
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2022,98.3351809228
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2021,109.2386165267
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2020,92.0818042185
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2019,99.1917756838
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2018,104.0370240646
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2017,108.5602939551
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2016,104.5656704642
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2015,108.6791768603
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2014,105.2915219887
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2013,102.7439992137
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2012,99.3588391744
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2011,105.6417110328
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2010,115.9272467439
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2009,75.7935254406
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2008,89.0171616761
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2007,122.6021812535
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2006,107.3014004064
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2005,102.0125600525
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2004,110.6236873146
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2003,95.4886592169
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2002,111.6125333874
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2001,103.0213108318
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba kovových konstrukci a kovodělných výrobků, kromě strojů a zařízení",2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2024,104.5422561336
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2023,100.7523758446
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2022,103.8770035822
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2021,101.7710600547
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2020,97.0543281679
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2019,92.192991551
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2018,111.3510634166
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2017,111.5524050335
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2016,103.2980990383
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2015,100.9083072823
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2014,118.4026150085
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2013,116.0092281534
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2012,81.2957104774
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2011,97.3930945065
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2010,128.7377503751
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2009,83.3885531264
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2008,107.5371431544
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2007,118.3980371078
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2006,123.1727899671
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2005,106.2372407353
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2004,128.6278787813
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2003,110.7984989134
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2002,156.0219496297
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2001,147.1497550413
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba počítačů, elektronických a optických přístrojů a zařízení",2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2024,97.7131147108
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2023,104.0987177935
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2022,106.7217618487
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2021,109.3095256013
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2020,93.2636214837
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2019,104.8592389749
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2018,105.9049669469
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2017,108.6854647488
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2016,101.9362092582
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2015,107.8899298268
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2014,107.4448061457
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2013,100.1428260578
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2012,110.4117935249
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2011,110.635609878
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2010,117.6619521885
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2009,84.4945461218
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2008,100.7569287905
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2007,113.6545234867
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2006,117.6669543202
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2005,106.210815767
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2004,116.8143319
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2003,108.8317608016
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2002,107.7568897776
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2001,111.2196827427
