Území;Ukazatel;Očištění;Typ indexu;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – červenec 2003;124.338210243
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – červen 2003;126.9759208139
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – květen 2003;137.3124740289
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – duben 2003;147.8450751397
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – březen 2003;157.5365973084
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – únor 2003;181.3582065828
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden 2003;193.1672874958
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – prosinec 2002;88.0604460155
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – listopad 2002;93.9563769636
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – říjen 2002;95.6716421142
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – září 2002;92.3226216252
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – srpen 2002;89.8442366452
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – červenec 2002;94.5239484674
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – červen 2002;91.4367819232
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – květen 2002;85.1976856096
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – duben 2002;91.5723270533
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – březen 2002;82.871033118
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – únor 2002;82.2575146945
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden 2002;116.9899168332
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – prosinec 2001;126.3613572329
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – listopad 2001;117.6818802392
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – říjen 2001;116.4923330311
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – září 2001;116.3520710765
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – srpen 2001;117.777145489
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – červenec 2001;117.9059577921
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – červen 2001;116.9541079115
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – květen 2001;115.368819538
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – duben 2001;100.2103882239
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – březen 2001;106.6747460995
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – únor 2001;98.3187013614
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden 2001;81.8601060099
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – prosinec 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – listopad 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – říjen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – září 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – srpen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – červenec 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – červen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – květen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – duben 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – březen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden – únor 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba ostatních dopravních prostředků a zařízení;leden 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2025;106.5724337774
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2025;103.7592351489
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2025;102.3028488255
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2024;97.8012440898
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2024;97.6275496391
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2024;96.7162379928
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2024;96.2807735172
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2024;96.140023512
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2024;96.0722057581
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2024;95.4611849349
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2024;95.8142074485
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2024;96.9018128734
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2024;97.5198503421
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2024;97.1830712674
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2024;94.8420364467
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2023;89.1270326008
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2023;88.4811966588
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2023;88.4928648028
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2023;88.708496931
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2023;87.9301709048
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2023;86.7594683022
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2023;86.843213794
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2023;86.3116776496
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2023;86.5004463643
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2023;86.695209504
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2023;87.8549734198
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2023;90.1819672912
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2022;100.7611723823
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2022;102.0658581928
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2022;103.5806177086
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2022;104.7410413759
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2022;107.3060039218
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2022;109.9536271922
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2022;112.4547820343
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2022;114.5300568999
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2022;113.954341481
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2022;114.0810424204
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2022;113.3460133273
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2022;109.2142665855
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2021;111.1027806459
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2021;110.8916998516
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2021;110.5950119755
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2021;110.7069838623
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2021;110.1039733803
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2021;109.8823104111
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2021;110.4911137624
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2021;109.8611662923
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2021;107.0172922375
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2021;98.8694802406
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2021;94.0082668564
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2021;100.5827734366
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2020;92.4554173931
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2020;92.7473920179
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2020;92.1946813398
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2020;91.4707242662
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2020;91.113746258
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2020;90.1917404308
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2020;88.3859091271
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2020;87.3304288041
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2020;89.9025764002
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2020;97.5244959402
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2020;102.7345983309
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2020;99.738452311
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2019;101.0174169608
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2019;100.5493420415
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2019;100.8328211872
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2019;100.9326182562
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2019;101.1500785249
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2019;101.8353738972
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2019;101.6558174671
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2019;101.2347636274
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2019;101.5717985977
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2019;100.8866740909
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2019;101.7853618948
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2019;100.435928634
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2018;103.5649203162
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2018;103.7804297871
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2018;104.2737584398
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2018;104.1638739822
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2018;104.4251136236
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2018;103.3897509808
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2018;103.5518454777
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2018;104.7489221142
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2018;105.1701192475
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2018;106.8947995924
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2018;108.7028763638
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2018;115.3393294607
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2017;104.5844021801
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2017;104.2881990756
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2017;103.9868316625
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2017;104.7370440749
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2017;104.680489175
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2017;105.0457756353
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2017;104.867084043
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2017;103.4901015388
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2017;102.2227303893
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2017;100.1626030879
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2017;96.5770511798
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2017;98.7711701013
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2016;105.2151089036
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2016;105.038874811
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2016;105.2726284323
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2016;104.9195374405
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2016;104.644330604
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2016;105.1321876149
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2016;105.7211007914
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2016;106.6172417825
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2016;106.3410736386
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2016;107.5815462777
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2016;107.8916821315
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2016;104.3485060663
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2015;105.4632239844
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2015;105.8334919143
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2015;105.596176129
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2015;105.1144407777
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2015;104.9742908325
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2015;104.2967657295
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červen 2015;104.2687231698
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – květen 2015;104.9758603448
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – duben 2015;105.53355233
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – březen 2015;105.1325562994
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – únor 2015;106.6671481089
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden 2015;103.7498058387
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – prosinec 2014;104.4973291533
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – listopad 2014;104.7010354379
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – říjen 2014;104.5675433964
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – září 2014;104.8504971378
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – srpen 2014;105.2235385559
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba nábytku;leden – červenec 2014;105.9336178647
