Ukazatel,"ČR, regiony",Pohlaví,Věk (roky),Roky,value
Naděje dožití (ex),Česko,muži,97,2005,1.9973948541
Naděje dožití (ex),Česko,muži,97,2006,1.988608381
Naděje dožití (ex),Česko,muži,97,2007,2.0847392594
Naděje dožití (ex),Česko,muži,97,2008,2.3165617746
Naděje dožití (ex),Česko,muži,97,2009,1.9714316485
Naděje dožití (ex),Česko,muži,97,2010,2.0096847255
Naděje dožití (ex),Česko,muži,97,2011,2.0536292359
Naděje dožití (ex),Česko,muži,97,2012,2.0739963639
Naděje dožití (ex),Česko,muži,97,2013,2.1166052365
Naděje dožití (ex),Česko,muži,97,2014,2.0682993932
Naděje dožití (ex),Česko,muži,97,2015,1.9980188959
Naděje dožití (ex),Česko,muži,97,2016,2.1343442143
Naděje dožití (ex),Česko,muži,97,2017,2.1064229636
Naděje dožití (ex),Česko,muži,97,2018,2.2247954309
Naděje dožití (ex),Česko,muži,97,2019,2.203805632
Naděje dožití (ex),Česko,muži,97,2020,2.0151968879
Naděje dožití (ex),Česko,muži,97,2021,2.0740812224
Naděje dožití (ex),Česko,muži,97,2022,2.0838558266
Naděje dožití (ex),Česko,muži,97,2023,2.22666521
Naděje dožití (ex),Česko,muži,97,2024,2.4344526446
Naděje dožití (ex),Česko,muži,98,2001,1.9406372739
Naděje dožití (ex),Česko,muži,98,2002,1.9454453954
Naděje dožití (ex),Česko,muži,98,2003,1.8845661775
Naděje dožití (ex),Česko,muži,98,2004,1.8852678318
Naděje dožití (ex),Česko,muži,98,2005,1.8900123116
Naděje dožití (ex),Česko,muži,98,2006,1.8788795247
Naděje dožití (ex),Česko,muži,98,2007,1.9675058421
Naděje dožití (ex),Česko,muži,98,2008,2.1932065241
Naděje dožití (ex),Česko,muži,98,2009,1.8579082934
Naděje dožití (ex),Česko,muži,98,2010,1.8940649719
Naděje dožití (ex),Česko,muži,98,2011,1.9331411863
Naděje dožití (ex),Česko,muži,98,2012,1.9528842128
Naděje dožití (ex),Česko,muži,98,2013,1.991940187
Naděje dožití (ex),Česko,muži,98,2014,1.9413715253
Naděje dožití (ex),Česko,muži,98,2015,1.8751765362
Naděje dožití (ex),Česko,muži,98,2016,2.0015879989
Naděje dožití (ex),Česko,muži,98,2017,1.9755687085
Naděje dožití (ex),Česko,muži,98,2018,2.0892369042
Naděje dožití (ex),Česko,muži,98,2019,2.0682735927
Naděje dožití (ex),Česko,muži,98,2020,1.900576874
Naděje dožití (ex),Česko,muži,98,2021,1.9587285133
Naděje dožití (ex),Česko,muži,98,2022,1.9564803675
Naděje dožití (ex),Česko,muži,98,2023,2.0882563
Naděje dožití (ex),Česko,muži,98,2024,2.2858566256
Naděje dožití (ex),Česko,muži,99,2001,1.8441241456
Naděje dožití (ex),Česko,muži,99,2002,1.8501477827
Naděje dožití (ex),Česko,muži,99,2003,1.7910782659
Naděje dožití (ex),Česko,muži,99,2004,1.7891650876
Naděje dožití (ex),Česko,muži,99,2005,1.7933121025
Naděje dožití (ex),Česko,muži,99,2006,1.780366364
Naděje dožití (ex),Česko,muži,99,2007,1.8619029265
Naděje dožití (ex),Česko,muži,99,2008,2.0808514897
Naděje dožití (ex),Česko,muži,99,2009,1.7564853527
Naděje dožití (ex),Česko,muži,99,2010,1.790560048
Naděje dožití (ex),Česko,muži,99,2011,1.8252060389
Naděje dožití (ex),Česko,muži,99,2012,1.8442578426
Naděje dožití (ex),Česko,muži,99,2013,1.8799605011
Naděje dožití (ex),Česko,muži,99,2014,1.8280493245
Naděje dožití (ex),Česko,muži,99,2015,1.7659084119
Naděje dožití (ex),Česko,muži,99,2016,1.8827834615
Naděje dožití (ex),Česko,muži,99,2017,1.858619049
Naděje dožití (ex),Česko,muži,99,2018,1.967260632
Naděje dožití (ex),Česko,muži,99,2019,1.9465495331
Naděje dožití (ex),Česko,muži,99,2020,1.7977969395
Naděje dožití (ex),Česko,muži,99,2021,1.8546731827
Naděje dožití (ex),Česko,muži,99,2022,1.8426192467
Naděje dožití (ex),Česko,muži,99,2023,1.963994043
Naděje dožití (ex),Česko,muži,99,2024,2.1513628401
Naděje dožití (ex),Česko,muži,100,2001,1.7571026062
Naděje dožití (ex),Česko,muži,100,2002,1.76415589
Naděje dožití (ex),Česko,muži,100,2003,1.7070132459
Naděje dožití (ex),Česko,muži,100,2004,1.7029629071
Naděje dožití (ex),Česko,muži,100,2005,1.7065969434
Naděje dožití (ex),Česko,muži,100,2006,1.6922983057
Naděje dožití (ex),Česko,muži,100,2007,1.7672108754
Naděje dožití (ex),Česko,muži,100,2008,1.9790268994
Naděje dožití (ex),Česko,muži,100,2009,1.6662726621
Naděje dožití (ex),Česko,muži,100,2010,1.6983133693
Naděje dožití (ex),Česko,muži,100,2011,1.7289654815
Naděje dožití (ex),Česko,muži,100,2012,1.7472829481
Naděje dožití (ex),Česko,muži,100,2013,1.7798585476
Naděje dožití (ex),Česko,muži,100,2014,1.7273723894
Naděje dožití (ex),Česko,muži,100,2015,1.6691874768
Naděje dožití (ex),Česko,muži,100,2016,1.7770123621
Naděje dožití (ex),Česko,muži,100,2017,1.7546281316
Naděje dožití (ex),Česko,muži,100,2018,1.8580789119
Naděje dožití (ex),Česko,muži,100,2019,1.8377943243
Naděje dožití (ex),Česko,muži,100,2020,1.7060433205
Naděje dožití (ex),Česko,muži,100,2021,1.7612389341
Naděje dožití (ex),Česko,muži,100,2022,1.7413405766
Naděje dožití (ex),Česko,muži,100,2023,1.853019282
Naděje dožití (ex),Česko,muži,100,2024,2.0303263654
Naděje dožití (ex),Česko,muži,101,2001,1.679182495
Naděje dožití (ex),Česko,muži,101,2002,1.6870967663
Naděje dožití (ex),Česko,muži,101,2003,1.6319192072
Naděje dožití (ex),Česko,muži,101,2004,1.6261512312
Naděje dožití (ex),Česko,muži,101,2005,1.6293497093
Naděje dožití (ex),Česko,muži,101,2006,1.614083988
Naděje dožití (ex),Česko,muži,101,2007,1.6829036001
Naděje dožití (ex),Česko,muži,101,2008,1.8875108412
Naděje dožití (ex),Česko,muži,101,2009,1.5865548511
Naděje dožití (ex),Česko,muži,101,2010,1.6166502012
Naděje dožití (ex),Česko,muži,101,2011,1.6437478367
Naděje dožití (ex),Česko,muži,101,2012,1.6613168566
Naděje dožití (ex),Česko,muži,101,2013,1.6910233881
Naděje dožití (ex),Česko,muži,101,2014,1.6385642653
Naděje dožití (ex),Česko,muži,101,2015,1.5841577973
Naděje dožití (ex),Česko,muži,101,2016,1.683546674
Naděje dožití (ex),Česko,muži,101,2017,1.6628365769
Naděje dožití (ex),Česko,muži,101,2018,1.7611147947
Naděje dožití (ex),Česko,muži,101,2019,1.7413758797
Naděje dožití (ex),Česko,muži,101,2020,1.62468396
Naděje dožití (ex),Česko,muži,101,2021,1.6779372159
Naděje dožití (ex),Česko,muži,101,2022,1.6518989922
Naděje dožití (ex),Česko,muži,101,2023,1.754684592
Naděje dožití (ex),Česko,muži,101,2024,1.9223582097
Naděje dožití (ex),Česko,muži,102,2001,1.6103312288
Naděje dožití (ex),Česko,muži,102,2002,1.6189575546
Naděje dožití (ex),Česko,muži,102,2003,1.5656816052
Naděje dožití (ex),Česko,muži,102,2004,1.5585594522
Naděje dožití (ex),Česko,muži,102,2005,1.5613952138
Naděje dožití (ex),Česko,muži,102,2006,1.5454719034
Naděje dožití (ex),Česko,muži,102,2007,1.6088265624
Naděje dožití (ex),Česko,muži,102,2008,1.8065363569
Naděje dožití (ex),Česko,muži,102,2009,1.5169501822
Naděje dožití (ex),Česko,muži,102,2010,1.5452429337
Naděje dožití (ex),Česko,muži,102,2011,1.5692419714
Naděje dožití (ex),Česko,muži,102,2012,1.5860854197
Naděje dožití (ex),Česko,muži,102,2013,1.6132256761
Naděje dožití (ex),Česko,muži,102,2014,1.5612108936
Naděje dožití (ex),Česko,muži,102,2015,1.5103011323
Naděje dožití (ex),Česko,muži,102,2016,1.6020397767
Naděje dožití (ex),Česko,muži,102,2017,1.5828576326
Naděje dožití (ex),Česko,muži,102,2018,1.6762068245
Naděje dožití (ex),Česko,muži,102,2019,1.6570706139
Naděje dožití (ex),Česko,muži,102,2020,1.5534348547
Naděje dožití (ex),Česko,muži,102,2021,1.6046444402
Naděje dožití (ex),Česko,muži,102,2022,1.5739167384
Naděje dožití (ex),Česko,muži,102,2023,1.668759502
Naděje dožití (ex),Česko,muži,102,2024,1.8275601773
Naděje dožití (ex),Česko,muži,103,2001,1.5512308523
Naděje dožití (ex),Česko,muži,103,2002,1.5604397155
Naděje dožití (ex),Česko,muži,103,2003,1.5088650478
Naděje dožití (ex),Česko,muži,103,2004,1.5007014986
Naděje dožití (ex),Česko,muži,103,2005,1.5032465919
Naděje dožití (ex),Česko,muži,103,2006,1.4868959201
Naděje dožití (ex),Česko,muži,103,2007,1.5455712619
Naděje dožití (ex),Česko,muži,103,2008,1.7372027606
Naděje dožití (ex),Česko,muži,103,2009,1.4577542408
Naděje dožití (ex),Česko,muži,103,2010,1.4844656469
Naděje dožití (ex),Česko,muži,103,2011,1.5058668224
Naděje dožití (ex),Česko,muži,103,2012,1.5220572465
Naděje dožití (ex),Česko,muži,103,2013,1.5470052487
Naděje dožití (ex),Česko,muži,103,2014,1.49563865
Naděje dožití (ex),Česko,muži,103,2015,1.4477943213
Naděje dožití (ex),Česko,muži,103,2016,1.5329261448
Naděje dožití (ex),Česko,muži,103,2017,1.5150684092
Naděje dožití (ex),Česko,muži,103,2018,1.6040296398
Naděje dožití (ex),Česko,muži,103,2019,1.5854792731
Naděje dožití (ex),Česko,muži,103,2020,1.4927161271
Naděje dožití (ex),Česko,muži,103,2021,1.5419750128
Naděje dožití (ex),Česko,muži,103,2022,1.5077661277
Naděje dožití (ex),Česko,muži,103,2023,1.595852624
Naděje dožití (ex),Česko,muži,103,2024,1.7469895684
Naděje dožití (ex),Česko,muži,104,2001,1.5040537196
Naděje dožití (ex),Česko,muži,104,2002,1.5137252792
Naděje dožití (ex),Česko,muži,104,2003,1.463468592
Naděje dožití (ex),Česko,muži,104,2004,1.4545419393
Naděje dožití (ex),Česko,muži,104,2005,1.4568736329
Naděje dožití (ex),Česko,muži,104,2006,1.440247696
Naděje dožití (ex),Česko,muži,104,2007,1.4952934915
Naděje dožití (ex),Česko,muži,104,2008,1.6823149616
Naděje dožití (ex),Česko,muži,104,2009,1.4107184416
Naděje dožití (ex),Česko,muži,104,2010,1.4361884326
Naděje dožití (ex),Česko,muži,104,2011,1.4555924009
Naděje dožití (ex),Česko,muži,104,2012,1.4712699299
Naděje dožití (ex),Česko,muži,104,2013,1.4945189082
Naděje dožití (ex),Česko,muži,104,2014,1.4437579594
Naděje dožití (ex),Česko,muži,104,2015,1.398321866
Naděje dožití (ex),Česko,muži,104,2016,1.4783008287
Naděje dožití (ex),Česko,muži,104,2017,1.4614764506
Naděje dožití (ex),Česko,muži,104,2018,1.5469964125
Naděje dožití (ex),Česko,muži,104,2019,1.5289250894
Naděje dožití (ex),Česko,muži,104,2020,1.4444467342
Naděje dožití (ex),Česko,muži,104,2021,1.4920969959
Naděje dožití (ex),Česko,muži,104,2022,1.4554190306
Naděje dožití (ex),Česko,muži,104,2023,1.538320541
Naděje dožití (ex),Česko,muži,104,2024,1.6836131787
Naděje dožití (ex),Česko,muži,105,2001,1.4741908867
Naděje dožití (ex),Česko,muži,105,2002,1.4841750298
Naděje dožití (ex),Česko,muži,105,2003,1.4346382779
Naděje dožití (ex),Česko,muži,105,2004,1.4252431695
Naděje dožití (ex),Česko,muži,105,2005,1.4274535448
Naděje dožití (ex),Česko,muži,105,2006,1.4106528202
Naděje dožití (ex),Česko,muži,105,2007,1.4635531775
Naděje dožití (ex),Česko,muži,105,2008,1.6481370522
Naděje dožití (ex),Česko,muži,105,2009,1.3808695197
Naděje dožití (ex),Česko,muži,105,2010,1.405612052
Naděje dožití (ex),Česko,muži,105,2011,1.4238223359
Naděje dožití (ex),Česko,muži,105,2012,1.4392111523
Naděje dožití (ex),Česko,muži,105,2013,1.461453304
Naděje dožití (ex),Česko,muži,105,2014,1.4110130775
Naděje dožití (ex),Česko,muži,105,2015,1.3669931869
Naděje dožití (ex),Česko,muži,105,2016,1.4439245571
Naděje dožití (ex),Česko,muži,105,2017,1.4277090508
Naděje dožití (ex),Česko,muži,105,2018,1.5112587128
Naděje dožití (ex),Česko,muži,105,2019,1.4934589616
Naděje dožití (ex),Česko,muži,105,2020,1.4138721009
Naděje dožití (ex),Česko,muži,105,2021,1.4605677865
Naděje dožití (ex),Česko,muži,105,2022,1.4223999626
Naděje dožití (ex),Česko,muži,105,2023,1.502291007
Naděje dožití (ex),Česko,muži,105,2024,1.6443249002
