Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Měsíce;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;prosinec 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;listopad 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;říjen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;září 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;srpen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červenec 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;červen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;květen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;duben 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;březen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;únor 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;leden 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;březen 2025;97.9877045028
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;únor 2025;100.3457951812
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;leden 2025;102.5737286422
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;prosinec 2024;98.7859995613
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;listopad 2024;101.3223444197
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;říjen 2024;104.2620694184
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;září 2024;99.1475726789
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;srpen 2024;101.7533038335
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;červenec 2024;102.9526947737
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;červen 2024;94.1589200695
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;květen 2024;95.519713767
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;duben 2024;96.5811977264
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;březen 2024;96.4069028824
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;únor 2024;92.2962933295
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;leden 2024;91.3611290785
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;prosinec 2023;90.3557588862
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;listopad 2023;90.603839351
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;říjen 2023;88.2381148975
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;září 2023;87.5692863995
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;srpen 2023;88.1008437262
