Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Měsíce;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2024;104.0183707207
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2024;109.2202639132
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2024;113.7571243342
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2024;99.9640578554
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2024;112.696310244
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2024;93.7928413772
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2024;115.4098651116
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2024;109.0075658802
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2024;107.8855987338
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2024;108.0442512386
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2023;92.240205978
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2023;108.0655304113
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2023;123.4686540397
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2023;95.2307054646
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2023;117.537595506
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2023;108.6599837596
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2023;103.1351079442
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2023;106.7260886695
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2023;100.6807835281
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2023;113.4703513417
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2023;127.5053288145
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2023;121.8809792834
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2022;141.9459295376
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2022;95.68766088
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2022;89.4762599343
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2022;125.6148577715
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2022;118.8547971344
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2022;108.8166142226
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2022;127.2715504667
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2022;123.2723098765
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2022;112.0798036645
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2022;134.4117669731
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2022;122.2818176133
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2022;104.0253181907
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2021;81.738657754
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2021;120.8256210754
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2021;124.8361235623
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2021;103.1234839255
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2021;91.3359587084
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2021;116.4192305542
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2021;95.8799220719
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2021;111.4847299168
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2021;160.703101825
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2021;105.5874896363
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2021;92.4645201804
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2021;97.3146284265
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2020;102.5653294257
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2020;106.9051712245
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2020;93.9953878586
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2020;103.1228449204
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2020;109.0276770228
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2020;98.1937705954
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2020;90.9673005995
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2020;85.7604841276
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2020;59.0241692862
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2020;73.7388165269
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2020;93.5684965191
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2020;114.5926051974
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2019;92.5901457033
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2019;84.7396730465
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2019;85.8812413784
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2019;100.2200212023
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2019;97.1367858271
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2019;91.7090700212
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2019;122.2561162128
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2019;120.4985911044
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2019;111.6379928237
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2019;117.4566015281
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2019;105.8695768387
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2019;93.7608169697
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2018;96.6034104087
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2018;89.3817544274
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2018;95.756293331
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2018;82.9723561341
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2018;70.0719922072
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2018;99.3485443989
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2018;65.0780132078
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2018;61.9674981565
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2018;72.5277177196
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2018;75.4755013565
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2018;75.1307517123
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2018;75.057712266
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2017;83.5392244155
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2017;92.6891027505
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2017;90.2741072935
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2017;99.5401406011
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2017;104.9039763793
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2017;82.4702358374
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2017;109.0886747076
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2017;112.9098569804
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2017;103.4166538904
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2017;99.8182301158
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2017;97.4023069402
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2017;112.4996106296
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2016;116.86328799
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2016;124.1223406859
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2016;107.7083525768
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2016;105.9872919079
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2016;96.3996959654
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2016;103.0034369995
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2016;100.4181386091
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2016;93.507627786
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2016;101.2673381197
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2016;95.2820815235
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2016;107.8515534041
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2016;95.7723994033
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2015;85.587581787
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2015;80.946307623
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2015;81.4980003585
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2015;80.078265492
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2015;110.5610636215
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2015;87.4121069152
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2015;97.4539422259
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2015;98.01303718
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2015;102.845494448
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2015;95.1058219704
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2015;105.3484910256
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2015;97.1166637202
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2014;115.7901858909
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2014;116.9677631011
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2014;139.5251608127
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2014;120.3878806654
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2014;98.1686067095
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2014;116.4088804204
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2014;111.7283424532
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2014;102.1370566382
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2014;107.0257880009
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2014;113.8155200212
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2014;98.611281677
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2014;105.7321314059
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2013;89.0725538348
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2013;95.6919144296
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2013;92.1999836854
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2013;92.1731616766
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2013;90.9949266653
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2013;103.7129950156
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2013;95.3116975632
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2013;107.5283391204
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2013;107.2973848217
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2013;93.5334653049
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2013;108.7682352593
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2013;92.0702431245
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2012;117.6461128277
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2012;101.7254154844
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2012;88.2549154383
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2012;98.1371154772
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2012;105.7165846237
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2012;90.8888849046
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2012;108.4241159355
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2012;99.2401185227
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2012;88.0881253846
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2012;107.4063923672
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2012;95.3973678822
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2012;112.6106415993
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2011;103.4516932375
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2011;101.6223354769
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2011;108.7827229659
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2011;114.8087998657
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2011;121.0782351544
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2011;119.5715405422
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2011;114.2099977784
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2011;126.097178551
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2011;122.7645628578
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;březen 2011;109.1357553875
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;únor 2011;117.1018401564
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;leden 2011;113.8731771516
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;prosinec 2010;109.1198672004
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;listopad 2010;108.8038728881
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;říjen 2010;106.2080987654
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;září 2010;115.7599066808
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;srpen 2010;111.8657173011
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červenec 2010;137.2851165666
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;červen 2010;124.4005736486
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;květen 2010;105.0021120968
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;duben 2010;103.2966767661
