Území;Kategorie;Kumulace čtvrtletí;Ukazatel;Rezidence;value
Česko;Hromadná ubytovací zařízení celkem;Q1 2018;Průměrný počet přenocování ;Celkem;2.7138004464
Česko;Hromadná ubytovací zařízení celkem;Q1 2018;Průměrný počet přenocování ;Rezidenti;2.7389282232
Česko;Hromadná ubytovací zařízení celkem;Q1 2018;Průměrný počet přenocování ;Nerezidenti;2.6898114424
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2017;Počet hostů;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2017;Počet hostů;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2017;Počet hostů;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2017;Počet přenocování;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2017;Počet přenocování;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2017;Počet přenocování;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2017;Průměrný počet přenocování ;Celkem;2.6608951119
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2017;Průměrný počet přenocování ;Rezidenti;2.7400535747
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2017;Průměrný počet přenocování ;Nerezidenti;2.5842326357
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2017;Počet hostů;Celkem;15754997.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2017;Počet hostů;Rezidenti;7991918.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2017;Počet hostů;Nerezidenti;7763079.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2017;Počet přenocování;Celkem;42746439.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2017;Počet přenocování;Rezidenti;22608749.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2017;Počet přenocování;Nerezidenti;20137690.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2017;Průměrný počet přenocování ;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2017;Průměrný počet přenocování ;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2017;Průměrný počet přenocování ;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2017;Počet hostů;Celkem;8793703.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2017;Počet hostů;Rezidenti;4198113.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2017;Počet hostů;Nerezidenti;4595590.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2017;Počet přenocování;Celkem;22961222.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2017;Počet přenocování;Rezidenti;11010029.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2017;Počet přenocování;Nerezidenti;11951193.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2017;Průměrný počet přenocování ;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2017;Průměrný počet přenocování ;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2017;Průměrný počet přenocování ;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1 2017;Počet hostů;Celkem;3565691.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2017;Počet hostů;Rezidenti;1757928.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2017;Počet hostů;Nerezidenti;1807763.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2017;Počet přenocování;Celkem;9846392.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2017;Počet přenocování;Rezidenti;4888836.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2017;Počet přenocování;Nerezidenti;4957556.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2017;Průměrný počet přenocování ;Celkem;2.7614260462
Česko;Hromadná ubytovací zařízení celkem;Q1 2017;Průměrný počet přenocování ;Rezidenti;2.7810217483
Česko;Hromadná ubytovací zařízení celkem;Q1 2017;Průměrný počet přenocování ;Nerezidenti;2.742370543
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2016;Počet hostů;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2016;Počet hostů;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2016;Počet hostů;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2016;Počet přenocování;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2016;Počet přenocování;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2016;Počet přenocování;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2016;Průměrný počet přenocování ;Celkem;2.7025588274
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2016;Průměrný počet přenocování ;Rezidenti;2.8044170923
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2016;Průměrný počet přenocování ;Nerezidenti;2.6034763942
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2016;Počet hostů;Celkem;14448277.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2016;Počet hostů;Rezidenti;7348590.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2016;Počet hostů;Nerezidenti;7099687.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2016;Počet přenocování;Celkem;39830781.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2016;Počet přenocování;Rezidenti;21257389.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2016;Počet přenocování;Nerezidenti;18573392.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2016;Průměrný počet přenocování ;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2016;Průměrný počet přenocování ;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2016;Průměrný počet přenocování ;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2016;Počet hostů;Celkem;7832004.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2016;Počet hostů;Rezidenti;3729825.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2016;Počet hostů;Nerezidenti;4102179.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2016;Počet přenocování;Celkem;20784551.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2016;Počet přenocování;Rezidenti;10026837.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2016;Počet přenocování;Nerezidenti;10757714.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2016;Průměrný počet přenocování ;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2016;Průměrný počet přenocování ;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2016;Průměrný počet přenocování ;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1 2016;Počet hostů;Celkem;3246678.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2016;Počet hostů;Rezidenti;1573579.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2016;Počet hostů;Nerezidenti;1673099.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2016;Počet přenocování;Celkem;9143504.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2016;Počet přenocování;Rezidenti;4478179.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2016;Počet přenocování;Nerezidenti;4665325.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2016;Průměrný počet přenocování ;Celkem;2.8162645017
Česko;Hromadná ubytovací zařízení celkem;Q1 2016;Průměrný počet přenocování ;Rezidenti;2.8458558484
Česko;Hromadná ubytovací zařízení celkem;Q1 2016;Průměrný počet přenocování ;Nerezidenti;2.7884333204
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2015;Počet hostů;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2015;Počet hostů;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2015;Počet hostů;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2015;Počet přenocování;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2015;Počet přenocování;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2015;Počet přenocování;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2015;Průměrný počet přenocování ;Celkem;2.7387263565
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2015;Průměrný počet přenocování ;Rezidenti;2.8046188098
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2015;Průměrný počet přenocování ;Nerezidenti;2.6744857793
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2015;Počet hostů;Celkem;13607748.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2015;Počet hostů;Rezidenti;6907917.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2015;Počet hostů;Nerezidenti;6699831.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2015;Počet přenocování;Celkem;38016670.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2015;Počet přenocování;Rezidenti;19963503.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2015;Počet přenocování;Nerezidenti;18053167.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2015;Průměrný počet přenocování ;Celkem;2.7937517655
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2015;Průměrný počet přenocování ;Rezidenti;2.8899454061
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2015;Průměrný počet přenocování ;Nerezidenti;2.6945705048
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2015;Počet hostů;Celkem;7426500.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2015;Počet hostů;Rezidenti;3552829.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2015;Počet hostů;Nerezidenti;3873671.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2015;Počet přenocování;Celkem;19963024.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2015;Počet přenocování;Rezidenti;9530815.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2015;Počet přenocování;Nerezidenti;10432209.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2015;Průměrný počet přenocování ;Celkem;2.6880797145
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2015;Průměrný počet přenocování ;Rezidenti;2.6825988529
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2015;Průměrný počet přenocování ;Nerezidenti;2.6931066164
Česko;Hromadná ubytovací zařízení celkem;Q1 2015;Počet hostů;Celkem;2979255.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2015;Počet hostů;Rezidenti;1488720.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2015;Počet hostů;Nerezidenti;1490535.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2015;Počet přenocování;Celkem;8449152.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2015;Počet přenocování;Rezidenti;4204149.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2015;Počet přenocování;Nerezidenti;4245003.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2015;Průměrný počet přenocování ;Celkem;2.8359949048
Česko;Hromadná ubytovací zařízení celkem;Q1 2015;Průměrný počet přenocování ;Rezidenti;2.8240024988
Česko;Hromadná ubytovací zařízení celkem;Q1 2015;Průměrný počet přenocování ;Nerezidenti;2.8479727078
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2014;Počet hostů;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2014;Počet hostů;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2014;Počet hostů;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2014;Počet přenocování;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2014;Počet přenocování;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2014;Počet přenocování;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2014;Průměrný počet přenocování ;Celkem;2.7552909218
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2014;Průměrný počet přenocování ;Rezidenti;2.781509242
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2014;Průměrný počet přenocování ;Nerezidenti;2.7310308879
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2014;Počet hostů;Celkem;12251742.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2014;Počet hostů;Rezidenti;6061920.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2014;Počet hostů;Nerezidenti;6189822.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2014;Počet přenocování;Celkem;34437677.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2014;Počet přenocování;Rezidenti;17405758.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2014;Počet přenocování;Nerezidenti;17031919.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2014;Průměrný počet přenocování ;Celkem;2.810839226
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2014;Průměrný počet přenocování ;Rezidenti;2.8713275662
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2014;Průměrný počet přenocování ;Nerezidenti;2.751600773
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2014;Počet hostů;Celkem;6794469.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2014;Počet hostů;Rezidenti;3193615.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2014;Počet hostů;Nerezidenti;3600854.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2014;Počet přenocování;Celkem;18480874.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2014;Počet přenocování;Rezidenti;8463208.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2014;Počet přenocování;Nerezidenti;10017666.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2014;Průměrný počet přenocování ;Celkem;2.7199879785
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2014;Průměrný počet přenocování ;Rezidenti;2.6500401583
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2014;Průměrný počet přenocování ;Nerezidenti;2.7820250418
Česko;Hromadná ubytovací zařízení celkem;Q1 2014;Počet hostů;Celkem;2725815.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2014;Počet hostů;Rezidenti;1337653.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2014;Počet hostů;Nerezidenti;1388162.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2014;Počet přenocování;Celkem;7846790.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2014;Počet přenocování;Rezidenti;3702255.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2014;Počet přenocování;Nerezidenti;4144535.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2014;Průměrný počet přenocování ;Celkem;2.8786949958
Česko;Hromadná ubytovací zařízení celkem;Q1 2014;Průměrný počet přenocování ;Rezidenti;2.7677245145
Česko;Hromadná ubytovací zařízení celkem;Q1 2014;Průměrný počet přenocování ;Nerezidenti;2.9856277581
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2013;Počet hostů;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2013;Počet hostů;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2013;Počet hostů;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2013;Počet přenocování;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2013;Počet přenocování;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2013;Počet přenocování;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2013;Průměrný počet přenocování ;Celkem;2.8108257893
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2013;Průměrný počet přenocování ;Rezidenti;2.8009431423
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2013;Průměrný počet přenocování ;Nerezidenti;2.8203358056
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2013;Počet hostů;Celkem;12174513.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2013;Počet hostů;Rezidenti;6142337.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2013;Počet hostů;Nerezidenti;6032176.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2013;Počet přenocování;Celkem;35032924.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2013;Počet přenocování;Rezidenti;17914650.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2013;Počet přenocování;Nerezidenti;17118274.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2013;Průměrný počet přenocování ;Celkem;2.877562659
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2013;Průměrný počet přenocování ;Rezidenti;2.9165853323
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2013;Průměrný počet přenocování ;Nerezidenti;2.8378273446
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2013;Počet hostů;Celkem;6831616.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2013;Počet hostů;Rezidenti;3298443.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2013;Počet hostů;Nerezidenti;3533173.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2013;Počet přenocování;Celkem;19058501.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2013;Počet přenocování;Rezidenti;8878609.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2013;Počet přenocování;Nerezidenti;10179892.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2013;Průměrný počet přenocování ;Celkem;2.7897500386
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2013;Průměrný počet přenocování ;Rezidenti;2.6917575959
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2013;Průměrný počet přenocování ;Nerezidenti;2.8812322521
Česko;Hromadná ubytovací zařízení celkem;Q1 2013;Počet hostů;Celkem;2896839.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2013;Počet hostů;Rezidenti;1495685.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2013;Počet hostů;Nerezidenti;1401154.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2013;Počet přenocování;Celkem;8598123.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2013;Počet přenocování;Rezidenti;4267226.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2013;Počet přenocování;Nerezidenti;4330897.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2013;Průměrný počet přenocování ;Celkem;2.9681052347
Česko;Hromadná ubytovací zařízení celkem;Q1 2013;Průměrný počet přenocování ;Rezidenti;2.8530245339
Česko;Hromadná ubytovací zařízení celkem;Q1 2013;Průměrný počet přenocování ;Nerezidenti;3.0909500312
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2012;Počet hostů;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2012;Počet hostů;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2012;Počet hostů;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2012;Počet přenocování;Celkem;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2012;Počet přenocování;Rezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2012;Počet přenocování;Nerezidenti;
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2012;Průměrný počet přenocování ;Celkem;2.8663475423
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2012;Průměrný počet přenocování ;Rezidenti;2.8831355974
Česko;Hromadná ubytovací zařízení celkem;Q1-Q4 2012;Průměrný počet přenocování ;Nerezidenti;2.8499881784
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2012;Počet hostů;Celkem;11974509.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2012;Počet hostů;Rezidenti;6053883.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2012;Počet hostů;Nerezidenti;5920626.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2012;Počet přenocování;Celkem;35115937.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2012;Počet přenocování;Rezidenti;18182092.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2012;Počet přenocování;Nerezidenti;16933845.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2012;Průměrný počet přenocování ;Celkem;2.9325575687
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2012;Průměrný počet přenocování ;Rezidenti;3.0033768409
Česko;Hromadná ubytovací zařízení celkem;Q1-Q3 2012;Průměrný počet přenocování ;Nerezidenti;2.8601443496
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2012;Počet hostů;Celkem;6771619.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2012;Počet hostů;Rezidenti;3294540.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2012;Počet hostů;Nerezidenti;3477079.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2012;Počet přenocování;Celkem;19098988.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2012;Počet přenocování;Rezidenti;9071889.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2012;Počet přenocování;Nerezidenti;10027099.0
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2012;Průměrný počet přenocování ;Celkem;2.8204463364
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2012;Průměrný počet přenocování ;Rezidenti;2.753613251
Česko;Hromadná ubytovací zařízení celkem;Q1-Q2 2012;Průměrný počet přenocování ;Nerezidenti;2.8837708318
Česko;Hromadná ubytovací zařízení celkem;Q1 2012;Počet hostů;Celkem;2833054.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2012;Počet hostů;Rezidenti;1466489.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2012;Počet hostů;Nerezidenti;1366565.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2012;Počet přenocování;Celkem;8405117.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2012;Počet přenocování;Rezidenti;4231093.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2012;Počet přenocování;Nerezidenti;4174024.0
Česko;Hromadná ubytovací zařízení celkem;Q1 2012;Průměrný počet přenocování ;Celkem;2.9668043744
Česko;Hromadná ubytovací zařízení celkem;Q1 2012;Průměrný počet přenocování ;Rezidenti;2.8851856373
Česko;Hromadná ubytovací zařízení celkem;Q1 2012;Průměrný počet přenocování ;Nerezidenti;3.0543911193
