Území;Ukazatel;Čtvrtletí;value
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2006;430837
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2007;408165
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2007;431639
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2007;449516
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2007;464615
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2008;439587
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2008;472200
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2008;488554
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2008;490912
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2009;453873
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2009;475115
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2009;478663
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2009;491271
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2010;466583
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2010;494866
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2010;501556
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2010;516622
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2011;479863
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2011;503731
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2011;508274
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2011;523440
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2012;488358
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2012;507332
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2012;514961
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2012;528049
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2013;490456
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2013;515737
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2013;524360
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2013;536140
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2014;499673
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2014;526186
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2014;541045
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2014;551574
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2015;520577
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2015;549818
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2015;560001
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2015;577268
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2016;543377
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2016;573433
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2016;584664
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2016;607893
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2017;581249
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2017;615156
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2017;631030
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2017;655582
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2018;620308
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2018;656833
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2018;670916
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2018;692203
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2019;657204
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2019;696787
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2019;712812
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2019;732113
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2020;670144
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2020;647190
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2020;695191
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2020;679401
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2021;647980
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2021;736896
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2021;759142
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2021;777071
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2022;780274
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2022;853607
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2022;856393
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2022;868156
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2023;838432
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2023;894673
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2023;884395
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2023;911993
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);1. čtvrtletí 2024;877121
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);2. čtvrtletí 2024;933020
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);3. čtvrtletí 2024;935556
Česko;Výdaje na konečnou spotřebu domácností (mil. Kč, běžné ceny);4. čtvrtletí 2024;966775
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 1995;121190
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 1995;130337
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 1995;129591
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 1995;157130
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 1996;139829
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 1996;150033
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 1996;161820
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 1996;177111
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 1997;139193
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 1997;153531
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 1997;157930
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 1997;190013
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 1998;159488
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 1998;161743
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 1998;165203
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 1998;182446
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 1999;155720
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 1999;165520
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 1999;165941
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 1999;193362
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2000;168445
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2000;177359
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2000;182256
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2000;218387
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2001;189955
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2001;193276
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2001;195620
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2001;224539
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2002;190677
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2002;193465
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2002;195101
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2002;222211
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2003;185645
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2003;199515
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2003;208794
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2003;234801
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2004;197232
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2004;221458
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2004;219872
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2004;243939
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2005;206536
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2005;237302
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2005;233986
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2005;260214
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2006;222700
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2006;239424
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2006;242470
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2006;289210
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2007;268104
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2007;275644
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2007;277812
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2007;322569
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2008;288579
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2008;288251
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2008;287527
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2008;302728
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2009;255596
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2009;258415
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2009;265390
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2009;293151
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2010;235414
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2010;255566
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2010;275972
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2010;302666
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2011;240224
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2011;259588
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2011;268532
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2011;300476
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2012;242073
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2012;256013
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2012;260781
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2012;286178
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2013;231200
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2013;244593
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2013;262477
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2013;294618
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2014;244149
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2014;258398
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2014;278099
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2014;302505
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2015;260751
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2015;288450
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2015;308808
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2015;336412
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2016;264248
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2016;284269
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2016;302077
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2016;326715
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2017;271541
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2017;297254
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2017;316489
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2017;343640
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2018;285758
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2018;324604
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2018;355708
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2018;394422
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2019;318725
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2019;355003
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2019;396410
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2019;447544
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2020;328688
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2020;356616
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2020;377842
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2020;425136
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2021;344096
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2021;404365
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2021;426994
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2021;479508
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2022;413324
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2022;483101
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2022;498652
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2022;556875
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2023;444506
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2023;513014
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2023;527085
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2023;595231
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1. čtvrtletí 2024;440354
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);2. čtvrtletí 2024;512832
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);3. čtvrtletí 2024;543785
Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);4. čtvrtletí 2024;599133
