Území,Ukazatel,Typ indexu,Typ zakázek,Vybraná odvětví průmyslu,Měsíce,value
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2013,123.8506704855
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2013,112.9419167869
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2013,119.9743909914
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2013,101.0010564653
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2013,101.0672575811
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2013,102.4947316096
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2013,94.8832566341
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2013,110.8013094843
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2013,109.0168772673
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2013,104.0533813505
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2013,92.3909176008
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2012,99.07425586
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2012,87.7570201894
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2012,87.6527631045
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2012,89.9445387955
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2012,103.6624782187
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2012,109.8339422826
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2012,101.2873826295
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2012,104.5294753595
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2012,85.8758283562
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2012,84.9708007392
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2012,95.6234864568
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2012,94.2219608476
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2011,77.5614596161
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2011,77.5438184712
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2011,89.0548671491
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2011,78.5983862471
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2011,73.3627444094
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2011,67.9786958437
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2011,73.3618179638
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2011,69.1458290468
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2011,94.4324656278
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2011,98.8103719841
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2011,85.0905574695
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2011,101.4883570381
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2010,120.0163442585
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2010,112.0409257543
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2010,116.4940846704
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2010,120.0408673065
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2010,116.5113718285
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2010,135.8382261837
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2010,149.1448320765
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2010,141.2481699872
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2010,106.7240418568
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2010,104.6545212701
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2010,119.5171035337
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2010,107.2459254322
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2009,89.355852007
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2009,95.5035782278
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2009,77.6589768841
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2009,84.7955863227
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2009,88.5182481417
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2009,85.0304808663
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2009,81.3452164303
