Území,Roky,Typ ceny,Očištění,Země,Ukazatel,value
Česko,2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Spojené státy,"Vývoz (v mil. Kč, FOB)",133642.616861
Česko,2024,Běžné ceny,Bez očištění,Spojené státy,"Dovoz (v mil. Kč, CIF)",130307.816332
Česko,2024,Běžné ceny,Bez očištění,Spojené státy,Bilance (v mil. Kč),3334.800529
Česko,2024,Běžné ceny,Bez očištění,Spojené státy,Obrat zboží (v mil. Kč),263950.433193
Česko,2024,Běžné ceny,Bez očištění,Spojené státy,Vývoz (meziroční index),119.0202609512
Česko,2024,Běžné ceny,Bez očištění,Spojené státy,Dovoz (meziroční index),102.2574616099
Česko,2024,Běžné ceny,Bez očištění,Spojené státy,Obrat zboží (meziroční index),110.1093173189
Česko,2024,Běžné ceny,Bez očištění,Srbsko,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Srbsko,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Srbsko,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Srbsko,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Srbsko,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Srbsko,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Srbsko,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Středoafrická republika,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Středoafrická republika,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Středoafrická republika,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Středoafrická republika,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Středoafrická republika,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Středoafrická republika,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Středoafrická republika,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Súdán,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Súdán,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Súdán,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Súdán,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Súdán,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Súdán,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Súdán,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Surinam,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Surinam,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Surinam,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Surinam,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Surinam,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Surinam,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Surinam,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha","Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha","Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatá Lucie,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Svatá Lucie,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Svatá Lucie,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatá Lucie,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatá Lucie,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatá Lucie,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatá Lucie,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý stolec,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Svatý stolec,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Svatý stolec,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý stolec,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý stolec,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý stolec,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý stolec,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svazijsko,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Svazijsko,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Svazijsko,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svazijsko,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Svazijsko,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svazijsko,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svazijsko,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Syrská arabská republika,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Syrská arabská republika,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Syrská arabská republika,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Syrská arabská republika,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Syrská arabská republika,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Syrská arabská republika,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Syrská arabská republika,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Španělsko,"Vývoz (v mil. Kč, FOB)",126512.401261
Česko,2024,Běžné ceny,Bez očištění,Španělsko,"Dovoz (v mil. Kč, CIF)",95945.886809
Česko,2024,Běžné ceny,Bez očištění,Španělsko,Bilance (v mil. Kč),30566.514452
Česko,2024,Běžné ceny,Bez očištění,Španělsko,Obrat zboží (v mil. Kč),222458.28807
Česko,2024,Běžné ceny,Bez očištění,Španělsko,Vývoz (meziroční index),100.361441689
Česko,2024,Běžné ceny,Bez očištění,Španělsko,Dovoz (meziroční index),108.1434721436
Česko,2024,Běžné ceny,Bez očištění,Španělsko,Obrat zboží (meziroční index),103.5760627477
Česko,2024,Běžné ceny,Bez očištění,Šrí Lanka,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Šrí Lanka,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Šrí Lanka,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Šrí Lanka,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Šrí Lanka,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Šrí Lanka,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Šrí Lanka,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Švédsko,"Vývoz (v mil. Kč, FOB)",68613.338472
Česko,2024,Běžné ceny,Bez očištění,Švédsko,"Dovoz (v mil. Kč, CIF)",40857.132541
Česko,2024,Běžné ceny,Bez očištění,Švédsko,Bilance (v mil. Kč),27756.205931
Česko,2024,Běžné ceny,Bez očištění,Švédsko,Obrat zboží (v mil. Kč),109470.471013
Česko,2024,Běžné ceny,Bez očištění,Švédsko,Vývoz (meziroční index),95.434752872
Česko,2024,Běžné ceny,Bez očištění,Švédsko,Dovoz (meziroční index),99.4276722412
Česko,2024,Běžné ceny,Bez očištění,Švédsko,Obrat zboží (meziroční index),96.8869292116
Česko,2024,Běžné ceny,Bez očištění,Švýcarsko,"Vývoz (v mil. Kč, FOB)",78501.52102
Česko,2024,Běžné ceny,Bez očištění,Švýcarsko,"Dovoz (v mil. Kč, CIF)",47428.744011
Česko,2024,Běžné ceny,Bez očištění,Švýcarsko,Bilance (v mil. Kč),31072.777009
Česko,2024,Běžné ceny,Bez očištění,Švýcarsko,Obrat zboží (v mil. Kč),125930.265031
Česko,2024,Běžné ceny,Bez očištění,Švýcarsko,Vývoz (meziroční index),101.7051029572
Česko,2024,Běžné ceny,Bez očištění,Švýcarsko,Dovoz (meziroční index),105.3233624185
Česko,2024,Běžné ceny,Bez očištění,Švýcarsko,Obrat zboží (meziroční index),103.0382715147
Česko,2024,Běžné ceny,Bez očištění,Tádžikistán,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Tádžikistán,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Tádžikistán,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tádžikistán,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tádžikistán,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tádžikistán,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tádžikistán,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Thajsko,"Vývoz (v mil. Kč, FOB)",3873.18487
Česko,2024,Běžné ceny,Bez očištění,Thajsko,"Dovoz (v mil. Kč, CIF)",26357.325459
Česko,2024,Běžné ceny,Bez očištění,Thajsko,Bilance (v mil. Kč),-22484.140589
Česko,2024,Běžné ceny,Bez očištění,Thajsko,Obrat zboží (v mil. Kč),30230.510329
Česko,2024,Běžné ceny,Bez očištění,Thajsko,Vývoz (meziroční index),89.0609632019
Česko,2024,Běžné ceny,Bez očištění,Thajsko,Dovoz (meziroční index),111.458801896
Česko,2024,Běžné ceny,Bez očištění,Thajsko,Obrat zboží (meziroční index),107.9795724026
Česko,2024,Běžné ceny,Bez očištění,Tchaj-wan,"Vývoz (v mil. Kč, FOB)",9180.264444
Česko,2024,Běžné ceny,Bez očištění,Tchaj-wan,"Dovoz (v mil. Kč, CIF)",44775.828784
Česko,2024,Běžné ceny,Bez očištění,Tchaj-wan,Bilance (v mil. Kč),-35595.56434
Česko,2024,Běžné ceny,Bez očištění,Tchaj-wan,Obrat zboží (v mil. Kč),53956.093228
Česko,2024,Běžné ceny,Bez očištění,Tchaj-wan,Vývoz (meziroční index),117.9081822399
Česko,2024,Běžné ceny,Bez očištění,Tchaj-wan,Dovoz (meziroční index),152.0414186677
Česko,2024,Běžné ceny,Bez očištění,Tchaj-wan,Obrat zboží (meziroční index),144.9041970103
Česko,2024,Běžné ceny,Bez očištění,Togo,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Togo,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Togo,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Togo,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Togo,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Togo,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Togo,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tokelau,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Tokelau,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Tokelau,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tokelau,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tokelau,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tokelau,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tokelau,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tonga,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Tonga,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Tonga,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tonga,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tonga,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tonga,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tonga,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Trinidad a Tobago,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Trinidad a Tobago,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Trinidad a Tobago,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Trinidad a Tobago,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Trinidad a Tobago,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Trinidad a Tobago,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Trinidad a Tobago,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tunisko,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Tunisko,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Tunisko,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tunisko,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tunisko,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tunisko,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tunisko,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Turecko,"Vývoz (v mil. Kč, FOB)",77204.499361
Česko,2024,Běžné ceny,Bez očištění,Turecko,"Dovoz (v mil. Kč, CIF)",55504.907039
Česko,2024,Běžné ceny,Bez očištění,Turecko,Bilance (v mil. Kč),21699.592322
Česko,2024,Běžné ceny,Bez očištění,Turecko,Obrat zboží (v mil. Kč),132709.4064
Česko,2024,Běžné ceny,Bez očištění,Turecko,Vývoz (meziroční index),117.2696577737
Česko,2024,Běžné ceny,Bez očištění,Turecko,Dovoz (meziroční index),97.8927410292
Česko,2024,Běžné ceny,Bez očištění,Turecko,Obrat zboží (meziroční index),108.3035005284
Česko,2024,Běžné ceny,Bez očištění,Turkmenistán,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Turkmenistán,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Turkmenistán,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Turkmenistán,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Turkmenistán,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Turkmenistán,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Turkmenistán,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tuvalu,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Tuvalu,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Tuvalu,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tuvalu,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Tuvalu,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tuvalu,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Tuvalu,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Uganda,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Uganda,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Uganda,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Uganda,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Uganda,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Uganda,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Uganda,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Ukrajina,"Vývoz (v mil. Kč, FOB)",44859.249006
Česko,2024,Běžné ceny,Bez očištění,Ukrajina,"Dovoz (v mil. Kč, CIF)",32748.45439
Česko,2024,Běžné ceny,Bez očištění,Ukrajina,Bilance (v mil. Kč),12110.794616
Česko,2024,Běžné ceny,Bez očištění,Ukrajina,Obrat zboží (v mil. Kč),77607.703396
Česko,2024,Běžné ceny,Bez očištění,Ukrajina,Vývoz (meziroční index),125.8733214473
Česko,2024,Běžné ceny,Bez očištění,Ukrajina,Dovoz (meziroční index),106.9193464933
Česko,2024,Běžné ceny,Bez očištění,Ukrajina,Obrat zboží (meziroční index),117.1127176095
Česko,2024,Běžné ceny,Bez očištění,Uruguay,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Uruguay,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Uruguay,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Uruguay,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Uruguay,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Uruguay,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Uruguay,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Uzbekistán,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Uzbekistán,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Uzbekistán,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Uzbekistán,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Uzbekistán,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Uzbekistán,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Uzbekistán,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Vánoční ostrov,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Vánoční ostrov,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Vánoční ostrov,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Vánoční ostrov,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Vánoční ostrov,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Vánoční ostrov,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Vánoční ostrov,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Vanuatu,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Vanuatu,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Vanuatu,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Vanuatu,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Vanuatu,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Vanuatu,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Vanuatu,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Vietnam,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Vietnam,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Vietnam,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Vietnam,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Vietnam,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Vietnam,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Vietnam,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Volné moře,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Volné moře,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Volné moře,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Volné moře,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Volné moře,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Volné moře,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Volné moře,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Východní Timor,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Východní Timor,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Východní Timor,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Východní Timor,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Východní Timor,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Východní Timor,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Východní Timor,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Wallis a Futuna,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Wallis a Futuna,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Wallis a Futuna,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Wallis a Futuna,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Wallis a Futuna,Vývoz (meziroční index),
