Území,Ukazatel,Očištění,Typ indexu,Typ tržeb,Vybraná průmyslová činnost,Čtvrtletí,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2. čtvrtletí 2002,106.6019877568
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",1. čtvrtletí 2002,99.322758785
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",4. čtvrtletí 2001,105.0632176372
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",3. čtvrtletí 2001,116.4154877786
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2. čtvrtletí 2001,121.3328869087
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",1. čtvrtletí 2001,132.9198944894
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",4. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",3. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",2. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů",1. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2025,116.5254367301
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2025,92.5398229296
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2024,86.8655237299
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2024,123.1795912813
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2024,92.7427160709
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2024,116.3187174841
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2023,136.4255847548
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2023,120.2150642175
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2023,154.8103168889
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2023,123.4781094886
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2022,107.4350497046
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2022,108.4029329192
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2022,95.0383120837
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2022,121.7560521037
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2021,118.9661301172
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2021,122.1789850349
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2021,139.2783632498
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2021,92.8801548013
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2020,104.4243131617
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2020,92.7678241717
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2020,86.7823942305
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2020,98.2279057626
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2019,84.2591174911
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2019,102.0158984724
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2019,109.7541540954
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2019,113.6742519868
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2018,132.6048891715
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2018,112.4978186613
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2018,102.2399439762
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2018,103.1787017625
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2017,90.4527324858
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2017,84.3603544066
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2017,93.8516076611
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2017,89.8113828366
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2016,86.8919590749
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2016,114.1732842507
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2016,103.6733246745
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2016,107.8397139648
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2015,111.0943962993
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2015,96.8483433374
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2015,106.4207851773
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2015,114.2674625652
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2014,103.7140220699
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2014,109.5147145388
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2014,100.8477349351
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2014,102.8335241972
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2013,134.1473440603
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2013,103.2460298097
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2013,98.0169600162
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2013,102.0050966475
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2012,85.1603499633
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2012,115.4516510857
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2012,118.2502699649
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2012,102.6850188886
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2011,126.0067138755
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2011,110.709127465
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2011,109.4285648889
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2011,121.7670598799
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2010,128.1347356237
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2010,110.7304999374
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2010,110.2988980779
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2010,88.7647950148
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2009,84.4490947559
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2009,97.5413544666
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2009,114.0033390947
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2009,125.6730649665
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2008,100.0525529521
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2008,106.3746534167
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2008,105.1907035033
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2008,104.2620990675
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2007,160.7418146469
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2007,130.8066597756
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2007,144.1160057731
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2007,140.690020048
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2006,119.277082265
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2006,126.8655727051
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2006,121.4974246873
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2006,127.3201656708
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2005,122.7897654616
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2005,117.6206613186
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2005,92.1880036298
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2005,83.0165202524
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2004,85.1441008114
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2004,79.023986059
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2004,104.6871838284
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2004,97.9591012182
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2003,89.3571278666
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2003,134.4693973508
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2003,106.940548501
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2003,159.478116225
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2002,81.3512093721
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2002,94.3941535756
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2002,97.1950445646
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2002,82.1609939548
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2001,155.4433724279
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2001,120.449707487
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2001,133.9200481767
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2001,113.045479957
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,4. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,3. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,1. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2025,98.5471967753
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2025,104.4396693484
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2024,106.8869304575
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2024,108.9018239412
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2024,102.590209691
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2024,102.3038625106
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2023,94.0143397978
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2023,93.0537662021
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2023,86.3081549477
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2023,92.1579926991
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2022,95.977596655
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2022,98.6222842491
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2022,122.6867827265
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2022,124.3174491983
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2021,118.1815261097
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2021,112.6172480303
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2021,126.8852158329
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2021,99.0448813059
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2020,97.399406398
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2020,98.4618478689
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2020,82.1109421338
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2020,100.1271081311
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2019,99.0364353967
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2019,104.1074616567
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2019,101.6552879742
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2019,102.3630017892
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2018,104.6355818386
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2018,104.4807396347
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2018,99.4847801676
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2018,99.4605578753
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2017,101.2389657891
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2017,100.2665138718
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2017,102.5953827299
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2017,104.7924490983
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2016,106.0750684882
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2016,102.6554307961
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2016,108.5490897818
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2016,104.9058974881
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2015,106.5433120986
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2015,102.7559078563
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2015,104.0163254403
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2015,106.3908368103
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2014,105.3253361451
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2014,109.4203952484
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2014,109.3812244221
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2014,111.8218685195
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2013,109.2265373293
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,3. čtvrtletí 2013,111.6979486019
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2. čtvrtletí 2013,104.6924666274
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,1. čtvrtletí 2013,97.6998817149
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,4. čtvrtletí 2012,93.5442881182
