Ukazatel;Území;Typ indexu;Klasifikace produkce;Měsíce;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;září 2017;95.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;říjen 2017;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;listopad 2017;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;prosinec 2017;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden 2018;107.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;únor 2018;109.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;březen 2018;108.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;duben 2018;108.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;květen 2018;108.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;červen 2018;108.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;červenec 2018;108.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;srpen 2018;108.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;září 2018;108.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;říjen 2018;108.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;listopad 2018;108.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;prosinec 2018;108.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden 2019;118.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;únor 2019;119.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;březen 2019;119.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;duben 2019;119.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;květen 2019;118.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;červen 2019;118.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;červenec 2019;118.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;srpen 2019;118.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;září 2019;118.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;říjen 2019;114.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;listopad 2019;114.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;prosinec 2019;114.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden 2020;111.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;únor 2020;113.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;březen 2020;112.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;duben 2020;112.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;květen 2020;114.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;červen 2020;113.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;červenec 2020;111.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;srpen 2020;111.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;září 2020;110.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;říjen 2020;110.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;listopad 2020;109.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;prosinec 2020;109.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden 2021;109.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;únor 2021;110.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;březen 2021;110.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;duben 2021;110.0
