Stát,Kumulace měsíců,Ukazatel,value
Česko,prosinec 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,listopad 2006,Počet stavebních povolení v ČR,123950.0
Česko,listopad 2006,Počet vydaných stavebních povolení - budovy,68486.0
Česko,listopad 2006,Počet vydaných stavebních povolení - budovy bytové,45964.0
Česko,listopad 2006,Počet vydaných stavebních povolení - budovy nebytové,22522.0
Česko,listopad 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,listopad 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",326264.0
Česko,listopad 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",213789.0
Česko,listopad 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",100953.0
Česko,listopad 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",112836.0
Česko,listopad 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,říjen 2006,Počet stavebních povolení v ČR,112220.0
Česko,říjen 2006,Počet vydaných stavebních povolení - budovy,62518.0
Česko,říjen 2006,Počet vydaných stavebních povolení - budovy bytové,41998.0
Česko,říjen 2006,Počet vydaných stavebních povolení - budovy nebytové,20520.0
Česko,říjen 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,říjen 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",296351.0
Česko,říjen 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",194735.0
Česko,říjen 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",91638.0
Česko,říjen 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",103097.0
Česko,říjen 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,září 2006,Počet stavebních povolení v ČR,98436.0
Česko,září 2006,Počet vydaných stavebních povolení - budovy,55427.0
Česko,září 2006,Počet vydaných stavebních povolení - budovy bytové,37315.0
Česko,září 2006,Počet vydaných stavebních povolení - budovy nebytové,18112.0
Česko,září 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,září 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",266508.0
Česko,září 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",173238.0
Česko,září 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",81064.0
Česko,září 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",92174.0
Česko,září 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,srpen 2006,Počet stavebních povolení v ČR,85109.0
Česko,srpen 2006,Počet vydaných stavebních povolení - budovy,48289.0
Česko,srpen 2006,Počet vydaných stavebních povolení - budovy bytové,32444.0
Česko,srpen 2006,Počet vydaných stavebních povolení - budovy nebytové,15845.0
Česko,srpen 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,srpen 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",234624.0
Česko,srpen 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",151652.0
Česko,srpen 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",68901.0
Česko,srpen 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",82751.0
Česko,srpen 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červenec 2006,Počet stavebních povolení v ČR,71515.0
Česko,červenec 2006,Počet vydaných stavebních povolení - budovy,40416.0
Česko,červenec 2006,Počet vydaných stavebních povolení - budovy bytové,27163.0
Česko,červenec 2006,Počet vydaných stavebních povolení - budovy nebytové,13253.0
Česko,červenec 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červenec 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",198206.0
Česko,červenec 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",127923.0
Česko,červenec 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",57703.0
Česko,červenec 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",70220.0
Česko,červenec 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červen 2006,Počet stavebních povolení v ČR,59709.0
Česko,červen 2006,Počet vydaných stavebních povolení - budovy,33678.0
Česko,červen 2006,Počet vydaných stavebních povolení - budovy bytové,22542.0
Česko,červen 2006,Počet vydaných stavebních povolení - budovy nebytové,11136.0
Česko,červen 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červen 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",166162.0
Česko,červen 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",108047.0
Česko,červen 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",49096.0
Česko,červen 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",58951.0
Česko,červen 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,květen 2006,Počet stavebních povolení v ČR,47523.0
Česko,květen 2006,Počet vydaných stavebních povolení - budovy,26620.0
Česko,květen 2006,Počet vydaných stavebních povolení - budovy bytové,17738.0
Česko,květen 2006,Počet vydaných stavebních povolení - budovy nebytové,8882.0
Česko,květen 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,květen 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",139751.0
Česko,květen 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",90397.0
Česko,květen 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",39488.0
Česko,květen 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",50909.0
Česko,květen 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,duben 2006,Počet stavebních povolení v ČR,35054.0
Česko,duben 2006,Počet vydaných stavebních povolení - budovy,19397.0
Česko,duben 2006,Počet vydaných stavebních povolení - budovy bytové,12801.0
Česko,duben 2006,Počet vydaných stavebních povolení - budovy nebytové,6596.0
Česko,duben 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,duben 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",88054.0
Česko,duben 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",55508.0
Česko,duben 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",29399.0
Česko,duben 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",26109.0
Česko,duben 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,březen 2006,Počet stavebních povolení v ČR,25349.0
Česko,březen 2006,Počet vydaných stavebních povolení - budovy,13669.0
Česko,březen 2006,Počet vydaných stavebních povolení - budovy bytové,8895.0
Česko,březen 2006,Počet vydaných stavebních povolení - budovy nebytové,4774.0
Česko,březen 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,březen 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",64862.0
Česko,březen 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",40155.0
Česko,březen 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",21434.0
Česko,březen 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",18721.0
Česko,březen 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,únor 2006,Počet stavebních povolení v ČR,16229.0
Česko,únor 2006,Počet vydaných stavebních povolení - budovy,8507.0
Česko,únor 2006,Počet vydaných stavebních povolení - budovy bytové,5442.0
Česko,únor 2006,Počet vydaných stavebních povolení - budovy nebytové,3065.0
Česko,únor 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,únor 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",44328.0
Česko,únor 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",27172.0
Česko,únor 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",14151.0
Česko,únor 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",13021.0
Česko,únor 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,leden 2006,Počet stavebních povolení v ČR,8652.0
Česko,leden 2006,Počet vydaných stavebních povolení - budovy,4371.0
Česko,leden 2006,Počet vydaných stavebních povolení - budovy bytové,2802.0
Česko,leden 2006,Počet vydaných stavebních povolení - budovy nebytové,1569.0
Česko,leden 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,leden 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",18348.0
Česko,leden 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",12468.0
Česko,leden 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",6354.0
Česko,leden 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",6114.0
Česko,leden 2006,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,prosinec 2005,Počet stavebních povolení v ČR,142941.0
Česko,prosinec 2005,Počet vydaných stavebních povolení - budovy,73642.0
Česko,prosinec 2005,Počet vydaných stavebních povolení - budovy bytové,47974.0
Česko,prosinec 2005,Počet vydaných stavebních povolení - budovy nebytové,25668.0
Česko,prosinec 2005,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,prosinec 2005,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",325824.0
Česko,prosinec 2005,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",205875.0
Česko,prosinec 2005,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",97259.0
Česko,prosinec 2005,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",108616.0
Česko,prosinec 2005,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,listopad 2005,Počet stavebních povolení v ČR,131296.0
Česko,listopad 2005,Počet vydaných stavebních povolení - budovy,68054.0
Česko,listopad 2005,Počet vydaných stavebních povolení - budovy bytové,44348.0
Česko,listopad 2005,Počet vydaných stavebních povolení - budovy nebytové,23706.0
Česko,listopad 2005,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,listopad 2005,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",302590.0
Česko,listopad 2005,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",189627.0
Česko,listopad 2005,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",88946.0
Česko,listopad 2005,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",100681.0
Česko,listopad 2005,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,říjen 2005,Počet stavebních povolení v ČR,119251.0
Česko,říjen 2005,Počet vydaných stavebních povolení - budovy,62471.0
Česko,říjen 2005,Počet vydaných stavebních povolení - budovy bytové,40760.0
Česko,říjen 2005,Počet vydaných stavebních povolení - budovy nebytové,21711.0
Česko,říjen 2005,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,říjen 2005,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",272235.0
Česko,říjen 2005,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",168198.0
Česko,říjen 2005,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",82340.0
Česko,říjen 2005,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",85858.0
Česko,říjen 2005,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,září 2005,Počet stavebních povolení v ČR,105950.0
Česko,září 2005,Počet vydaných stavebních povolení - budovy,56152.0
Česko,září 2005,Počet vydaných stavebních povolení - budovy bytové,36640.0
Česko,září 2005,Počet vydaných stavebních povolení - budovy nebytové,19512.0
Česko,září 2005,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,září 2005,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",248849.0
Česko,září 2005,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",152023.0
Česko,září 2005,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",74281.0
Česko,září 2005,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",77742.0
Česko,září 2005,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,srpen 2005,Počet stavebních povolení v ČR,91654.0
Česko,srpen 2005,Počet vydaných stavebních povolení - budovy,49015.0
Česko,srpen 2005,Počet vydaných stavebních povolení - budovy bytové,32035.0
Česko,srpen 2005,Počet vydaných stavebních povolení - budovy nebytové,16980.0
Česko,srpen 2005,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,srpen 2005,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",220101.0
Česko,srpen 2005,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",133285.0
Česko,srpen 2005,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",63019.0
Česko,srpen 2005,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",70266.0
Česko,srpen 2005,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červenec 2005,Počet stavebních povolení v ČR,77257.0
Česko,červenec 2005,Počet vydaných stavebních povolení - budovy,41561.0
Česko,červenec 2005,Počet vydaných stavebních povolení - budovy bytové,27233.0
Česko,červenec 2005,Počet vydaných stavebních povolení - budovy nebytové,14328.0
Česko,červenec 2005,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červenec 2005,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",183206.0
Česko,červenec 2005,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",111182.0
Česko,červenec 2005,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",53159.0
Česko,červenec 2005,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",58023.0
Česko,červenec 2005,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červen 2005,Počet stavebních povolení v ČR,64864.0
Česko,červen 2005,Počet vydaných stavebních povolení - budovy,35112.0
Česko,červen 2005,Počet vydaných stavebních povolení - budovy bytové,23063.0
Česko,červen 2005,Počet vydaných stavebních povolení - budovy nebytové,12049.0
Česko,červen 2005,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červen 2005,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",157267.0
Česko,červen 2005,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",93066.0
Česko,červen 2005,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",43905.0
Česko,červen 2005,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",49161.0
Česko,červen 2005,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,květen 2005,Počet stavebních povolení v ČR,51191.0
Česko,květen 2005,Počet vydaných stavebních povolení - budovy,27787.0
Česko,květen 2005,Počet vydaných stavebních povolení - budovy bytové,18266.0
Česko,květen 2005,Počet vydaných stavebních povolení - budovy nebytové,9521.0
Česko,květen 2005,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,květen 2005,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",127004.0
Česko,květen 2005,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",75519.0
Česko,květen 2005,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",35901.0
Česko,květen 2005,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",39618.0
Česko,květen 2005,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,duben 2005,Počet stavebních povolení v ČR,38153.0
Česko,duben 2005,Počet vydaných stavebních povolení - budovy,20550.0
Česko,duben 2005,Počet vydaných stavebních povolení - budovy bytové,13392.0
Česko,duben 2005,Počet vydaných stavebních povolení - budovy nebytové,7158.0
Česko,duben 2005,Počet vydaných stavebních povolení - inženýrské stavby,
