Ukazatel;Typ indexu;Území;Klasifikace CZ-CPA;Měsíce;value
Index vývozních cen (%);Meziměsíční index;Česko;Oděvy;září 2024;99.1
Index vývozních cen (%);Meziměsíční index;Česko;Oděvy;říjen 2024;103.2
Index vývozních cen (%);Meziměsíční index;Česko;Oděvy;listopad 2024;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Oděvy;prosinec 2024;100.0
Index vývozních cen (%);Meziměsíční index;Česko;Oděvy;leden 2025;101.0
Index vývozních cen (%);Meziměsíční index;Česko;Oděvy;únor 2025;99.9
Index vývozních cen (%);Meziměsíční index;Česko;Oděvy;březen 2025;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;leden 2024;98.5
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;únor 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;březen 2024;96.5
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;duben 2024;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;květen 2024;97.1
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;červen 2024;98.3
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;červenec 2024;101.0
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;srpen 2024;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;září 2024;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;říjen 2024;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;listopad 2024;99.2
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;prosinec 2024;104.9
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;leden 2025;104.4
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;únor 2025;100.1
Index vývozních cen (%);Meziměsíční index;Česko;Usně a související výrobky;březen 2025;95.1
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";leden 2024;101.7
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";únor 2024;104.4
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";březen 2024;100.7
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";duben 2024;101.3
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";květen 2024;99.3
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";červen 2024;101.5
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";červenec 2024;102.4
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";srpen 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";září 2024;99.4
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";říjen 2024;100.5
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";listopad 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";prosinec 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";leden 2025;99.3
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";únor 2025;101.0
Index vývozních cen (%);Meziměsíční index;Česko;"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky";březen 2025;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;leden 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;únor 2024;102.3
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;březen 2024;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;duben 2024;100.6
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;květen 2024;98.7
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;červen 2024;99.6
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;červenec 2024;103.5
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;srpen 2024;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;září 2024;99.7
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;říjen 2024;101.1
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;listopad 2024;99.9
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;prosinec 2024;99.6
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;leden 2025;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;únor 2025;100.8
Index vývozních cen (%);Meziměsíční index;Česko;Papír a výrobky z papíru;březen 2025;98.8
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;leden 2024;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;únor 2024;109.2
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;březen 2024;98.6
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;duben 2024;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;květen 2024;93.9
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;červen 2024;99.3
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;červenec 2024;102.3
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;srpen 2024;92.5
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;září 2024;91.9
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;říjen 2024;103.6
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;listopad 2024;102.0
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;prosinec 2024;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;leden 2025;103.0
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;únor 2025;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Koks a rafinované ropné produkty;březen 2025;91.9
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;leden 2024;99.6
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;únor 2024;104.3
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;březen 2024;102.8
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;duben 2024;101.2
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;květen 2024;98.2
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;červen 2024;99.6
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;červenec 2024;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;srpen 2024;98.7
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;září 2024;99.3
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;říjen 2024;99.7
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;listopad 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;prosinec 2024;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;leden 2025;100.6
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;únor 2025;99.6
Index vývozních cen (%);Meziměsíční index;Česko;Chemické látky a chemické přípravky;březen 2025;100.0
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;leden 2024;99.7
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;únor 2024;101.9
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;březen 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;duben 2024;102.3
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;květen 2024;99.0
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;červen 2024;100.8
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;červenec 2024;102.3
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;srpen 2024;99.1
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;září 2024;99.2
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;říjen 2024;101.4
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;listopad 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;prosinec 2024;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;leden 2025;101.1
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;únor 2025;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Základní farmaceutické výrobky a farmaceutické přípravky;březen 2025;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;leden 2024;100.7
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;únor 2024;103.0
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;březen 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;duben 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;květen 2024;98.9
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;červen 2024;100.0
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;červenec 2024;101.8
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;srpen 2024;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;září 2024;99.9
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;říjen 2024;101.1
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;listopad 2024;100.1
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;prosinec 2024;99.1
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;leden 2025;99.3
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;únor 2025;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Pryžové a plastové výrobky;březen 2025;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;leden 2024;99.2
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;únor 2024;101.7
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;březen 2024;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;duben 2024;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;květen 2024;98.0
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;červen 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;červenec 2024;102.4
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;srpen 2024;99.4
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;září 2024;99.7
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;říjen 2024;100.7
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;listopad 2024;99.4
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;prosinec 2024;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;leden 2025;100.1
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;únor 2025;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní nekovové minerální výrobky;březen 2025;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;leden 2024;100.7
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;únor 2024;101.3
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;březen 2024;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;duben 2024;102.1
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;květen 2024;98.8
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;červen 2024;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;červenec 2024;102.1
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;srpen 2024;97.9
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;září 2024;99.6
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;říjen 2024;98.6
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;listopad 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;prosinec 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;leden 2025;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;únor 2025;99.9
Index vývozních cen (%);Meziměsíční index;Česko;Základní kovy;březen 2025;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;leden 2024;99.6
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;únor 2024;100.6
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;březen 2024;100.7
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;duben 2024;101.1
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;květen 2024;98.4
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;červen 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;červenec 2024;101.1
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;srpen 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;září 2024;99.0
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;říjen 2024;102.2
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;listopad 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;prosinec 2024;98.7
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;leden 2025;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;únor 2025;100.8
Index vývozních cen (%);Meziměsíční index;Česko;Kovodělné výrobky, kromě strojů a zařízení;březen 2025;99.0
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;leden 2024;101.1
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;únor 2024;103.1
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;březen 2024;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;duben 2024;101.2
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;květen 2024;97.6
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;červen 2024;99.4
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;červenec 2024;101.6
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;srpen 2024;98.4
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;září 2024;100.8
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;říjen 2024;101.0
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;listopad 2024;101.3
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;prosinec 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;leden 2025;101.3
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;únor 2025;100.1
Index vývozních cen (%);Meziměsíční index;Česko;Počítače, elektronické a optické přístroje a zařízenÍ;březen 2025;97.3
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;leden 2024;100.5
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;únor 2024;103.3
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;březen 2024;99.3
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;duben 2024;101.8
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;květen 2024;99.4
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;červen 2024;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;červenec 2024;100.7
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;srpen 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;září 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;říjen 2024;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;listopad 2024;99.7
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;prosinec 2024;99.3
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;leden 2025;101.0
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;únor 2025;98.6
Index vývozních cen (%);Meziměsíční index;Česko;Elektrická zařízení;březen 2025;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;leden 2024;101.9
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;únor 2024;102.2
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;březen 2024;99.7
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;duben 2024;100.1
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;květen 2024;99.3
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;červen 2024;99.6
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;červenec 2024;102.5
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;srpen 2024;99.4
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;září 2024;99.2
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;říjen 2024;100.8
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;listopad 2024;100.3
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;prosinec 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;leden 2025;99.9
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;únor 2025;99.9
Index vývozních cen (%);Meziměsíční index;Česko;Stroje a zařízení j. n.;březen 2025;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;leden 2024;101.1
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;únor 2024;102.7
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;březen 2024;100.5
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;duben 2024;100.0
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;květen 2024;98.3
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;červen 2024;99.8
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;červenec 2024;102.1
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;srpen 2024;99.7
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;září 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;říjen 2024;100.7
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;listopad 2024;100.0
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;prosinec 2024;99.3
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;leden 2025;100.7
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;únor 2025;100.5
Index vývozních cen (%);Meziměsíční index;Česko;Motorová vozidla (kromě motocyklů), přívěsy a návěsy;březen 2025;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;leden 2024;101.3
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;únor 2024;103.1
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;březen 2024;102.1
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;duben 2024;101.6
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;květen 2024;98.6
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;červen 2024;100.6
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;červenec 2024;102.5
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;srpen 2024;98.3
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;září 2024;98.2
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;říjen 2024;100.1
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;listopad 2024;100.7
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;prosinec 2024;99.9
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;leden 2025;100.1
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;únor 2025;101.5
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní dopravní prostředky a zařízení;březen 2025;98.8
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;leden 2024;104.6
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;únor 2024;104.9
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;březen 2024;101.5
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;duben 2024;99.7
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;květen 2024;98.1
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;červen 2024;99.6
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;červenec 2024;100.8
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;srpen 2024;99.0
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;září 2024;97.8
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;říjen 2024;100.9
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;listopad 2024;102.3
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;prosinec 2024;98.6
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;leden 2025;98.0
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;únor 2025;99.3
Index vývozních cen (%);Meziměsíční index;Česko;Nábytek;březen 2025;100.4
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;leden 2024;101.1
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;únor 2024;98.7
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;březen 2024;98.8
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;duben 2024;100.5
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;květen 2024;101.2
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;červen 2024;99.5
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;červenec 2024;101.6
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;srpen 2024;99.4
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;září 2024;100.2
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;říjen 2024;101.2
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;listopad 2024;101.1
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;prosinec 2024;100.1
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;leden 2025;95.5
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;únor 2025;100.8
Index vývozních cen (%);Meziměsíční index;Česko;Ostatní výrobky zpracovatelského průmyslu;březen 2025;99.9
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;leden 2024;107.7
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;únor 2024;89.3
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;březen 2024;99.0
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;duben 2024;103.7
Index vývozních cen (%);Meziměsíční index;Česko;Elektřina, plyn, pára a klimatizovaný vzduch;květen 2024;106.9
