Území,Ukazatel,Čtvrtletí,value
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),1. čtvrtletí 2018,0.5
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),2. čtvrtletí 2018,0.3
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),3. čtvrtletí 2018,0.7
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),4. čtvrtletí 2018,1.0
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),1. čtvrtletí 2019,1.4
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),2. čtvrtletí 2019,0.5
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),3. čtvrtletí 2019,0.7
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),4. čtvrtletí 2019,0.6
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),1. čtvrtletí 2020,-3.3
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),2. čtvrtletí 2020,-8.7
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),3. čtvrtletí 2020,7.3
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),4. čtvrtletí 2020,0.8
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),1. čtvrtletí 2021,0.0
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),2. čtvrtletí 2021,1.5
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),3. čtvrtletí 2021,1.7
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),4. čtvrtletí 2021,0.7
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),1. čtvrtletí 2022,0.9
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),2. čtvrtletí 2022,0.3
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),3. čtvrtletí 2022,0.1
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),4. čtvrtletí 2022,-0.4
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),1. čtvrtletí 2023,0.2
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),2. čtvrtletí 2023,0.3
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),3. čtvrtletí 2023,-0.4
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),4. čtvrtletí 2023,0.4
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),1. čtvrtletí 2024,0.2
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),2. čtvrtletí 2024,0.3
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),3. čtvrtletí 2024,0.6
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),4. čtvrtletí 2024,0.8
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),1. čtvrtletí 2025,0.7
Česko,HDP – mezičtvrtletní reálná změna (sezónně očištěno v %),2. čtvrtletí 2025,0.5
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),1. čtvrtletí 2018,4.5
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),2. čtvrtletí 2018,2.3
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),3. čtvrtletí 2018,2.1
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),4. čtvrtletí 2018,2.5
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),1. čtvrtletí 2019,3.4
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),2. čtvrtletí 2019,3.6
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),3. čtvrtletí 2019,3.7
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),4. čtvrtletí 2019,3.3
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),1. čtvrtletí 2020,-1.5
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),2. čtvrtletí 2020,-10.6
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),3. čtvrtletí 2020,-4.7
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),4. čtvrtletí 2020,-4.5
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),1. čtvrtletí 2021,-1.3
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),2. čtvrtletí 2021,9.7
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),3. čtvrtletí 2021,4.0
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),4. čtvrtletí 2021,3.9
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),1. čtvrtletí 2022,4.8
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),2. čtvrtletí 2022,3.7
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),3. čtvrtletí 2022,2.0
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),4. čtvrtletí 2022,1.0
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),1. čtvrtletí 2023,0.3
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),2. čtvrtletí 2023,0.2
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),3. čtvrtletí 2023,-0.3
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),4. čtvrtletí 2023,0.5
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),1. čtvrtletí 2024,0.5
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),2. čtvrtletí 2024,0.5
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),3. čtvrtletí 2024,1.5
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),4. čtvrtletí 2024,1.9
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),1. čtvrtletí 2025,2.4
Česko,HDP – meziroční reálná změna (sezónně očištěno v %),2. čtvrtletí 2025,2.6
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),1. čtvrtletí 2018,4.428
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),2. čtvrtletí 2018,2.26
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),3. čtvrtletí 2018,2.124
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),4. čtvrtletí 2018,2.501
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),1. čtvrtletí 2019,3.419
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),2. čtvrtletí 2019,3.613
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),3. čtvrtletí 2019,3.683
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),4. čtvrtletí 2019,3.32
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),1. čtvrtletí 2020,-1.55
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),2. čtvrtletí 2020,-10.595
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),3. čtvrtletí 2020,-4.701
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),4. čtvrtletí 2020,-4.437
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),1. čtvrtletí 2021,-1.229
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),2. čtvrtletí 2021,9.74
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),3. čtvrtletí 2021,3.974
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),4. čtvrtletí 2021,3.903
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),1. čtvrtletí 2022,4.844
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),2. čtvrtletí 2022,3.648
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),3. čtvrtletí 2022,2.052
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),4. čtvrtletí 2022,0.952
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),1. čtvrtletí 2023,0.262
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),2. čtvrtletí 2023,0.218
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),3. čtvrtletí 2023,-0.282
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),4. čtvrtletí 2023,0.486
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),1. čtvrtletí 2024,0.482
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),2. čtvrtletí 2024,0.524
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),3. čtvrtletí 2024,1.505
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),4. čtvrtletí 2024,1.926
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),1. čtvrtletí 2025,2.43
Česko,Příspěvky k meziročnímu reálnému růstu HDP po vyloučení dovozu pro konečné užití (sezónně očištěno),2. čtvrtletí 2025,2.591
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),1. čtvrtletí 2018,4.421
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),2. čtvrtletí 2018,2.332
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),3. čtvrtletí 2018,2.308
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),4. čtvrtletí 2018,2.807
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),1. čtvrtletí 2019,3.424
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),2. čtvrtletí 2019,3.765
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),3. čtvrtletí 2019,3.643
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),4. čtvrtletí 2019,3.313
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),1. čtvrtletí 2020,-1.217
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),2. čtvrtletí 2020,-10.726
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),3. čtvrtletí 2020,-4.275
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),4. čtvrtletí 2020,-4.05
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),1. čtvrtletí 2021,-1.109
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),2. čtvrtletí 2021,10.021
