Území,Ukazatel,Čtvrtletí,value
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),3. čtvrtletí 2021,3.633
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),4. čtvrtletí 2021,3.464
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),1. čtvrtletí 2022,4.334
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),2. čtvrtletí 2022,3.687
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),3. čtvrtletí 2022,2.049
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),4. čtvrtletí 2022,1.626
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),1. čtvrtletí 2023,1.537
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),2. čtvrtletí 2023,0.662
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),3. čtvrtletí 2023,0.325
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),4. čtvrtletí 2023,0.269
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),1. čtvrtletí 2024,-0.56
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),2. čtvrtletí 2024,-0.011
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),3. čtvrtletí 2024,1.033
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),4. čtvrtletí 2024,1.377
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),1. čtvrtletí 2025,2.654
Česko,Příspěvky odvětví k meziročnímu reálnému růstu HPH (sezónně očištěno),2. čtvrtletí 2025,2.772
