Území,Instituce,Ukazatel,Roky,value
Česko,Finanční leasingové společnosti,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2018,25587.5913486229
Česko,Finanční leasingové společnosti,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2019,20220.5626576509
Česko,Finanční leasingové společnosti,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2020,12087.2785681211
Česko,Finanční leasingové společnosti,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2021,13614.7386892651
Česko,Finanční leasingové společnosti,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2022,12174.5065364295
Česko,Finanční leasingové společnosti,Pořízení dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin (vč. dotací),2023,14169.3992931802
Česko,Finanční leasingové společnosti,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2018,24709.1968256851
Česko,Finanční leasingové společnosti,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2019,19485.9741407371
Česko,Finanční leasingové společnosti,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2020,11502.4534044896
Česko,Finanční leasingové společnosti,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2021,13317.9109156216
Česko,Finanční leasingové společnosti,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2022,11694.4149056139
Česko,Finanční leasingové společnosti,"Nákup nového DHM a DHM vytvořený ve vlastní režii, za sledovaný rok, mil. Kč",2023,13787.6274887752
Česko,Finanční leasingové společnosti,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2018,206764.767312737
Česko,Finanční leasingové společnosti,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2019,191293.293333947
Česko,Finanční leasingové společnosti,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2020,186350.597164817
Česko,Finanční leasingové společnosti,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2021,163278.2233346549
Česko,Finanční leasingové společnosti,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2022,156543.0392866876
Česko,Finanční leasingové společnosti,Stav dlouhodobého hmotného majetku vč. pozemků a ložisek nerostných surovin k 31. 12. - brutto,2023,150155.3335206779
