Území;Ukazatel;Čtvrtletí;value
Česko;Počet nových stavebních zakázek v tuzemsku;1. čtvrtletí 2025;12495.0
Česko;Počet nových stavebních zakázek v tuzemsku;4. čtvrtletí 2024;23297.0
Česko;Počet nových stavebních zakázek v tuzemsku;3. čtvrtletí 2024;20156.0
Česko;Počet nových stavebních zakázek v tuzemsku;2. čtvrtletí 2024;20553.0
Česko;Počet nových stavebních zakázek v tuzemsku;1. čtvrtletí 2024;18578.0
Česko;Počet nových stavebních zakázek v tuzemsku;4. čtvrtletí 2023;19729.0
Česko;Počet nových stavebních zakázek v tuzemsku;3. čtvrtletí 2023;19807.0
Česko;Počet nových stavebních zakázek v tuzemsku;2. čtvrtletí 2023;18986.0
Česko;Počet nových stavebních zakázek v tuzemsku;1. čtvrtletí 2023;17738.0
Česko;Počet nových stavebních zakázek v tuzemsku;4. čtvrtletí 2022;22256.0
Česko;Počet nových stavebních zakázek v tuzemsku;3. čtvrtletí 2022;19865.0
Česko;Počet nových stavebních zakázek v tuzemsku;2. čtvrtletí 2022;20996.0
Česko;Počet nových stavebních zakázek v tuzemsku;1. čtvrtletí 2022;15823.0
Česko;Počet nových stavebních zakázek v tuzemsku;4. čtvrtletí 2021;21105.0
Česko;Počet nových stavebních zakázek v tuzemsku;3. čtvrtletí 2021;20734.0
Česko;Počet nových stavebních zakázek v tuzemsku;2. čtvrtletí 2021;21781.0
Česko;Počet nových stavebních zakázek v tuzemsku;1. čtvrtletí 2021;15241.0
Česko;Počet nových stavebních zakázek v tuzemsku;4. čtvrtletí 2020;17884.0
Česko;Počet nových stavebních zakázek v tuzemsku;3. čtvrtletí 2020;18860.0
Česko;Počet nových stavebních zakázek v tuzemsku;2. čtvrtletí 2020;18451.0
Česko;Počet nových stavebních zakázek v tuzemsku;1. čtvrtletí 2020;12925.0
Česko;Počet nových stavebních zakázek v tuzemsku;4. čtvrtletí 2019;16447.0
Česko;Počet nových stavebních zakázek v tuzemsku;3. čtvrtletí 2019;16115.0
Česko;Počet nových stavebních zakázek v tuzemsku;2. čtvrtletí 2019;16961.0
Česko;Počet nových stavebních zakázek v tuzemsku;1. čtvrtletí 2019;12983.0
Česko;Počet nových stavebních zakázek v tuzemsku;4. čtvrtletí 2018;17519.0
Česko;Počet nových stavebních zakázek v tuzemsku;3. čtvrtletí 2018;16892.0
Česko;Počet nových stavebních zakázek v tuzemsku;2. čtvrtletí 2018;18582.0
Česko;Počet nových stavebních zakázek v tuzemsku;1. čtvrtletí 2018;11114.0
Česko;Počet nových stavebních zakázek v tuzemsku;4. čtvrtletí 2017;16041.0
Česko;Počet nových stavebních zakázek v tuzemsku;3. čtvrtletí 2017;16535.0
Česko;Počet nových stavebních zakázek v tuzemsku;2. čtvrtletí 2017;16833.0
Česko;Počet nových stavebních zakázek v tuzemsku;1. čtvrtletí 2017;12020.0
Česko;Počet nových stavebních zakázek v tuzemsku;4. čtvrtletí 2016;16949.0
Česko;Počet nových stavebních zakázek v tuzemsku;3. čtvrtletí 2016;16146.0
