Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Roky;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2013;98.9972424248
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2014;101.3843524535
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2015;104.092694227
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2016;103.1230444972
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2017;102.359896106
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2018;102.2610141575
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2019;102.1344885227
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2020;100.2495703563
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2021;99.5707316392
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2022;95.1239073226
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2023;93.8337057555
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.11 Maloobchod s převahou potravin v nespecializovaných prodejnách;2024;103.1045788833
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2001;100.5939524383
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2002;93.1221654708
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2003;105.5566367791
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2004;91.5773200626
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2005;98.1230047053
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2006;108.2344242954
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2007;101.688444663
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2008;90.6058065304
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2009;93.7839491065
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2010;96.5123789575
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2011;98.4003614698
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2012;96.2366023983
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2013;95.6959547374
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2014;97.659729266
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2015;98.6059218746
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2016;98.2900556484
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2017;104.3573719271
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2018;101.3524774592
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2019;102.1120244404
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2020;88.5928362525
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2021;106.4359883096
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2022;107.1690068224
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2023;103.4764854617
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.19 Ostatní maloobchod v nespecializovaných prodejnách;2024;114.8167212462
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2001;99.9502136232
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2002;93.9438574465
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2003;117.0675383135
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2004;99.046090825
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2005;108.013712743
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2006;96.8130106699
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2007;97.0038231878
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2008;96.0520414189
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2009;91.9771678589
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2010;95.8108043811
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2011;98.3679413889
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2012;95.9397527735
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2013;95.6607843765
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2014;99.5814220257
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2015;102.152137793
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2016;103.8460153612
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2017;102.4559054578
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2018;99.8446351427
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2019;98.8468061447
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2020;86.4916797217
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2021;99.786495736
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2022;95.9070169932
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2023;96.3066478333
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.2 Maloobchod s potravinami ve specializovaných prodejnách;2024;97.61061999
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2001;99.1674730189
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2002;103.5853399022
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2003;102.2448777485
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2004;98.1495772898
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2005;99.9110967262
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2006;102.1219794802
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2007;105.4993302055
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2008;113.0662092401
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2009;97.258678449
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2010;94.2463192025
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2011;96.60640603
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2012;98.6017503388
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2013;97.9791613363
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2014;101.6527250793
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2015;106.2961779503
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2016;105.6356140172
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2017;105.1711212576
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2018;104.0408313292
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2019;102.2790062788
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2020;92.0891460441
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2021;103.9479325807
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2022;96.310819721
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2023;105.2032277674
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.3 Maloobchodní prodej pohonných hmot;2024;105.3176026106
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2001;123.9778901866
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2002;119.968878636
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2003;127.103360269
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2004;122.9304840138
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2005;129.4747472974
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2006;129.879693678
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2007;123.1259556739
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2008;116.2060407972
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2009;99.0119918841
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2010;104.87873581
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2011;108.2303300996
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2012;107.1960211081
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2013;109.0923349708
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2014;116.4471590108
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2015;112.4946871186
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2016;102.8676368181
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2017;112.3191444737
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2018;111.3491435077
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2019;108.7032780438
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2020;103.3524712934
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2021;108.32543094
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2022;95.1615779642
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2023;98.5184379153
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.4 Maloobchod s počítačovým a komunikačním zařízením ve specializovaných prodejnách;2024;97.6822162744
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2001;111.5661414435
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2002;100.0161651507
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2003;107.0089821958
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2004;103.8513175075
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2005;107.7653552001
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2006;113.5390316659
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2007;111.7649794557
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2008;103.5940969047
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2009;92.0760373959
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2010;96.2480082476
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2011;102.754445117
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2012;98.4360313015
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2013;98.3479457139
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2014;104.2881800716
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2015;106.1014309453
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2016;106.1173463318
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2017;105.7778637299
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2018;105.9841218544
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2019;106.0381805252
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2020;101.6991175793
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2021;105.0747370358
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2022;96.6211182466
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2023;88.6018360901
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.5 Maloobchod s výrobky převážně pro domácnost  ve specializovaných prodejnách;2024;98.9381588576
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2001;111.8457331433
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2002;99.7934546839
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2003;103.7004501601
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2004;105.43001541
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2005;108.1799757352
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2006;113.7170617327
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2007;112.1759422663
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2008;109.8472766184
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2009;100.5717104949
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2010;102.4536101676
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2011;103.3472744559
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2012;103.9107253008
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2013;100.4524118681
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2014;104.3611334009
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2015;108.519943553
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2016;107.2494053657
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2017;108.4302454353
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2018;107.8291178498
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2019;107.9743263903
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2020;91.1299272054
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2021;102.206552567
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2022;96.5978480518
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2023;97.8905198052
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.6 Maloobchod s výrobky pro kulturu a rekreaci ve specializovaných prodejnách;2024;99.6603875974
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2001;109.5186659341
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2002;97.6439710275
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2003;106.8571356317
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2004;109.4319283893
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Stálé ceny;47.7 Maloobchod s ostatním zbožím ve specializovaných prodejnách;2005;110.5821009443
