Území,Ukazatel,Čtvrtletí,value
Česko,Výroba masa,1. čtvrtletí 2025,115269.074
Česko,Výroba masa,2. čtvrtletí 2025,117410.903
Česko,Meziroční index čtvrtletní výroby masa,1. čtvrtletí 2025,105.3929937627
Česko,Meziroční index čtvrtletní výroby masa,2. čtvrtletí 2025,104.223530902
