Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Měsíce;value
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;červen 2004;120.9105742308
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;květen 2004;122.6301362817
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;duben 2004;119.2667083592
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;březen 2004;122.2999208553
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;únor 2004;115.0102776158
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;leden 2004;115.6730745783
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;prosinec 2003;95.5831191434
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;listopad 2003;95.838984781
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;říjen 2003;91.7736679904
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;září 2003;90.2132726266
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;srpen 2003;86.8765254707
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;červenec 2003;85.2628539024
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;červen 2003;80.8528643417
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;květen 2003;79.5400881161
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;duben 2003;78.2612178737
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;březen 2003;79.0159128995
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;únor 2003;86.3531748789
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;leden 2003;99.1120427931
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;prosinec 2002;110.8307975889
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;listopad 2002;111.2683341387
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;říjen 2002;114.2264413106
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;září 2002;110.1341480845
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;srpen 2002;105.0111027041
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;červenec 2002;104.2031174253
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;červen 2002;110.5669574041
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;květen 2002;114.287815314
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;duben 2002;118.3571475546
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;březen 2002;119.293512773
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;únor 2002;117.2138031203
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;leden 2002;100.8369256238
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;prosinec 2001;107.3234194223
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;listopad 2001;114.057694698
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;říjen 2001;116.3427605487
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;září 2001;116.6644724658
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;srpen 2001;114.4512006908
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;červenec 2001;115.6700640898
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;červen 2001;113.9719973345
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;květen 2001;107.2394367371
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;duben 2001;115.00991971
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;březen 2001;109.3951622538
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;únor 2001;110.0193516593
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;leden 2001;116.8391767783
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;září 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Výroba papíru a výrobků z papíru;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2025;97.0486831239
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2025;88.60794956
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;leden 2025;100.1530180307
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;prosinec 2024;101.3547814132
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;listopad 2024;104.2448922142
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;říjen 2024;96.6426354657
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;září 2024;96.5010980501
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;srpen 2024;95.1344977044
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červenec 2024;102.7320948627
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červen 2024;103.3005418905
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;květen 2024;99.588713035
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;duben 2024;107.3782856474
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2024;101.434295834
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2024;102.6764297757
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;leden 2024;103.2264190406
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;prosinec 2023;92.9238500399
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;listopad 2023;85.5711149189
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;říjen 2023;89.9697172982
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;září 2023;91.4078282898
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;srpen 2023;84.2591646535
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červenec 2023;84.9731607285
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červen 2023;84.5442953673
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;květen 2023;86.5725965943
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;duben 2023;82.4560355012
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2023;83.621976947
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2023;83.5502856887
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;leden 2023;79.4799631546
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;prosinec 2022;79.622000019
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;listopad 2022;85.9884678984
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;říjen 2022;88.9534576094
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;září 2022;89.4827177385
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;srpen 2022;87.3478784232
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červenec 2022;86.7328609153
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červen 2022;101.2716323856
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;květen 2022;103.1129112462
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;duben 2022;104.9936667973
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2022;100.250541995
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2022;107.2692303928
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;leden 2022;105.3293395446
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;prosinec 2021;101.8664793685
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;listopad 2021;113.4583086504
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;říjen 2021;108.4217654213
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;září 2021;109.2768974726
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;srpen 2021;117.6413883846
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červenec 2021;117.329289183
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červen 2021;114.9445629819
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;květen 2021;119.7570263955
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;duben 2021;127.5885801561
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2021;107.5650184349
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2021;94.483668799
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;leden 2021;100.8415918981
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;prosinec 2020;101.2633553651
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;listopad 2020;99.4259130569
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;říjen 2020;101.50021054
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;září 2020;97.4961093223
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;srpen 2020;94.9099883186
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červenec 2020;100.7443634937
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červen 2020;87.61458073
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;květen 2020;81.4583109732
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;duben 2020;76.2360864549
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2020;97.2544734476
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2020;105.0683524933
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;leden 2020;106.1147858254
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;prosinec 2019;97.2951298407
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;listopad 2019;93.2499862761
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;říjen 2019;99.2081578597
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;září 2019;97.2106546556
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;srpen 2019;102.2718229932
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červenec 2019;93.0046809919
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červen 2019;98.5684550182
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;květen 2019;95.2663997843
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;duben 2019;100.6413820639
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2019;94.6232438153
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2019;96.3985799112
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;leden 2019;90.058869455
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;prosinec 2018;97.2056960094
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;listopad 2018;98.8768790353
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;říjen 2018;99.7590998833
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;září 2018;101.9610409766
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;srpen 2018;98.8319492925
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červenec 2018;101.1771760302
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červen 2018;101.7588221695
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;květen 2018;102.901329534
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;duben 2018;102.502022145
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2018;105.5547020481
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2018;106.8956277324
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;leden 2018;111.2934493428
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;prosinec 2017;98.240846319
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;listopad 2017;98.5616545644
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;říjen 2017;97.1156373195
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;září 2017;98.9105158034
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;srpen 2017;103.0956059679
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červenec 2017;102.8184486806
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červen 2017;100.1095332035
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;květen 2017;98.6149904411
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;duben 2017;95.2964864526
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2017;90.1336996202
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2017;91.2843042561
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;leden 2017;91.5652800364
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;prosinec 2016;106.1848440303
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;listopad 2016;114.0636854031
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;říjen 2016;115.0218961074
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;září 2016;110.6421042674
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;srpen 2016;109.2461743548
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červenec 2016;104.6295958488
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;červen 2016;112.8902265654
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;květen 2016;113.5820564349
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;duben 2016;106.0536944121
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;březen 2016;115.6594094264
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Tisk a rozmnožování nahraných nosičů;únor 2016;119.2724418128
