Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Roky;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2016;101.5772796479
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2015;95.197479123
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2014;105.708463807
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2013;110.4726803209
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2012;93.8760231918
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2011;103.7284210292
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2010;102.4938311694
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2009;96.0555614541
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2008;87.8376116337
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2007;113.9321472456
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2006;110.2086019422
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2005;106.3777277383
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2004;114.1134005533
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2003;106.0851002465
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2002;93.7465676751
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2001;112.8130224298
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2024;102.5272027302
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2023;91.8469409601
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2022;123.1384200808
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2021;115.3440348644
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2020;99.8149073541
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2019;103.3822139969
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2018;108.3583451884
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2017;104.0274098253
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2016;100.2977722442
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2015;107.9054394817
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2014;111.5921136707
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2013;104.200658991
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2012;98.7324437649
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2011;104.8416731355
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2010;108.9580273128
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2009;89.5171952954
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2008;90.1438945582
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2007;111.0271521957
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2006;100.8842593313
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2005;100.5053235142
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2004;115.5411277863
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2003;87.5435777532
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2002;103.5069244936
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2001;110.2733478633
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;17 Výroba papíru a výrobků z papíru;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2024;100.4501947495
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2023;96.1538464982
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2022;117.4021845954
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2021;111.3452549648
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2020;95.4946156908
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2019;98.6398180695
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2018;103.1558078934
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2017;96.7174391658
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2016;111.8122748357
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2015;95.1293433436
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2014;101.6391365794
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2013;92.4258039395
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2012;96.8372823479
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2011;107.3907557645
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2010;93.0643386541
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2009;83.1460500723
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2008;101.1452312228
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2007;129.9453556749
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2006;91.4029954919
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2005;106.3176871617
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2004;109.3985567075
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2003;109.1873033983
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2002;90.7565236557
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2001;122.4398562689
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;18 Tisk a rozmnožování nahraných nosičů;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2014;107.3063956912
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2013;91.6369956022
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2012;112.6895733456
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2011;113.9145554091
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2010;137.3321626784
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2009;64.5109159173
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2008;126.0050049514
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2007;136.3462597339
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2006;102.7962395281
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2005;115.1695231054
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2004;113.1605772418
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2003;106.9323364335
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2002;87.0091842841
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2001;88.8510210828
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;19 Výroba koksu a rafinovaných ropných produktů;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2024;101.786384247
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2023;80.9486053901
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2022;123.60177468
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2021;132.4540476607
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2020;89.8919919692
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2019;95.7972295769
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2018;102.105771286
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2017;123.4244559391
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2016;86.5077038993
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2015;87.3193964896
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2014;111.3553479393
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2013;97.0690493627
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2012;111.1156087565
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2011;105.6606103732
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2010;119.7068923415
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2009;79.7945903428
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2008;104.5949177233
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2007;100.2231851509
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2006;102.6258420136
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2005;106.548543084
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2004;130.625079106
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2003;104.3022849163
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2002;88.9172423027
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2001;99.2027260116
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2024;106.0074468313
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2023;105.9742661351
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2022;113.2808043732
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2021;100.8122882472
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2020;103.0413171228
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2019;117.5793069739
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2018;100.7413096964
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2017;108.8888287521
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2016;99.5986766159
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2015;105.9891011035
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2014;101.7844810193
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2013;101.7667406239
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2012;96.9853980759
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2011;97.381904314
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2010;111.2801690561
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2009;94.8044945726
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2008;99.2073905274
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2007;104.5255378671
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2006;104.366843019
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2005;115.3555350389
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2004;112.4744748007
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2003;100.2122078226
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2002;100.3532134742
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2001;113.2987824779
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2024;103.0719166176
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2023;97.6920751477
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2022;109.3594569374
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2021;113.8365107555
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2020;91.4324927114
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2019;101.1804751379
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2018;99.0384265172
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2017;107.7409767365
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2016;100.5924362861
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2015;105.8055652997
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2014;110.2742772711
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2013;101.7170472857
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2012;103.7520836072
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2011;111.3189739893
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2010;103.5235222536
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2009;89.1570829741
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2008;92.9951471642
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2007;119.139398317
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2006;113.385080968
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2005;110.1002708424
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2004;116.1563524477
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2003;117.9750125885
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2002;102.4035317435
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2001;123.5024484814
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;22 Výroba pryžových a plastových výrobků;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2024;97.8270043426
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2023;93.817594717
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2022;121.918906586
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2021;112.2114460606
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;23 Výroba ostatních nekovových minerálních výrobků;2020;98.8969120415
