Území;Instituce;Ukazatel;Roky;value
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2014;287.7241524516
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2015;224.378414342
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2016;1378.9290914924
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2017;558.2542504445
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2018;375.9390424331
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2019;653.3487466068
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2020;541.7498338838
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2021;723.4213350405
Česko;Nebankovní peněžní instituce účtující jako banky;Pořízení dlouhodobého nehmotného majetku, (vč. dotací);2022;711.6887489662
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DNM;2014;280.1854227065
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DNM;2015;221.401414342
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DNM;2016;1378.4320914924
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DNM;2017;557.5422504445
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DNM;2018;375.9390424331
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DNM;2019;652.8027466068
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DNM;2020;540.9128338838
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DNM;2021;723.1513350405
Česko;Nebankovní peněžní instituce účtující jako banky;Nákup nového DNM;2022;711.6887489662
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého nehmotného majetku - brutto;2014;8032.2044295431
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého nehmotného majetku - brutto;2015;7831.209432837
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého nehmotného majetku - brutto;2016;10015.2495419747
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého nehmotného majetku - brutto;2017;9581.3616595717
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého nehmotného majetku - brutto;2018;10123.0887973773
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého nehmotného majetku - brutto;2019;10585.2970151583
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého nehmotného majetku - brutto;2020;11484.3097054073
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého nehmotného majetku - brutto;2021;11799.0976433216
Česko;Nebankovní peněžní instituce účtující jako banky;Stav dlouhodobého nehmotného majetku - brutto;2022;13646.6470891964
