Roky;ČR, kraje, okresy;Ukazatel;value
2023;Kolín;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;2486.0
2023;Kolín;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;38.0
2023;Kolín;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.771121718377088
2023;Kolín;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.701670644391408
2023;Kutná Hora;Uchazeči o zaměstnání v evidenci ÚP - celkem;1964.0
2023;Kutná Hora;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1752.0
2023;Kutná Hora;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;761.0
2023;Kutná Hora;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;991.0
2023;Kutná Hora;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;328.0
2023;Kutná Hora;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;701.0
2023;Kutná Hora;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;680.0
2023;Kutná Hora;Podíl nezaměstnaných osob - celkem (%);3.58766433
2023;Kutná Hora;Podíl nezaměstnaných osob - muži (%);3.04108056
2023;Kutná Hora;Podíl nezaměstnaných osob - ženy (%);4.16211676
2023;Kutná Hora;Pracovní místa v evidenci ÚP celkem;1597.0
2023;Kutná Hora;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;228.0
2023;Kutná Hora;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;83.0
2023;Kutná Hora;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.22980588603632
2023;Kutná Hora;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.09705698184095
2023;Mělník;Uchazeči o zaměstnání v evidenci ÚP - celkem;3564.0
2023;Mělník;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;3229.0
2023;Mělník;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1355.0
2023;Mělník;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1874.0
2023;Mělník;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;360.0
2023;Mělník;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1007.0
2023;Mělník;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;980.0
2023;Mělník;Podíl nezaměstnaných osob - celkem (%);4.46858566
2023;Mělník;Podíl nezaměstnaných osob - muži (%);3.6952194
2023;Mělník;Podíl nezaměstnaných osob - ženy (%);5.26537608
2023;Mělník;Pracovní místa v evidenci ÚP celkem;6468.0
2023;Mělník;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;739.0
2023;Mělník;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;42.0
2023;Mělník;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.551020408163265
2023;Mělník;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.499226963512678
2023;Mladá Boleslav;Uchazeči o zaměstnání v evidenci ÚP - celkem;2347.0
2023;Mladá Boleslav;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2195.0
2023;Mladá Boleslav;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;886.0
2023;Mladá Boleslav;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1309.0
2023;Mladá Boleslav;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;263.0
2023;Mladá Boleslav;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;818.0
2023;Mladá Boleslav;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;795.0
2023;Mladá Boleslav;Podíl nezaměstnaných osob - celkem (%);2.54413111
2023;Mladá Boleslav;Podíl nezaměstnaných osob - muži (%);1.99720481
2023;Mladá Boleslav;Podíl nezaměstnaných osob - ženy (%);3.122987
2023;Mladá Boleslav;Pracovní místa v evidenci ÚP celkem;10170.0
2023;Mladá Boleslav;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;3020.0
2023;Mladá Boleslav;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;220.0
2023;Mladá Boleslav;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.230776794493609
2023;Mladá Boleslav;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.215830875122911
2023;Nymburk;Uchazeči o zaměstnání v evidenci ÚP - celkem;3141.0
2023;Nymburk;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2946.0
2023;Nymburk;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1292.0
2023;Nymburk;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1654.0
2023;Nymburk;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;333.0
2023;Nymburk;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;957.0
2023;Nymburk;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;940.0
2023;Nymburk;Podíl nezaměstnaných osob - celkem (%);4.39635875
2023;Nymburk;Podíl nezaměstnaných osob - muži (%);3.83986685
2023;Nymburk;Podíl nezaměstnaných osob - ženy (%);4.95758775
2023;Nymburk;Pracovní místa v evidenci ÚP celkem;3041.0
2023;Nymburk;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;338.0
2023;Nymburk;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;79.0
2023;Nymburk;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.03288391976324
2023;Nymburk;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.968760276224926
2023;Praha-východ;Uchazeči o zaměstnání v evidenci ÚP - celkem;1952.0
2023;Praha-východ;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1796.0
2023;Praha-východ;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;787.0
2023;Praha-východ;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1009.0
2023;Praha-východ;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;142.0
2023;Praha-východ;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;797.0
2023;Praha-východ;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;758.0
2023;Praha-východ;Podíl nezaměstnaných osob - celkem (%);1.41808133
2023;Praha-východ;Podíl nezaměstnaných osob - muži (%);1.25572416
2023;Praha-východ;Podíl nezaměstnaných osob - ženy (%);1.57712928
2023;Praha-východ;Pracovní místa v evidenci ÚP celkem;7537.0
2023;Praha-východ;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;1062.0
2023;Praha-východ;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;93.0
2023;Praha-východ;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.258988987660873
2023;Praha-východ;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.238291097253549
2023;Praha-západ;Uchazeči o zaměstnání v evidenci ÚP - celkem;1767.0
2023;Praha-západ;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1585.0
2023;Praha-západ;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;693.0
2023;Praha-západ;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;892.0
2023;Praha-západ;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;133.0
2023;Praha-západ;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;600.0
2023;Praha-západ;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;566.0
2023;Praha-západ;Podíl nezaměstnaných osob - celkem (%);1.58246805
2023;Praha-západ;Podíl nezaměstnaných osob - muži (%);1.4111179
2023;Praha-západ;Podíl nezaměstnaných osob - ženy (%);1.74730656
2023;Praha-západ;Pracovní místa v evidenci ÚP celkem;7113.0
2023;Praha-západ;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;628.0
2023;Praha-západ;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;114.0
2023;Praha-západ;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.248418388865458
2023;Praha-západ;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.222831435399972
2023;Příbram;Uchazeči o zaměstnání v evidenci ÚP - celkem;3538.0
2023;Příbram;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;3313.0
2023;Příbram;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1647.0
2023;Příbram;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1666.0
2023;Příbram;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;400.0
2023;Příbram;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1221.0
2023;Příbram;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;1188.0
2023;Příbram;Podíl nezaměstnaných osob - celkem (%);4.50588907
2023;Příbram;Podíl nezaměstnaných osob - muži (%);4.42052714
2023;Příbram;Podíl nezaměstnaných osob - ženy (%);4.59358112
2023;Příbram;Pracovní místa v evidenci ÚP celkem;2846.0
2023;Příbram;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;532.0
2023;Příbram;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;136.0
2023;Příbram;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.24314827828531
2023;Příbram;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.16408995080815
2023;Rakovník;Uchazeči o zaměstnání v evidenci ÚP - celkem;1197.0
2023;Rakovník;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1108.0
2023;Rakovník;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;469.0
2023;Rakovník;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;639.0
2023;Rakovník;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;281.0
2023;Rakovník;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;433.0
2023;Rakovník;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;416.0
2023;Rakovník;Podíl nezaměstnaných osob - celkem (%);3.17460317
2023;Rakovník;Podíl nezaměstnaných osob - muži (%);2.62069736
2023;Rakovník;Podíl nezaměstnaných osob - ženy (%);3.75749735
2023;Rakovník;Pracovní místa v evidenci ÚP celkem;1257.0
2023;Rakovník;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;627.0
2023;Rakovník;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;61.0
2023;Rakovník;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.952267303102625
2023;Rakovník;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.881463802704853
2023;České Budějovice;Uchazeči o zaměstnání v evidenci ÚP - celkem;3706.0
2023;České Budějovice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;3449.0
2023;České Budějovice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1527.0
2023;České Budějovice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1922.0
2023;České Budějovice;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;490.0
2023;České Budějovice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1363.0
2023;České Budějovice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;1318.0
2023;České Budějovice;Podíl nezaměstnaných osob - celkem (%);2.72562036
2023;České Budějovice;Podíl nezaměstnaných osob - muži (%);2.40684698
2023;České Budějovice;Podíl nezaměstnaných osob - ženy (%);3.0461519
2023;České Budějovice;Pracovní místa v evidenci ÚP celkem;3729.0
2023;České Budějovice;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;608.0
2023;České Budějovice;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;274.0
2023;České Budějovice;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.993832126575489
2023;České Budějovice;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.924912845266828
2023;Český Krumlov;Uchazeči o zaměstnání v evidenci ÚP - celkem;1955.0
2023;Český Krumlov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1793.0
2023;Český Krumlov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;913.0
2023;Český Krumlov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;880.0
2023;Český Krumlov;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;236.0
2023;Český Krumlov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;717.0
2023;Český Krumlov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;699.0
2023;Český Krumlov;Podíl nezaměstnaných osob - celkem (%);4.48934625
2023;Český Krumlov;Podíl nezaměstnaných osob - muži (%);4.45061909
2023;Český Krumlov;Podíl nezaměstnaných osob - ženy (%);4.53024453
2023;Český Krumlov;Pracovní místa v evidenci ÚP celkem;3395.0
2023;Český Krumlov;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;971.0
2023;Český Krumlov;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;77.0
2023;Český Krumlov;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.575846833578792
2023;Český Krumlov;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.528129602356406
2023;Jindřichův Hradec;Uchazeči o zaměstnání v evidenci ÚP - celkem;1796.0
2023;Jindřichův Hradec;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1681.0
2023;Jindřichův Hradec;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;806.0
2023;Jindřichův Hradec;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;875.0
2023;Jindřichův Hradec;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;233.0
2023;Jindřichův Hradec;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;772.0
2023;Jindřichův Hradec;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;744.0
2023;Jindřichův Hradec;Podíl nezaměstnaných osob - celkem (%);3.00258998
2023;Jindřichův Hradec;Podíl nezaměstnaných osob - muži (%);2.82678077
2023;Jindřichův Hradec;Podíl nezaměstnaných osob - ženy (%);3.18506115
2023;Jindřichův Hradec;Pracovní místa v evidenci ÚP celkem;743.0
2023;Jindřichův Hradec;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;260.0
2023;Jindřichův Hradec;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;52.0
2023;Jindřichův Hradec;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;2.41722745625841
2023;Jindřichův Hradec;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;2.26244952893674
2023;Písek;Uchazeči o zaměstnání v evidenci ÚP - celkem;1395.0
2023;Písek;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1275.0
2023;Písek;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;555.0
2023;Písek;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;720.0
2023;Písek;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;185.0
2023;Písek;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;504.0
2023;Písek;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;479.0
2023;Písek;Podíl nezaměstnaných osob - celkem (%);2.84801644
2023;Písek;Podíl nezaměstnaných osob - muži (%);2.44428785
2023;Písek;Podíl nezaměstnaných osob - ženy (%);3.26353005
2023;Písek;Pracovní místa v evidenci ÚP celkem;1525.0
2023;Písek;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;445.0
2023;Písek;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;103.0
2023;Písek;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.914754098360656
2023;Písek;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.836065573770492
2023;Prachatice;Uchazeči o zaměstnání v evidenci ÚP - celkem;1092.0
2023;Prachatice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;956.0
2023;Prachatice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;516.0
2023;Prachatice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;440.0
2023;Prachatice;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;168.0
2023;Prachatice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;433.0
2023;Prachatice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;400.0
2023;Prachatice;Podíl nezaměstnaných osob - celkem (%);2.92551564
2023;Prachatice;Podíl nezaměstnaných osob - muži (%);3.08225315
2023;Prachatice;Podíl nezaměstnaných osob - ženy (%);2.76087093
2023;Prachatice;Pracovní místa v evidenci ÚP celkem;1370.0
2023;Prachatice;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;215.0
2023;Prachatice;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;27.0
2023;Prachatice;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.797080291970803
2023;Prachatice;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.697810218978102
2023;Strakonice;Uchazeči o zaměstnání v evidenci ÚP - celkem;1789.0
2023;Strakonice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1487.0
2023;Strakonice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;716.0
2023;Strakonice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;771.0
2023;Strakonice;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;376.0
2023;Strakonice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;636.0
2023;Strakonice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;593.0
2023;Strakonice;Podíl nezaměstnaných osob - celkem (%);3.31941871
2023;Strakonice;Podíl nezaměstnaných osob - muži (%);3.13210849
2023;Strakonice;Podíl nezaměstnaných osob - ženy (%);3.51461002
2023;Strakonice;Pracovní místa v evidenci ÚP celkem;456.0
2023;Strakonice;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;134.0
2023;Strakonice;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;34.0
2023;Strakonice;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.92324561403509
2023;Strakonice;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.2609649122807
2023;Tábor;Uchazeči o zaměstnání v evidenci ÚP - celkem;2289.0
2023;Tábor;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2110.0
2023;Tábor;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;996.0
2023;Tábor;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1114.0
2023;Tábor;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;320.0
2023;Tábor;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;895.0
2023;Tábor;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;872.0
2023;Tábor;Podíl nezaměstnaných osob - celkem (%);3.27050654
2023;Tábor;Podíl nezaměstnaných osob - muži (%);3.04512657
2023;Tábor;Podíl nezaměstnaných osob - ženy (%);3.50226358
2023;Tábor;Pracovní místa v evidenci ÚP celkem;2460.0
2023;Tábor;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;627.0
2023;Tábor;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;141.0
2023;Tábor;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.930487804878049
2023;Tábor;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.857723577235772
2023;Domažlice;Uchazeči o zaměstnání v evidenci ÚP - celkem;1150.0
2023;Domažlice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1065.0
2023;Domažlice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;461.0
2023;Domažlice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;604.0
2023;Domažlice;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;233.0
2023;Domažlice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;283.0
2023;Domažlice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;266.0
2023;Domažlice;Podíl nezaměstnaných osob - celkem (%);3.01682624
2023;Domažlice;Podíl nezaměstnaných osob - muži (%);2.56695807
2023;Domažlice;Podíl nezaměstnaných osob - ženy (%);3.48267312
2023;Domažlice;Pracovní místa v evidenci ÚP celkem;1982.0
2023;Domažlice;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;536.0
2023;Domažlice;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;86.0
2023;Domažlice;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.580221997981836
2023;Domažlice;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.537336024217962
2023;Klatovy;Uchazeči o zaměstnání v evidenci ÚP - celkem;1875.0
2023;Klatovy;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1726.0
2023;Klatovy;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;874.0
2023;Klatovy;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;852.0
2023;Klatovy;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;294.0
2023;Klatovy;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;773.0
2023;Klatovy;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;740.0
2023;Klatovy;Podíl nezaměstnaných osob - celkem (%);3.17623894
2023;Klatovy;Podíl nezaměstnaných osob - muži (%);3.1519348
2023;Klatovy;Podíl nezaměstnaných osob - ženy (%);3.2015632
2023;Klatovy;Pracovní místa v evidenci ÚP celkem;1847.0
2023;Klatovy;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;402.0
2023;Klatovy;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;58.0
2023;Klatovy;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.01515971846237
2023;Klatovy;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.934488359501895
2023;Plzeň-město;Uchazeči o zaměstnání v evidenci ÚP - celkem;3906.0
2023;Plzeň-město;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;3520.0
2023;Plzeň-město;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1487.0
2023;Plzeň-město;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;2033.0
2023;Plzeň-město;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;578.0
2023;Plzeň-město;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1357.0
2023;Plzeň-město;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;1293.0
2023;Plzeň-město;Podíl nezaměstnaných osob - celkem (%);2.73731852
2023;Plzeň-město;Podíl nezaměstnaných osob - muži (%);2.33170778
2023;Plzeň-město;Podíl nezaměstnaných osob - ženy (%);3.13637766
2023;Plzeň-město;Pracovní místa v evidenci ÚP celkem;7779.0
2023;Plzeň-město;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;1809.0
2023;Plzeň-město;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;332.0
2023;Plzeň-město;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.50212109525646
2023;Plzeň-město;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.452500321378069
2023;Plzeň-jih;Uchazeči o zaměstnání v evidenci ÚP - celkem;1000.0
2023;Plzeň-jih;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;897.0
2023;Plzeň-jih;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;397.0
2023;Plzeň-jih;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;500.0
2023;Plzeň-jih;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;192.0
2023;Plzeň-jih;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;389.0
2023;Plzeň-jih;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;379.0
2023;Plzeň-jih;Podíl nezaměstnaných osob - celkem (%);1.99835142
2023;Plzeň-jih;Podíl nezaměstnaných osob - muži (%);1.71631144
2023;Plzeň-jih;Podíl nezaměstnaných osob - ženy (%);2.29821658
2023;Plzeň-jih;Pracovní místa v evidenci ÚP celkem;2406.0
2023;Plzeň-jih;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;468.0
2023;Plzeň-jih;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;66.0
2023;Plzeň-jih;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.415627597672485
2023;Plzeň-jih;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.372817955112219
2023;Plzeň-sever;Uchazeči o zaměstnání v evidenci ÚP - celkem;1762.0
2023;Plzeň-sever;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1588.0
2023;Plzeň-sever;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;734.0
2023;Plzeň-sever;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;854.0
2023;Plzeň-sever;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;242.0
2023;Plzeň-sever;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;583.0
2023;Plzeň-sever;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;567.0
2023;Plzeň-sever;Podíl nezaměstnaných osob - celkem (%);2.97055632
2023;Plzeň-sever;Podíl nezaměstnaných osob - muži (%);2.68029943
2023;Plzeň-sever;Podíl nezaměstnaných osob - ženy (%);3.27541902
2023;Plzeň-sever;Pracovní místa v evidenci ÚP celkem;2045.0
2023;Plzeň-sever;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;683.0
2023;Plzeň-sever;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;134.0
2023;Plzeň-sever;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.86161369193154
2023;Plzeň-sever;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.776528117359413
2023;Rokycany;Uchazeči o zaměstnání v evidenci ÚP - celkem;1224.0
2023;Rokycany;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1155.0
2023;Rokycany;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;507.0
2023;Rokycany;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;648.0
2023;Rokycany;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;245.0
