Roky;ČR, kraje, okresy;Ukazatel;value
2023;Rokycany;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;372.0
2023;Rokycany;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;362.0
2023;Rokycany;Podíl nezaměstnaných osob - celkem (%);3.6441079
2023;Rokycany;Podíl nezaměstnaných osob - muži (%);3.12885707
2023;Rokycany;Podíl nezaměstnaných osob - ženy (%);4.18307404
2023;Rokycany;Pracovní místa v evidenci ÚP celkem;1292.0
2023;Rokycany;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;662.0
2023;Rokycany;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;53.0
2023;Rokycany;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.947368421052632
2023;Rokycany;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.893962848297214
2023;Tachov;Uchazeči o zaměstnání v evidenci ÚP - celkem;1333.0
2023;Tachov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1236.0
2023;Tachov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;601.0
2023;Tachov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;635.0
2023;Tachov;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;237.0
2023;Tachov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;466.0
2023;Tachov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;448.0
2023;Tachov;Podíl nezaměstnaných osob - celkem (%);3.25949367
2023;Tachov;Podíl nezaměstnaných osob - muži (%);3.16449031
2023;Tachov;Podíl nezaměstnaných osob - ženy (%);3.35481826
2023;Tachov;Pracovní místa v evidenci ÚP celkem;3035.0
2023;Tachov;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;357.0
2023;Tachov;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;48.0
2023;Tachov;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.439209225700165
2023;Tachov;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.407248764415157
2023;Cheb;Uchazeči o zaměstnání v evidenci ÚP - celkem;2181.0
2023;Cheb;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2044.0
2023;Cheb;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;869.0
2023;Cheb;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1175.0
2023;Cheb;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;209.0
2023;Cheb;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;508.0
2023;Cheb;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;492.0
2023;Cheb;Podíl nezaměstnaných osob - celkem (%);3.42717258
2023;Cheb;Podíl nezaměstnaných osob - muži (%);2.9351167
2023;Cheb;Podíl nezaměstnaných osob - ženy (%);3.9122328
2023;Cheb;Pracovní místa v evidenci ÚP celkem;3545.0
2023;Cheb;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;433.0
2023;Cheb;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;53.0
2023;Cheb;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.615232722143865
2023;Cheb;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.576586741889986
2023;Karlovy Vary;Uchazeči o zaměstnání v evidenci ÚP - celkem;3563.0
2023;Karlovy Vary;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;3215.0
2023;Karlovy Vary;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1460.0
2023;Karlovy Vary;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1755.0
2023;Karlovy Vary;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;324.0
2023;Karlovy Vary;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;847.0
2023;Karlovy Vary;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;803.0
2023;Karlovy Vary;Podíl nezaměstnaných osob - celkem (%);4.43711443
2023;Karlovy Vary;Podíl nezaměstnaných osob - muži (%);4.00680608
2023;Karlovy Vary;Podíl nezaměstnaných osob - ženy (%);4.87242844
2023;Karlovy Vary;Pracovní místa v evidenci ÚP celkem;1368.0
2023;Karlovy Vary;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;181.0
2023;Karlovy Vary;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;36.0
2023;Karlovy Vary;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;2.60453216374269
2023;Karlovy Vary;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;2.35014619883041
2023;Sokolov;Uchazeči o zaměstnání v evidenci ÚP - celkem;3166.0
2023;Sokolov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2950.0
2023;Sokolov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1401.0
2023;Sokolov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1549.0
2023;Sokolov;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;398.0
2023;Sokolov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;649.0
2023;Sokolov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;635.0
2023;Sokolov;Podíl nezaměstnaných osob - celkem (%);5.33164648
2023;Sokolov;Podíl nezaměstnaných osob - muži (%);4.92719983
2023;Sokolov;Podíl nezaměstnaných osob - ženy (%);5.7592207
2023;Sokolov;Pracovní místa v evidenci ÚP celkem;956.0
2023;Sokolov;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;141.0
2023;Sokolov;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;57.0
2023;Sokolov;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.31171548117155
2023;Sokolov;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.08577405857741
2023;Děčín;Uchazeči o zaměstnání v evidenci ÚP - celkem;4895.0
2023;Děčín;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;4520.0
2023;Děčín;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;2069.0
2023;Děčín;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;2451.0
2023;Děčín;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;654.0
2023;Děčín;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1273.0
2023;Děčín;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;1248.0
2023;Děčín;Podíl nezaměstnaných osob - celkem (%);5.68839668
2023;Děčín;Podíl nezaměstnaných osob - muži (%);5.06387978
2023;Děčín;Podíl nezaměstnaných osob - ženy (%);6.34941195
2023;Děčín;Pracovní místa v evidenci ÚP celkem;979.0
2023;Děčín;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;260.0
2023;Děčín;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;102.0
2023;Děčín;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;5.0
2023;Děčín;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;4.61695607763023
2023;Chomutov;Uchazeči o zaměstnání v evidenci ÚP - celkem;5565.0
2023;Chomutov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;5250.0
2023;Chomutov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;2228.0
2023;Chomutov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;3022.0
2023;Chomutov;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;759.0
2023;Chomutov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1153.0
2023;Chomutov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;1120.0
2023;Chomutov;Podíl nezaměstnaných osob - celkem (%);6.49752475
2023;Chomutov;Podíl nezaměstnaných osob - muži (%);5.40474978
2023;Chomutov;Podíl nezaměstnaných osob - ženy (%);7.63574804
2023;Chomutov;Pracovní místa v evidenci ÚP celkem;3270.0
2023;Chomutov;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;619.0
2023;Chomutov;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;57.0
2023;Chomutov;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.70183486238532
2023;Chomutov;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.60550458715596
2023;Litoměřice;Uchazeči o zaměstnání v evidenci ÚP - celkem;3183.0
2023;Litoměřice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2929.0
2023;Litoměřice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1292.0
2023;Litoměřice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1637.0
2023;Litoměřice;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;564.0
2023;Litoměřice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1077.0
2023;Litoměřice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;1057.0
2023;Litoměřice;Podíl nezaměstnaných osob - celkem (%);3.90554163
2023;Litoměřice;Podíl nezaměstnaných osob - muži (%);3.37046409
2023;Litoměřice;Podíl nezaměstnaných osob - ženy (%);4.46499195
2023;Litoměřice;Pracovní místa v evidenci ÚP celkem;1122.0
2023;Litoměřice;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;431.0
2023;Litoměřice;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;57.0
2023;Litoměřice;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;2.83689839572193
2023;Litoměřice;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;2.61051693404635
2023;Louny;Uchazeči o zaměstnání v evidenci ÚP - celkem;3679.0
2023;Louny;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;3294.0
2023;Louny;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1443.0
2023;Louny;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1851.0
2023;Louny;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;653.0
2023;Louny;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;960.0
2023;Louny;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;936.0
2023;Louny;Podíl nezaměstnaných osob - celkem (%);5.94123695
2023;Louny;Podíl nezaměstnaných osob - muži (%);5.09228218
2023;Louny;Podíl nezaměstnaných osob - ženy (%);6.8287464
2023;Louny;Pracovní místa v evidenci ÚP celkem;1186.0
2023;Louny;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;534.0
2023;Louny;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;109.0
2023;Louny;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.10202360876897
2023;Louny;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;2.77740303541315
2023;Most;Uchazeči o zaměstnání v evidenci ÚP - celkem;5427.0
2023;Most;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;5003.0
2023;Most;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;2080.0
2023;Most;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;2923.0
2023;Most;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;690.0
2023;Most;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;909.0
2023;Most;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;884.0
2023;Most;Podíl nezaměstnaných osob - celkem (%);7.1931792
2023;Most;Podíl nezaměstnaných osob - muži (%);5.88984851
2023;Most;Podíl nezaměstnaných osob - ženy (%);8.5375471
2023;Most;Pracovní místa v evidenci ÚP celkem;1289.0
2023;Most;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;132.0
2023;Most;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;48.0
2023;Most;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;4.21024049650892
2023;Most;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.88130333591932
2023;Teplice;Uchazeči o zaměstnání v evidenci ÚP - celkem;4258.0
2023;Teplice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;3919.0
2023;Teplice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1594.0
2023;Teplice;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;2325.0
2023;Teplice;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;611.0
2023;Teplice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1007.0
2023;Teplice;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;952.0
2023;Teplice;Podíl nezaměstnaných osob - celkem (%);4.79247683
2023;Teplice;Podíl nezaměstnaných osob - muži (%);3.83154656
2023;Teplice;Podíl nezaměstnaných osob - ženy (%);5.78761326
2023;Teplice;Pracovní místa v evidenci ÚP celkem;2167.0
2023;Teplice;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;232.0
2023;Teplice;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;168.0
2023;Teplice;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.96492847254269
2023;Teplice;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.8084910013844
2023;Ústí nad Labem;Uchazeči o zaměstnání v evidenci ÚP - celkem;4839.0
2023;Ústí nad Labem;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;4389.0
2023;Ústí nad Labem;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;2026.0
2023;Ústí nad Labem;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;2363.0
2023;Ústí nad Labem;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;592.0
2023;Ústí nad Labem;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;968.0
2023;Ústí nad Labem;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;918.0
2023;Ústí nad Labem;Podíl nezaměstnaných osob - celkem (%);5.82644134
2023;Ústí nad Labem;Podíl nezaměstnaných osob - muži (%);5.30394261
2023;Ústí nad Labem;Podíl nezaměstnaných osob - ženy (%);6.36395465
2023;Ústí nad Labem;Pracovní místa v evidenci ÚP celkem;1340.0
2023;Ústí nad Labem;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;267.0
2023;Ústí nad Labem;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;136.0
2023;Ústí nad Labem;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.61119402985075
2023;Ústí nad Labem;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.27537313432836
2023;Česká Lípa;Uchazeči o zaměstnání v evidenci ÚP - celkem;2644.0
2023;Česká Lípa;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2387.0
2023;Česká Lípa;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1061.0
2023;Česká Lípa;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1326.0
2023;Česká Lípa;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;413.0
2023;Česká Lípa;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;901.0
2023;Česká Lípa;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;875.0
2023;Česká Lípa;Podíl nezaměstnaných osob - celkem (%);3.61551628
2023;Česká Lípa;Podíl nezaměstnaných osob - muži (%);3.14426268
2023;Česká Lípa;Podíl nezaměstnaných osob - ženy (%);4.10818849
2023;Česká Lípa;Pracovní místa v evidenci ÚP celkem;1236.0
2023;Česká Lípa;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;274.0
2023;Česká Lípa;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;57.0
2023;Česká Lípa;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;2.13915857605178
2023;Česká Lípa;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.93122977346278
2023;Jablonec nad Nisou;Uchazeči o zaměstnání v evidenci ÚP - celkem;2590.0
2023;Jablonec nad Nisou;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2347.0
2023;Jablonec nad Nisou;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1022.0
2023;Jablonec nad Nisou;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1325.0
2023;Jablonec nad Nisou;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;346.0
2023;Jablonec nad Nisou;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;753.0
2023;Jablonec nad Nisou;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;723.0
2023;Jablonec nad Nisou;Podíl nezaměstnaných osob - celkem (%);4.06921303
2023;Jablonec nad Nisou;Podíl nezaměstnaných osob - muži (%);3.51916256
2023;Jablonec nad Nisou;Podíl nezaměstnaných osob - ženy (%);4.62704288
2023;Jablonec nad Nisou;Pracovní místa v evidenci ÚP celkem;711.0
2023;Jablonec nad Nisou;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;233.0
2023;Jablonec nad Nisou;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;36.0
2023;Jablonec nad Nisou;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.64275668073136
2023;Jablonec nad Nisou;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;3.30098452883263
2023;Liberec;Uchazeči o zaměstnání v evidenci ÚP - celkem;5122.0
2023;Liberec;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;4386.0
2023;Liberec;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1975.0
2023;Liberec;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;2411.0
2023;Liberec;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;624.0
2023;Liberec;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1559.0
2023;Liberec;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;1485.0
2023;Liberec;Podíl nezaměstnaných osob - celkem (%);3.83965543
2023;Liberec;Podíl nezaměstnaných osob - muži (%);3.42721294
2023;Liberec;Podíl nezaměstnaných osob - ženy (%);4.2595668
2023;Liberec;Pracovní místa v evidenci ÚP celkem;3213.0
2023;Liberec;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;601.0
2023;Liberec;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;161.0
2023;Liberec;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.59414877061936
2023;Liberec;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.36507936507937
2023;Semily;Uchazeči o zaměstnání v evidenci ÚP - celkem;2129.0
2023;Semily;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1989.0
2023;Semily;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1024.0
2023;Semily;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;965.0
2023;Semily;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;306.0
2023;Semily;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;837.0
2023;Semily;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;814.0
2023;Semily;Podíl nezaměstnaných osob - celkem (%);4.4174477
2023;Semily;Podíl nezaměstnaných osob - muži (%);4.42084359
2023;Semily;Podíl nezaměstnaných osob - ženy (%);4.41384988
2023;Semily;Pracovní místa v evidenci ÚP celkem;1110.0
2023;Semily;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;274.0
2023;Semily;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;38.0
2023;Semily;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.91801801801802
2023;Semily;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.79189189189189
2023;Hradec Králové;Uchazeči o zaměstnání v evidenci ÚP - celkem;3753.0
2023;Hradec Králové;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;3313.0
2023;Hradec Králové;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1527.0
2023;Hradec Králové;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1786.0
2023;Hradec Králové;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;569.0
2023;Hradec Králové;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1290.0
2023;Hradec Králové;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;1251.0
2023;Hradec Králové;Podíl nezaměstnaných osob - celkem (%);3.22241783
2023;Hradec Králové;Podíl nezaměstnaných osob - muži (%);2.9586716
2023;Hradec Králové;Podíl nezaměstnaných osob - ženy (%);3.48828125
2023;Hradec Králové;Pracovní místa v evidenci ÚP celkem;4417.0
2023;Hradec Králové;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;624.0
2023;Hradec Králové;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;100.0
2023;Hradec Králové;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.849671722888839
2023;Hradec Králové;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.750056599501924
2023;Jičín;Uchazeči o zaměstnání v evidenci ÚP - celkem;1228.0
2023;Jičín;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1112.0
2023;Jičín;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;525.0
2023;Jičín;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;587.0
2023;Jičín;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;178.0
2023;Jičín;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;517.0
2023;Jičín;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;496.0
2023;Jičín;Podíl nezaměstnaných osob - celkem (%);2.2283676
2023;Jičín;Podíl nezaměstnaných osob - muži (%);2.05608209
2023;Jičín;Podíl nezaměstnaných osob - ženy (%);2.40889691
2023;Jičín;Pracovní místa v evidenci ÚP celkem;1403.0
2023;Jičín;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;111.0
2023;Jičín;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;48.0
2023;Jičín;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.875267284390592
2023;Jičín;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.792587312900927
2023;Náchod;Uchazeči o zaměstnání v evidenci ÚP - celkem;2979.0
2023;Náchod;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2767.0
2023;Náchod;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1353.0
2023;Náchod;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1414.0
2023;Náchod;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;403.0
2023;Náchod;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;994.0
2023;Náchod;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;954.0
2023;Náchod;Podíl nezaměstnaných osob - celkem (%);4.06016141
2023;Náchod;Podíl nezaměstnaných osob - muži (%);3.89587952
2023;Náchod;Podíl nezaměstnaných osob - ženy (%);4.2308728
2023;Náchod;Pracovní místa v evidenci ÚP celkem;1571.0
2023;Náchod;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;365.0
2023;Náchod;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;149.0
2023;Náchod;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.89624443029917
2023;Náchod;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.76129853596435
2023;Rychnov nad Kněžnou;Uchazeči o zaměstnání v evidenci ÚP - celkem;1141.0
2023;Rychnov nad Kněžnou;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;1059.0
2023;Rychnov nad Kněžnou;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;454.0
2023;Rychnov nad Kněžnou;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;605.0
2023;Rychnov nad Kněžnou;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;191.0
2023;Rychnov nad Kněžnou;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;476.0
2023;Rychnov nad Kněžnou;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;464.0
2023;Rychnov nad Kněžnou;Podíl nezaměstnaných osob - celkem (%);2.10998207
2023;Rychnov nad Kněžnou;Podíl nezaměstnaných osob - muži (%);1.74992291
2023;Rychnov nad Kněžnou;Podíl nezaměstnaných osob - ženy (%);2.49525695
2023;Rychnov nad Kněžnou;Pracovní místa v evidenci ÚP celkem;1843.0
2023;Rychnov nad Kněžnou;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;458.0
2023;Rychnov nad Kněžnou;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;66.0
2023;Rychnov nad Kněžnou;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.619099294628323
2023;Rychnov nad Kněžnou;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;0.574606619641888
2023;Trutnov;Uchazeči o zaměstnání v evidenci ÚP - celkem;2931.0
2023;Trutnov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2728.0
2023;Trutnov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - muži;1287.0
2023;Trutnov;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní - ženy;1441.0
2023;Trutnov;Uchazeči o zaměstnání v evidenci ÚP se zdravotním postižením;573.0
2023;Trutnov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - celkem;1022.0
2023;Trutnov;Uchazeči o zaměstnání v evidenci ÚP s nárokem na podporu - dosažitelní;985.0
2023;Trutnov;Podíl nezaměstnaných osob - celkem (%);3.73458184
2023;Trutnov;Podíl nezaměstnaných osob - muži (%);3.43163396
2023;Trutnov;Podíl nezaměstnaných osob - ženy (%);4.05424416
2023;Trutnov;Pracovní místa v evidenci ÚP celkem;1403.0
2023;Trutnov;Pracovní místa v evidenci ÚP pro absolventy a mladistvé;235.0
2023;Trutnov;Pracovní místa v evidenci ÚP pro osoby se zdravotním postižením;63.0
2023;Trutnov;Počet uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;2.08909479686386
2023;Trutnov;Počet dosažitelných uchazečů o zaměstnání v evidenci ÚP na 1 pracovní místo;1.94440484675695
2023;Chrudim;Uchazeči o zaměstnání v evidenci ÚP - celkem;2365.0
2023;Chrudim;Uchazeči o zaměstnání v evidenci ÚP - dosažitelní;2248.0
