Stát,Roky,Ukazatel,Odvětví ekonomické činnosti,value
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,H - Doprava a skladování,50.0978355952
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,"I - Ubytování, stravování a pohostinství",21.1638874172
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,J - Informační a komunikační činnosti,218.9338575714
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,K - Peněžnictví a pojišťovnictví,136.8256528542
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,L - Činnosti v oblasti nemovitostí,59.598217021
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,"M - Profesní, vědecké a technické činnosti",79.7080984776
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,N - Administrativní a podpůrné činnosti,35.6606268894
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,O - Veřejná správa a obrana; povinné sociální zabezpečení,8.2146742687
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,P - Vzdělávání,0.5255061568
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,Q - Zdravotní a sociální péče,6.3719090227
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,"R - Kulturní, zábavní a rekreační činnosti",14.023141831
Česko,2023,Přímé náklady - mzdy za vykonanou práci - naturální mzdy vyjádřené v penězích,S - Ostatní činnosti,28.1443239979
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,Celkem,139.9624526011
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"A - Zemědělství, lesnictví, rybářství",50.326558711
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,B-E - Průmysl celkem,106.9903097254
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,B - Těžba a dobývání,337.5211670504
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,C - Zpracovatelský průmysl,65.8987662571
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",908.1690033843
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",339.3010102908
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,F - Stavebnictví,57.6507847364
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,44.3160317851
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,H - Doprava a skladování,188.8135063968
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"I - Ubytování, stravování a pohostinství",26.456360644
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,J - Informační a komunikační činnosti,525.0262765773
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,K - Peněžnictví a pojišťovnictví,207.70080876
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,L - Činnosti v oblasti nemovitostí,38.5581204779
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"M - Profesní, vědecké a technické činnosti",61.0265754425
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,N - Administrativní a podpůrné činnosti,37.0650892312
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,O - Veřejná správa a obrana; povinné sociální zabezpečení,357.8002092641
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,P - Vzdělávání,19.2504062175
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,Q - Zdravotní a sociální péče,372.011103332
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,"R - Kulturní, zábavní a rekreační činnosti",32.9183491242
Česko,2023,Přímé náklady - mzdy za vykonanou práci - odměny za pracovní pohotovost,S - Ostatní činnosti,10.6142313547
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,Celkem,503.5087411386
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"A - Zemědělství, lesnictví, rybářství",168.7559925553
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,B-E - Průmysl celkem,825.2841031203
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,B - Těžba a dobývání,1259.4443582422
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,C - Zpracovatelský průmysl,846.5264124019
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",703.3101670389
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",317.9680401893
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,F - Stavebnictví,334.7015647414
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,432.419292987
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,H - Doprava a skladování,312.8433162629
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"I - Ubytování, stravování a pohostinství",185.1725162597
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,J - Informační a komunikační činnosti,500.9290498801
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,K - Peněžnictví a pojišťovnictví,585.1594776086
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,L - Činnosti v oblasti nemovitostí,153.7693503524
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"M - Profesní, vědecké a technické činnosti",461.1928258639
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,N - Administrativní a podpůrné činnosti,509.5514547421
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,O - Veřejná správa a obrana; povinné sociální zabezpečení,214.4776402591
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,P - Vzdělávání,345.4135480373
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,Q - Zdravotní a sociální péče,474.8358974472
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,"R - Kulturní, zábavní a rekreační činnosti",240.3017623281
Česko,2023,Přímé náklady - mzdy za vykonanou práci - ostatní mzdy,S - Ostatní činnosti,129.3834290565
Česko,2023,Přímé náklady - náhrady mzdy,Celkem,4819.8683404115
Česko,2023,Přímé náklady - náhrady mzdy,"A - Zemědělství, lesnictví, rybářství",3553.5790144521
Česko,2023,Přímé náklady - náhrady mzdy,B-E - Průmysl celkem,5111.5001963224
Česko,2023,Přímé náklady - náhrady mzdy,B - Těžba a dobývání,6179.1175123116
Česko,2023,Přímé náklady - náhrady mzdy,C - Zpracovatelský průmysl,5063.5986580102
Česko,2023,Přímé náklady - náhrady mzdy,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",7352.8209833944
Česko,2023,Přímé náklady - náhrady mzdy,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",4234.123034486
Česko,2023,Přímé náklady - náhrady mzdy,F - Stavebnictví,3644.8974947526
Česko,2023,Přímé náklady - náhrady mzdy,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3982.7963257264
Česko,2023,Přímé náklady - náhrady mzdy,H - Doprava a skladování,4277.4445009233
Česko,2023,Přímé náklady - náhrady mzdy,"I - Ubytování, stravování a pohostinství",2273.8947062678
Česko,2023,Přímé náklady - náhrady mzdy,J - Informační a komunikační činnosti,8066.0450610379
Česko,2023,Přímé náklady - náhrady mzdy,K - Peněžnictví a pojišťovnictví,8201.1596245392
Česko,2023,Přímé náklady - náhrady mzdy,L - Činnosti v oblasti nemovitostí,3446.2570733983
Česko,2023,Přímé náklady - náhrady mzdy,"M - Profesní, vědecké a technické činnosti",5243.3820150932
Česko,2023,Přímé náklady - náhrady mzdy,N - Administrativní a podpůrné činnosti,3026.9595139696
Česko,2023,Přímé náklady - náhrady mzdy,O - Veřejná správa a obrana; povinné sociální zabezpečení,4994.3189043362
Česko,2023,Přímé náklady - náhrady mzdy,P - Vzdělávání,6468.5496424221
Česko,2023,Přímé náklady - náhrady mzdy,Q - Zdravotní a sociální péče,4938.1633832883
Česko,2023,Přímé náklady - náhrady mzdy,"R - Kulturní, zábavní a rekreační činnosti",3672.1184027917
Česko,2023,Přímé náklady - náhrady mzdy,S - Ostatní činnosti,3027.2817602776
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,Celkem,4033.3630983355
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"A - Zemědělství, lesnictví, rybářství",2734.9215418734
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,B-E - Průmysl celkem,3913.3251851269
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,B - Těžba a dobývání,4789.1153652825
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,C - Zpracovatelský průmysl,3844.2792267082
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",6244.9482435627
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",3477.8737504833
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,F - Stavebnictví,3012.3955843112
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3453.6263328365
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,H - Doprava a skladování,3454.1625363801
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"I - Ubytování, stravování a pohostinství",1993.3035338124
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,J - Informační a komunikační činnosti,7013.7137264594
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,K - Peněžnictví a pojišťovnictví,6799.2242928937
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,L - Činnosti v oblasti nemovitostí,3005.136700907
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"M - Profesní, vědecké a technické činnosti",4611.3324065148
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,N - Administrativní a podpůrné činnosti,2452.5308248334
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,O - Veřejná správa a obrana; povinné sociální zabezpečení,4256.6340766094
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,P - Vzdělávání,5944.2841261445
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,Q - Zdravotní a sociální péče,4543.1716178442
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,"R - Kulturní, zábavní a rekreační činnosti",3358.4177794526
Česko,2023,Přímé náklady - náhrady mzdy - za dovolenou,S - Ostatní činnosti,2699.8639258995
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,Celkem,101.7300159282
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,"A - Zemědělství, lesnictví, rybářství",21.3068109594
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,B-E - Průmysl celkem,216.6905568498
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,B - Těžba a dobývání,60.3396455837
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,C - Zpracovatelský průmysl,233.5650003659
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",70.3741490424
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",21.2399873731
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,F - Stavebnictví,25.6561973473
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,52.0134923554
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,H - Doprava a skladování,80.1050017077
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,"I - Ubytování, stravování a pohostinství",12.4386527202
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,J - Informační a komunikační činnosti,152.882170306
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,K - Peněžnictví a pojišťovnictví,143.570437214
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,L - Činnosti v oblasti nemovitostí,10.3070691276
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,"M - Profesní, vědecké a technické činnosti",43.0815886124
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,N - Administrativní a podpůrné činnosti,105.3908065131
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,O - Veřejná správa a obrana; povinné sociální zabezpečení,58.0627220304
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,P - Vzdělávání,37.4950970282
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,Q - Zdravotní a sociální péče,27.231796848
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,"R - Kulturní, zábavní a rekreační činnosti",12.5175295662
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnavatele,S - Ostatní činnosti,8.328792656
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,Celkem,305.2023109012
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,"A - Zemědělství, lesnictví, rybářství",219.3894199059
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,B-E - Průmysl celkem,354.4905815456
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,B - Těžba a dobývání,562.1100950609
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,C - Zpracovatelský průmysl,344.3420197461
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",629.821190642
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",307.8210799267
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,F - Stavebnictví,155.3351270108
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,139.6124691612
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,H - Doprava a skladování,283.4402219749
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,"I - Ubytování, stravování a pohostinství",72.1091389618
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,J - Informační a komunikační činnosti,341.3650726866
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,K - Peněžnictví a pojišťovnictví,939.999410743
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,L - Činnosti v oblasti nemovitostí,120.8471641615
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,"M - Profesní, vědecké a technické činnosti",211.4102760436
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,N - Administrativní a podpůrné činnosti,131.5379515843
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,O - Veřejná správa a obrana; povinné sociální zabezpečení,655.4001719343
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,P - Vzdělávání,393.4049269038
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,Q - Zdravotní a sociální péče,266.9068001658
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,"R - Kulturní, zábavní a rekreační činnosti",156.3078899856
Česko,2023,Přímé náklady - náhrady mzdy - při překážkách na straně zaměstnance,S - Ostatní činnosti,90.1851978313
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,Celkem,379.5729152467
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"A - Zemědělství, lesnictví, rybářství",577.9612417135
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,B-E - Průmysl celkem,626.9938728
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,B - Těžba a dobývání,767.5524063844
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,C - Zpracovatelský průmysl,641.4124111899
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",407.6774001473
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",427.1882167029
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,F - Stavebnictví,451.5105860831
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,337.5440313733
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,H - Doprava a skladování,459.7367408606
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"I - Ubytování, stravování a pohostinství",196.0433807734
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,J - Informační a komunikační činnosti,558.0840915859
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,K - Peněžnictví a pojišťovnictví,318.3654836885
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,L - Činnosti v oblasti nemovitostí,309.9661392022
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"M - Profesní, vědecké a technické činnosti",377.5577439224
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,N - Administrativní a podpůrné činnosti,337.4999310388
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,O - Veřejná správa a obrana; povinné sociální zabezpečení,24.2219337621
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,P - Vzdělávání,93.3654923456
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,Q - Zdravotní a sociální péče,100.8531684303
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,"R - Kulturní, zábavní a rekreační činnosti",144.8752037872
Česko,2023,Přímé náklady - náhrady mzdy - za svátky,S - Ostatní činnosti,228.9038438908
Česko,2023,Nepřímé náklady celkem,Celkem,16648.8013476711
Česko,2023,Nepřímé náklady celkem,"A - Zemědělství, lesnictví, rybářství",13353.4496130623
Česko,2023,Nepřímé náklady celkem,B-E - Průmysl celkem,17190.0597923227
Česko,2023,Nepřímé náklady celkem,B - Těžba a dobývání,20487.4210426426
Česko,2023,Nepřímé náklady celkem,C - Zpracovatelský průmysl,16829.424465046
Česko,2023,Nepřímé náklady celkem,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",28902.8334735804
Česko,2023,Nepřímé náklady celkem,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",15670.3950242414
Česko,2023,Nepřímé náklady celkem,F - Stavebnictví,13718.337622533
Česko,2023,Nepřímé náklady celkem,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,15356.2237096333
Česko,2023,Nepřímé náklady celkem,H - Doprava a skladování,15606.648223272
Česko,2023,Nepřímé náklady celkem,"I - Ubytování, stravování a pohostinství",9077.9947080885
Česko,2023,Nepřímé náklady celkem,J - Informační a komunikační činnosti,28521.7056587476
Česko,2023,Nepřímé náklady celkem,K - Peněžnictví a pojišťovnictví,30085.8292740096
Česko,2023,Nepřímé náklady celkem,L - Činnosti v oblasti nemovitostí,13576.8416848495
Česko,2023,Nepřímé náklady celkem,"M - Profesní, vědecké a technické činnosti",19555.3698191716
Česko,2023,Nepřímé náklady celkem,N - Administrativní a podpůrné činnosti,10462.0879141701
Česko,2023,Nepřímé náklady celkem,O - Veřejná správa a obrana; povinné sociální zabezpečení,19558.6577637478
Česko,2023,Nepřímé náklady celkem,P - Vzdělávání,15623.5394233908
Česko,2023,Nepřímé náklady celkem,Q - Zdravotní a sociální péče,17142.0107674748
Česko,2023,Nepřímé náklady celkem,"R - Kulturní, zábavní a rekreační činnosti",13763.9625410558
Česko,2023,Nepřímé náklady celkem,S - Ostatní činnosti,10557.6554995744
Česko,2023,Nepřímé náklady - sociální požitky,Celkem,677.3457695113
Česko,2023,Nepřímé náklady - sociální požitky,"A - Zemědělství, lesnictví, rybářství",814.6915077334
Česko,2023,Nepřímé náklady - sociální požitky,B-E - Průmysl celkem,741.0086879623
Česko,2023,Nepřímé náklady - sociální požitky,B - Těžba a dobývání,1577.4734861355
Česko,2023,Nepřímé náklady - sociální požitky,C - Zpracovatelský průmysl,674.6072843528
Česko,2023,Nepřímé náklady - sociální požitky,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2134.5238094095
Česko,2023,Nepřímé náklady - sociální požitky,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",888.9644997902
Česko,2023,Nepřímé náklady - sociální požitky,F - Stavebnictví,475.9566364362
Česko,2023,Nepřímé náklady - sociální požitky,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,628.4179042239
Česko,2023,Nepřímé náklady - sociální požitky,H - Doprava a skladování,785.9071382659
Česko,2023,Nepřímé náklady - sociální požitky,"I - Ubytování, stravování a pohostinství",261.4651323384
Česko,2023,Nepřímé náklady - sociální požitky,J - Informační a komunikační činnosti,1017.1211351778
Česko,2023,Nepřímé náklady - sociální požitky,K - Peněžnictví a pojišťovnictví,2247.8577941417
Česko,2023,Nepřímé náklady - sociální požitky,L - Činnosti v oblasti nemovitostí,360.2351502914
Česko,2023,Nepřímé náklady - sociální požitky,"M - Profesní, vědecké a technické činnosti",591.7905786979
Česko,2023,Nepřímé náklady - sociální požitky,N - Administrativní a podpůrné činnosti,311.239321268
Česko,2023,Nepřímé náklady - sociální požitky,O - Veřejná správa a obrana; povinné sociální zabezpečení,1328.4118536089
Česko,2023,Nepřímé náklady - sociální požitky,P - Vzdělávání,180.6776787218
Česko,2023,Nepřímé náklady - sociální požitky,Q - Zdravotní a sociální péče,523.3089107866
Česko,2023,Nepřímé náklady - sociální požitky,"R - Kulturní, zábavní a rekreační činnosti",360.35517519
Česko,2023,Nepřímé náklady - sociální požitky,S - Ostatní činnosti,216.1893003516
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Celkem,1.9763207162
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"A - Zemědělství, lesnictví, rybářství",4.7832063499
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,B-E - Průmysl celkem,5.7273845999
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,B - Těžba a dobývání,1.4848e-06
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,C - Zpracovatelský průmysl,6.2878046252
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",7.38562e-05
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",6.89085e-05
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,F - Stavebnictví,0.0011476406
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,0.3711960723
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,H - Doprava a skladování,1.6992426903
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"I - Ubytování, stravování a pohostinství",0.0004376214
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,J - Informační a komunikační činnosti,9.6149e-06
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,K - Peněžnictví a pojišťovnictví,3.43155e-05
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,L - Činnosti v oblasti nemovitostí,7.6809e-05
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"M - Profesní, vědecké a technické činnosti",9.06968e-05
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,N - Administrativní a podpůrné činnosti,8.04675e-05
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,O - Veřejná správa a obrana; povinné sociální zabezpečení,4.365e-07
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,P - Vzdělávání,0.0018214621
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Q - Zdravotní a sociální péče,0.3561048479
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,"R - Kulturní, zábavní a rekreační činnosti",0.5119825995
Česko,2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,S - Ostatní činnosti,0.0173875532
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Celkem,34.4330521169
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,"A - Zemědělství, lesnictví, rybářství",0.054500585
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,B-E - Průmysl celkem,20.230111088
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,B - Těžba a dobývání,0.1323283533
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,C - Zpracovatelský průmysl,22.069856664
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,"D - Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2.9780488429
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,"E - Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",0.8491775864
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,F - Stavebnictví,2.0353253548
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel,3.2988236992
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,H - Doprava a skladování,3.4277366741
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,"I - Ubytování, stravování a pohostinství",0.7546550026
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,J - Informační a komunikační činnosti,12.5828556352
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,K - Peněžnictví a pojišťovnictví,63.2332707812
Česko,2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,L - Činnosti v oblasti nemovitostí,0.1604928822
