Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Čtvrtletí;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2016;103.2607578248
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2015;99.6197464779
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2015;104.0951348485
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2015;103.9983980874
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2015;104.4326094946
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2014;106.6179555011
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2014;106.5648853394
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2014;107.7788562201
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2014;106.1035261482
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2013;110.3319377024
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2013;101.5998423212
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2013;103.9139608806
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2013;102.7031429372
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2012;98.6515135651
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2012;104.9189828731
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2012;106.0534715662
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2012;108.6286962703
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2011;110.465649762
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2011;103.7768383782
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2011;112.7625318851
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2011;112.9757831763
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2010;117.0359667168
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2010;125.6562579123
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2010;104.8169165531
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2010;97.9285518098
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2009;78.8285924362
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2009;73.4016802583
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2009;72.733927422
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2009;75.7643533854
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2008;92.2000886896
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2008;94.8630043122
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2008;110.1524123905
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2008;112.0259826422
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2007;109.3070992884
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2007;119.6845648737
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2007;116.3836376996
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2007;123.7452330748
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2006;126.2358551494
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2006;115.8677881118
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2006;116.6105325057
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2006;122.0157154826
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2005;106.9952584272
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2005;113.313658866
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2005;114.2926233844
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2005;107.3038864918
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2004;121.4090517786
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2004;124.6564483038
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2004;125.058337005
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2004;125.4442951774
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2003;110.9186031162
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2003;112.5716571694
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2003;105.691478606
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2003;102.0474445087
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2002;105.1307800564
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2002;93.7371306969
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2002;98.1995755121
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2002;97.033654317
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2001;100.5915151072
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2001;104.5628837279
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2001;114.9781845762
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2001;129.0351986521
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2025;99.6004724505
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2024;98.381586857
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2024;107.5587456724
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2024;102.3523998765
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2024;108.6563505433
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2023;117.2775866576
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2023;108.3357476285
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2023;124.2757072868
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2023;132.7043425234
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2022;128.2677652914
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2022;140.200769462
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2022;102.7215341863
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2022;87.5617109454
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2021;81.5530826451
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2021;78.8049343479
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2021;172.1259815032
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2021;115.6889978572
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2020;114.4579258922
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2020;102.7226945593
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2020;56.8735766443
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2020;91.8654049442
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2019;96.2228493243
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2019;105.2385401491
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2019;103.6356594448
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2019;100.4083877632
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2018;105.1309052241
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2018;99.6204786257
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2018;99.4501001869
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2018;98.0218144186
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2017;104.8012911498
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2017;105.9725922433
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2017;109.0469221612
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2017;108.2118427544
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2016;105.544358678
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2016;105.697445731
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2016;110.821495314
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2016;114.2897989206
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2015;112.9386339161
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2015;113.6126577244
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2015;113.1664170528
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2015;109.5612218038
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2014;114.2050751159
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2014;118.8415351978
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2014;120.0463870179
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2014;128.0730227794
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2013;114.1511300753
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2013;104.9952694285
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2013;95.8475603032
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2013;86.1165562403
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2012;93.0625689703
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2012;99.5483755651
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2012;107.5841017943
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2012;113.5309042578
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2011;117.4056659904
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2011;118.0270803963
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2011;116.1516267521
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2011;120.9956775568
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2010;117.1126806986
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2010;110.8801032741
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2010;113.8699556073
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2010;128.3823114562
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2009;116.3610707546
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2009;100.127238339
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2009;87.3589127191
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2009;70.8131722789
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2008;72.9704370661
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2008;87.4087818822
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2008;97.0308181271
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2008;103.0336430097
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2007;114.8260200829
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2007;114.4940515182
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2007;114.5613277902
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2007;113.1609872047
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2006;107.8922308617
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2006;111.4552617252
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2006;114.164746382
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2006;125.0025296888
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2005;121.8610866091
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2005;119.3154471473
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2005;115.7671083839
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2005;113.2802220978
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2004;116.2721413772
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2004;115.3543607769
