Roky,Území,Ukazatel,value
2022,Česko,Podíl obyvatel zásobovaných vodou z vodovodů (%),95.6
2022,Česko,Voda vyrobená (tis. m³),584300.0
2022,Česko,Voda fakturovaná (tis. m³),478100.0
2022,Česko,Voda fakturovaná domácnostem (tis. m³),328746.0
2022,Česko,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),87.3
2022,Česko,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),452997.0
2022,Česko,Podíl čištěných odpadních vod (%),97.7
2022,Česko,Podíl ztrát z vody vyrobené určené k realizaci (%),14.7
2022,Hlavní město Praha,Podíl obyvatel zásobovaných vodou z vodovodů (%),100.0
2022,Hlavní město Praha,Voda vyrobená (tis. m³),102014.0
2022,Hlavní město Praha,Voda fakturovaná (tis. m³),76117.0
2022,Hlavní město Praha,Voda fakturovaná domácnostem (tis. m³),52030.0
2022,Hlavní město Praha,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),99.6
2022,Hlavní město Praha,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),76272.0
2022,Hlavní město Praha,Podíl čištěných odpadních vod (%),100.0
2022,Hlavní město Praha,Podíl ztrát z vody vyrobené určené k realizaci (%),15.9
2022,Středočeský kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),88.4
2022,Středočeský kraj,Voda vyrobená (tis. m³),56818.0
2022,Středočeský kraj,Voda fakturovaná (tis. m³),55618.0
2022,Středočeský kraj,Voda fakturovaná domácnostem (tis. m³),39157.0
2022,Středočeský kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),77.9
2022,Středočeský kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),53167.0
2022,Středočeský kraj,Podíl čištěných odpadních vod (%),99.9
2022,Středočeský kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),12.3
2022,Jihočeský kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),91.3
2022,Jihočeský kraj,Voda vyrobená (tis. m³),34014.0
2022,Jihočeský kraj,Voda fakturovaná (tis. m³),26470.0
2022,Jihočeský kraj,Voda fakturovaná domácnostem (tis. m³),17035.0
2022,Jihočeský kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),86.1
2022,Jihočeský kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),27396.0
2022,Jihočeský kraj,Podíl čištěných odpadních vod (%),96.4
2022,Jihočeský kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),15.2
2022,Plzeňský kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),87.5
2022,Plzeňský kraj,Voda vyrobená (tis. m³),29959.0
2022,Plzeňský kraj,Voda fakturovaná (tis. m³),24968.0
2022,Plzeňský kraj,Voda fakturovaná domácnostem (tis. m³),16070.0
2022,Plzeňský kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),87.4
2022,Plzeňský kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),26316.0
2022,Plzeňský kraj,Podíl čištěných odpadních vod (%),95.4
2022,Plzeňský kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),14.7
2022,Karlovarský kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),100.0
2022,Karlovarský kraj,Voda vyrobená (tis. m³),18644.0
2022,Karlovarský kraj,Voda fakturovaná (tis. m³),13802.0
2022,Karlovarský kraj,Voda fakturovaná domácnostem (tis. m³),9197.0
2022,Karlovarský kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),100.0
2022,Karlovarský kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),13401.0
2022,Karlovarský kraj,Podíl čištěných odpadních vod (%),99.9
2022,Karlovarský kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),14.9
2022,Ústecký kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),97.9
2022,Ústecký kraj,Voda vyrobená (tis. m³),46299.0
2022,Ústecký kraj,Voda fakturovaná (tis. m³),36579.0
2022,Ústecký kraj,Voda fakturovaná domácnostem (tis. m³),26212.0
2022,Ústecký kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),86.7
2022,Ústecký kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),30957.0
2022,Ústecký kraj,Podíl čištěných odpadních vod (%),98.6
2022,Ústecký kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),21.7
2022,Liberecký kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),93.1
2022,Liberecký kraj,Voda vyrobená (tis. m³),25368.0
2022,Liberecký kraj,Voda fakturovaná (tis. m³),19020.0
2022,Liberecký kraj,Voda fakturovaná domácnostem (tis. m³),13034.0
2022,Liberecký kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),73.4
2022,Liberecký kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),14632.0
2022,Liberecký kraj,Podíl čištěných odpadních vod (%),98.4
2022,Liberecký kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),20.4
2022,Královéhradecký kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),97.1
2022,Královéhradecký kraj,Voda vyrobená (tis. m³),30312.0
2022,Královéhradecký kraj,Voda fakturovaná (tis. m³),23399.0
2022,Královéhradecký kraj,Voda fakturovaná domácnostem (tis. m³),15856.0
2022,Královéhradecký kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),81.1
2022,Královéhradecký kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),20756.0
2022,Královéhradecký kraj,Podíl čištěných odpadních vod (%),95.8
2022,Královéhradecký kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),19.1
2022,Pardubický kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),99.0
2022,Pardubický kraj,Voda vyrobená (tis. m³),26514.0
2022,Pardubický kraj,Voda fakturovaná (tis. m³),22248.0
2022,Pardubický kraj,Voda fakturovaná domácnostem (tis. m³),14667.0
2022,Pardubický kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),78.6
2022,Pardubický kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),18359.0
2022,Pardubický kraj,Podíl čištěných odpadních vod (%),98.8
2022,Pardubický kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),14.5
2022,Kraj Vysočina,Podíl obyvatel zásobovaných vodou z vodovodů (%),96.6
2022,Kraj Vysočina,Voda vyrobená (tis. m³),23962.0
2022,Kraj Vysočina,Voda fakturovaná (tis. m³),21209.0
2022,Kraj Vysočina,Voda fakturovaná domácnostem (tis. m³),14410.0
2022,Kraj Vysočina,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),87.7
2022,Kraj Vysočina,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),18936.0
2022,Kraj Vysočina,Podíl čištěných odpadních vod (%),92.2
2022,Kraj Vysočina,Podíl ztrát z vody vyrobené určené k realizaci (%),13.3
2022,Jihomoravský kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),96.7
2022,Jihomoravský kraj,Voda vyrobená (tis. m³),63117.0
2022,Jihomoravský kraj,Voda fakturovaná (tis. m³),55483.0
2022,Jihomoravský kraj,Voda fakturovaná domácnostem (tis. m³),38580.0
2022,Jihomoravský kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),92.0
2022,Jihomoravský kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),53273.0
2022,Jihomoravský kraj,Podíl čištěných odpadních vod (%),99.0
2022,Jihomoravský kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),10.0
2022,Olomoucký kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),95.5
2022,Olomoucký kraj,Voda vyrobená (tis. m³),28538.0
2022,Olomoucký kraj,Voda fakturovaná (tis. m³),25870.0
2022,Olomoucký kraj,Voda fakturovaná domácnostem (tis. m³),18155.0
2022,Olomoucký kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),87.3
2022,Olomoucký kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),28055.0
2022,Olomoucký kraj,Podíl čištěných odpadních vod (%),97.9
2022,Olomoucký kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),13.4
2022,Zlínský kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),97.2
2022,Zlínský kraj,Voda vyrobená (tis. m³),28105.0
2022,Zlínský kraj,Voda fakturovaná (tis. m³),22592.0
2022,Zlínský kraj,Voda fakturovaná domácnostem (tis. m³),15678.0
2022,Zlínský kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),97.1
2022,Zlínský kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),25800.0
2022,Zlínský kraj,Podíl čištěných odpadních vod (%),93.3
2022,Zlínský kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),16.2
2022,Moravskoslezský kraj,Podíl obyvatel zásobovaných vodou z vodovodů (%),99.7
2022,Moravskoslezský kraj,Voda vyrobená (tis. m³),70636.0
2022,Moravskoslezský kraj,Voda fakturovaná (tis. m³),54725.0
2022,Moravskoslezský kraj,Voda fakturovaná domácnostem (tis. m³),38665.0
2022,Moravskoslezský kraj,Podíl obyvatel bydlících v domech napojených na kanalizaci (%),85.0
2022,Moravskoslezský kraj,Vypouštěné odpadní vody do kanalizace bez zpoplat. srážkových vod (tis. m³),45677.0
2022,Moravskoslezský kraj,Podíl čištěných odpadních vod (%),95.1
2022,Moravskoslezský kraj,Podíl ztrát z vody vyrobené určené k realizaci (%),10.5
