Ukazatel,Typ indexu,Území,Klasifikace stavebních děl,Čtvrtletí,value
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2012,99.5
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2012,99.2
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2013,98.7
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2013,98.7
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2013,99.1
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2014,99.8
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2014,100.4
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2014,100.8
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2014,101.1
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2015,101.0
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2015,101.3
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2015,101.2
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2015,101.3
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2016,101.2
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2016,101.2
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2017,101.4
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2017,101.8
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2017,101.9
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2017,102.6
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2018,103.1
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2018,103.4
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2018,104.2
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2018,104.3
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2019,104.7
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2019,104.9
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2019,104.7
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2019,104.6
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2020,104.2
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2020,103.7
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2020,103.1
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2020,102.5
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2021,102.4
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2021,104.2
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2021,107.5
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2021,109.7
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2022,113.3
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2022,115.0
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2022,113.3
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2022,112.4
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2023,109.3
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2023,105.8
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2023,103.5
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2023,102.3
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2024,101.1
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2024,100.9
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,3. čtvrtletí 2024,101.6
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,4. čtvrtletí 2024,101.8
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,1. čtvrtletí 2025,102.8
Index cen stavebních děl,Meziroční index,Česko,111 Budovy jednobytové,2. čtvrtletí 2025,103.0
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2004,102.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2004,103.9
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2004,104.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2004,104.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2005,104.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2005,102.8
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2005,102.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2005,102.5
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2006,102.5
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2006,102.9
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2006,103.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2006,103.5
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2007,104.1
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2007,104.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2007,105.0
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2007,105.5
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2008,105.5
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2008,105.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2008,104.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2008,103.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2009,102.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2009,101.0
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2009,100.1
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2009,99.8
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2010,99.8
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2010,99.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2010,99.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2010,99.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2011,99.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2012,99.5
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2012,99.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2013,98.7
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2013,98.7
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2013,99.1
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2014,99.8
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2014,100.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2014,100.8
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2014,101.1
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2015,101.0
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2015,101.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2015,101.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2015,101.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2016,101.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2016,101.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2017,101.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2017,101.8
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2017,101.9
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2017,102.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2018,103.1
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2018,103.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2018,104.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2018,104.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2019,104.7
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2019,104.9
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2019,104.7
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2019,104.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2020,104.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2020,103.7
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2020,103.1
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2020,102.5
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2021,102.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2021,104.2
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2021,107.5
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2021,109.7
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2022,113.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2022,115.0
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2022,113.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2022,112.4
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2023,109.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2023,105.8
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2023,103.5
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2023,102.3
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2024,101.1
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2024,100.9
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,3. čtvrtletí 2024,101.6
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,4. čtvrtletí 2024,101.8
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,1. čtvrtletí 2025,102.8
Index cen stavebních děl,Meziroční index,Česko,1110 Budovy jednobytové,2. čtvrtletí 2025,103.0
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,1. čtvrtletí 2004,102.5
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,2. čtvrtletí 2004,103.8
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,3. čtvrtletí 2004,104.1
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,4. čtvrtletí 2004,104.1
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,1. čtvrtletí 2005,104.0
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,2. čtvrtletí 2005,102.6
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,3. čtvrtletí 2005,102.2
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,4. čtvrtletí 2005,102.2
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,1. čtvrtletí 2006,102.2
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,2. čtvrtletí 2006,102.7
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,3. čtvrtletí 2006,103.2
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,4. čtvrtletí 2006,103.3
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,1. čtvrtletí 2007,103.8
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,2. čtvrtletí 2007,104.0
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,3. čtvrtletí 2007,104.5
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,4. čtvrtletí 2007,104.6
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,1. čtvrtletí 2008,104.9
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,2. čtvrtletí 2008,105.0
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,3. čtvrtletí 2008,104.3
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,4. čtvrtletí 2008,103.6
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,1. čtvrtletí 2009,102.3
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,2. čtvrtletí 2009,101.0
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,3. čtvrtletí 2009,100.1
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,4. čtvrtletí 2009,99.7
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,1. čtvrtletí 2010,99.6
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,2. čtvrtletí 2010,99.2
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,3. čtvrtletí 2010,99.2
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,4. čtvrtletí 2010,99.2
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,1. čtvrtletí 2011,99.3
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,2. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,3. čtvrtletí 2011,99.7
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,4. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,112 Budovy dvou a vícebytové,1. čtvrtletí 2012,99.6
