Území;Ukazatel;Typ indexu;Očištění;Typ ceny;CZ NACE;Měsíce;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;listopad 2017;105.6710544543
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;prosinec 2017;102.6964673335
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;leden 2018;94.1952906274
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;únor 2018;98.5984591033
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;březen 2018;94.7400718755
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;duben 2018;91.1904016928
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;květen 2018;109.1136535957
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červen 2018;115.3919186092
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červenec 2018;114.0649474979
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;srpen 2018;111.940752762
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;září 2018;112.6623821798
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;říjen 2018;114.0487017946
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;listopad 2018;128.209950651
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;prosinec 2018;102.2376842275
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;leden 2019;118.5629157793
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;únor 2019;96.1937134925
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;březen 2019;104.144141509
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;duben 2019;108.0486100471
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;květen 2019;100.1159379941
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červen 2019;104.6563110393
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červenec 2019;90.8511677855
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;srpen 2019;94.2432933903
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;září 2019;95.5286541884
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;říjen 2019;103.8849767758
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;listopad 2019;81.8351178467
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;prosinec 2019;100.8941650625
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;leden 2020;87.2705957417
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;únor 2020;77.8008005972
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;březen 2020;56.0896389018
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;duben 2020;15.6372514003
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;květen 2020;13.8727797397
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červen 2020;10.9052984102
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červenec 2020;24.7283790501
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;srpen 2020;27.0145084299
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;září 2020;22.8273935204
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;říjen 2020;21.69044723
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;listopad 2020;28.9951819098
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;prosinec 2020;31.353149329
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;leden 2021;33.0488729606
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;únor 2021;40.4776887081
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;březen 2021;57.4673072834
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;duben 2021;162.7868968028
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;květen 2021;193.2255101325
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červen 2021;306.5290782595
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červenec 2021;197.7844787865
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;srpen 2021;185.6053494346
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;září 2021;203.1460597374
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;říjen 2021;225.1611788882
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;listopad 2021;192.2885321442
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;prosinec 2021;175.5883341809
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;leden 2022;164.7534089726
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;únor 2022;191.2612049231
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;březen 2022;224.5503642103
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;duben 2022;241.8558704353
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;květen 2022;267.1981983674
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červen 2022;226.6074809826
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červenec 2022;195.2299261516
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;srpen 2022;187.7125299221
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;září 2022;180.1937987779
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;říjen 2022;167.9795335963
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;listopad 2022;137.0964237962
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;prosinec 2022;142.5823931019
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;leden 2023;140.9163977733
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;únor 2023;130.7308897797
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;březen 2023;117.5978923819
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;duben 2023;119.0293742281
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;květen 2023;111.6999041898
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červen 2023;105.4311146795
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červenec 2023;95.4617740088
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;srpen 2023;97.6432545397
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;září 2023;108.6056084604
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;říjen 2023;107.0089520477
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;listopad 2023;104.172063758
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;prosinec 2023;79.9906722396
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;leden 2024;108.2953247137
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;únor 2024;126.2003071508
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;březen 2024;130.0333879074
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;duben 2024;113.6496391122
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;květen 2024;116.6158107351
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červen 2024;123.9456864017
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;červenec 2024;120.5326751895
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;srpen 2024;123.2271191803
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;září 2024;121.1654387629
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;říjen 2024;119.2260705523
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;listopad 2024;114.9870455948
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;prosinec 2024;139.6276634346
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;leden 2025;116.0538880912
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;únor 2025;97.0005859027
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;51 Letecká doprava;březen 2025;93.1463745628
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;září 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2001;132.6435539126
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2001;125.3307354849
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2001;125.6718704311
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2001;132.0832552838
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2001;118.0612148276
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2001;109.3590366786
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2001;111.1776630818
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2001;121.1243544053
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;září 2001;101.8267489062
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2001;110.0595690828
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2001;115.6010637523
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2001;107.6321493016
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2002;113.2267357324
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2002;102.2333278334
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2002;113.5673796761
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2002;106.2890250092
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2002;102.0004949824
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2002;98.4816701414
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2002;99.8739738881
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2002;87.7370882117
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;září 2002;106.7452008905
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2002;106.0829918743
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2002;102.9914169884
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2002;110.9570509181
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2003;104.41128367
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2003;120.4172041552
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2003;108.9252485668
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2003;104.8552812013
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2003;104.9771159288
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2003;123.0807165574
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2003;119.0502059125
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2003;109.7002855724
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;září 2003;118.5741014721
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2003;114.3810660691
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2003;107.8983947728
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2003;124.9160735324
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2004;109.0226159172
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2004;111.9338571014
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2004;125.7173531537
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2004;137.5432286091
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2004;112.754108544
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2004;117.215763302
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2004;109.9396079793
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2004;116.8644956936
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;září 2004;114.8867905961
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2004;102.9638465292
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2004;117.4050542442
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2004;92.4508220102
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2005;115.3244263823
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2005;94.9753992222
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2005;97.2543009884
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2005;89.5482221352
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2005;101.9677532124
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2005;100.2116303324
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2005;106.5347319628
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2005;99.4431421043
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;září 2005;96.950295359
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2005;96.8999487826
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2005;101.13751953
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2005;110.5505341689
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2006;113.7029908874
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2006;114.0985832924
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2006;112.0054652003
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2006;104.0334452061
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2006;116.2009334096
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2006;107.6823551019
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2006;104.4774771607
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2006;115.4225398087
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;září 2006;113.0519308551
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2006;128.4731419524
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2006;118.0711058244
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2006;117.1474830653
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2007;122.3598534888
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2007;127.8212808671
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2007;118.7928232929
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2007;124.5071652854
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2007;117.0585040572
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2007;114.3366203676
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2007;111.4570401828
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2007;114.1780189658
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;září 2007;117.5770361433
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2007;123.4628795381
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2007;113.4943288673
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2007;108.9424857597
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;leden 2008;103.0140573319
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;únor 2008;113.2803027856
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;březen 2008;98.5101275011
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;duben 2008;116.2124830697
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;květen 2008;106.0305129019
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červen 2008;112.4701607406
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;červenec 2008;125.7427098082
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;srpen 2008;107.1362317166
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;září 2008;112.6755125207
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;říjen 2008;89.2820204126
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;listopad 2008;100.0803198993
Česko;Index tržeb bez DPH  (%);Meziroční index;Bez očištění;Běžné ceny;52 Skladování a vedlejší činnosti v dopravě;prosinec 2008;101.2557260935
