Typ indexu;Ukazatel;Očištění;Území;CZ NACE;Čtvrtletí;value
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);2. čtvrtletí 2022;109.3776325239
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);3. čtvrtletí 2022;104.8615505911
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);4. čtvrtletí 2022;102.1417753844
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);1. čtvrtletí 2023;101.2052892613
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);2. čtvrtletí 2023;97.1119182062
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);3. čtvrtletí 2023;94.6001389744
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);4. čtvrtletí 2023;96.7274148568
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);1. čtvrtletí 2024;99.6045147553
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);2. čtvrtletí 2024;102.9031437517
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);3. čtvrtletí 2024;103.8411793773
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);4. čtvrtletí 2024;101.9277029102
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75);1. čtvrtletí 2025;102.5746758736
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2015;101.2635631194
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2015;101.5801589149
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2015;102.3270808314
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2015;101.1666599205
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2016;100.0593311171
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2016;100.2191451623
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2016;99.5769547393
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2016;101.8521867156
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2017;105.6251044498
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2017;100.514096604
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2017;100.5605882322
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2017;101.3946302085
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2018;103.1115013728
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2018;105.1078749711
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2018;104.2809140552
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2018;101.7431475884
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2019;98.5194889262
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2019;99.290474678
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2019;102.6494200163
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2019;98.6124674797
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2020;93.2661031071
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2020;72.6491975619
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2020;82.9591884941
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2020;87.6330645936
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2021;91.042926512
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2021;122.1644692022
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2021;108.6574356574
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2021;112.4719833632
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2022;118.0957338078
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2022;115.344195433
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2022;110.1902366279
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2022;102.618307742
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2023;96.8332139633
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2023;89.6047895991
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2023;89.0680015265
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2023;91.0276134584
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2024;98.2122726594
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;2. čtvrtletí 2024;104.5024724701
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;3. čtvrtletí 2024;107.3658491494
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;4. čtvrtletí 2024;105.7122043687
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ;1. čtvrtletí 2025;102.5820635007
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2015;104.5774395542
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2015;104.405961068
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2015;104.623578703
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2015;102.1098197481
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2016;99.9065981933
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2016;99.5966834617
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2016;99.3635279649
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2016;100.9489105299
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2017;105.7626687522
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2017;99.9046628834
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2017;99.5135247746
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2017;99.708251587
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2018;102.6180585471
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2018;104.6811998113
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2018;105.2025242369
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2018;102.9103293123
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2019;98.0314994778
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2019;100.1602594074
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2019;101.0425935181
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2019;100.0398104244
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2020;92.5901452061
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2020;70.8411618462
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2020;84.4500397706
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2020;84.7955950736
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2021;86.3063718354
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2021;120.4442425774
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2021;105.0797234031
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2021;110.9949020516
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2022;122.7229678435
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2022;116.0712545753
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2022;107.5025683122
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2022;103.5597672995
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2023;95.2054980798
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2023;88.3822091811
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2023;88.2134875949
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2023;90.0671357583
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2024;97.5326632937
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;2. čtvrtletí 2024;104.2138567
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;3. čtvrtletí 2024;105.8844400095
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;4. čtvrtletí 2024;104.5459079967
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;49 Pozemní a potrubní doprava;1. čtvrtletí 2025;102.1435738056
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;1. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;2. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;3. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;4. čtvrtletí 2014;
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;1. čtvrtletí 2015;106.4823196144
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;2. čtvrtletí 2015;102.2057017812
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;3. čtvrtletí 2015;89.1646936298
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;4. čtvrtletí 2015;81.7116771987
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;1. čtvrtletí 2016;96.8188781704
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;2. čtvrtletí 2016;102.8595339564
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;3. čtvrtletí 2016;109.8195913347
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;4. čtvrtletí 2016;108.3930053194
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;1. čtvrtletí 2017;98.6054500679
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;2. čtvrtletí 2017;101.4589039933
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;3. čtvrtletí 2017;101.3707201381
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;4. čtvrtletí 2017;93.7980023393
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;1. čtvrtletí 2018;101.4765885668
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;2. čtvrtletí 2018;123.6987521473
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;3. čtvrtletí 2018;112.0428312274
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;4. čtvrtletí 2018;126.877128271
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;1. čtvrtletí 2019;152.1383329663
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;2. čtvrtletí 2019;89.8318134784
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;3. čtvrtletí 2019;102.539907816
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;4. čtvrtletí 2019;99.4440630867
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;1. čtvrtletí 2020;75.9354655907
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;2. čtvrtletí 2020;52.3527167239
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;3. čtvrtletí 2020;59.0400704972
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;4. čtvrtletí 2020;64.7856643756
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;1. čtvrtletí 2021;76.7569903857
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;2. čtvrtletí 2021;100.1882027933
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;3. čtvrtletí 2021;126.3569137838
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;4. čtvrtletí 2021;104.5709548468
Meziroční index;Index produkce služeb - stálé ceny (%);Bez očištění;Česko;50 Vodní doprava;1. čtvrtletí 2022;92.1651470872
