Roky;Území;Ukazatel;value
2023;Hlavní město Praha;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;27425
2023;Hlavní město Praha;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;24760
2023;Středočeský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;31620
2023;Středočeský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;28953
2023;Jihočeský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;14022
2023;Jihočeský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;12751
2023;Plzeňský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;12250
2023;Plzeňský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;11187
2023;Karlovarský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;8910
2023;Karlovarský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;8209
2023;Ústecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;31846
2023;Ústecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;29304
2023;Liberecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;12485
2023;Liberecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;11109
2023;Královéhradecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;12032
2023;Královéhradecký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;10979
2023;Pardubický kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;11038
2023;Pardubický kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;10325
2023;Kraj Vysočina;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;10773
2023;Kraj Vysočina;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;9875
2023;Jihomoravský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;36308
2023;Jihomoravský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;33577
2023;Olomoucký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;16108
2023;Olomoucký kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;15083
2023;Zlínský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;11498
2023;Zlínský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;10510
2023;Moravskoslezský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - celkem;42912
2023;Moravskoslezský kraj;Uchazeči o zaměstnání v evidenci úřadu práce - dosažitelní;39642
