Území;Ukazatel;Typ indexu;Typ zakázek;Vybraná odvětví průmyslu;Čtvrtletí;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2011;132.4605774203
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2010;145.5671866005
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2010;143.1889132305
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2010;157.6762589125
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2010;102.4516411362
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2009;71.404035741
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2009;56.9094041634
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2009;47.3413713395
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2009;64.7949222203
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2008;85.5952628468
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2008;103.1655597504
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2008;123.6274512812
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2008;113.1105845802
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2007;90.3019430576
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2007;105.0868476221
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2007;86.5486688308
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2007;101.0163505629
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2006;122.1429673577
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2006;105.9885368972
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2006;121.2520127267
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2006;94.1127697204
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2005;88.3708873264
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2005;88.0865569941
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2005;82.4863666288
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2005;125.0418840806
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2004;144.1709923398
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2004;149.1923764171
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2004;147.6324488856
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2004;110.5264589703
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2003;105.144979587
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2003;117.3159951625
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2003;125.9807769181
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2003;124.0209138712
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2002;120.0323197043
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2002;92.6245612198
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2002;84.4358254738
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2002;83.9878883754
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2001;87.2225394903
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2001;99.152075736
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2001;112.2986872901
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2001;94.9519597591
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;"24 Výroba základních kovů, hutní zpracování kovů; slévárenství";1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2025;104.254971072
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2024;102.0508959846
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2024;102.2257305328
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2024;98.511167027
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2024;99.2316621028
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2023;94.8565422409
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2023;93.5749893985
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2023;93.3460821486
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2023;96.8879460881
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2022;108.4557897945
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2022;114.6114229641
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2022;122.0134074841
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2022;120.9552129901
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2021;113.7177293609
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2021;121.7319513201
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2021;134.8140076223
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2021;113.7404742462
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2020;104.3408510198
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2020;96.6997433011
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2020;82.0075393235
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2020;92.6429790356
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2019;98.3585379274
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2019;99.304466803
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2019;101.7430800019
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2019;105.1216943493
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2018;106.1179398137
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2018;106.5096558086
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2018;108.2581388797
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2018;109.321237
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2017;110.7495835841
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2017;110.0608790959
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2017;108.5660838394
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2017;105.4108429845
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2016;103.8342626125
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2016;101.811923993
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2016;101.8178615994
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2016;101.6594118143
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2015;104.1127986132
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2015;107.6979385197
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2015;109.2089781771
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2015;110.9162281027
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2014;104.6855367504
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2014;105.0351788621
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2014;107.8217586423
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2014;113.6492391625
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2013;109.8007997786
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2013;105.1584393899
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2013;104.4677219699
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2013;98.8546121494
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2012;100.890005002
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2012;103.373511668
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2012;100.1632629241
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2012;104.6210187185
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2011;101.4856550353
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2011;105.7185201051
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2011;110.8781331505
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2011;110.3203090347
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2010;120.5315463354
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2010;114.3906895859
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2010;108.8394233407
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2010;106.6506206836
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2009;77.1542753455
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2009;80.5551567657
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2009;74.1618622843
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2009;67.1645280174
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2008;104.5867835547
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2008;102.9134089564
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2008;113.9897188245
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2008;124.0699389803
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2007;107.991528915
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2007;99.6585931688
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2007;107.3825521614
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2007;118.1710743022
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2006;113.3689243894
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2006;125.9044875066
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2006;119.3149481863
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2006;113.2931613822
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2005;110.7639728667
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2005;110.012319682
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2005;103.9437694699
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2005;99.3923447927
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2004;127.118711673
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2004;123.5135884764
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2004;122.2760035653
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2004;127.4554641276
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2003;104.3634189253
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2003;102.6416782393
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2003;105.6047201736
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2003;103.930522831
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2002;89.3246364697
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;3. čtvrtletí 2002;108.2185903987
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;2. čtvrtletí 2002;102.4684337336
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;1. čtvrtletí 2002;97.6006836761
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení;4. čtvrtletí 2001;101.0529047353
