Území;Ukazatel;Měsíce;Věkové skupiny (roky);value
Česko;Zemřelí;červen 2018;65-74;2054
Česko;Zemřelí;červen 2018;75-84;2251
Česko;Zemřelí;červen 2018;85 a více;2450
Česko;Zemřelí;květen 2018;celkem;8814
Česko;Zemřelí;květen 2018;0-14;35
Česko;Zemřelí;květen 2018;15-44;256
Česko;Zemřelí;květen 2018;45-64;1268
Česko;Zemřelí;květen 2018;65-74;2118
Česko;Zemřelí;květen 2018;75-84;2489
Česko;Zemřelí;květen 2018;85 a více;2648
Česko;Zemřelí;duben 2018;celkem;9314
Česko;Zemřelí;duben 2018;0-14;28
Česko;Zemřelí;duben 2018;15-44;259
Česko;Zemřelí;duben 2018;45-64;1333
Česko;Zemřelí;duben 2018;65-74;2227
Česko;Zemřelí;duben 2018;75-84;2610
Česko;Zemřelí;duben 2018;85 a více;2857
Česko;Zemřelí;březen 2018;celkem;12053
Česko;Zemřelí;březen 2018;0-14;56
Česko;Zemřelí;březen 2018;15-44;294
Česko;Zemřelí;březen 2018;45-64;1557
Česko;Zemřelí;březen 2018;65-74;2862
Česko;Zemřelí;březen 2018;75-84;3431
Česko;Zemřelí;březen 2018;85 a více;3853
Česko;Zemřelí;únor 2018;celkem;10212
Česko;Zemřelí;únor 2018;0-14;44
Česko;Zemřelí;únor 2018;15-44;262
Česko;Zemřelí;únor 2018;45-64;1410
Česko;Zemřelí;únor 2018;65-74;2446
Česko;Zemřelí;únor 2018;75-84;2912
Česko;Zemřelí;únor 2018;85 a více;3138
Česko;Zemřelí;leden 2018;celkem;9639
Česko;Zemřelí;leden 2018;0-14;36
Česko;Zemřelí;leden 2018;15-44;286
Česko;Zemřelí;leden 2018;45-64;1441
Česko;Zemřelí;leden 2018;65-74;2322
Česko;Zemřelí;leden 2018;75-84;2657
Česko;Zemřelí;leden 2018;85 a více;2897
Česko;Zemřelí;prosinec 2017;celkem;9483
Česko;Zemřelí;prosinec 2017;0-14;38
Česko;Zemřelí;prosinec 2017;15-44;266
Česko;Zemřelí;prosinec 2017;45-64;1369
Česko;Zemřelí;prosinec 2017;65-74;2276
Česko;Zemřelí;prosinec 2017;75-84;2699
Česko;Zemřelí;prosinec 2017;85 a více;2835
Česko;Zemřelí;listopad 2017;celkem;8857
Česko;Zemřelí;listopad 2017;0-14;43
Česko;Zemřelí;listopad 2017;15-44;261
Česko;Zemřelí;listopad 2017;45-64;1266
Česko;Zemřelí;listopad 2017;65-74;2198
Česko;Zemřelí;listopad 2017;75-84;2438
Česko;Zemřelí;listopad 2017;85 a více;2651
Česko;Zemřelí;říjen 2017;celkem;9410
Česko;Zemřelí;říjen 2017;0-14;39
Česko;Zemřelí;říjen 2017;15-44;262
Česko;Zemřelí;říjen 2017;45-64;1387
Česko;Zemřelí;říjen 2017;65-74;2253
Česko;Zemřelí;říjen 2017;75-84;2645
Česko;Zemřelí;říjen 2017;85 a více;2824
Česko;Zemřelí;září 2017;celkem;8583
Česko;Zemřelí;září 2017;0-14;51
Česko;Zemřelí;září 2017;15-44;258
Česko;Zemřelí;září 2017;45-64;1301
Česko;Zemřelí;září 2017;65-74;2062
Česko;Zemřelí;září 2017;75-84;2342
Česko;Zemřelí;září 2017;85 a více;2569
Česko;Zemřelí;srpen 2017;celkem;8655
Česko;Zemřelí;srpen 2017;0-14;36
Česko;Zemřelí;srpen 2017;15-44;282
Česko;Zemřelí;srpen 2017;45-64;1270
Česko;Zemřelí;srpen 2017;65-74;2012
Česko;Zemřelí;srpen 2017;75-84;2428
Česko;Zemřelí;srpen 2017;85 a více;2627
Česko;Zemřelí;červenec 2017;celkem;8367
Česko;Zemřelí;červenec 2017;0-14;43
Česko;Zemřelí;červenec 2017;15-44;290
Česko;Zemřelí;červenec 2017;45-64;1302
Česko;Zemřelí;červenec 2017;65-74;2035
Česko;Zemřelí;červenec 2017;75-84;2313
Česko;Zemřelí;červenec 2017;85 a více;2384
Česko;Zemřelí;červen 2017;celkem;8399
Česko;Zemřelí;červen 2017;0-14;39
Česko;Zemřelí;červen 2017;15-44;267
Česko;Zemřelí;červen 2017;45-64;1283
Česko;Zemřelí;červen 2017;65-74;2101
Česko;Zemřelí;červen 2017;75-84;2271
Česko;Zemřelí;červen 2017;85 a více;2438
Česko;Zemřelí;květen 2017;celkem;8921
Česko;Zemřelí;květen 2017;0-14;37
Česko;Zemřelí;květen 2017;15-44;242
Česko;Zemřelí;květen 2017;45-64;1361
Česko;Zemřelí;květen 2017;65-74;2149
Česko;Zemřelí;květen 2017;75-84;2536
Česko;Zemřelí;květen 2017;85 a více;2596
Česko;Zemřelí;duben 2017;celkem;8751
Česko;Zemřelí;duben 2017;0-14;36
Česko;Zemřelí;duben 2017;15-44;242
Česko;Zemřelí;duben 2017;45-64;1346
Česko;Zemřelí;duben 2017;65-74;2014
Česko;Zemřelí;duben 2017;75-84;2456
Česko;Zemřelí;duben 2017;85 a více;2657
Česko;Zemřelí;březen 2017;celkem;9649
Česko;Zemřelí;březen 2017;0-14;26
Česko;Zemřelí;březen 2017;15-44;253
Česko;Zemřelí;březen 2017;45-64;1425
Česko;Zemřelí;březen 2017;65-74;2321
Česko;Zemřelí;březen 2017;75-84;2712
Česko;Zemřelí;březen 2017;85 a více;2912
Česko;Zemřelí;únor 2017;celkem;10009
Česko;Zemřelí;únor 2017;0-14;40
Česko;Zemřelí;únor 2017;15-44;224
Česko;Zemřelí;únor 2017;45-64;1328
Česko;Zemřelí;únor 2017;65-74;2294
Česko;Zemřelí;únor 2017;75-84;2784
Česko;Zemřelí;únor 2017;85 a více;3339
Česko;Zemřelí;leden 2017;celkem;12359
Česko;Zemřelí;leden 2017;0-14;37
Česko;Zemřelí;leden 2017;15-44;305
Česko;Zemřelí;leden 2017;45-64;1691
Česko;Zemřelí;leden 2017;65-74;2750
Česko;Zemřelí;leden 2017;75-84;3587
Česko;Zemřelí;leden 2017;85 a více;3989
Česko;Zemřelí;prosinec 2016;celkem;10261
Česko;Zemřelí;prosinec 2016;0-14;42
Česko;Zemřelí;prosinec 2016;15-44;235
Česko;Zemřelí;prosinec 2016;45-64;1460
Česko;Zemřelí;prosinec 2016;65-74;2435
Česko;Zemřelí;prosinec 2016;75-84;2924
Česko;Zemřelí;prosinec 2016;85 a více;3165
Česko;Zemřelí;listopad 2016;celkem;8798
Česko;Zemřelí;listopad 2016;0-14;36
Česko;Zemřelí;listopad 2016;15-44;241
Česko;Zemřelí;listopad 2016;45-64;1305
Česko;Zemřelí;listopad 2016;65-74;2019
Česko;Zemřelí;listopad 2016;75-84;2503
Česko;Zemřelí;listopad 2016;85 a více;2694
Česko;Zemřelí;říjen 2016;celkem;9128
Česko;Zemřelí;říjen 2016;0-14;48
Česko;Zemřelí;říjen 2016;15-44;273
Česko;Zemřelí;říjen 2016;45-64;1378
Česko;Zemřelí;říjen 2016;65-74;2183
Česko;Zemřelí;říjen 2016;75-84;2537
Česko;Zemřelí;říjen 2016;85 a více;2709
Česko;Zemřelí;září 2016;celkem;8193
Česko;Zemřelí;září 2016;0-14;34
Česko;Zemřelí;září 2016;15-44;234
Česko;Zemřelí;září 2016;45-64;1298
Česko;Zemřelí;září 2016;65-74;1989
Česko;Zemřelí;září 2016;75-84;2366
Česko;Zemřelí;září 2016;85 a více;2272
Česko;Zemřelí;srpen 2016;celkem;8510
Česko;Zemřelí;srpen 2016;0-14;40
Česko;Zemřelí;srpen 2016;15-44;291
Česko;Zemřelí;srpen 2016;45-64;1241
Česko;Zemřelí;srpen 2016;65-74;2060
Česko;Zemřelí;srpen 2016;75-84;2362
Česko;Zemřelí;srpen 2016;85 a více;2516
Česko;Zemřelí;červenec 2016;celkem;8578
Česko;Zemřelí;červenec 2016;0-14;51
Česko;Zemřelí;červenec 2016;15-44;285
Česko;Zemřelí;červenec 2016;45-64;1279
Česko;Zemřelí;červenec 2016;65-74;2070
Česko;Zemřelí;červenec 2016;75-84;2406
Česko;Zemřelí;červenec 2016;85 a více;2487
Česko;Zemřelí;červen 2016;celkem;8381
Česko;Zemřelí;červen 2016;0-14;41
Česko;Zemřelí;červen 2016;15-44;261
Česko;Zemřelí;červen 2016;45-64;1309
Česko;Zemřelí;červen 2016;65-74;1954
Česko;Zemřelí;červen 2016;75-84;2360
Česko;Zemřelí;červen 2016;85 a více;2456
Česko;Zemřelí;květen 2016;celkem;8821
Česko;Zemřelí;květen 2016;0-14;48
Česko;Zemřelí;květen 2016;15-44;249
Česko;Zemřelí;květen 2016;45-64;1323
Česko;Zemřelí;květen 2016;65-74;2144
Česko;Zemřelí;květen 2016;75-84;2409
Česko;Zemřelí;květen 2016;85 a více;2648
Česko;Zemřelí;duben 2016;celkem;8884
Česko;Zemřelí;duben 2016;0-14;32
Česko;Zemřelí;duben 2016;15-44;266
Česko;Zemřelí;duben 2016;45-64;1359
Česko;Zemřelí;duben 2016;65-74;2061
Česko;Zemřelí;duben 2016;75-84;2622
Česko;Zemřelí;duben 2016;85 a více;2544
Česko;Zemřelí;březen 2016;celkem;9623
Česko;Zemřelí;březen 2016;0-14;40
Česko;Zemřelí;březen 2016;15-44;286
Česko;Zemřelí;březen 2016;45-64;1532
Česko;Zemřelí;březen 2016;65-74;2267
Česko;Zemřelí;březen 2016;75-84;2669
Česko;Zemřelí;březen 2016;85 a více;2829
Česko;Zemřelí;únor 2016;celkem;9057
Česko;Zemřelí;únor 2016;0-14;27
Česko;Zemřelí;únor 2016;15-44;283
Česko;Zemřelí;únor 2016;45-64;1417
Česko;Zemřelí;únor 2016;65-74;2111
Česko;Zemřelí;únor 2016;75-84;2631
Česko;Zemřelí;únor 2016;85 a více;2588
Česko;Zemřelí;leden 2016;celkem;9516
Česko;Zemřelí;leden 2016;0-14;44
Česko;Zemřelí;leden 2016;15-44;280
Česko;Zemřelí;leden 2016;45-64;1516
Česko;Zemřelí;leden 2016;65-74;2241
Česko;Zemřelí;leden 2016;75-84;2712
Česko;Zemřelí;leden 2016;85 a více;2723
Česko;Zemřelí;prosinec 2015;celkem;9000
Česko;Zemřelí;prosinec 2015;0-14;35
Česko;Zemřelí;prosinec 2015;15-44;277
Česko;Zemřelí;prosinec 2015;45-64;1370
Česko;Zemřelí;prosinec 2015;65-74;2149
Česko;Zemřelí;prosinec 2015;75-84;2602
Česko;Zemřelí;prosinec 2015;85 a více;2567
Česko;Zemřelí;listopad 2015;celkem;8595
Česko;Zemřelí;listopad 2015;0-14;35
Česko;Zemřelí;listopad 2015;15-44;245
Česko;Zemřelí;listopad 2015;45-64;1362
Česko;Zemřelí;listopad 2015;65-74;2079
Česko;Zemřelí;listopad 2015;75-84;2408
Česko;Zemřelí;listopad 2015;85 a více;2466
Česko;Zemřelí;říjen 2015;celkem;9123
Česko;Zemřelí;říjen 2015;0-14;36
Česko;Zemřelí;říjen 2015;15-44;248
Česko;Zemřelí;říjen 2015;45-64;1441
Česko;Zemřelí;říjen 2015;65-74;2122
Česko;Zemřelí;říjen 2015;75-84;2614
Česko;Zemřelí;říjen 2015;85 a více;2662
Česko;Zemřelí;září 2015;celkem;8302
Česko;Zemřelí;září 2015;0-14;35
Česko;Zemřelí;září 2015;15-44;253
Česko;Zemřelí;září 2015;45-64;1369
Česko;Zemřelí;září 2015;65-74;2010
Česko;Zemřelí;září 2015;75-84;2344
Česko;Zemřelí;září 2015;85 a více;2291
Česko;Zemřelí;srpen 2015;celkem;9328
Česko;Zemřelí;srpen 2015;0-14;50
Česko;Zemřelí;srpen 2015;15-44;280
Česko;Zemřelí;srpen 2015;45-64;1439
Česko;Zemřelí;srpen 2015;65-74;2131
Česko;Zemřelí;srpen 2015;75-84;2687
Česko;Zemřelí;srpen 2015;85 a více;2741
Česko;Zemřelí;červenec 2015;celkem;9047
Česko;Zemřelí;červenec 2015;0-14;51
Česko;Zemřelí;červenec 2015;15-44;313
Česko;Zemřelí;červenec 2015;45-64;1470
Česko;Zemřelí;červenec 2015;65-74;2072
Česko;Zemřelí;červenec 2015;75-84;2573
Česko;Zemřelí;červenec 2015;85 a více;2568
Česko;Zemřelí;červen 2015;celkem;8049
Česko;Zemřelí;červen 2015;0-14;33
Česko;Zemřelí;červen 2015;15-44;254
Česko;Zemřelí;červen 2015;45-64;1307
Česko;Zemřelí;červen 2015;65-74;1856
Česko;Zemřelí;červen 2015;75-84;2292
Česko;Zemřelí;červen 2015;85 a více;2307
Česko;Zemřelí;květen 2015;celkem;8845
Česko;Zemřelí;květen 2015;0-14;33
Česko;Zemřelí;květen 2015;15-44;277
Česko;Zemřelí;květen 2015;45-64;1413
Česko;Zemřelí;květen 2015;65-74;2066
Česko;Zemřelí;květen 2015;75-84;2538
Česko;Zemřelí;květen 2015;85 a více;2518
Česko;Zemřelí;duben 2015;celkem;9261
Česko;Zemřelí;duben 2015;0-14;21
Česko;Zemřelí;duben 2015;15-44;267
Česko;Zemřelí;duben 2015;45-64;1384
Česko;Zemřelí;duben 2015;65-74;2160
Česko;Zemřelí;duben 2015;75-84;2727
Česko;Zemřelí;duben 2015;85 a více;2702
Česko;Zemřelí;březen 2015;celkem;10117
Česko;Zemřelí;březen 2015;0-14;37
Česko;Zemřelí;březen 2015;15-44;296
Česko;Zemřelí;březen 2015;45-64;1512
Česko;Zemřelí;březen 2015;65-74;2237
Česko;Zemřelí;březen 2015;75-84;2952
Česko;Zemřelí;březen 2015;85 a více;3083
Česko;Zemřelí;únor 2015;celkem;10613
Česko;Zemřelí;únor 2015;0-14;30
Česko;Zemřelí;únor 2015;15-44;272
Česko;Zemřelí;únor 2015;45-64;1537
Česko;Zemřelí;únor 2015;65-74;2349
Česko;Zemřelí;únor 2015;75-84;3112
Česko;Zemřelí;únor 2015;85 a více;3313
Česko;Zemřelí;leden 2015;celkem;10893
Česko;Zemřelí;leden 2015;0-14;40
Česko;Zemřelí;leden 2015;15-44;281
Česko;Zemřelí;leden 2015;45-64;1636
Česko;Zemřelí;leden 2015;65-74;2402
Česko;Zemřelí;leden 2015;75-84;3220
Česko;Zemřelí;leden 2015;85 a více;3314
Česko;Zemřelí;prosinec 2014;celkem;9906
Česko;Zemřelí;prosinec 2014;0-14;35
Česko;Zemřelí;prosinec 2014;15-44;277
Česko;Zemřelí;prosinec 2014;45-64;1506
Česko;Zemřelí;prosinec 2014;65-74;2237
Česko;Zemřelí;prosinec 2014;75-84;2919
Česko;Zemřelí;prosinec 2014;85 a více;2932
Česko;Zemřelí;listopad 2014;celkem;8592
Česko;Zemřelí;listopad 2014;0-14;33
Česko;Zemřelí;listopad 2014;15-44;250
Česko;Zemřelí;listopad 2014;45-64;1399
Česko;Zemřelí;listopad 2014;65-74;1896
Česko;Zemřelí;listopad 2014;75-84;2447
Česko;Zemřelí;listopad 2014;85 a více;2567
Česko;Zemřelí;říjen 2014;celkem;9130
Česko;Zemřelí;říjen 2014;0-14;25
Česko;Zemřelí;říjen 2014;15-44;242
Česko;Zemřelí;říjen 2014;45-64;1553
Česko;Zemřelí;říjen 2014;65-74;2043
Česko;Zemřelí;říjen 2014;75-84;2651
Česko;Zemřelí;říjen 2014;85 a více;2616
Česko;Zemřelí;září 2014;celkem;8579
Česko;Zemřelí;září 2014;0-14;31
Česko;Zemřelí;září 2014;15-44;284
Česko;Zemřelí;září 2014;45-64;1395
Česko;Zemřelí;září 2014;65-74;1965
Česko;Zemřelí;září 2014;75-84;2456
Česko;Zemřelí;září 2014;85 a více;2448
Česko;Zemřelí;srpen 2014;celkem;8443
Česko;Zemřelí;srpen 2014;0-14;36
Česko;Zemřelí;srpen 2014;15-44;262
Česko;Zemřelí;srpen 2014;45-64;1475
Česko;Zemřelí;srpen 2014;65-74;1994
Česko;Zemřelí;srpen 2014;75-84;2426
Česko;Zemřelí;srpen 2014;85 a více;2250
Česko;Zemřelí;červenec 2014;celkem;8779
Česko;Zemřelí;červenec 2014;0-14;34
Česko;Zemřelí;červenec 2014;15-44;275
Česko;Zemřelí;červenec 2014;45-64;1483
Česko;Zemřelí;červenec 2014;65-74;2015
Česko;Zemřelí;červenec 2014;75-84;2600
Česko;Zemřelí;červenec 2014;85 a více;2372
Česko;Zemřelí;červen 2014;celkem;8243
Česko;Zemřelí;červen 2014;0-14;36
Česko;Zemřelí;červen 2014;15-44;292
Česko;Zemřelí;červen 2014;45-64;1467
Česko;Zemřelí;červen 2014;65-74;1939
Česko;Zemřelí;červen 2014;75-84;2298
Česko;Zemřelí;červen 2014;85 a více;2211
Česko;Zemřelí;květen 2014;celkem;8604
Česko;Zemřelí;květen 2014;0-14;50
Česko;Zemřelí;květen 2014;15-44;254
Česko;Zemřelí;květen 2014;45-64;1405
Česko;Zemřelí;květen 2014;65-74;1904
Česko;Zemřelí;květen 2014;75-84;2561
Česko;Zemřelí;květen 2014;85 a více;2430
Česko;Zemřelí;duben 2014;celkem;8654
Česko;Zemřelí;duben 2014;0-14;41
Česko;Zemřelí;duben 2014;15-44;256
Česko;Zemřelí;duben 2014;45-64;1398
Česko;Zemřelí;duben 2014;65-74;2002
Česko;Zemřelí;duben 2014;75-84;2552
Česko;Zemřelí;duben 2014;85 a více;2405
Česko;Zemřelí;březen 2014;celkem;9332
Česko;Zemřelí;březen 2014;0-14;32
Česko;Zemřelí;březen 2014;15-44;280
Česko;Zemřelí;březen 2014;45-64;1545
Česko;Zemřelí;březen 2014;65-74;2079
Česko;Zemřelí;březen 2014;75-84;2817
Česko;Zemřelí;březen 2014;85 a více;2579
Česko;Zemřelí;únor 2014;celkem;8276
Česko;Zemřelí;únor 2014;0-14;28
Česko;Zemřelí;únor 2014;15-44;268
Česko;Zemřelí;únor 2014;45-64;1350
Česko;Zemřelí;únor 2014;65-74;1833
Česko;Zemřelí;únor 2014;75-84;2429
Česko;Zemřelí;únor 2014;85 a více;2368
Česko;Zemřelí;leden 2014;celkem;9127
Česko;Zemřelí;leden 2014;0-14;40
Česko;Zemřelí;leden 2014;15-44;293
Česko;Zemřelí;leden 2014;45-64;1537
Česko;Zemřelí;leden 2014;65-74;2053
Česko;Zemřelí;leden 2014;75-84;2673
Česko;Zemřelí;leden 2014;85 a více;2531
Česko;Zemřelí;prosinec 2013;celkem;9162
Česko;Zemřelí;prosinec 2013;0-14;37
Česko;Zemřelí;prosinec 2013;15-44;258
Česko;Zemřelí;prosinec 2013;45-64;1552
Česko;Zemřelí;prosinec 2013;65-74;2047
Česko;Zemřelí;prosinec 2013;75-84;2667
Česko;Zemřelí;prosinec 2013;85 a více;2601
Česko;Zemřelí;listopad 2013;celkem;8506
Česko;Zemřelí;listopad 2013;0-14;37
Česko;Zemřelí;listopad 2013;15-44;267
Česko;Zemřelí;listopad 2013;45-64;1394
Česko;Zemřelí;listopad 2013;65-74;1973
Česko;Zemřelí;listopad 2013;75-84;2527
Česko;Zemřelí;listopad 2013;85 a více;2308
Česko;Zemřelí;říjen 2013;celkem;8818
Česko;Zemřelí;říjen 2013;0-14;38
Česko;Zemřelí;říjen 2013;15-44;263
Česko;Zemřelí;říjen 2013;45-64;1471
Česko;Zemřelí;říjen 2013;65-74;2009
Česko;Zemřelí;říjen 2013;75-84;2578
Česko;Zemřelí;říjen 2013;85 a více;2459
Česko;Zemřelí;září 2013;celkem;8213
Česko;Zemřelí;září 2013;0-14;32
Česko;Zemřelí;září 2013;15-44;283
Česko;Zemřelí;září 2013;45-64;1463
Česko;Zemřelí;září 2013;65-74;1872
Česko;Zemřelí;září 2013;75-84;2449
Česko;Zemřelí;září 2013;85 a více;2114
Česko;Zemřelí;srpen 2013;celkem;8377
Česko;Zemřelí;srpen 2013;0-14;35
Česko;Zemřelí;srpen 2013;15-44;330
Česko;Zemřelí;srpen 2013;45-64;1480
Česko;Zemřelí;srpen 2013;65-74;1814
Česko;Zemřelí;srpen 2013;75-84;2505
Česko;Zemřelí;srpen 2013;85 a více;2213
Česko;Zemřelí;červenec 2013;celkem;8954
Česko;Zemřelí;červenec 2013;0-14;26
Česko;Zemřelí;červenec 2013;15-44;311
Česko;Zemřelí;červenec 2013;45-64;1604
Česko;Zemřelí;červenec 2013;65-74;1963
Česko;Zemřelí;červenec 2013;75-84;2659
Česko;Zemřelí;červenec 2013;85 a více;2391
Česko;Zemřelí;červen 2013;celkem;8565
Česko;Zemřelí;červen 2013;0-14;15
Česko;Zemřelí;červen 2013;15-44;275
Česko;Zemřelí;červen 2013;45-64;1450
Česko;Zemřelí;červen 2013;65-74;1870
Česko;Zemřelí;červen 2013;75-84;2617
Česko;Zemřelí;červen 2013;85 a více;2338
Česko;Zemřelí;květen 2013;celkem;8762
Česko;Zemřelí;květen 2013;0-14;40
Česko;Zemřelí;květen 2013;15-44;264
Česko;Zemřelí;květen 2013;45-64;1573
Česko;Zemřelí;květen 2013;65-74;1972
Česko;Zemřelí;květen 2013;75-84;2606
Česko;Zemřelí;květen 2013;85 a více;2307
Česko;Zemřelí;duben 2013;celkem;9566
Česko;Zemřelí;duben 2013;0-14;40
Česko;Zemřelí;duben 2013;15-44;289
Česko;Zemřelí;duben 2013;45-64;1555
Česko;Zemřelí;duben 2013;65-74;2097
Česko;Zemřelí;duben 2013;75-84;2922
Česko;Zemřelí;duben 2013;85 a více;2663
Česko;Zemřelí;březen 2013;celkem;10280
Česko;Zemřelí;březen 2013;0-14;42
Česko;Zemřelí;březen 2013;15-44;276
Česko;Zemřelí;březen 2013;45-64;1733
Česko;Zemřelí;březen 2013;65-74;2248
Česko;Zemřelí;březen 2013;75-84;3016
Česko;Zemřelí;březen 2013;85 a více;2965
Česko;Zemřelí;únor 2013;celkem;9600
Česko;Zemřelí;únor 2013;0-14;34
Česko;Zemřelí;únor 2013;15-44;268
Česko;Zemřelí;únor 2013;45-64;1644
Česko;Zemřelí;únor 2013;65-74;2053
Česko;Zemřelí;únor 2013;75-84;2912
Česko;Zemřelí;únor 2013;85 a více;2689
Česko;Zemřelí;leden 2013;celkem;10357
Česko;Zemřelí;leden 2013;0-14;43
Česko;Zemřelí;leden 2013;15-44;331
Česko;Zemřelí;leden 2013;45-64;1807
Česko;Zemřelí;leden 2013;65-74;2276
Česko;Zemřelí;leden 2013;75-84;3177
Česko;Zemřelí;leden 2013;85 a více;2723
Česko;Zemřelí;prosinec 2012;celkem;9495
Česko;Zemřelí;prosinec 2012;0-14;37
Česko;Zemřelí;prosinec 2012;15-44;274
Česko;Zemřelí;prosinec 2012;45-64;1693
Česko;Zemřelí;prosinec 2012;65-74;2008
Česko;Zemřelí;prosinec 2012;75-84;2958
Česko;Zemřelí;prosinec 2012;85 a více;2525
Česko;Zemřelí;listopad 2012;celkem;8627
Česko;Zemřelí;listopad 2012;0-14;33
Česko;Zemřelí;listopad 2012;15-44;276
Česko;Zemřelí;listopad 2012;45-64;1517
Česko;Zemřelí;listopad 2012;65-74;1854
Česko;Zemřelí;listopad 2012;75-84;2616
Česko;Zemřelí;listopad 2012;85 a více;2331
Česko;Zemřelí;říjen 2012;celkem;8859
Česko;Zemřelí;říjen 2012;0-14;40
Česko;Zemřelí;říjen 2012;15-44;263
Česko;Zemřelí;říjen 2012;45-64;1595
Česko;Zemřelí;říjen 2012;65-74;1871
Česko;Zemřelí;říjen 2012;75-84;2679
Česko;Zemřelí;říjen 2012;85 a více;2411
Česko;Zemřelí;září 2012;celkem;8247
Česko;Zemřelí;září 2012;0-14;36
Česko;Zemřelí;září 2012;15-44;273
Česko;Zemřelí;září 2012;45-64;1547
Česko;Zemřelí;září 2012;65-74;1819
Česko;Zemřelí;září 2012;75-84;2511
Česko;Zemřelí;září 2012;85 a více;2061
Česko;Zemřelí;srpen 2012;celkem;8530
Česko;Zemřelí;srpen 2012;0-14;31
Česko;Zemřelí;srpen 2012;15-44;299
Česko;Zemřelí;srpen 2012;45-64;1605
Česko;Zemřelí;srpen 2012;65-74;1766
Česko;Zemřelí;srpen 2012;75-84;2603
Česko;Zemřelí;srpen 2012;85 a více;2226
Česko;Zemřelí;červenec 2012;celkem;8772
Česko;Zemřelí;červenec 2012;0-14;40
Česko;Zemřelí;červenec 2012;15-44;340
Česko;Zemřelí;červenec 2012;45-64;1618
Česko;Zemřelí;červenec 2012;65-74;1842
Česko;Zemřelí;červenec 2012;75-84;2664
Česko;Zemřelí;červenec 2012;85 a více;2268
Česko;Zemřelí;červen 2012;celkem;8479
Česko;Zemřelí;červen 2012;0-14;41
Česko;Zemřelí;červen 2012;15-44;292
Česko;Zemřelí;červen 2012;45-64;1590
Česko;Zemřelí;červen 2012;65-74;1801
Česko;Zemřelí;červen 2012;75-84;2582
Česko;Zemřelí;červen 2012;85 a více;2173
Česko;Zemřelí;květen 2012;celkem;8840
Česko;Zemřelí;květen 2012;0-14;44
Česko;Zemřelí;květen 2012;15-44;327
Česko;Zemřelí;květen 2012;45-64;1593
Česko;Zemřelí;květen 2012;65-74;1883
Česko;Zemřelí;květen 2012;75-84;2715
Česko;Zemřelí;květen 2012;85 a více;2278
Česko;Zemřelí;duben 2012;celkem;9410
Česko;Zemřelí;duben 2012;0-14;32
Česko;Zemřelí;duben 2012;15-44;270
Česko;Zemřelí;duben 2012;45-64;1657
Česko;Zemřelí;duben 2012;65-74;1917
Česko;Zemřelí;duben 2012;75-84;2948
Česko;Zemřelí;duben 2012;85 a více;2586
Česko;Zemřelí;březen 2012;celkem;9911
Česko;Zemřelí;březen 2012;0-14;40
Česko;Zemřelí;březen 2012;15-44;303
Česko;Zemřelí;březen 2012;45-64;1744
Česko;Zemřelí;březen 2012;65-74;2093
Česko;Zemřelí;březen 2012;75-84;3021
Česko;Zemřelí;březen 2012;85 a více;2710
Česko;Zemřelí;únor 2012;celkem;9394
Česko;Zemřelí;únor 2012;0-14;42
Česko;Zemřelí;únor 2012;15-44;276
Česko;Zemřelí;únor 2012;45-64;1667
Česko;Zemřelí;únor 2012;65-74;1966
Česko;Zemřelí;únor 2012;75-84;2931
Česko;Zemřelí;únor 2012;85 a více;2512
Česko;Zemřelí;leden 2012;celkem;9625
Česko;Zemřelí;leden 2012;0-14;42
Česko;Zemřelí;leden 2012;15-44;326
Česko;Zemřelí;leden 2012;45-64;1748
Česko;Zemřelí;leden 2012;65-74;2043
Česko;Zemřelí;leden 2012;75-84;2910
Česko;Zemřelí;leden 2012;85 a více;2556
Česko;Zemřelí;prosinec 2011;celkem;9557
Česko;Zemřelí;prosinec 2011;0-14;36
Česko;Zemřelí;prosinec 2011;15-44;302
Česko;Zemřelí;prosinec 2011;45-64;1773
Česko;Zemřelí;prosinec 2011;65-74;1935
Česko;Zemřelí;prosinec 2011;75-84;2988
Česko;Zemřelí;prosinec 2011;85 a více;2523
Česko;Zemřelí;listopad 2011;celkem;8836
Česko;Zemřelí;listopad 2011;0-14;30
Česko;Zemřelí;listopad 2011;15-44;280
Česko;Zemřelí;listopad 2011;45-64;1635
Česko;Zemřelí;listopad 2011;65-74;1841
Česko;Zemřelí;listopad 2011;75-84;2853
Česko;Zemřelí;listopad 2011;85 a více;2197
Česko;Zemřelí;říjen 2011;celkem;9097
Česko;Zemřelí;říjen 2011;0-14;40
Česko;Zemřelí;říjen 2011;15-44;288
Česko;Zemřelí;říjen 2011;45-64;1701
Česko;Zemřelí;říjen 2011;65-74;1886
Česko;Zemřelí;říjen 2011;75-84;2850
Česko;Zemřelí;říjen 2011;85 a více;2332
Česko;Zemřelí;září 2011;celkem;8183
Česko;Zemřelí;září 2011;0-14;39
Česko;Zemřelí;září 2011;15-44;298
Česko;Zemřelí;září 2011;45-64;1518
Česko;Zemřelí;září 2011;65-74;1749
Česko;Zemřelí;září 2011;75-84;2552
Česko;Zemřelí;září 2011;85 a více;2027
Česko;Zemřelí;srpen 2011;celkem;8646
Česko;Zemřelí;srpen 2011;0-14;43
Česko;Zemřelí;srpen 2011;15-44;326
Česko;Zemřelí;srpen 2011;45-64;1641
Česko;Zemřelí;srpen 2011;65-74;1758
