Území,Země,Měsíce,Ukazatel,value
Česko,Svět celkem,květen 2003,Pohyb zboží do ČR (meziroční index),99.9
Česko,Svět celkem,květen 2003,Obrat pohybu zboží (meziroční index),104.0
Česko,Svět celkem,duben 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",116344.0
Česko,Svět celkem,duben 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",123997.0
Česko,Svět celkem,duben 2003,Bilance - pohyb zboží (v mil. Kč),-7653.0
Česko,Svět celkem,duben 2003,Obrat - pohyb zboží (v mil. Kč),240341.0
Česko,Svět celkem,duben 2003,Pohyb zboží z ČR (meziroční index ),104.8
Česko,Svět celkem,duben 2003,Pohyb zboží do ČR (meziroční index),111.6
Česko,Svět celkem,duben 2003,Obrat pohybu zboží (meziroční index),108.2
Česko,Svět celkem,březen 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",119335.0
Česko,Svět celkem,březen 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",121201.0
Česko,Svět celkem,březen 2003,Bilance - pohyb zboží (v mil. Kč),-1866.0
Česko,Svět celkem,březen 2003,Obrat - pohyb zboží (v mil. Kč),240536.0
Česko,Svět celkem,březen 2003,Pohyb zboží z ČR (meziroční index ),108.0
Česko,Svět celkem,březen 2003,Pohyb zboží do ČR (meziroční index),104.0
Česko,Svět celkem,březen 2003,Obrat pohybu zboží (meziroční index),105.9
Česko,Svět celkem,únor 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",105624.0
Česko,Svět celkem,únor 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",107700.0
Česko,Svět celkem,únor 2003,Bilance - pohyb zboží (v mil. Kč),-2077.0
Česko,Svět celkem,únor 2003,Obrat - pohyb zboží (v mil. Kč),213324.0
Česko,Svět celkem,únor 2003,Pohyb zboží z ČR (meziroční index ),101.7
Česko,Svět celkem,únor 2003,Pohyb zboží do ČR (meziroční index),106.4
Česko,Svět celkem,únor 2003,Obrat pohybu zboží (meziroční index),104.0
Česko,Svět celkem,leden 2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",108256.0
Česko,Svět celkem,leden 2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",108806.0
Česko,Svět celkem,leden 2003,Bilance - pohyb zboží (v mil. Kč),-550.0
Česko,Svět celkem,leden 2003,Obrat - pohyb zboží (v mil. Kč),217062.0
Česko,Svět celkem,leden 2003,Pohyb zboží z ČR (meziroční index ),110.1
Česko,Svět celkem,leden 2003,Pohyb zboží do ČR (meziroční index),104.3
Česko,Svět celkem,leden 2003,Obrat pohybu zboží (meziroční index),107.1
Česko,Svět celkem,prosinec 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",92282.0
Česko,Svět celkem,prosinec 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",109289.0
Česko,Svět celkem,prosinec 2002,Bilance - pohyb zboží (v mil. Kč),-17008.0
Česko,Svět celkem,prosinec 2002,Obrat - pohyb zboží (v mil. Kč),201571.0
Česko,Svět celkem,prosinec 2002,Pohyb zboží z ČR (meziroční index ),102.5
Česko,Svět celkem,prosinec 2002,Pohyb zboží do ČR (meziroční index),98.2
Česko,Svět celkem,prosinec 2002,Obrat pohybu zboží (meziroční index),100.1
Česko,Svět celkem,listopad 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",118234.0
Česko,Svět celkem,listopad 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",124131.0
Česko,Svět celkem,listopad 2002,Bilance - pohyb zboží (v mil. Kč),-5897.0
Česko,Svět celkem,listopad 2002,Obrat - pohyb zboží (v mil. Kč),242365.0
Česko,Svět celkem,listopad 2002,Pohyb zboží z ČR (meziroční index ),100.2
Česko,Svět celkem,listopad 2002,Pohyb zboží do ČR (meziroční index),99.7
Česko,Svět celkem,listopad 2002,Obrat pohybu zboží (meziroční index),100.0
Česko,Svět celkem,říjen 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",117129.0
Česko,Svět celkem,říjen 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",124729.0
Česko,Svět celkem,říjen 2002,Bilance - pohyb zboží (v mil. Kč),-7600.0
Česko,Svět celkem,říjen 2002,Obrat - pohyb zboží (v mil. Kč),241858.0
Česko,Svět celkem,říjen 2002,Pohyb zboží z ČR (meziroční index ),97.5
Česko,Svět celkem,říjen 2002,Pohyb zboží do ČR (meziroční index),95.6
Česko,Svět celkem,říjen 2002,Obrat pohybu zboží (meziroční index),96.5
Česko,Svět celkem,září 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",112983.0
Česko,Svět celkem,září 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",116543.0
Česko,Svět celkem,září 2002,Bilance - pohyb zboží (v mil. Kč),-3561.0
Česko,Svět celkem,září 2002,Obrat - pohyb zboží (v mil. Kč),229526.0
Česko,Svět celkem,září 2002,Pohyb zboží z ČR (meziroční index ),106.6
Česko,Svět celkem,září 2002,Pohyb zboží do ČR (meziroční index),113.3
Česko,Svět celkem,září 2002,Obrat pohybu zboží (meziroční index),109.9
Česko,Svět celkem,srpen 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",87527.0
Česko,Svět celkem,srpen 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",92567.0
Česko,Svět celkem,srpen 2002,Bilance - pohyb zboží (v mil. Kč),-5040.0
Česko,Svět celkem,srpen 2002,Obrat - pohyb zboží (v mil. Kč),180094.0
Česko,Svět celkem,srpen 2002,Pohyb zboží z ČR (meziroční index ),90.1
Česko,Svět celkem,srpen 2002,Pohyb zboží do ČR (meziroční index),83.8
Česko,Svět celkem,srpen 2002,Obrat pohybu zboží (meziroční index),86.8
Česko,Svět celkem,červenec 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",96936.0
Česko,Svět celkem,červenec 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",106071.0
Česko,Svět celkem,červenec 2002,Bilance - pohyb zboží (v mil. Kč),-9135.0
Česko,Svět celkem,červenec 2002,Obrat - pohyb zboží (v mil. Kč),203008.0
Česko,Svět celkem,červenec 2002,Pohyb zboží z ČR (meziroční index ),101.8
Česko,Svět celkem,červenec 2002,Pohyb zboží do ČR (meziroční index),93.8
Česko,Svět celkem,červenec 2002,Obrat pohybu zboží (meziroční index),97.4
Česko,Svět celkem,červen 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",101963.0
Česko,Svět celkem,červen 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",103964.0
Česko,Svět celkem,červen 2002,Bilance - pohyb zboží (v mil. Kč),-2001.0
Česko,Svět celkem,červen 2002,Obrat - pohyb zboží (v mil. Kč),205927.0
Česko,Svět celkem,červen 2002,Pohyb zboží z ČR (meziroční index ),93.8
Česko,Svět celkem,červen 2002,Pohyb zboží do ČR (meziroční index),91.7
Česko,Svět celkem,červen 2002,Obrat pohybu zboží (meziroční index),92.8
Česko,Svět celkem,květen 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",104004.0
Česko,Svět celkem,květen 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",115246.0
Česko,Svět celkem,květen 2002,Bilance - pohyb zboží (v mil. Kč),-11243.0
Česko,Svět celkem,květen 2002,Obrat - pohyb zboží (v mil. Kč),219250.0
Česko,Svět celkem,květen 2002,Pohyb zboží z ČR (meziroční index ),92.6
Česko,Svět celkem,květen 2002,Pohyb zboží do ČR (meziroční index),95.3
Česko,Svět celkem,květen 2002,Obrat pohybu zboží (meziroční index),94.0
Česko,Svět celkem,duben 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",111010.0
Česko,Svět celkem,duben 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",111076.0
Česko,Svět celkem,duben 2002,Bilance - pohyb zboží (v mil. Kč),-65.0
Česko,Svět celkem,duben 2002,Obrat - pohyb zboží (v mil. Kč),222086.0
Česko,Svět celkem,duben 2002,Pohyb zboží z ČR (meziroční index ),108.1
Česko,Svět celkem,duben 2002,Pohyb zboží do ČR (meziroční index),97.5
Česko,Svět celkem,duben 2002,Obrat pohybu zboží (meziroční index),102.5
Česko,Svět celkem,březen 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",110545.0
Česko,Svět celkem,březen 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",116514.0
Česko,Svět celkem,březen 2002,Bilance - pohyb zboží (v mil. Kč),-5969.0
Česko,Svět celkem,březen 2002,Obrat - pohyb zboží (v mil. Kč),227059.0
Česko,Svět celkem,březen 2002,Pohyb zboží z ČR (meziroční index ),95.8
Česko,Svět celkem,březen 2002,Pohyb zboží do ČR (meziroční index),92.1
Česko,Svět celkem,březen 2002,Obrat pohybu zboží (meziroční index),93.9
Česko,Svět celkem,únor 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",103886.0
Česko,Svět celkem,únor 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",101244.0
Česko,Svět celkem,únor 2002,Bilance - pohyb zboží (v mil. Kč),2642.0
Česko,Svět celkem,únor 2002,Obrat - pohyb zboží (v mil. Kč),205130.0
Česko,Svět celkem,únor 2002,Pohyb zboží z ČR (meziroční index ),100.8
Česko,Svět celkem,únor 2002,Pohyb zboží do ČR (meziroční index),91.7
Česko,Svět celkem,únor 2002,Obrat pohybu zboží (meziroční index),96.1
Česko,Svět celkem,leden 2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",98362.0
Česko,Svět celkem,leden 2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",104296.0
Česko,Svět celkem,leden 2002,Bilance - pohyb zboží (v mil. Kč),-5933.0
Česko,Svět celkem,leden 2002,Obrat - pohyb zboží (v mil. Kč),202658.0
Česko,Svět celkem,leden 2002,Pohyb zboží z ČR (meziroční index ),98.8
Česko,Svět celkem,leden 2002,Pohyb zboží do ČR (meziroční index),96.7
Česko,Svět celkem,leden 2002,Obrat pohybu zboží (meziroční index),97.7
Česko,Svět celkem,prosinec 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",90035.0
Česko,Svět celkem,prosinec 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",111253.0
Česko,Svět celkem,prosinec 2001,Bilance - pohyb zboží (v mil. Kč),-21217.0
Česko,Svět celkem,prosinec 2001,Obrat - pohyb zboží (v mil. Kč),201288.0
Česko,Svět celkem,prosinec 2001,Pohyb zboží z ČR (meziroční index ),99.3
Česko,Svět celkem,prosinec 2001,Pohyb zboží do ČR (meziroční index),99.7
Česko,Svět celkem,prosinec 2001,Obrat pohybu zboží (meziroční index),99.5
Česko,Svět celkem,listopad 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",118025.0
Česko,Svět celkem,listopad 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",124443.0
Česko,Svět celkem,listopad 2001,Bilance - pohyb zboží (v mil. Kč),-6419.0
Česko,Svět celkem,listopad 2001,Obrat - pohyb zboží (v mil. Kč),242468.0
Česko,Svět celkem,listopad 2001,Pohyb zboží z ČR (meziroční index ),104.5
Česko,Svět celkem,listopad 2001,Pohyb zboží do ČR (meziroční index),100.8
Česko,Svět celkem,listopad 2001,Obrat pohybu zboží (meziroční index),102.6
Česko,Svět celkem,říjen 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",120090.0
Česko,Svět celkem,říjen 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",130506.0
Česko,Svět celkem,říjen 2001,Bilance - pohyb zboží (v mil. Kč),-10415.0
Česko,Svět celkem,říjen 2001,Obrat - pohyb zboží (v mil. Kč),250596.0
Česko,Svět celkem,říjen 2001,Pohyb zboží z ČR (meziroční index ),110.6
Česko,Svět celkem,říjen 2001,Pohyb zboží do ČR (meziroční index),104.7
Česko,Svět celkem,říjen 2001,Obrat pohybu zboží (meziroční index),107.5
Česko,Svět celkem,září 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",105993.0
Česko,Svět celkem,září 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",102901.0
Česko,Svět celkem,září 2001,Bilance - pohyb zboží (v mil. Kč),3092.0
Česko,Svět celkem,září 2001,Obrat - pohyb zboží (v mil. Kč),208895.0
Česko,Svět celkem,září 2001,Pohyb zboží z ČR (meziroční index ),108.7
Česko,Svět celkem,září 2001,Pohyb zboží do ČR (meziroční index),102.2
Česko,Svět celkem,září 2001,Obrat pohybu zboží (meziroční index),105.4
Česko,Svět celkem,srpen 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",97139.0
Česko,Svět celkem,srpen 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",110426.0
Česko,Svět celkem,srpen 2001,Bilance - pohyb zboží (v mil. Kč),-13287.0
Česko,Svět celkem,srpen 2001,Obrat - pohyb zboží (v mil. Kč),207565.0
Česko,Svět celkem,srpen 2001,Pohyb zboží z ČR (meziroční index ),109.0
Česko,Svět celkem,srpen 2001,Pohyb zboží do ČR (meziroční index),106.5
Česko,Svět celkem,srpen 2001,Obrat pohybu zboží (meziroční index),107.6
Česko,Svět celkem,červenec 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",95253.0
Česko,Svět celkem,červenec 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",113102.0
Česko,Svět celkem,červenec 2001,Bilance - pohyb zboží (v mil. Kč),-17849.0
Česko,Svět celkem,červenec 2001,Obrat - pohyb zboží (v mil. Kč),208355.0
Česko,Svět celkem,červenec 2001,Pohyb zboží z ČR (meziroční index ),114.6
Česko,Svět celkem,červenec 2001,Pohyb zboží do ČR (meziroční index),116.4
Česko,Svět celkem,červenec 2001,Obrat pohybu zboží (meziroční index),115.6
Česko,Svět celkem,červen 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",108648.0
Česko,Svět celkem,červen 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",113316.0
Česko,Svět celkem,červen 2001,Bilance - pohyb zboží (v mil. Kč),-4668.0
Česko,Svět celkem,červen 2001,Obrat - pohyb zboží (v mil. Kč),221964.0
Česko,Svět celkem,červen 2001,Pohyb zboží z ČR (meziroční index ),105.9
Česko,Svět celkem,červen 2001,Pohyb zboží do ČR (meziroční index),101.6
Česko,Svět celkem,červen 2001,Obrat pohybu zboží (meziroční index),103.7
Česko,Svět celkem,květen 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",112318.0
Česko,Svět celkem,květen 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",120930.0
Česko,Svět celkem,květen 2001,Bilance - pohyb zboží (v mil. Kč),-8612.0
Česko,Svět celkem,květen 2001,Obrat - pohyb zboží (v mil. Kč),233248.0
Česko,Svět celkem,květen 2001,Pohyb zboží z ČR (meziroční index ),115.8
Česko,Svět celkem,květen 2001,Pohyb zboží do ČR (meziroční index),113.0
Česko,Svět celkem,květen 2001,Obrat pohybu zboží (meziroční index),114.3
Česko,Svět celkem,duben 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",102698.0
Česko,Svět celkem,duben 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",113938.0
Česko,Svět celkem,duben 2001,Bilance - pohyb zboží (v mil. Kč),-11239.0
Česko,Svět celkem,duben 2001,Obrat - pohyb zboží (v mil. Kč),216636.0
Česko,Svět celkem,duben 2001,Pohyb zboží z ČR (meziroční index ),123.4
Česko,Svět celkem,duben 2001,Pohyb zboží do ČR (meziroční index),128.8
Česko,Svět celkem,duben 2001,Obrat pohybu zboží (meziroční index),126.2
Česko,Svět celkem,březen 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",115378.0
Česko,Svět celkem,březen 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",126505.0
Česko,Svět celkem,březen 2001,Bilance - pohyb zboží (v mil. Kč),-11127.0
Česko,Svět celkem,březen 2001,Obrat - pohyb zboží (v mil. Kč),241883.0
Česko,Svět celkem,březen 2001,Pohyb zboží z ČR (meziroční index ),120.4
Česko,Svět celkem,březen 2001,Pohyb zboží do ČR (meziroční index),124.2
Česko,Svět celkem,březen 2001,Obrat pohybu zboží (meziroční index),122.3
Česko,Svět celkem,únor 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",103021.0
Česko,Svět celkem,únor 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",110364.0
Česko,Svět celkem,únor 2001,Bilance - pohyb zboží (v mil. Kč),-7343.0
Česko,Svět celkem,únor 2001,Obrat - pohyb zboží (v mil. Kč),213385.0
Česko,Svět celkem,únor 2001,Pohyb zboží z ČR (meziroční index ),122.1
Česko,Svět celkem,únor 2001,Pohyb zboží do ČR (meziroční index),120.6
Česko,Svět celkem,únor 2001,Obrat pohybu zboží (meziroční index),121.3
Česko,Svět celkem,leden 2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",99550.0
Česko,Svět celkem,leden 2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",107881.0
Česko,Svět celkem,leden 2001,Bilance - pohyb zboží (v mil. Kč),-8330.0
Česko,Svět celkem,leden 2001,Obrat - pohyb zboží (v mil. Kč),207431.0
Česko,Svět celkem,leden 2001,Pohyb zboží z ČR (meziroční index ),130.6
Česko,Svět celkem,leden 2001,Pohyb zboží do ČR (meziroční index),134.4
Česko,Svět celkem,leden 2001,Obrat pohybu zboží (meziroční index),132.5
Česko,Svět celkem,prosinec 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",90630.0
Česko,Svět celkem,prosinec 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",111597.0
Česko,Svět celkem,prosinec 2000,Bilance - pohyb zboží (v mil. Kč),-20967.0
Česko,Svět celkem,prosinec 2000,Obrat - pohyb zboží (v mil. Kč),202227.0
Česko,Svět celkem,prosinec 2000,Pohyb zboží z ČR (meziroční index ),114.6
Česko,Svět celkem,prosinec 2000,Pohyb zboží do ČR (meziroční index),116.1
Česko,Svět celkem,prosinec 2000,Obrat pohybu zboží (meziroční index),115.4
Česko,Svět celkem,listopad 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",112906.0
Česko,Svět celkem,listopad 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",123467.0
Česko,Svět celkem,listopad 2000,Bilance - pohyb zboží (v mil. Kč),-10561.0
Česko,Svět celkem,listopad 2000,Obrat - pohyb zboží (v mil. Kč),236373.0
Česko,Svět celkem,listopad 2000,Pohyb zboží z ČR (meziroční index ),128.4
Česko,Svět celkem,listopad 2000,Pohyb zboží do ČR (meziroční index),122.4
Česko,Svět celkem,listopad 2000,Obrat pohybu zboží (meziroční index),125.2
Česko,Svět celkem,říjen 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",108561.0
Česko,Svět celkem,říjen 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",124606.0
Česko,Svět celkem,říjen 2000,Bilance - pohyb zboží (v mil. Kč),-16045.0
Česko,Svět celkem,říjen 2000,Obrat - pohyb zboží (v mil. Kč),233167.0
Česko,Svět celkem,říjen 2000,Pohyb zboží z ČR (meziroční index ),135.6
Česko,Svět celkem,říjen 2000,Pohyb zboží do ČR (meziroční index),144.9
Česko,Svět celkem,říjen 2000,Obrat pohybu zboží (meziroční index),140.4
Česko,Svět celkem,září 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",97520.0
Česko,Svět celkem,září 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",100680.0
Česko,Svět celkem,září 2000,Bilance - pohyb zboží (v mil. Kč),-3160.0
Česko,Svět celkem,září 2000,Obrat - pohyb zboží (v mil. Kč),198201.0
Česko,Svět celkem,září 2000,Pohyb zboží z ČR (meziroční index ),117.9
Česko,Svět celkem,září 2000,Pohyb zboží do ČR (meziroční index),123.3
Česko,Svět celkem,září 2000,Obrat pohybu zboží (meziroční index),120.6
Česko,Svět celkem,srpen 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",89106.0
Česko,Svět celkem,srpen 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",103723.0
Česko,Svět celkem,srpen 2000,Bilance - pohyb zboží (v mil. Kč),-14616.0
Česko,Svět celkem,srpen 2000,Obrat - pohyb zboží (v mil. Kč),192829.0
Česko,Svět celkem,srpen 2000,Pohyb zboží z ČR (meziroční index ),125.7
Česko,Svět celkem,srpen 2000,Pohyb zboží do ČR (meziroční index),141.2
Česko,Svět celkem,srpen 2000,Obrat pohybu zboží (meziroční index),133.6
Česko,Svět celkem,červenec 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",83094.0
Česko,Svět celkem,červenec 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",97174.0
Česko,Svět celkem,červenec 2000,Bilance - pohyb zboží (v mil. Kč),-14080.0
Česko,Svět celkem,červenec 2000,Obrat - pohyb zboží (v mil. Kč),180268.0
Česko,Svět celkem,červenec 2000,Pohyb zboží z ČR (meziroční index ),118.3
Česko,Svět celkem,červenec 2000,Pohyb zboží do ČR (meziroční index),125.9
Česko,Svět celkem,červenec 2000,Obrat pohybu zboží (meziroční index),122.2
Česko,Svět celkem,červen 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",102594.0
Česko,Svět celkem,červen 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",111484.0
Česko,Svět celkem,červen 2000,Bilance - pohyb zboží (v mil. Kč),-8890.0
Česko,Svět celkem,červen 2000,Obrat - pohyb zboží (v mil. Kč),214078.0
Česko,Svět celkem,červen 2000,Pohyb zboží z ČR (meziroční index ),123.9
Česko,Svět celkem,červen 2000,Pohyb zboží do ČR (meziroční index),130.0
Česko,Svět celkem,červen 2000,Obrat pohybu zboží (meziroční index),127.0
Česko,Svět celkem,květen 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",97000.0
Česko,Svět celkem,květen 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",107062.0
Česko,Svět celkem,květen 2000,Bilance - pohyb zboží (v mil. Kč),-10062.0
Česko,Svět celkem,květen 2000,Obrat - pohyb zboží (v mil. Kč),204062.0
Česko,Svět celkem,květen 2000,Pohyb zboží z ČR (meziroční index ),123.3
Česko,Svět celkem,květen 2000,Pohyb zboží do ČR (meziroční index),134.9
Česko,Svět celkem,květen 2000,Obrat pohybu zboží (meziroční index),129.1
Česko,Svět celkem,duben 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",83230.0
Česko,Svět celkem,duben 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",88457.0
Česko,Svět celkem,duben 2000,Bilance - pohyb zboží (v mil. Kč),-5227.0
Česko,Svět celkem,duben 2000,Obrat - pohyb zboží (v mil. Kč),171687.0
Česko,Svět celkem,duben 2000,Pohyb zboží z ČR (meziroční index ),110.3
Česko,Svět celkem,duben 2000,Pohyb zboží do ČR (meziroční index),111.5
Česko,Svět celkem,duben 2000,Obrat pohybu zboží (meziroční index),110.9
Česko,Svět celkem,březen 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",95863.0
Česko,Svět celkem,březen 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",101851.0
Česko,Svět celkem,březen 2000,Bilance - pohyb zboží (v mil. Kč),-5988.0
Česko,Svět celkem,březen 2000,Obrat - pohyb zboží (v mil. Kč),197715.0
Česko,Svět celkem,březen 2000,Pohyb zboží z ČR (meziroční index ),119.7
Česko,Svět celkem,březen 2000,Pohyb zboží do ČR (meziroční index),114.1
Česko,Svět celkem,březen 2000,Obrat pohybu zboží (meziroční index),116.7
Česko,Svět celkem,únor 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",84384.0
Česko,Svět celkem,únor 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",91539.0
Česko,Svět celkem,únor 2000,Bilance - pohyb zboží (v mil. Kč),-7155.0
Česko,Svět celkem,únor 2000,Obrat - pohyb zboží (v mil. Kč),175923.0
Česko,Svět celkem,únor 2000,Pohyb zboží z ČR (meziroční index ),135.2
Česko,Svět celkem,únor 2000,Pohyb zboží do ČR (meziroční index),139.8
Česko,Svět celkem,únor 2000,Obrat pohybu zboží (meziroční index),137.5
Česko,Svět celkem,leden 2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",76210.0
Česko,Svět celkem,leden 2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",80284.0
Česko,Svět celkem,leden 2000,Bilance - pohyb zboží (v mil. Kč),-4074.0
Česko,Svět celkem,leden 2000,Obrat - pohyb zboží (v mil. Kč),156494.0
Česko,Svět celkem,leden 2000,Pohyb zboží z ČR (meziroční index ),130.5
Česko,Svět celkem,leden 2000,Pohyb zboží do ČR (meziroční index),136.9
Česko,Svět celkem,leden 2000,Obrat pohybu zboží (meziroční index),133.7
