Ukazatel,Území,Roky,Způsob vyplacení důchodu,value
Průměrný vdovský důchod (Kč),Cheb,2021,Sólo,9107.0
Průměrný vdovský důchod (Kč),Cheb,2021,Kombinace,16243.0
Průměrný vdovský důchod (Kč),Cheb,2020,Sólo,8684.0
Průměrný vdovský důchod (Kč),Cheb,2020,Kombinace,15257.0
Průměrný vdovský důchod (Kč),Cheb,2019,Sólo,8236.0
Průměrný vdovský důchod (Kč),Cheb,2019,Kombinace,14238.0
Průměrný vdovský důchod (Kč),Cheb,2018,Sólo,7311.0
Průměrný vdovský důchod (Kč),Cheb,2018,Kombinace,13055.0
Průměrný vdovský důchod (Kč),Cheb,2017,Sólo,7114.0
Průměrný vdovský důchod (Kč),Cheb,2017,Kombinace,12511.0
Průměrný vdovský důchod (Kč),Cheb,2016,Sólo,6948.0
Průměrný vdovský důchod (Kč),Cheb,2016,Kombinace,12148.0
Průměrný vdovský důchod (Kč),Cheb,2015,Sólo,6944.0
Průměrný vdovský důchod (Kč),Cheb,2015,Kombinace,12084.0
Průměrný vdovský důchod (Kč),Cheb,2014,Sólo,6812.0
Průměrný vdovský důchod (Kč),Cheb,2014,Kombinace,11815.0
Průměrný vdovský důchod (Kč),Cheb,2013,Sólo,6760.0
Průměrný vdovský důchod (Kč),Cheb,2013,Kombinace,11730.0
Průměrný vdovský důchod (Kč),Cheb,2012,Sólo,6687.0
Průměrný vdovský důchod (Kč),Cheb,2012,Kombinace,11553.0
Průměrný vdovský důchod (Kč),Cheb,2011,Sólo,6566.0
Průměrný vdovský důchod (Kč),Cheb,2011,Kombinace,11352.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2023,Sólo,12059.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2023,Kombinace,22050.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2022,Sólo,10974.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2022,Kombinace,19184.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2021,Sólo,9651.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2021,Kombinace,16405.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2020,Sólo,9117.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2020,Kombinace,15413.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2019,Sólo,8567.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2019,Kombinace,14379.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2018,Sólo,7699.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2018,Kombinace,13172.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2017,Sólo,7445.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2017,Kombinace,12611.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2016,Sólo,7220.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2016,Kombinace,12235.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2015,Sólo,7145.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2015,Kombinace,12158.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2014,Sólo,7031.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2014,Kombinace,11913.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2013,Sólo,6948.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2013,Kombinace,11825.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2012,Sólo,6785.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2012,Kombinace,11652.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2011,Sólo,6705.0
Průměrný vdovský důchod (Kč),Karlovy Vary,2011,Kombinace,11428.0
Průměrný vdovský důchod (Kč),Sokolov,2023,Sólo,12718.0
Průměrný vdovský důchod (Kč),Sokolov,2023,Kombinace,21857.0
Průměrný vdovský důchod (Kč),Sokolov,2022,Sólo,11653.0
Průměrný vdovský důchod (Kč),Sokolov,2022,Kombinace,19007.0
Průměrný vdovský důchod (Kč),Sokolov,2021,Sólo,9933.0
Průměrný vdovský důchod (Kč),Sokolov,2021,Kombinace,16260.0
Průměrný vdovský důchod (Kč),Sokolov,2020,Sólo,9345.0
Průměrný vdovský důchod (Kč),Sokolov,2020,Kombinace,15292.0
Průměrný vdovský důchod (Kč),Sokolov,2019,Sólo,8702.0
Průměrný vdovský důchod (Kč),Sokolov,2019,Kombinace,14297.0
Průměrný vdovský důchod (Kč),Sokolov,2018,Sólo,7941.0
Průměrný vdovský důchod (Kč),Sokolov,2018,Kombinace,13164.0
Průměrný vdovský důchod (Kč),Sokolov,2017,Sólo,7697.0
Průměrný vdovský důchod (Kč),Sokolov,2017,Kombinace,12625.0
Průměrný vdovský důchod (Kč),Sokolov,2016,Sólo,7486.0
Průměrný vdovský důchod (Kč),Sokolov,2016,Kombinace,12262.0
Průměrný vdovský důchod (Kč),Sokolov,2015,Sólo,7477.0
Průměrný vdovský důchod (Kč),Sokolov,2015,Kombinace,12188.0
Průměrný vdovský důchod (Kč),Sokolov,2014,Sólo,7322.0
Průměrný vdovský důchod (Kč),Sokolov,2014,Kombinace,11939.0
Průměrný vdovský důchod (Kč),Sokolov,2013,Sólo,7259.0
Průměrný vdovský důchod (Kč),Sokolov,2013,Kombinace,11862.0
Průměrný vdovský důchod (Kč),Sokolov,2012,Sólo,7142.0
Průměrný vdovský důchod (Kč),Sokolov,2012,Kombinace,11681.0
Průměrný vdovský důchod (Kč),Sokolov,2011,Sólo,6991.0
Průměrný vdovský důchod (Kč),Sokolov,2011,Kombinace,11479.0
Průměrný vdovský důchod (Kč),Děčín,2023,Sólo,12064.0
Průměrný vdovský důchod (Kč),Děčín,2023,Kombinace,21587.0
Průměrný vdovský důchod (Kč),Děčín,2022,Sólo,11169.0
Průměrný vdovský důchod (Kč),Děčín,2022,Kombinace,18739.0
Průměrný vdovský důchod (Kč),Děčín,2021,Sólo,9417.0
Průměrný vdovský důchod (Kč),Děčín,2021,Kombinace,16063.0
Průměrný vdovský důchod (Kč),Děčín,2020,Sólo,9012.0
Průměrný vdovský důchod (Kč),Děčín,2020,Kombinace,15101.0
Průměrný vdovský důchod (Kč),Děčín,2019,Sólo,8401.0
Průměrný vdovský důchod (Kč),Děčín,2019,Kombinace,14110.0
Průměrný vdovský důchod (Kč),Děčín,2018,Sólo,7632.0
Průměrný vdovský důchod (Kč),Děčín,2018,Kombinace,12949.0
Průměrný vdovský důchod (Kč),Děčín,2017,Sólo,7228.0
Průměrný vdovský důchod (Kč),Děčín,2017,Kombinace,12416.0
Průměrný vdovský důchod (Kč),Děčín,2016,Sólo,7023.0
Průměrný vdovský důchod (Kč),Děčín,2016,Kombinace,12046.0
Průměrný vdovský důchod (Kč),Děčín,2015,Sólo,6985.0
Průměrný vdovský důchod (Kč),Děčín,2015,Kombinace,11957.0
Průměrný vdovský důchod (Kč),Děčín,2014,Sólo,6887.0
Průměrný vdovský důchod (Kč),Děčín,2014,Kombinace,11700.0
Průměrný vdovský důchod (Kč),Děčín,2013,Sólo,6907.0
Průměrný vdovský důchod (Kč),Děčín,2013,Kombinace,11619.0
Průměrný vdovský důchod (Kč),Děčín,2012,Sólo,6820.0
Průměrný vdovský důchod (Kč),Děčín,2012,Kombinace,11445.0
Průměrný vdovský důchod (Kč),Děčín,2011,Sólo,6720.0
Průměrný vdovský důchod (Kč),Děčín,2011,Kombinace,11233.0
Průměrný vdovský důchod (Kč),Chomutov,2023,Sólo,12110.0
Průměrný vdovský důchod (Kč),Chomutov,2023,Kombinace,22016.0
Průměrný vdovský důchod (Kč),Chomutov,2022,Sólo,11312.0
Průměrný vdovský důchod (Kč),Chomutov,2022,Kombinace,19124.0
Průměrný vdovský důchod (Kč),Chomutov,2021,Sólo,9914.0
Průměrný vdovský důchod (Kč),Chomutov,2021,Kombinace,16397.0
Průměrný vdovský důchod (Kč),Chomutov,2020,Sólo,9295.0
Průměrný vdovský důchod (Kč),Chomutov,2020,Kombinace,15420.0
Průměrný vdovský důchod (Kč),Chomutov,2019,Sólo,8743.0
Průměrný vdovský důchod (Kč),Chomutov,2019,Kombinace,14422.0
Průměrný vdovský důchod (Kč),Chomutov,2018,Sólo,7920.0
Průměrný vdovský důchod (Kč),Chomutov,2018,Kombinace,13270.0
Průměrný vdovský důchod (Kč),Chomutov,2017,Sólo,7592.0
Průměrný vdovský důchod (Kč),Chomutov,2017,Kombinace,12717.0
Průměrný vdovský důchod (Kč),Chomutov,2016,Sólo,7366.0
Průměrný vdovský důchod (Kč),Chomutov,2016,Kombinace,12344.0
Průměrný vdovský důchod (Kč),Chomutov,2015,Sólo,7298.0
Průměrný vdovský důchod (Kč),Chomutov,2015,Kombinace,12268.0
Průměrný vdovský důchod (Kč),Chomutov,2014,Sólo,7200.0
Průměrný vdovský důchod (Kč),Chomutov,2014,Kombinace,12011.0
Průměrný vdovský důchod (Kč),Chomutov,2013,Sólo,7170.0
Průměrný vdovský důchod (Kč),Chomutov,2013,Kombinace,11938.0
Průměrný vdovský důchod (Kč),Chomutov,2012,Sólo,7059.0
Průměrný vdovský důchod (Kč),Chomutov,2012,Kombinace,11754.0
Průměrný vdovský důchod (Kč),Chomutov,2011,Sólo,6987.0
Průměrný vdovský důchod (Kč),Chomutov,2011,Kombinace,11515.0
Průměrný vdovský důchod (Kč),Litoměřice,2023,Sólo,12471.0
Průměrný vdovský důchod (Kč),Litoměřice,2023,Kombinace,21917.0
Průměrný vdovský důchod (Kč),Litoměřice,2022,Sólo,11380.0
Průměrný vdovský důchod (Kč),Litoměřice,2022,Kombinace,19061.0
Průměrný vdovský důchod (Kč),Litoměřice,2021,Sólo,9905.0
Průměrný vdovský důchod (Kč),Litoměřice,2021,Kombinace,16305.0
Průměrný vdovský důchod (Kč),Litoměřice,2020,Sólo,9388.0
Průměrný vdovský důchod (Kč),Litoměřice,2020,Kombinace,15321.0
Průměrný vdovský důchod (Kč),Litoměřice,2019,Sólo,8750.0
Průměrný vdovský důchod (Kč),Litoměřice,2019,Kombinace,14316.0
Průměrný vdovský důchod (Kč),Litoměřice,2018,Sólo,7904.0
Průměrný vdovský důchod (Kč),Litoměřice,2018,Kombinace,13132.0
Průměrný vdovský důchod (Kč),Litoměřice,2017,Sólo,7581.0
Průměrný vdovský důchod (Kč),Litoměřice,2017,Kombinace,12565.0
Průměrný vdovský důchod (Kč),Litoměřice,2016,Sólo,7262.0
Průměrný vdovský důchod (Kč),Litoměřice,2016,Kombinace,12171.0
Průměrný vdovský důchod (Kč),Litoměřice,2015,Sólo,7219.0
Průměrný vdovský důchod (Kč),Litoměřice,2015,Kombinace,12097.0
Průměrný vdovský důchod (Kč),Litoměřice,2014,Sólo,7045.0
Průměrný vdovský důchod (Kč),Litoměřice,2014,Kombinace,11825.0
Průměrný vdovský důchod (Kč),Litoměřice,2013,Sólo,7027.0
Průměrný vdovský důchod (Kč),Litoměřice,2013,Kombinace,11727.0
Průměrný vdovský důchod (Kč),Litoměřice,2012,Sólo,6907.0
Průměrný vdovský důchod (Kč),Litoměřice,2012,Kombinace,11557.0
Průměrný vdovský důchod (Kč),Litoměřice,2011,Sólo,6828.0
Průměrný vdovský důchod (Kč),Litoměřice,2011,Kombinace,11323.0
Průměrný vdovský důchod (Kč),Louny,2023,Sólo,12029.0
Průměrný vdovský důchod (Kč),Louny,2023,Kombinace,21721.0
Průměrný vdovský důchod (Kč),Louny,2022,Sólo,10834.0
Průměrný vdovský důchod (Kč),Louny,2022,Kombinace,18848.0
Průměrný vdovský důchod (Kč),Louny,2021,Sólo,9253.0
Průměrný vdovský důchod (Kč),Louny,2021,Kombinace,16129.0
Průměrný vdovský důchod (Kč),Louny,2020,Sólo,8807.0
Průměrný vdovský důchod (Kč),Louny,2020,Kombinace,15138.0
Průměrný vdovský důchod (Kč),Louny,2019,Sólo,8187.0
Průměrný vdovský důchod (Kč),Louny,2019,Kombinace,14152.0
Průměrný vdovský důchod (Kč),Louny,2018,Sólo,7503.0
Průměrný vdovský důchod (Kč),Louny,2018,Kombinace,12982.0
Průměrný vdovský důchod (Kč),Louny,2017,Sólo,7198.0
Průměrný vdovský důchod (Kč),Louny,2017,Kombinace,12462.0
Průměrný vdovský důchod (Kč),Louny,2016,Sólo,6963.0
Průměrný vdovský důchod (Kč),Louny,2016,Kombinace,12087.0
Průměrný vdovský důchod (Kč),Louny,2015,Sólo,6942.0
Průměrný vdovský důchod (Kč),Louny,2015,Kombinace,12010.0
Průměrný vdovský důchod (Kč),Louny,2014,Sólo,6922.0
Průměrný vdovský důchod (Kč),Louny,2014,Kombinace,11758.0
Průměrný vdovský důchod (Kč),Louny,2013,Sólo,6928.0
Průměrný vdovský důchod (Kč),Louny,2013,Kombinace,11665.0
Průměrný vdovský důchod (Kč),Louny,2012,Sólo,6820.0
Průměrný vdovský důchod (Kč),Louny,2012,Kombinace,11497.0
Průměrný vdovský důchod (Kč),Louny,2011,Sólo,6674.0
Průměrný vdovský důchod (Kč),Louny,2011,Kombinace,11281.0
Průměrný vdovský důchod (Kč),Most,2023,Sólo,12945.0
Průměrný vdovský důchod (Kč),Most,2023,Kombinace,22368.0
Průměrný vdovský důchod (Kč),Most,2022,Sólo,11872.0
Průměrný vdovský důchod (Kč),Most,2022,Kombinace,19551.0
Průměrný vdovský důchod (Kč),Most,2021,Sólo,10292.0
Průměrný vdovský důchod (Kč),Most,2021,Kombinace,16757.0
Průměrný vdovský důchod (Kč),Most,2020,Sólo,9797.0
Průměrný vdovský důchod (Kč),Most,2020,Kombinace,15789.0
Průměrný vdovský důchod (Kč),Most,2019,Sólo,9166.0
Průměrný vdovský důchod (Kč),Most,2019,Kombinace,14764.0
Průměrný vdovský důchod (Kč),Most,2018,Sólo,8294.0
Průměrný vdovský důchod (Kč),Most,2018,Kombinace,13604.0
Průměrný vdovský důchod (Kč),Most,2017,Sólo,7976.0
Průměrný vdovský důchod (Kč),Most,2017,Kombinace,13053.0
Průměrný vdovský důchod (Kč),Most,2016,Sólo,7700.0
Průměrný vdovský důchod (Kč),Most,2016,Kombinace,12684.0
Průměrný vdovský důchod (Kč),Most,2015,Sólo,7730.0
Průměrný vdovský důchod (Kč),Most,2015,Kombinace,12597.0
Průměrný vdovský důchod (Kč),Most,2014,Sólo,7556.0
Průměrný vdovský důchod (Kč),Most,2014,Kombinace,12341.0
Průměrný vdovský důchod (Kč),Most,2013,Sólo,7524.0
Průměrný vdovský důchod (Kč),Most,2013,Kombinace,12279.0
Průměrný vdovský důchod (Kč),Most,2012,Sólo,7443.0
Průměrný vdovský důchod (Kč),Most,2012,Kombinace,12081.0
Průměrný vdovský důchod (Kč),Most,2011,Sólo,7312.0
Průměrný vdovský důchod (Kč),Most,2011,Kombinace,11858.0
Průměrný vdovský důchod (Kč),Teplice,2023,Sólo,12352.0
Průměrný vdovský důchod (Kč),Teplice,2023,Kombinace,21873.0
Průměrný vdovský důchod (Kč),Teplice,2022,Sólo,11401.0
Průměrný vdovský důchod (Kč),Teplice,2022,Kombinace,19084.0
Průměrný vdovský důchod (Kč),Teplice,2021,Sólo,9882.0
Průměrný vdovský důchod (Kč),Teplice,2021,Kombinace,16358.0
Průměrný vdovský důchod (Kč),Teplice,2020,Sólo,9412.0
Průměrný vdovský důchod (Kč),Teplice,2020,Kombinace,15385.0
Průměrný vdovský důchod (Kč),Teplice,2019,Sólo,8846.0
Průměrný vdovský důchod (Kč),Teplice,2019,Kombinace,14388.0
Průměrný vdovský důchod (Kč),Teplice,2018,Sólo,7922.0
Průměrný vdovský důchod (Kč),Teplice,2018,Kombinace,13243.0
Průměrný vdovský důchod (Kč),Teplice,2017,Sólo,7584.0
Průměrný vdovský důchod (Kč),Teplice,2017,Kombinace,12683.0
Průměrný vdovský důchod (Kč),Teplice,2016,Sólo,7444.0
Průměrný vdovský důchod (Kč),Teplice,2016,Kombinace,12308.0
Průměrný vdovský důchod (Kč),Teplice,2015,Sólo,7344.0
Průměrný vdovský důchod (Kč),Teplice,2015,Kombinace,12220.0
Průměrný vdovský důchod (Kč),Teplice,2014,Sólo,7206.0
Průměrný vdovský důchod (Kč),Teplice,2014,Kombinace,11958.0
Průměrný vdovský důchod (Kč),Teplice,2013,Sólo,7142.0
Průměrný vdovský důchod (Kč),Teplice,2013,Kombinace,11890.0
Průměrný vdovský důchod (Kč),Teplice,2012,Sólo,7084.0
Průměrný vdovský důchod (Kč),Teplice,2012,Kombinace,11716.0
Průměrný vdovský důchod (Kč),Teplice,2011,Sólo,6969.0
Průměrný vdovský důchod (Kč),Teplice,2011,Kombinace,11500.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2023,Sólo,12237.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2023,Kombinace,22375.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2022,Sólo,11357.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2022,Kombinace,19540.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2021,Sólo,9753.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2021,Kombinace,16774.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2020,Sólo,9284.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2020,Kombinace,15763.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2019,Sólo,8563.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2019,Kombinace,14737.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2018,Sólo,7863.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2018,Kombinace,13521.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2017,Sólo,7500.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2017,Kombinace,12953.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2016,Sólo,7347.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2016,Kombinace,12567.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2015,Sólo,7314.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2015,Kombinace,12474.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2014,Sólo,7155.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2014,Kombinace,12200.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2013,Sólo,7161.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2013,Kombinace,12105.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2012,Sólo,7057.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2012,Kombinace,11910.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2011,Sólo,6925.0
Průměrný vdovský důchod (Kč),Ústí nad Labem,2011,Kombinace,11675.0
Průměrný vdovský důchod (Kč),Česká Lípa,2023,Sólo,12470.0
Průměrný vdovský důchod (Kč),Česká Lípa,2023,Kombinace,22016.0
Průměrný vdovský důchod (Kč),Česká Lípa,2022,Sólo,11426.0
Průměrný vdovský důchod (Kč),Česká Lípa,2022,Kombinace,19114.0
Průměrný vdovský důchod (Kč),Česká Lípa,2021,Sólo,9537.0
Průměrný vdovský důchod (Kč),Česká Lípa,2021,Kombinace,16383.0
Průměrný vdovský důchod (Kč),Česká Lípa,2020,Sólo,9077.0
Průměrný vdovský důchod (Kč),Česká Lípa,2020,Kombinace,15371.0
Průměrný vdovský důchod (Kč),Česká Lípa,2019,Sólo,8437.0
Průměrný vdovský důchod (Kč),Česká Lípa,2019,Kombinace,14360.0
Průměrný vdovský důchod (Kč),Česká Lípa,2018,Sólo,7666.0
Průměrný vdovský důchod (Kč),Česká Lípa,2018,Kombinace,13179.0
Průměrný vdovský důchod (Kč),Česká Lípa,2017,Sólo,7422.0
Průměrný vdovský důchod (Kč),Česká Lípa,2017,Kombinace,12607.0
Průměrný vdovský důchod (Kč),Česká Lípa,2016,Sólo,7261.0
Průměrný vdovský důchod (Kč),Česká Lípa,2016,Kombinace,12225.0
Průměrný vdovský důchod (Kč),Česká Lípa,2015,Sólo,7242.0
Průměrný vdovský důchod (Kč),Česká Lípa,2015,Kombinace,12148.0
Průměrný vdovský důchod (Kč),Česká Lípa,2014,Sólo,7087.0
Průměrný vdovský důchod (Kč),Česká Lípa,2014,Kombinace,11893.0
Průměrný vdovský důchod (Kč),Česká Lípa,2013,Sólo,7048.0
Průměrný vdovský důchod (Kč),Česká Lípa,2013,Kombinace,11781.0
Průměrný vdovský důchod (Kč),Česká Lípa,2012,Sólo,6944.0
Průměrný vdovský důchod (Kč),Česká Lípa,2012,Kombinace,11614.0
Průměrný vdovský důchod (Kč),Česká Lípa,2011,Sólo,6840.0
Průměrný vdovský důchod (Kč),Česká Lípa,2011,Kombinace,11394.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2023,Sólo,12230.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2023,Kombinace,22296.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2022,Sólo,11529.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2022,Kombinace,19470.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2021,Sólo,9886.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2021,Kombinace,16672.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2020,Sólo,9335.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2020,Kombinace,15648.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2019,Sólo,8719.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2019,Kombinace,14614.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2018,Sólo,7894.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2018,Kombinace,13382.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2017,Sólo,7481.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2017,Kombinace,12801.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2016,Sólo,7231.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2016,Kombinace,12401.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2015,Sólo,7276.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2015,Kombinace,12316.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2014,Sólo,7059.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2014,Kombinace,12049.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2013,Sólo,6989.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2013,Kombinace,11955.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2012,Sólo,6765.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2012,Kombinace,11758.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2011,Sólo,6655.0
Průměrný vdovský důchod (Kč),Jablonec nad Nisou,2011,Kombinace,11542.0
Průměrný vdovský důchod (Kč),Liberec,2023,Sólo,12298.0
Průměrný vdovský důchod (Kč),Liberec,2023,Kombinace,22111.0
Průměrný vdovský důchod (Kč),Liberec,2022,Sólo,11529.0
Průměrný vdovský důchod (Kč),Liberec,2022,Kombinace,19289.0
Průměrný vdovský důchod (Kč),Liberec,2021,Sólo,9918.0
Průměrný vdovský důchod (Kč),Liberec,2021,Kombinace,16510.0
Průměrný vdovský důchod (Kč),Liberec,2020,Sólo,9380.0
Průměrný vdovský důchod (Kč),Liberec,2020,Kombinace,15519.0
Průměrný vdovský důchod (Kč),Liberec,2019,Sólo,8651.0
Průměrný vdovský důchod (Kč),Liberec,2019,Kombinace,14502.0
Průměrný vdovský důchod (Kč),Liberec,2018,Sólo,7948.0
Průměrný vdovský důchod (Kč),Liberec,2018,Kombinace,13293.0
Průměrný vdovský důchod (Kč),Liberec,2017,Sólo,7511.0
Průměrný vdovský důchod (Kč),Liberec,2017,Kombinace,12716.0
Průměrný vdovský důchod (Kč),Liberec,2016,Sólo,7230.0
Průměrný vdovský důchod (Kč),Liberec,2016,Kombinace,12328.0
Průměrný vdovský důchod (Kč),Liberec,2015,Sólo,7189.0
Průměrný vdovský důchod (Kč),Liberec,2015,Kombinace,12236.0
Průměrný vdovský důchod (Kč),Liberec,2014,Sólo,7025.0
Průměrný vdovský důchod (Kč),Liberec,2014,Kombinace,11965.0
Průměrný vdovský důchod (Kč),Liberec,2013,Sólo,7012.0
Průměrný vdovský důchod (Kč),Liberec,2013,Kombinace,11875.0
Průměrný vdovský důchod (Kč),Liberec,2012,Sólo,6902.0
Průměrný vdovský důchod (Kč),Liberec,2012,Kombinace,11694.0
Průměrný vdovský důchod (Kč),Liberec,2011,Sólo,6718.0
Průměrný vdovský důchod (Kč),Liberec,2011,Kombinace,11464.0
Průměrný vdovský důchod (Kč),Semily,2023,Sólo,12160.0
Průměrný vdovský důchod (Kč),Semily,2023,Kombinace,21893.0
Průměrný vdovský důchod (Kč),Semily,2022,Sólo,11126.0
Průměrný vdovský důchod (Kč),Semily,2022,Kombinace,19031.0
Průměrný vdovský důchod (Kč),Semily,2021,Sólo,9546.0
Průměrný vdovský důchod (Kč),Semily,2021,Kombinace,16292.0
Průměrný vdovský důchod (Kč),Semily,2020,Sólo,8978.0
Průměrný vdovský důchod (Kč),Semily,2020,Kombinace,15323.0
Průměrný vdovský důchod (Kč),Semily,2019,Sólo,8342.0
Průměrný vdovský důchod (Kč),Semily,2019,Kombinace,14294.0
Průměrný vdovský důchod (Kč),Semily,2018,Sólo,7626.0
Průměrný vdovský důchod (Kč),Semily,2018,Kombinace,13059.0
Průměrný vdovský důchod (Kč),Semily,2017,Sólo,7347.0
Průměrný vdovský důchod (Kč),Semily,2017,Kombinace,12498.0
Průměrný vdovský důchod (Kč),Semily,2016,Sólo,7119.0
Průměrný vdovský důchod (Kč),Semily,2016,Kombinace,12129.0
Průměrný vdovský důchod (Kč),Semily,2015,Sólo,7062.0
Průměrný vdovský důchod (Kč),Semily,2015,Kombinace,12065.0
Průměrný vdovský důchod (Kč),Semily,2014,Sólo,7039.0
Průměrný vdovský důchod (Kč),Semily,2014,Kombinace,11801.0
Průměrný vdovský důchod (Kč),Semily,2013,Sólo,6986.0
Průměrný vdovský důchod (Kč),Semily,2013,Kombinace,11708.0
Průměrný vdovský důchod (Kč),Semily,2012,Sólo,6813.0
Průměrný vdovský důchod (Kč),Semily,2012,Kombinace,11536.0
Průměrný vdovský důchod (Kč),Semily,2011,Sólo,6664.0
Průměrný vdovský důchod (Kč),Semily,2011,Kombinace,11321.0
Průměrný vdovský důchod (Kč),Hradec Králové,2023,Sólo,12607.0
Průměrný vdovský důchod (Kč),Hradec Králové,2023,Kombinace,22452.0
Průměrný vdovský důchod (Kč),Hradec Králové,2022,Sólo,11406.0
Průměrný vdovský důchod (Kč),Hradec Králové,2022,Kombinace,19586.0
Průměrný vdovský důchod (Kč),Hradec Králové,2021,Sólo,9946.0
Průměrný vdovský důchod (Kč),Hradec Králové,2021,Kombinace,16770.0
Průměrný vdovský důchod (Kč),Hradec Králové,2020,Sólo,9425.0
Průměrný vdovský důchod (Kč),Hradec Králové,2020,Kombinace,15736.0
Průměrný vdovský důchod (Kč),Hradec Králové,2019,Sólo,8664.0
Průměrný vdovský důchod (Kč),Hradec Králové,2019,Kombinace,14704.0
Průměrný vdovský důchod (Kč),Hradec Králové,2018,Sólo,7853.0
Průměrný vdovský důchod (Kč),Hradec Králové,2018,Kombinace,13450.0
Průměrný vdovský důchod (Kč),Hradec Králové,2017,Sólo,7444.0
Průměrný vdovský důchod (Kč),Hradec Králové,2017,Kombinace,12882.0
Průměrný vdovský důchod (Kč),Hradec Králové,2016,Sólo,7212.0
Průměrný vdovský důchod (Kč),Hradec Králové,2016,Kombinace,12501.0
Průměrný vdovský důchod (Kč),Hradec Králové,2015,Sólo,7213.0
Průměrný vdovský důchod (Kč),Hradec Králové,2015,Kombinace,12408.0
