Ukazatel;Plocha bytu;ČR, kraje, okresy;Roky;value
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2015;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2014;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2013;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2012;78.3571428571429
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2011;117.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2010;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2009;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2008;88.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2007;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Chomutov;2006;61.4444444444444
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2022;44.2954545454545
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2021;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2020;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2019;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2018;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2017;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2015;76.6
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2014;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2013;70.701030927835
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2012;46.6818181818182
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2011;64.75
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2010;65.375
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2009;61.8333333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2008;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2007;62.1666666666667
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Litoměřice;2006;82.6153846153846
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2022;73.3586956521739
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2021;90.9090909090909
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2020;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2019;86.3333333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2018;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2017;77.9857142857143
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2015;83.3333333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2014;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2013;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2012;98.2
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2011;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2010;91.195652173913
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2009;54.4375
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2008;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2007;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Louny;2006;72.2
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2022;82.5
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2021;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2020;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2019;82.75
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2018;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2017;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2015;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2014;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2013;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2012;83.625
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2011;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2010;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2009;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2008;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2007;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Most;2006;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2022;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2021;82.5
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2020;80.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2019;88.6842105263158
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2018;79.3333333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2017;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2015;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2014;58.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2013;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2012;62.0512820512821
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2011;50.6703296703297
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2010;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2009;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2008;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2007;75.9666666666667
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Teplice;2006;75.0322580645161
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2022;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2021;63.5294117647059
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2020;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2019;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2018;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2017;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2015;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2014;93.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2013;109.375
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2012;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2011;32.3333333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2010;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2009;52.7777777777778
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2008;67.2
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2007;53.5
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Ústí nad Labem;2006;45.8967136150235
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2022;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2021;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2020;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2019;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2018;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2017;62.972972972973
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2016;41.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2015;86.75
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2014;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2013;59.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2012;35.75
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2011;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2010;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2009;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2008;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2007;59.9127906976744
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Česká Lípa;2006;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2022;86.5
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2021;56.3
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2020;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2019;91.4444444444444
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2018;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2017;81.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2016;89.9
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2015;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2014;57.875
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2013;44.7037037037037
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2012;54.2631578947368
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2011;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2010;57.7777777777778
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2009;78.1086956521739
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2008;63.0161290322581
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2007;67.2432432432432
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jablonec nad Nisou;2006;52.0952380952381
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2022;74.9027777777778
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2021;67.3409090909091
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2020;58.9113924050633
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2019;77.4675324675325
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2018;76.3571428571429
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2017;74.48
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2016;60.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2015;45.8125
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2014;64.3404255319149
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2013;63.9333333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2012;58.5177304964539
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2011;70.7837837837838
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2010;68.9329608938548
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2009;67.2958115183246
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2008;57.4666666666667
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2007;67.6746987951807
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Liberec;2006;58.185520361991
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2022;78.2142857142857
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2021;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2020;59.6923076923077
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2019;79.2380952380952
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2018;84.0740740740741
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2017;40.1666666666667
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2015;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2014;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2013;76.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2012;55.5555555555556
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2011;38.8965517241379
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2010;83.5
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2009;39.5
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2008;60.6981132075472
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2007;62.6632653061224
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Semily;2006;56.5766423357664
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2022;81.9880478087649
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2021;67.720207253886
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2020;86.1340782122905
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2019;86.8534031413613
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2018;78.5748502994012
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2017;90.3304347826087
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2016;78.5822784810127
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2015;86.5471698113208
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2014;69.8372093023256
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2013;122.176470588235
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2012;67.2096774193548
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2011;71.3333333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2010;69.5497630331754
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2009;63.8348623853211
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2008;87.1138392857143
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2007;70.8427835051546
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hradec Králové;2006;56.1538461538462
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2022;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2021;80.7692307692308
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2020;44.2272727272727
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2019;84.4653465346535
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2018;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2017;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2015;52.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2014;58.6666666666667
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2013;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2012;105.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2011;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2010;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2009;73.75
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2008;82.1
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2007;96.7796610169491
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jičín;2006;52.8928571428571
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2022;63.8285714285714
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2021;82.8214285714286
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2020;68.4146341463415
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2019;50.780487804878
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2018;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2017;52.5
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2015;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2014;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2013;197.5
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2012;69.8095238095238
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2011;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2010;63.9333333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2009;51.625
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2008;59.75
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2007;62.2564102564103
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Náchod;2006;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Rychnov nad Kněžnou;2022;62.005291005291
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Rychnov nad Kněžnou;2021;87.1241830065359
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Rychnov nad Kněžnou;2020;57.1132075471698
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Rychnov nad Kněžnou;2019;49.25
