Území;Ukazatel;Kumulace čtvrtletí;value
Česko;Zahájené byty v nebytových budovách;Q1-Q3 1996;
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1996;
Česko;Zahájené byty v nebytových budovách;Q1 1997;
Česko;Zahájené byty v nebytových budovách;Q1-Q2 1997;
Česko;Zahájené byty v nebytových budovách;Q1-Q3 1997;
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1997;
Česko;Zahájené byty v nebytových budovách;Q1 1998;128.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 1998;277.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 1998;397.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1998;593.0
Česko;Zahájené byty v nebytových budovách;Q1 1999;315.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 1999;619.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 1999;938.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 1999;1247.0
Česko;Zahájené byty v nebytových budovách;Q1 2000;304.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2000;578.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2000;957.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2000;1453.0
Česko;Zahájené byty v nebytových budovách;Q1 2001;289.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2001;651.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2001;933.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2001;1384.0
Česko;Zahájené byty v nebytových budovách;Q1 2002;228.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2002;471.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2002;799.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2002;1225.0
Česko;Zahájené byty v nebytových budovách;Q1 2003;187.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2003;378.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2003;727.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2003;1167.0
Česko;Zahájené byty v nebytových budovách;Q1 2004;367.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2004;722.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2004;1144.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2004;1318.0
Česko;Zahájené byty v nebytových budovách;Q1 2005;460.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2005;728.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2005;1296.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2005;1932.0
Česko;Zahájené byty v nebytových budovách;Q1 2006;486.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2006;1201.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2006;1574.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2006;2182.0
Česko;Zahájené byty v nebytových budovách;Q1 2007;470.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2007;883.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2007;1243.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2007;2166.0
Česko;Zahájené byty v nebytových budovách;Q1 2008;405.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2008;1009.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2008;1414.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2008;1872.0
Česko;Zahájené byty v nebytových budovách;Q1 2009;965.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2009;1332.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2009;1967.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2009;2458.0
Česko;Zahájené byty v nebytových budovách;Q1 2010;260.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2010;666.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2010;1239.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2010;1564.0
Česko;Zahájené byty v nebytových budovách;Q1 2011;298.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2011;656.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2011;942.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2011;1175.0
Česko;Zahájené byty v nebytových budovách;Q1 2012;390.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2012;685.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2012;950.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2012;1277.0
Česko;Zahájené byty v nebytových budovách;Q1 2013;282.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2013;539.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2013;874.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2013;1100.0
Česko;Zahájené byty v nebytových budovách;Q1 2014;498.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2014;754.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2014;1148.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2014;1566.0
Česko;Zahájené byty v nebytových budovách;Q1 2015;456.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2015;863.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2015;1304.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2015;1635.0
Česko;Zahájené byty v nebytových budovách;Q1 2016;337.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2016;751.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2016;1121.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2016;1540.0
Česko;Zahájené byty v nebytových budovách;Q1 2017;257.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2017;576.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2017;841.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2017;1325.0
Česko;Zahájené byty v nebytových budovách;Q1 2018;302.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2018;660.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2018;1027.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2018;1872.0
Česko;Zahájené byty v nebytových budovách;Q1 2019;287.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2019;629.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2019;970.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2019;1390.0
Česko;Zahájené byty v nebytových budovách;Q1 2020;306.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2020;726.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2020;993.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2020;1313.0
Česko;Zahájené byty v nebytových budovách;Q1 2021;255.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2021;748.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2021;1124.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2021;1676.0
Česko;Zahájené byty v nebytových budovách;Q1 2022;483.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2022;912.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2022;1425.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2022;2018.0
Česko;Zahájené byty v nebytových budovách;Q1 2023;483.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2023;1079.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2023;1534.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2023;1917.0
Česko;Zahájené byty v nebytových budovách;Q1 2024;301.0
Česko;Zahájené byty v nebytových budovách;Q1-Q2 2024;651.0
Česko;Zahájené byty v nebytových budovách;Q1-Q3 2024;1349.0
Česko;Zahájené byty v nebytových budovách;Q1-Q4 2024;1807.0
Česko;Zahájené byty v nebytových budovách;Q1 2025;288.0
Česko;Dokončené byty;Q1-Q4 1990;44594.0
Česko;Dokončené byty;Q1 1991;
Česko;Dokončené byty;Q1-Q2 1991;
Česko;Dokončené byty;Q1-Q3 1991;
Česko;Dokončené byty;Q1-Q4 1991;41719.0
Česko;Dokončené byty;Q1 1992;
Česko;Dokončené byty;Q1-Q2 1992;
Česko;Dokončené byty;Q1-Q3 1992;
Česko;Dokončené byty;Q1-Q4 1992;36397.0
Česko;Dokončené byty;Q1 1993;
Česko;Dokončené byty;Q1-Q2 1993;
Česko;Dokončené byty;Q1-Q3 1993;
Česko;Dokončené byty;Q1-Q4 1993;31509.0
Česko;Dokončené byty;Q1 1994;
Česko;Dokončené byty;Q1-Q2 1994;
Česko;Dokončené byty;Q1-Q3 1994;
Česko;Dokončené byty;Q1-Q4 1994;18162.0
Česko;Dokončené byty;Q1 1995;
Česko;Dokončené byty;Q1-Q2 1995;
Česko;Dokončené byty;Q1-Q3 1995;
Česko;Dokončené byty;Q1-Q4 1995;12998.0
Česko;Dokončené byty;Q1 1996;
Česko;Dokončené byty;Q1-Q2 1996;
Česko;Dokončené byty;Q1-Q3 1996;
Česko;Dokončené byty;Q1-Q4 1996;14482.0
Česko;Dokončené byty;Q1 1997;
Česko;Dokončené byty;Q1-Q2 1997;
Česko;Dokončené byty;Q1-Q3 1997;
Česko;Dokončené byty;Q1-Q4 1997;16757.0
Česko;Dokončené byty;Q1 1998;3867.0
Česko;Dokončené byty;Q1-Q2 1998;7505.0
Česko;Dokončené byty;Q1-Q3 1998;12817.0
Česko;Dokončené byty;Q1-Q4 1998;22183.0
Česko;Dokončené byty;Q1 1999;5100.0
Česko;Dokončené byty;Q1-Q2 1999;8972.0
Česko;Dokončené byty;Q1-Q3 1999;15001.0
Česko;Dokončené byty;Q1-Q4 1999;23734.0
Česko;Dokončené byty;Q1 2000;5521.0
Česko;Dokončené byty;Q1-Q2 2000;9743.0
Česko;Dokončené byty;Q1-Q3 2000;15163.0
Česko;Dokončené byty;Q1-Q4 2000;25207.0
Česko;Dokončené byty;Q1 2001;5034.0
Česko;Dokončené byty;Q1-Q2 2001;9539.0
Česko;Dokončené byty;Q1-Q3 2001;15495.0
Česko;Dokončené byty;Q1-Q4 2001;24758.0
Česko;Dokončené byty;Q1 2002;6531.0
Česko;Dokončené byty;Q1-Q2 2002;11578.0
Česko;Dokončené byty;Q1-Q3 2002;17376.0
Česko;Dokončené byty;Q1-Q4 2002;27291.0
Česko;Dokončené byty;Q1 2003;5017.0
Česko;Dokončené byty;Q1-Q2 2003;9781.0
Česko;Dokončené byty;Q1-Q3 2003;16853.0
Česko;Dokončené byty;Q1-Q4 2003;27127.0
Česko;Dokončené byty;Q1 2004;6099.0
Česko;Dokončené byty;Q1-Q2 2004;12087.0
Česko;Dokončené byty;Q1-Q3 2004;19932.0
Česko;Dokončené byty;Q1-Q4 2004;32268.0
Česko;Dokončené byty;Q1 2005;6452.0
Česko;Dokončené byty;Q1-Q2 2005;12520.0
Česko;Dokončené byty;Q1-Q3 2005;20995.0
Česko;Dokončené byty;Q1-Q4 2005;32863.0
Česko;Dokončené byty;Q1 2006;6929.0
Česko;Dokončené byty;Q1-Q2 2006;12117.0
Česko;Dokončené byty;Q1-Q3 2006;18166.0
Česko;Dokončené byty;Q1-Q4 2006;30190.0
Česko;Dokončené byty;Q1 2007;8337.0
Česko;Dokončené byty;Q1-Q2 2007;15095.0
Česko;Dokončené byty;Q1-Q3 2007;23826.0
Česko;Dokončené byty;Q1-Q4 2007;41649.0
Česko;Dokončené byty;Q1 2008;9070.0
Česko;Dokončené byty;Q1-Q2 2008;16427.0
Česko;Dokončené byty;Q1-Q3 2008;25986.0
Česko;Dokončené byty;Q1-Q4 2008;38380.0
Česko;Dokončené byty;Q1 2009;9314.0
Česko;Dokončené byty;Q1-Q2 2009;17084.0
Česko;Dokončené byty;Q1-Q3 2009;25804.0
Česko;Dokončené byty;Q1-Q4 2009;38473.0
Česko;Dokončené byty;Q1 2010;9199.0
Česko;Dokončené byty;Q1-Q2 2010;16120.0
Česko;Dokončené byty;Q1-Q3 2010;23535.0
Česko;Dokončené byty;Q1-Q4 2010;36442.0
Česko;Dokončené byty;Q1 2011;6112.0
Česko;Dokončené byty;Q1-Q2 2011;11505.0
Česko;Dokončené byty;Q1-Q3 2011;18121.0
Česko;Dokončené byty;Q1-Q4 2011;28630.0
Česko;Dokončené byty;Q1 2012;6230.0
Česko;Dokončené byty;Q1-Q2 2012;13049.0
Česko;Dokončené byty;Q1-Q3 2012;19954.0
Česko;Dokončené byty;Q1-Q4 2012;29467.0
Česko;Dokončené byty;Q1 2013;6441.0
Česko;Dokončené byty;Q1-Q2 2013;11751.0
Česko;Dokončené byty;Q1-Q3 2013;17901.0
Česko;Dokončené byty;Q1-Q4 2013;25238.0
Česko;Dokončené byty;Q1 2014;5958.0
Česko;Dokončené byty;Q1-Q2 2014;10605.0
Česko;Dokončené byty;Q1-Q3 2014;16893.0
Česko;Dokončené byty;Q1-Q4 2014;23954.0
Česko;Dokončené byty;Q1 2015;6220.0
Česko;Dokončené byty;Q1-Q2 2015;11768.0
Česko;Dokončené byty;Q1-Q3 2015;17837.0
Česko;Dokončené byty;Q1-Q4 2015;25095.0
Česko;Dokončené byty;Q1 2016;6177.0
Česko;Dokončené byty;Q1-Q2 2016;12238.0
Česko;Dokončené byty;Q1-Q3 2016;18369.0
Česko;Dokončené byty;Q1-Q4 2016;27333.0
Česko;Dokončené byty;Q1 2017;5810.0
Česko;Dokončené byty;Q1-Q2 2017;12792.0
Česko;Dokončené byty;Q1-Q3 2017;19775.0
Česko;Dokončené byty;Q1-Q4 2017;28569.0
Česko;Dokončené byty;Q1 2018;6896.0
Česko;Dokončené byty;Q1-Q2 2018;14898.0
Česko;Dokončené byty;Q1-Q3 2018;23267.0
Česko;Dokončené byty;Q1-Q4 2018;33850.0
Česko;Dokončené byty;Q1 2019;8106.0
Česko;Dokončené byty;Q1-Q2 2019;16428.0
Česko;Dokončené byty;Q1-Q3 2019;25745.0
Česko;Dokončené byty;Q1-Q4 2019;36406.0
Česko;Dokončené byty;Q1 2020;8032.0
Česko;Dokončené byty;Q1-Q2 2020;15257.0
Česko;Dokončené byty;Q1-Q3 2020;23302.0
Česko;Dokončené byty;Q1-Q4 2020;34412.0
Česko;Dokončené byty;Q1 2021;9019.0
Česko;Dokončené byty;Q1-Q2 2021;16965.0
Česko;Dokončené byty;Q1-Q3 2021;24266.0
Česko;Dokončené byty;Q1-Q4 2021;34581.0
Česko;Dokončené byty;Q1 2022;9098.0
Česko;Dokončené byty;Q1-Q2 2022;17384.0
Česko;Dokončené byty;Q1-Q3 2022;26903.0
Česko;Dokončené byty;Q1-Q4 2022;39398.0
Česko;Dokončené byty;Q1 2023;8210.0
Česko;Dokončené byty;Q1-Q2 2023;17888.0
Česko;Dokončené byty;Q1-Q3 2023;25951.0
Česko;Dokončené byty;Q1-Q4 2023;38067.0
Česko;Dokončené byty;Q1 2024;8029.0
Česko;Dokončené byty;Q1-Q2 2024;17546.0
Česko;Dokončené byty;Q1-Q3 2024;24248.0
Česko;Dokončené byty;Q1-Q4 2024;30267.0
Česko;Dokončené byty;Q1 2025;6642.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1990;
Česko;Dokončené byty v nových rodinných domech;Q1 1991;
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 1991;
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 1991;
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1991;
Česko;Dokončené byty v nových rodinných domech;Q1 1992;
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 1992;
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 1992;
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1992;
Česko;Dokončené byty v nových rodinných domech;Q1 1993;
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 1993;
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 1993;
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1993;
Česko;Dokončené byty v nových rodinných domech;Q1 1994;
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 1994;
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 1994;
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1994;
Česko;Dokončené byty v nových rodinných domech;Q1 1995;
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 1995;
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 1995;
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1995;
Česko;Dokončené byty v nových rodinných domech;Q1 1996;
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 1996;
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 1996;
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1996;
Česko;Dokončené byty v nových rodinných domech;Q1 1997;
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 1997;
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 1997;
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1997;6509.0
Česko;Dokončené byty v nových rodinných domech;Q1 1998;1763.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 1998;3209.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 1998;5200.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1998;8336.0
Česko;Dokončené byty v nových rodinných domech;Q1 1999;1891.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 1999;3572.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 1999;5574.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 1999;9238.0
Česko;Dokončené byty v nových rodinných domech;Q1 2000;2146.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2000;4085.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2000;6443.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2000;10466.0
Česko;Dokončené byty v nových rodinných domech;Q1 2001;2380.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2001;4090.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2001;6633.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2001;10693.0
Česko;Dokončené byty v nových rodinných domech;Q1 2002;2583.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2002;4854.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2002;7659.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2002;11716.0
Česko;Dokončené byty v nových rodinných domech;Q1 2003;2530.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2003;4496.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2003;7020.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2003;11397.0
Česko;Dokončené byty v nových rodinných domech;Q1 2004;2867.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2004;5092.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2004;8043.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2004;13302.0
Česko;Dokončené byty v nových rodinných domech;Q1 2005;2911.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2005;5292.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2005;8218.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2005;13472.0
Česko;Dokončené byty v nových rodinných domech;Q1 2006;2899.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2006;5074.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2006;7998.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2006;13230.0
Česko;Dokončené byty v nových rodinných domech;Q1 2007;3687.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2007;6526.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2007;10754.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2007;16988.0
Česko;Dokončené byty v nových rodinných domech;Q1 2008;4489.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2008;8363.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2008;12861.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2008;19611.0
Česko;Dokončené byty v nových rodinných domech;Q1 2009;4334.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2009;7937.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2009;11999.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2009;19124.0
Česko;Dokončené byty v nových rodinných domech;Q1 2010;4424.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2010;7809.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2010;11623.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2010;19760.0
Česko;Dokončené byty v nových rodinných domech;Q1 2011;4065.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2011;7345.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2011;11041.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2011;17385.0
Česko;Dokončené byty v nových rodinných domech;Q1 2012;4009.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2012;7514.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2012;11491.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2012;17442.0
Česko;Dokončené byty v nových rodinných domech;Q1 2013;3848.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2013;7045.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2013;10657.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2013;15469.0
Česko;Dokončené byty v nových rodinných domech;Q1 2014;3382.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2014;6333.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2014;9873.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2014;13992.0
Česko;Dokončené byty v nových rodinných domech;Q1 2015;3179.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2015;6337.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2015;9643.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2015;13890.0
Česko;Dokončené byty v nových rodinných domech;Q1 2016;3410.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2016;6847.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2016;10197.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2016;14567.0
Česko;Dokončené byty v nových rodinných domech;Q1 2017;3255.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2017;6742.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2017;10377.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2017;15170.0
Česko;Dokončené byty v nových rodinných domech;Q1 2018;4152.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2018;8553.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2018;13101.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2018;19152.0
Česko;Dokončené byty v nových rodinných domech;Q1 2019;4410.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2019;8771.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2019;13510.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2019;19229.0
Česko;Dokončené byty v nových rodinných domech;Q1 2020;4308.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2020;8930.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2020;13693.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2020;19218.0
Česko;Dokončené byty v nových rodinných domech;Q1 2021;4988.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2021;9604.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2021;13553.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2021;18998.0
Česko;Dokončené byty v nových rodinných domech;Q1 2022;5175.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2022;9686.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2022;14082.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2022;20151.0
Česko;Dokončené byty v nových rodinných domech;Q1 2023;4606.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2023;9452.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2023;13501.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2023;18963.0
Česko;Dokončené byty v nových rodinných domech;Q1 2024;4111.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q2 2024;8912.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q3 2024;12393.0
Česko;Dokončené byty v nových rodinných domech;Q1-Q4 2024;15053.0
Česko;Dokončené byty v nových rodinných domech;Q1 2025;3439.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1990;
Česko;Dokončené byty v nových bytových domech;Q1 1991;
Česko;Dokončené byty v nových bytových domech;Q1-Q2 1991;
Česko;Dokončené byty v nových bytových domech;Q1-Q3 1991;
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1991;
Česko;Dokončené byty v nových bytových domech;Q1 1992;
Česko;Dokončené byty v nových bytových domech;Q1-Q2 1992;
Česko;Dokončené byty v nových bytových domech;Q1-Q3 1992;
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1992;
Česko;Dokončené byty v nových bytových domech;Q1 1993;
Česko;Dokončené byty v nových bytových domech;Q1-Q2 1993;
Česko;Dokončené byty v nových bytových domech;Q1-Q3 1993;
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1993;
Česko;Dokončené byty v nových bytových domech;Q1 1994;
Česko;Dokončené byty v nových bytových domech;Q1-Q2 1994;
Česko;Dokončené byty v nových bytových domech;Q1-Q3 1994;
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1994;
Česko;Dokončené byty v nových bytových domech;Q1 1995;
Česko;Dokončené byty v nových bytových domech;Q1-Q2 1995;
Česko;Dokončené byty v nových bytových domech;Q1-Q3 1995;
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1995;
Česko;Dokončené byty v nových bytových domech;Q1 1996;
Česko;Dokončené byty v nových bytových domech;Q1-Q2 1996;
Česko;Dokončené byty v nových bytových domech;Q1-Q3 1996;
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1996;
Česko;Dokončené byty v nových bytových domech;Q1 1997;
Česko;Dokončené byty v nových bytových domech;Q1-Q2 1997;
Česko;Dokončené byty v nových bytových domech;Q1-Q3 1997;
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1997;4568.0
Česko;Dokončené byty v nových bytových domech;Q1 1998;810.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 1998;1651.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 1998;3197.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1998;6827.0
Česko;Dokončené byty v nových bytových domech;Q1 1999;1363.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 1999;2027.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 1999;4369.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 1999;6598.0
Česko;Dokončené byty v nových bytových domech;Q1 2000;1537.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2000;2361.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2000;3313.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2000;5926.0
Česko;Dokončené byty v nových bytových domech;Q1 2001;1158.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2001;2041.0
Česko;Dokončené byty v nových bytových domech;Q1-Q3 2001;3328.0
Česko;Dokončené byty v nových bytových domech;Q1-Q4 2001;5912.0
Česko;Dokončené byty v nových bytových domech;Q1 2002;1499.0
Česko;Dokončené byty v nových bytových domech;Q1-Q2 2002;2313.0
