Roky;Ukazatel;Rezidence;Oblasti destinačního managementu nečleněné;Kategorie ubytovacího zařízení;value
2023;Počet hostů;Celkem;Lužické hory;Penzion;
2023;Počet hostů;Celkem;Lužické hory;Kemp;46752.0
2023;Počet hostů;Celkem;Lužické hory;Chatová osada;4764.0
2023;Počet hostů;Celkem;Lužické hory;Turistická ubytovna;5816.0
2023;Počet hostů;Celkem;Lužické hory;Ostatní HUZ;21507.0
2023;Počet hostů;Celkem;Máchův kraj;HUZ celkem;117641.0
2023;Počet hostů;Celkem;Máchův kraj;Hotel *****;
2023;Počet hostů;Celkem;Máchův kraj;Hotel, motel, botel ****;12895.0
2023;Počet hostů;Celkem;Máchův kraj;Hotel, motel, botel ***;8531.0
2023;Počet hostů;Celkem;Máchův kraj;Hotel, motel, botel **;1435.0
2023;Počet hostů;Celkem;Máchův kraj;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Máchův kraj;Hotel garni;
2023;Počet hostů;Celkem;Máchův kraj;Penzion;9910.0
2023;Počet hostů;Celkem;Máchův kraj;Kemp;35982.0
2023;Počet hostů;Celkem;Máchův kraj;Chatová osada;20291.0
2023;Počet hostů;Celkem;Máchův kraj;Turistická ubytovna;
2023;Počet hostů;Celkem;Máchův kraj;Ostatní HUZ;23773.0
2023;Počet hostů;Celkem;Broumovsko;HUZ celkem;62845.0
2023;Počet hostů;Celkem;Broumovsko;Hotel *****;
2023;Počet hostů;Celkem;Broumovsko;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Broumovsko;Hotel, motel, botel ***;20519.0
2023;Počet hostů;Celkem;Broumovsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Broumovsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Broumovsko;Hotel garni;
2023;Počet hostů;Celkem;Broumovsko;Penzion;18630.0
2023;Počet hostů;Celkem;Broumovsko;Kemp;11794.0
2023;Počet hostů;Celkem;Broumovsko;Chatová osada;
2023;Počet hostů;Celkem;Broumovsko;Turistická ubytovna;439.0
2023;Počet hostů;Celkem;Broumovsko;Ostatní HUZ;3253.0
2023;Počet hostů;Celkem;Hradecko;HUZ celkem;131655.0
2023;Počet hostů;Celkem;Hradecko;Hotel *****;
2023;Počet hostů;Celkem;Hradecko;Hotel, motel, botel ****;44941.0
2023;Počet hostů;Celkem;Hradecko;Hotel, motel, botel ***;30667.0
2023;Počet hostů;Celkem;Hradecko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Hradecko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Hradecko;Hotel garni;
2023;Počet hostů;Celkem;Hradecko;Penzion;
2023;Počet hostů;Celkem;Hradecko;Kemp;19756.0
2023;Počet hostů;Celkem;Hradecko;Chatová osada;
2023;Počet hostů;Celkem;Hradecko;Turistická ubytovna;8594.0
2023;Počet hostů;Celkem;Hradecko;Ostatní HUZ;9525.0
2023;Počet hostů;Celkem;Kladské pomezí;HUZ celkem;99096.0
2023;Počet hostů;Celkem;Kladské pomezí;Hotel *****;
2023;Počet hostů;Celkem;Kladské pomezí;Hotel, motel, botel ****;22549.0
2023;Počet hostů;Celkem;Kladské pomezí;Hotel, motel, botel ***;10816.0
2023;Počet hostů;Celkem;Kladské pomezí;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Kladské pomezí;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Kladské pomezí;Hotel garni;
2023;Počet hostů;Celkem;Kladské pomezí;Penzion;23793.0
2023;Počet hostů;Celkem;Kladské pomezí;Kemp;25955.0
2023;Počet hostů;Celkem;Kladské pomezí;Chatová osada;1397.0
2023;Počet hostů;Celkem;Kladské pomezí;Turistická ubytovna;2250.0
2023;Počet hostů;Celkem;Kladské pomezí;Ostatní HUZ;10820.0
2023;Počet hostů;Celkem;Krkonoše;HUZ celkem;1133967.0
2023;Počet hostů;Celkem;Krkonoše;Hotel *****;
2023;Počet hostů;Celkem;Krkonoše;Hotel, motel, botel ****;270597.0
2023;Počet hostů;Celkem;Krkonoše;Hotel, motel, botel ***;358948.0
2023;Počet hostů;Celkem;Krkonoše;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Krkonoše;Hotel, motel, botel *;8770.0
2023;Počet hostů;Celkem;Krkonoše;Hotel garni;8514.0
2023;Počet hostů;Celkem;Krkonoše;Penzion;233785.0
2023;Počet hostů;Celkem;Krkonoše;Kemp;43275.0
2023;Počet hostů;Celkem;Krkonoše;Chatová osada;
2023;Počet hostů;Celkem;Krkonoše;Turistická ubytovna;37377.0
2023;Počet hostů;Celkem;Krkonoše;Ostatní HUZ;146451.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;HUZ celkem;258870.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Hotel *****;
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Hotel, motel, botel ****;30625.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Hotel, motel, botel ***;65092.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Hotel, motel, botel **;10012.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Hotel, motel, botel *;9523.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Hotel garni;4776.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Penzion;64434.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Kemp;19767.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Chatová osada;6071.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Turistická ubytovna;19232.0
2023;Počet hostů;Celkem;Orlické hory a Podorlicko;Ostatní HUZ;29338.0
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;HUZ celkem;110150.0
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Hotel *****;
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Hotel, motel, botel ***;20440.0
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Hotel garni;
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Penzion;11310.0
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Kemp;46865.0
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Chatová osada;2614.0
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Turistická ubytovna;
2023;Počet hostů;Celkem;Podkrkonoší - Podzvičinsko;Ostatní HUZ;9345.0
2023;Počet hostů;Celkem;Českomoravské pomezí;HUZ celkem;93575.0
2023;Počet hostů;Celkem;Českomoravské pomezí;Hotel *****;
2023;Počet hostů;Celkem;Českomoravské pomezí;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Českomoravské pomezí;Hotel, motel, botel ***;22042.0
2023;Počet hostů;Celkem;Českomoravské pomezí;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Českomoravské pomezí;Hotel, motel, botel *;6583.0
2023;Počet hostů;Celkem;Českomoravské pomezí;Hotel garni;
2023;Počet hostů;Celkem;Českomoravské pomezí;Penzion;24811.0
2023;Počet hostů;Celkem;Českomoravské pomezí;Kemp;6099.0
2023;Počet hostů;Celkem;Českomoravské pomezí;Chatová osada;2725.0
2023;Počet hostů;Celkem;Českomoravské pomezí;Turistická ubytovna;3699.0
2023;Počet hostů;Celkem;Českomoravské pomezí;Ostatní HUZ;10340.0
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;HUZ celkem;130253.0
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Hotel *****;
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Hotel, motel, botel ****;42466.0
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Hotel, motel, botel ***;12082.0
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Hotel, motel, botel **;14627.0
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Hotel garni;
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Penzion;22779.0
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Kemp;18954.0
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Chatová osada;10578.0
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Turistická ubytovna;777.0
2023;Počet hostů;Celkem;Chrudimsko-Hlinecko;Ostatní HUZ;7990.0
2023;Počet hostů;Celkem;Králický Sněžník;HUZ celkem;79673.0
2023;Počet hostů;Celkem;Králický Sněžník;Hotel *****;
2023;Počet hostů;Celkem;Králický Sněžník;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Králický Sněžník;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Králický Sněžník;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Králický Sněžník;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Králický Sněžník;Hotel garni;
2023;Počet hostů;Celkem;Králický Sněžník;Penzion;
2023;Počet hostů;Celkem;Králický Sněžník;Kemp;
2023;Počet hostů;Celkem;Králický Sněžník;Chatová osada;
2023;Počet hostů;Celkem;Králický Sněžník;Turistická ubytovna;
2023;Počet hostů;Celkem;Králický Sněžník;Ostatní HUZ;
2023;Počet hostů;Celkem;Pardubicko;HUZ celkem;134709.0
2023;Počet hostů;Celkem;Pardubicko;Hotel *****;
2023;Počet hostů;Celkem;Pardubicko;Hotel, motel, botel ****;19445.0
2023;Počet hostů;Celkem;Pardubicko;Hotel, motel, botel ***;23334.0
2023;Počet hostů;Celkem;Pardubicko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Pardubicko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Pardubicko;Hotel garni;
2023;Počet hostů;Celkem;Pardubicko;Penzion;30742.0
2023;Počet hostů;Celkem;Pardubicko;Kemp;13524.0
2023;Počet hostů;Celkem;Pardubicko;Chatová osada;5818.0
2023;Počet hostů;Celkem;Pardubicko;Turistická ubytovna;3825.0
2023;Počet hostů;Celkem;Pardubicko;Ostatní HUZ;10414.0
2023;Počet hostů;Celkem;Koruna Vysočiny;HUZ celkem;212546.0
2023;Počet hostů;Celkem;Koruna Vysočiny;Hotel *****;
2023;Počet hostů;Celkem;Koruna Vysočiny;Hotel, motel, botel ****;4618.0
2023;Počet hostů;Celkem;Koruna Vysočiny;Hotel, motel, botel ***;102219.0
2023;Počet hostů;Celkem;Koruna Vysočiny;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Koruna Vysočiny;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Koruna Vysočiny;Hotel garni;8003.0
2023;Počet hostů;Celkem;Koruna Vysočiny;Penzion;38166.0
2023;Počet hostů;Celkem;Koruna Vysočiny;Kemp;16279.0
2023;Počet hostů;Celkem;Koruna Vysočiny;Chatová osada;7617.0
2023;Počet hostů;Celkem;Koruna Vysočiny;Turistická ubytovna;7781.0
2023;Počet hostů;Celkem;Koruna Vysočiny;Ostatní HUZ;17387.0
2023;Počet hostů;Celkem;Třebíčsko;HUZ celkem;135619.0
2023;Počet hostů;Celkem;Třebíčsko;Hotel *****;
2023;Počet hostů;Celkem;Třebíčsko;Hotel, motel, botel ****;40042.0
2023;Počet hostů;Celkem;Třebíčsko;Hotel, motel, botel ***;28760.0
2023;Počet hostů;Celkem;Třebíčsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Třebíčsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Třebíčsko;Hotel garni;
2023;Počet hostů;Celkem;Třebíčsko;Penzion;22675.0
2023;Počet hostů;Celkem;Třebíčsko;Kemp;17935.0
2023;Počet hostů;Celkem;Třebíčsko;Chatová osada;
2023;Počet hostů;Celkem;Třebíčsko;Turistická ubytovna;8953.0
2023;Počet hostů;Celkem;Třebíčsko;Ostatní HUZ;8892.0
2023;Počet hostů;Celkem;Brno a okolí;HUZ celkem;999438.0
2023;Počet hostů;Celkem;Brno a okolí;Hotel *****;
2023;Počet hostů;Celkem;Brno a okolí;Hotel, motel, botel ****;539591.0
2023;Počet hostů;Celkem;Brno a okolí;Hotel, motel, botel ***;194886.0
2023;Počet hostů;Celkem;Brno a okolí;Hotel, motel, botel **;5415.0
2023;Počet hostů;Celkem;Brno a okolí;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Brno a okolí;Hotel garni;25753.0
2023;Počet hostů;Celkem;Brno a okolí;Penzion;114195.0
2023;Počet hostů;Celkem;Brno a okolí;Kemp;11135.0
2023;Počet hostů;Celkem;Brno a okolí;Chatová osada;6413.0
2023;Počet hostů;Celkem;Brno a okolí;Turistická ubytovna;14980.0
2023;Počet hostů;Celkem;Brno a okolí;Ostatní HUZ;53308.0
2023;Počet hostů;Celkem;Moravský kras a okolí;HUZ celkem;147944.0
2023;Počet hostů;Celkem;Moravský kras a okolí;Hotel *****;
2023;Počet hostů;Celkem;Moravský kras a okolí;Hotel, motel, botel ****;24584.0
2023;Počet hostů;Celkem;Moravský kras a okolí;Hotel, motel, botel ***;37833.0
2023;Počet hostů;Celkem;Moravský kras a okolí;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Moravský kras a okolí;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Moravský kras a okolí;Hotel garni;
2023;Počet hostů;Celkem;Moravský kras a okolí;Penzion;29698.0
2023;Počet hostů;Celkem;Moravský kras a okolí;Kemp;35280.0
2023;Počet hostů;Celkem;Moravský kras a okolí;Chatová osada;2897.0
2023;Počet hostů;Celkem;Moravský kras a okolí;Turistická ubytovna;3698.0
2023;Počet hostů;Celkem;Moravský kras a okolí;Ostatní HUZ;5984.0
2023;Počet hostů;Celkem;Slovácko;HUZ celkem;298053.0
2023;Počet hostů;Celkem;Slovácko;Hotel *****;
2023;Počet hostů;Celkem;Slovácko;Hotel, motel, botel ****;10250.0
2023;Počet hostů;Celkem;Slovácko;Hotel, motel, botel ***;104778.0
2023;Počet hostů;Celkem;Slovácko;Hotel, motel, botel **;2738.0
2023;Počet hostů;Celkem;Slovácko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Slovácko;Hotel garni;6322.0
2023;Počet hostů;Celkem;Slovácko;Penzion;89572.0
2023;Počet hostů;Celkem;Slovácko;Kemp;41392.0
2023;Počet hostů;Celkem;Slovácko;Chatová osada;
2023;Počet hostů;Celkem;Slovácko;Turistická ubytovna;12286.0
2023;Počet hostů;Celkem;Slovácko;Ostatní HUZ;26599.0
2023;Počet hostů;Celkem;Znojemsko a Podyjí;HUZ celkem;238859.0
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Hotel *****;
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Hotel, motel, botel ****;54952.0
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Hotel, motel, botel ***;39148.0
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Hotel garni;
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Penzion;59814.0
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Kemp;48126.0
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Chatová osada;11172.0
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Turistická ubytovna;1105.0
2023;Počet hostů;Celkem;Znojemsko a Podyjí;Ostatní HUZ;13059.0
2023;Počet hostů;Celkem;Jeseníky-západ;HUZ celkem;363900.0
2023;Počet hostů;Celkem;Jeseníky-západ;Hotel *****;
2023;Počet hostů;Celkem;Jeseníky-západ;Hotel, motel, botel ****;25301.0
2023;Počet hostů;Celkem;Jeseníky-západ;Hotel, motel, botel ***;98109.0
2023;Počet hostů;Celkem;Jeseníky-západ;Hotel, motel, botel **;12641.0
2023;Počet hostů;Celkem;Jeseníky-západ;Hotel, motel, botel *;23584.0
2023;Počet hostů;Celkem;Jeseníky-západ;Hotel garni;3904.0
2023;Počet hostů;Celkem;Jeseníky-západ;Penzion;112622.0
2023;Počet hostů;Celkem;Jeseníky-západ;Kemp;7216.0
2023;Počet hostů;Celkem;Jeseníky-západ;Chatová osada;2775.0
2023;Počet hostů;Celkem;Jeseníky-západ;Turistická ubytovna;20126.0
2023;Počet hostů;Celkem;Jeseníky-západ;Ostatní HUZ;57622.0
2023;Počet hostů;Celkem;Střední Morava;HUZ celkem;420844.0
2023;Počet hostů;Celkem;Střední Morava;Hotel *****;
2023;Počet hostů;Celkem;Střední Morava;Hotel, motel, botel ****;117490.0
2023;Počet hostů;Celkem;Střední Morava;Hotel, motel, botel ***;114700.0
2023;Počet hostů;Celkem;Střední Morava;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Střední Morava;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Střední Morava;Hotel garni;8802.0
2023;Počet hostů;Celkem;Střední Morava;Penzion;72447.0
2023;Počet hostů;Celkem;Střední Morava;Kemp;42993.0
2023;Počet hostů;Celkem;Střední Morava;Chatová osada;5662.0
2023;Počet hostů;Celkem;Střední Morava;Turistická ubytovna;6282.0
2023;Počet hostů;Celkem;Střední Morava;Ostatní HUZ;46662.0
2023;Počet hostů;Celkem;Valašsko;HUZ celkem;302389.0
2023;Počet hostů;Celkem;Valašsko;Hotel *****;
2023;Počet hostů;Celkem;Valašsko;Hotel, motel, botel ****;81535.0
2023;Počet hostů;Celkem;Valašsko;Hotel, motel, botel ***;84383.0
2023;Počet hostů;Celkem;Valašsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Valašsko;Hotel, motel, botel *;4991.0
2023;Počet hostů;Celkem;Valašsko;Hotel garni;
2023;Počet hostů;Celkem;Valašsko;Penzion;58587.0
2023;Počet hostů;Celkem;Valašsko;Kemp;15622.0
2023;Počet hostů;Celkem;Valašsko;Chatová osada;4472.0
2023;Počet hostů;Celkem;Valašsko;Turistická ubytovna;11675.0
2023;Počet hostů;Celkem;Valašsko;Ostatní HUZ;22529.0
2023;Počet hostů;Celkem;Kroměřížsko;HUZ celkem;93932.0
2023;Počet hostů;Celkem;Kroměřížsko;Hotel *****;
2023;Počet hostů;Celkem;Kroměřížsko;Hotel, motel, botel ****;21899.0
2023;Počet hostů;Celkem;Kroměřížsko;Hotel, motel, botel ***;20853.0
2023;Počet hostů;Celkem;Kroměřížsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Kroměřížsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Kroměřížsko;Hotel garni;
2023;Počet hostů;Celkem;Kroměřížsko;Penzion;20440.0
2023;Počet hostů;Celkem;Kroměřížsko;Kemp;1915.0
2023;Počet hostů;Celkem;Kroměřížsko;Chatová osada;
2023;Počet hostů;Celkem;Kroměřížsko;Turistická ubytovna;13305.0
2023;Počet hostů;Celkem;Kroměřížsko;Ostatní HUZ;10763.0
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;HUZ celkem;277702.0
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Hotel *****;
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Hotel, motel, botel ****;85246.0
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Hotel, motel, botel ***;93765.0
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Hotel garni;6574.0
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Penzion;46744.0
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Kemp;
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Chatová osada;
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Turistická ubytovna;3275.0
2023;Počet hostů;Celkem;Zlínsko - Luhačovicko;Ostatní HUZ;27525.0
2023;Počet hostů;Celkem;Beskydy;HUZ celkem;323143.0
2023;Počet hostů;Celkem;Beskydy;Hotel *****;
2023;Počet hostů;Celkem;Beskydy;Hotel, motel, botel ****;84025.0
2023;Počet hostů;Celkem;Beskydy;Hotel, motel, botel ***;99986.0
2023;Počet hostů;Celkem;Beskydy;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Beskydy;Hotel, motel, botel *;3252.0
2023;Počet hostů;Celkem;Beskydy;Hotel garni;11519.0
2023;Počet hostů;Celkem;Beskydy;Penzion;44594.0
2023;Počet hostů;Celkem;Beskydy;Kemp;27394.0
2023;Počet hostů;Celkem;Beskydy;Chatová osada;
2023;Počet hostů;Celkem;Beskydy;Turistická ubytovna;13779.0
2023;Počet hostů;Celkem;Beskydy;Ostatní HUZ;20658.0
2023;Počet hostů;Celkem;Jeseníky-východ;HUZ celkem;175480.0
2023;Počet hostů;Celkem;Jeseníky-východ;Hotel *****;
2023;Počet hostů;Celkem;Jeseníky-východ;Hotel, motel, botel ****;19728.0
2023;Počet hostů;Celkem;Jeseníky-východ;Hotel, motel, botel ***;65732.0
2023;Počet hostů;Celkem;Jeseníky-východ;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Jeseníky-východ;Hotel, motel, botel *;6754.0
2023;Počet hostů;Celkem;Jeseníky-východ;Hotel garni;
2023;Počet hostů;Celkem;Jeseníky-východ;Penzion;42328.0
2023;Počet hostů;Celkem;Jeseníky-východ;Kemp;5367.0
2023;Počet hostů;Celkem;Jeseníky-východ;Chatová osada;
2023;Počet hostů;Celkem;Jeseníky-východ;Turistická ubytovna;12606.0
2023;Počet hostů;Celkem;Jeseníky-východ;Ostatní HUZ;16836.0
2023;Počet hostů;Celkem;Opavské Slezsko;HUZ celkem;92006.0
2023;Počet hostů;Celkem;Opavské Slezsko;Hotel *****;
2023;Počet hostů;Celkem;Opavské Slezsko;Hotel, motel, botel ****;8152.0
2023;Počet hostů;Celkem;Opavské Slezsko;Hotel, motel, botel ***;24033.0
2023;Počet hostů;Celkem;Opavské Slezsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Opavské Slezsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Opavské Slezsko;Hotel garni;
2023;Počet hostů;Celkem;Opavské Slezsko;Penzion;
2023;Počet hostů;Celkem;Opavské Slezsko;Kemp;19524.0
2023;Počet hostů;Celkem;Opavské Slezsko;Chatová osada;
2023;Počet hostů;Celkem;Opavské Slezsko;Turistická ubytovna;5324.0
2023;Počet hostů;Celkem;Opavské Slezsko;Ostatní HUZ;7098.0
2023;Počet hostů;Celkem;Ostrava a okolí;HUZ celkem;257849.0
2023;Počet hostů;Celkem;Ostrava a okolí;Hotel *****;
2023;Počet hostů;Celkem;Ostrava a okolí;Hotel, motel, botel ****;108290.0
2023;Počet hostů;Celkem;Ostrava a okolí;Hotel, motel, botel ***;93694.0
2023;Počet hostů;Celkem;Ostrava a okolí;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Ostrava a okolí;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Ostrava a okolí;Hotel garni;
2023;Počet hostů;Celkem;Ostrava a okolí;Penzion;15269.0
2023;Počet hostů;Celkem;Ostrava a okolí;Kemp;
2023;Počet hostů;Celkem;Ostrava a okolí;Chatová osada;
2023;Počet hostů;Celkem;Ostrava a okolí;Turistická ubytovna;3499.0
2023;Počet hostů;Celkem;Ostrava a okolí;Ostatní HUZ;15047.0
2023;Počet hostů;Celkem;Poodří;HUZ celkem;31721.0
2023;Počet hostů;Celkem;Poodří;Hotel *****;
2023;Počet hostů;Celkem;Poodří;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Poodří;Hotel, motel, botel ***;7860.0
2023;Počet hostů;Celkem;Poodří;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Poodří;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Poodří;Hotel garni;
2023;Počet hostů;Celkem;Poodří;Penzion;8589.0
2023;Počet hostů;Celkem;Poodří;Kemp;
2023;Počet hostů;Celkem;Poodří;Chatová osada;
2023;Počet hostů;Celkem;Poodří;Turistická ubytovna;2676.0
2023;Počet hostů;Celkem;Poodří;Ostatní HUZ;8658.0
2023;Počet hostů;Celkem;Těšínské Slezsko;HUZ celkem;158220.0
2023;Počet hostů;Celkem;Těšínské Slezsko;Hotel *****;
2023;Počet hostů;Celkem;Těšínské Slezsko;Hotel, motel, botel ****;22492.0
2023;Počet hostů;Celkem;Těšínské Slezsko;Hotel, motel, botel ***;66417.0
2023;Počet hostů;Celkem;Těšínské Slezsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Těšínské Slezsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Těšínské Slezsko;Hotel garni;
2023;Počet hostů;Celkem;Těšínské Slezsko;Penzion;46611.0
2023;Počet hostů;Celkem;Těšínské Slezsko;Kemp;
2023;Počet hostů;Celkem;Těšínské Slezsko;Chatová osada;1126.0
2023;Počet hostů;Celkem;Těšínské Slezsko;Turistická ubytovna;4303.0
2023;Počet hostů;Celkem;Těšínské Slezsko;Ostatní HUZ;7306.0
2023;Počet hostů;Celkem;Pobrdí;HUZ celkem;57921.0
2023;Počet hostů;Celkem;Pobrdí;Hotel *****;
2023;Počet hostů;Celkem;Pobrdí;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Pobrdí;Hotel, motel, botel ***;17863.0
2023;Počet hostů;Celkem;Pobrdí;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Pobrdí;Hotel, motel, botel *;420.0
2023;Počet hostů;Celkem;Pobrdí;Hotel garni;
2023;Počet hostů;Celkem;Pobrdí;Penzion;8132.0
2023;Počet hostů;Celkem;Pobrdí;Kemp;7077.0
2023;Počet hostů;Celkem;Pobrdí;Chatová osada;3892.0
2023;Počet hostů;Celkem;Pobrdí;Turistická ubytovna;1282.0
2023;Počet hostů;Celkem;Pobrdí;Ostatní HUZ;5082.0
2023;Počet hostů;Celkem;Jižní Plzeňsko;HUZ celkem;9001.0
2023;Počet hostů;Celkem;Jižní Plzeňsko;Hotel *****;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Hotel garni;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Penzion;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Kemp;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Chatová osada;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Turistická ubytovna;
2023;Počet hostů;Celkem;Jižní Plzeňsko;Ostatní HUZ;
2023;Počet hostů;Celkem;Kraj pod Javořicí;HUZ celkem;70399.0
2023;Počet hostů;Celkem;Kraj pod Javořicí;Hotel *****;
2023;Počet hostů;Celkem;Kraj pod Javořicí;Hotel, motel, botel ****;
2023;Počet hostů;Celkem;Kraj pod Javořicí;Hotel, motel, botel ***;
2023;Počet hostů;Celkem;Kraj pod Javořicí;Hotel, motel, botel **;
2023;Počet hostů;Celkem;Kraj pod Javořicí;Hotel, motel, botel *;
2023;Počet hostů;Celkem;Kraj pod Javořicí;Hotel garni;
2023;Počet hostů;Celkem;Kraj pod Javořicí;Penzion;
2023;Počet hostů;Celkem;Kraj pod Javořicí;Kemp;
2023;Počet hostů;Celkem;Kraj pod Javořicí;Chatová osada;
2023;Počet hostů;Celkem;Kraj pod Javořicí;Turistická ubytovna;
