Území,Druh zemědělské plodiny,Ukazatel,Roky,value
Česko,Pohanka,Hektarový výnos (t/ha),2013,
Česko,Pohanka,Hektarový výnos (t/ha),2014,
Česko,Pohanka,Hektarový výnos (t/ha),2015,
Česko,Pohanka,Hektarový výnos (t/ha),2016,
Česko,Pohanka,Hektarový výnos (t/ha),2017,
Česko,Pohanka,Hektarový výnos (t/ha),2018,
Česko,Pohanka,Hektarový výnos (t/ha),2019,
Česko,Pohanka,Hektarový výnos (t/ha),2020,
Česko,Pohanka,Hektarový výnos (t/ha),2021,
Česko,Pohanka,Hektarový výnos (t/ha),2022,
Česko,Pohanka,Hektarový výnos (t/ha),2023,2.1737881458
Česko,Pohanka,Hektarový výnos (t/ha),2024,1.2391901669
Česko,Pohanka,Hektarový výnos (t/ha),2025,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Pohanka,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2009,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2010,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2011,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2012,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2013,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2014,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2015,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2016,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2017,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2018,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2019,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2020,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2021,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2022,
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2023,2161.77
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2024,2321.96
Česko,Pohanka,Osevní plocha k 31. květnu (ha),2025,1694.24
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2023,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2024,
Česko,Pohanka,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2009,14547.07
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2010,11343.21
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2011,14721.78
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2012,22675.26
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2013,13170.43
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2014,12487.16
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2015,10019.55
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2016,20954.26
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2017,9256.1926
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2018,12919.47
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2019,8282.05
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2020,13591.4
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2021,14238.52
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2022,9130.12
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2023,4049.91
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2024,6302.38
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2025,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2009,1.64036887
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2010,1.30972758
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2011,1.66983087
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2012,1.91116936
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2013,1.31920121
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2014,1.47296628
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2015,1.46822297
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2016,2.31298796
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2017,1.4532762565
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2018,1.9910384184
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2019,1.5492224006
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2020,1.9750205256
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2021,1.7482159959
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2022,1.3459841403
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2023,1.912319388
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2024,1.9396235474
Česko,Ostatní obiloviny a směsi obilovin na zrno,Hektarový výnos (t/ha),2025,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2009,8868.17
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2010,8660.74
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2011,8816.33
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2012,11864.6
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2013,9983.64
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2014,8477.56
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2015,6824.27
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2016,9059.39
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2017,6369.19
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2018,6488.81
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2019,5345.94
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2020,6881.65
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2021,8144.6
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2022,6783.23
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2023,2117.8
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2024,3249.28
Česko,Ostatní obiloviny a směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2025,2814.12
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2023,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2024,
Česko,Ostatní obiloviny a směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2009,3275.34
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2010,3649.34
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2011,6630.57
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2012,9633.26
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2013,5253.0
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2014,7033.65
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2015,3027.31
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2016,13219.83157442
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2017,1768.9426
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2018,4844.81
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2019,1753.55
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2020,3099.68
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2021,3730.61
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2022,1277.91
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2023,89.22
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2024,166.34
Česko,Směsi obilovin na zrno,Sklizeň zemědělských plodin (t),2025,
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2009,1.29344538
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2010,1.41838718
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2011,2.00962902
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2012,2.15899433
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2013,1.18302285
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2014,1.66298226
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2015,1.07336193
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2016,3.44933858
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2017,1.0529420238
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2018,2.4346268267
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2019,2.0847054628
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2020,2.2449411185
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2021,2.8841874957
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2022,1.0742440673
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2023,1.8661367915
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2024,2.3745895789
Česko,Směsi obilovin na zrno,Hektarový výnos (t/ha),2025,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Směsi obilovin na zrno,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2009,2532.26
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2010,2572.88
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2011,3299.4
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2012,4461.92
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2013,4440.32
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2014,4229.54
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2015,2820.4
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2016,3832.57
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2017,1680.0
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2018,1989.96
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2019,841.15
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2020,1380.74
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2021,1293.47
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2022,1189.59
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2023,47.81
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2024,70.05
Česko,Směsi obilovin na zrno,Osevní plocha k 31. květnu (ha),2025,58.11
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2023,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2024,
Česko,Směsi obilovin na zrno,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2009,
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2010,
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2011,154.96
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2012,1116.25
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2013,808.35
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2014,1249.99
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2015,758.42
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2016,3093.39
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2017,483.0426
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2018,637.33
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2019,615.54
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2020,1259.27
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2021,1734.03
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2022,435.71
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2023,
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2024,
Česko,Směsi obilovin na zrno ozimé,Sklizeň zemědělských plodin (t),2025,
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2009,
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2010,
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2011,1.56826232
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2012,2.45902542
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2013,1.29761618
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2014,1.33137708
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2015,2.46512384
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2016,6.1493917
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2017,0.7698135399
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2018,1.2119074331
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2019,2.1311498113
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2020,2.4579275077
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2021,4.5809579161
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2022,1.3427946252
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2023,
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2024,
Česko,Směsi obilovin na zrno ozimé,Hektarový výnos (t/ha),2025,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Směsi obilovin na zrno ozimé,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2009,
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2010,
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2011,98.81
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2012,453.94
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2013,622.95
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2014,938.87
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2015,307.66
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2016,503.04
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2017,627.48
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2018,525.89
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2019,288.83
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2020,512.33
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2021,378.53
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2022,324.48
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2023,
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2024,
Česko,Směsi obilovin na zrno ozimé,Osevní plocha k 31. květnu (ha),2025,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Směsi obilovin na zrno ozimé,Sklizňová plocha k 31. prosinci (ha),2020,
