Území,Druh zemědělské plodiny,Ukazatel,Roky,value
Česko,Hořčice na semeno,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Hořčice na semeno,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Hořčice na semeno,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2009,41789.91
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2010,26818.98
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2011,18122.14
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2012,16948.54
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2013,16472.28
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2014,18452.41
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2015,15874.47
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2016,11769.8
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2017,11824.92
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2018,12983.69
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2019,13240.02
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2020,14287.96
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2021,15274.22
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2022,13020.21
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2023,15620.77
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2024,11626.04
Česko,Hořčice na semeno,Osevní plocha k 31. květnu (ha),2025,8880.43
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2023,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2024,
Česko,Hořčice na semeno,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Len olejný,Sklizeň zemědělských plodin (t),2009,4290.71
Česko,Len olejný,Sklizeň zemědělských plodin (t),2010,3927.53
Česko,Len olejný,Sklizeň zemědělských plodin (t),2011,3432.97
Česko,Len olejný,Sklizeň zemědělských plodin (t),2012,2402.29
Česko,Len olejný,Sklizeň zemědělských plodin (t),2013,2066.21
Česko,Len olejný,Sklizeň zemědělských plodin (t),2014,2389.67
Česko,Len olejný,Sklizeň zemědělských plodin (t),2015,2127.24
Česko,Len olejný,Sklizeň zemědělských plodin (t),2016,2237.01
Česko,Len olejný,Sklizeň zemědělských plodin (t),2017,2348.73
Česko,Len olejný,Sklizeň zemědělských plodin (t),2018,1751.22
Česko,Len olejný,Sklizeň zemědělských plodin (t),2019,1350.2
Česko,Len olejný,Sklizeň zemědělských plodin (t),2020,1584.09
Česko,Len olejný,Sklizeň zemědělských plodin (t),2021,2530.68
Česko,Len olejný,Sklizeň zemědělských plodin (t),2022,2715.73
Česko,Len olejný,Sklizeň zemědělských plodin (t),2023,1476.49
Česko,Len olejný,Sklizeň zemědělských plodin (t),2024,1402.17
Česko,Len olejný,Sklizeň zemědělských plodin (t),2025,
Česko,Len olejný,Hektarový výnos (t/ha),2009,1.63110756
Česko,Len olejný,Hektarový výnos (t/ha),2010,0.95924433
Česko,Len olejný,Hektarový výnos (t/ha),2011,1.38729961
Česko,Len olejný,Hektarový výnos (t/ha),2012,1.42780132
Česko,Len olejný,Hektarový výnos (t/ha),2013,1.36561073
Česko,Len olejný,Hektarový výnos (t/ha),2014,1.31815499
Česko,Len olejný,Hektarový výnos (t/ha),2015,1.33009029
Česko,Len olejný,Hektarový výnos (t/ha),2016,1.51028909
Česko,Len olejný,Hektarový výnos (t/ha),2017,1.3641131374
Česko,Len olejný,Hektarový výnos (t/ha),2018,1.3916242848
Česko,Len olejný,Hektarový výnos (t/ha),2019,1.2481050102
Česko,Len olejný,Hektarový výnos (t/ha),2020,1.2311165686
Česko,Len olejný,Hektarový výnos (t/ha),2021,1.3845497319
Česko,Len olejný,Hektarový výnos (t/ha),2022,1.4058829315
Česko,Len olejný,Hektarový výnos (t/ha),2023,0.9241057737
Česko,Len olejný,Hektarový výnos (t/ha),2024,1.2954866725
Česko,Len olejný,Hektarový výnos (t/ha),2025,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Len olejný,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2009,2630.55
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2010,4094.4
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2011,2474.57
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2012,1682.51
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2013,1513.03
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2014,1812.89
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2015,1599.32
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2016,1481.18
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2017,1721.8
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2018,1258.4
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2019,1081.8
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2020,1286.71
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2021,1827.8
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2022,1931.69
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2023,1597.75
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2024,1082.35
Česko,Len olejný,Osevní plocha k 31. květnu (ha),2025,999.57
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2023,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2024,
Česko,Len olejný,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2009,1194.58
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2010,977.97
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2011,1647.65
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2012,800.23
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2013,823.6
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2014,1040.75
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2015,1121.95
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2016,1549.41
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2017,1105.47
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2018,653.63
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2019,426.0
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2020,408.56
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2021,1112.19
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2022,626.11
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2023,305.42
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2024,516.49
Česko,Ostatní olejniny,Sklizeň zemědělských plodin (t),2025,
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2009,0.59814535
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2010,0.33306315
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2011,0.5907673
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2012,0.3756049
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2013,0.39584735
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2014,0.56501393
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2015,0.5733332
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2016,0.72517551
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2017,0.5060262472
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2018,0.5220353332
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2019,0.5209479786
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2020,0.5446014396
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2021,0.8142602991
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2022,0.6175446556
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2023,0.4512106842
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2024,0.5209125475
Česko,Ostatní olejniny,Hektarový výnos (t/ha),2025,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Ostatní olejniny,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2009,1997.14
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2010,2936.29
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2011,2789.0
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2012,2130.51
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2013,2080.6
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2014,1841.99
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2015,1956.89
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2016,2136.6
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2017,2184.61
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2018,1252.08
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2019,817.74
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2020,750.2
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2021,1365.89
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2022,1013.87
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2023,676.89
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2024,991.51
Česko,Ostatní olejniny,Osevní plocha k 31. květnu (ha),2025,1041.35
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2023,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2024,
Česko,Ostatní olejniny,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Konopí,Sklizeň zemědělských plodin (t),2009,
Česko,Konopí,Sklizeň zemědělských plodin (t),2010,
Česko,Konopí,Sklizeň zemědělských plodin (t),2011,557.24
Česko,Konopí,Sklizeň zemědělských plodin (t),2012,392.89
Česko,Konopí,Sklizeň zemědělských plodin (t),2013,859.63
Česko,Konopí,Sklizeň zemědělských plodin (t),2014,
Česko,Konopí,Sklizeň zemědělských plodin (t),2015,648.81
Česko,Konopí,Sklizeň zemědělských plodin (t),2016,601.41
Česko,Konopí,Sklizeň zemědělských plodin (t),2017,466.08
Česko,Konopí,Sklizeň zemědělských plodin (t),2018,365.37
Česko,Konopí,Sklizeň zemědělských plodin (t),2019,182.8
Česko,Konopí,Sklizeň zemědělských plodin (t),2020,281.32
Česko,Konopí,Sklizeň zemědělských plodin (t),2021,62.24
Česko,Konopí,Sklizeň zemědělských plodin (t),2022,398.2
Česko,Konopí,Sklizeň zemědělských plodin (t),2023,127.64
Česko,Konopí,Sklizeň zemědělských plodin (t),2024,128.16
Česko,Konopí,Sklizeň zemědělských plodin (t),2025,
Česko,Konopí,Hektarový výnos (t/ha),2009,
Česko,Konopí,Hektarový výnos (t/ha),2010,
Česko,Konopí,Hektarový výnos (t/ha),2011,1.86648803
Česko,Konopí,Hektarový výnos (t/ha),2012,1.84507373
Česko,Konopí,Hektarový výnos (t/ha),2013,3.071204
Česko,Konopí,Hektarový výnos (t/ha),2014,
Česko,Konopí,Hektarový výnos (t/ha),2015,1.5189989
Česko,Konopí,Hektarový výnos (t/ha),2016,1.08141981
Česko,Konopí,Hektarový výnos (t/ha),2017,0.8192508481
Česko,Konopí,Hektarový výnos (t/ha),2018,0.4649419729
Česko,Konopí,Hektarový výnos (t/ha),2019,0.4572286143
Česko,Konopí,Hektarový výnos (t/ha),2020,0.6806842653
Česko,Konopí,Hektarový výnos (t/ha),2021,0.3046500245
Česko,Konopí,Hektarový výnos (t/ha),2022,1.1620170421
Česko,Konopí,Hektarový výnos (t/ha),2023,0.8547512221
Česko,Konopí,Hektarový výnos (t/ha),2024,0.8988637958
Česko,Konopí,Hektarový výnos (t/ha),2025,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Konopí,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Konopí,Osevní plocha k 31. květnu (ha),2009,
Česko,Konopí,Osevní plocha k 31. květnu (ha),2010,
Česko,Konopí,Osevní plocha k 31. květnu (ha),2011,298.55
Česko,Konopí,Osevní plocha k 31. květnu (ha),2012,212.94
Česko,Konopí,Osevní plocha k 31. květnu (ha),2013,279.9
Česko,Konopí,Osevní plocha k 31. květnu (ha),2014,126.95
Česko,Konopí,Osevní plocha k 31. květnu (ha),2015,427.13
Česko,Konopí,Osevní plocha k 31. květnu (ha),2016,556.13
Česko,Konopí,Osevní plocha k 31. květnu (ha),2017,568.91
Česko,Konopí,Osevní plocha k 31. květnu (ha),2018,785.84
Česko,Konopí,Osevní plocha k 31. květnu (ha),2019,399.8
Česko,Konopí,Osevní plocha k 31. květnu (ha),2020,413.29
Česko,Konopí,Osevní plocha k 31. květnu (ha),2021,204.3
Česko,Konopí,Osevní plocha k 31. květnu (ha),2022,342.68
Česko,Konopí,Osevní plocha k 31. květnu (ha),2023,149.33
Česko,Konopí,Osevní plocha k 31. květnu (ha),2024,142.58
Česko,Konopí,Osevní plocha k 31. květnu (ha),2025,126.07
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2023,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2024,
Česko,Konopí,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2009,460.8
Česko,Len přadný,Sklizeň zemědělských plodin (t),2010,33.0
Česko,Len přadný,Sklizeň zemědělských plodin (t),2011,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2012,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2013,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2014,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2015,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2016,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2017,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2018,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2019,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2020,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2021,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2022,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2023,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2024,
Česko,Len přadný,Sklizeň zemědělských plodin (t),2025,
Česko,Len přadný,Hektarový výnos (t/ha),2009,3.00999412
Česko,Len přadný,Hektarový výnos (t/ha),2010,2.5
Česko,Len přadný,Hektarový výnos (t/ha),2011,
Česko,Len přadný,Hektarový výnos (t/ha),2012,
Česko,Len přadný,Hektarový výnos (t/ha),2013,
Česko,Len přadný,Hektarový výnos (t/ha),2014,
Česko,Len přadný,Hektarový výnos (t/ha),2015,
Česko,Len přadný,Hektarový výnos (t/ha),2016,
Česko,Len přadný,Hektarový výnos (t/ha),2017,
Česko,Len přadný,Hektarový výnos (t/ha),2018,
Česko,Len přadný,Hektarový výnos (t/ha),2019,
Česko,Len přadný,Hektarový výnos (t/ha),2020,
Česko,Len přadný,Hektarový výnos (t/ha),2021,
Česko,Len přadný,Hektarový výnos (t/ha),2022,
Česko,Len přadný,Hektarový výnos (t/ha),2023,
Česko,Len přadný,Hektarový výnos (t/ha),2024,
Česko,Len přadný,Hektarový výnos (t/ha),2025,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2009,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2010,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2011,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2012,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2013,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2014,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2015,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2016,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2017,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2018,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2019,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2020,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2021,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2022,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2023,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2024,
Česko,Len přadný,Osevní a sklizňová plocha k 31. prosinci (ha),2025,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2009,153.09
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2010,13.2
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2011,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2012,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2013,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2014,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2015,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2016,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2017,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2018,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2019,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2020,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2021,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2022,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2023,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2024,
Česko,Len přadný,Osevní plocha k 31. květnu (ha),2025,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2009,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2010,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2011,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2012,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2013,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2014,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2015,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2016,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2017,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2018,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2019,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2020,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2021,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2022,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2023,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2024,
Česko,Len přadný,Sklizňová plocha k 31. prosinci (ha),2025,
Česko,"Léčivé, aromatické a kořeninové rostliny",Sklizeň zemědělských plodin (t),2009,
Česko,"Léčivé, aromatické a kořeninové rostliny",Sklizeň zemědělských plodin (t),2010,
Česko,"Léčivé, aromatické a kořeninové rostliny",Sklizeň zemědělských plodin (t),2011,
Česko,"Léčivé, aromatické a kořeninové rostliny",Sklizeň zemědělských plodin (t),2012,
Česko,"Léčivé, aromatické a kořeninové rostliny",Sklizeň zemědělských plodin (t),2013,
Česko,"Léčivé, aromatické a kořeninové rostliny",Sklizeň zemědělských plodin (t),2014,
Česko,"Léčivé, aromatické a kořeninové rostliny",Sklizeň zemědělských plodin (t),2015,
Česko,"Léčivé, aromatické a kořeninové rostliny",Sklizeň zemědělských plodin (t),2016,
