Ukazatel,Pohlaví,Kraje,Věk (roky),Roky,value
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2039,22789.8531776438
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2040,22182.2734312645
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2041,22452.5343082257
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2042,21584.8760308446
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2043,21151.0299448447
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2044,20914.644470058
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2045,21366.2596408712
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2046,21260.5663443703
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2047,21717.2007725769
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2048,22671.5099709618
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2049,23331.1410413016
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2050,24043.6433285744
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2051,25161.6493098158
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2052,26226.651134424
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2053,26849.5965011102
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2054,27018.2812129116
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2055,27277.5167254727
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2056,28213.0839252862
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2057,28343.0354157909
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2058,28384.7603022373
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2059,27670.2817472751
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2060,27932.0003783117
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2061,27496.9203202199
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2062,27842.2882682686
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2063,27953.0288419093
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2064,27881.4055691776
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2065,27891.9893356622
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2066,27598.9842347942
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2067,27010.2420029252
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2068,26655.5076020921
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2069,28080.4760664938
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2070,26011.2209533715
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2071,24787.052605606
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2072,23625.0114419686
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2073,23779.6496055231
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2074,23991.4512975731
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2075,24227.7637988662
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2076,24518.9399928073
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2077,24874.1404407844
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2078,25271.2956011522
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2079,25475.9333401752
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2080,25714.2696204646
Počet obyvatel - celkem,Celkem,Hlavní město Praha,47,2081,25982.4222803371
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2025,24398.3934070329
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2026,24539.1315439913
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2027,24522.441659315
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2028,24084.1358408232
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2029,22065.2814044846
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2030,21421.9869048028
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2031,21583.1453732748
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2032,21310.9490881152
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2033,21663.0624160795
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2034,22050.707395533
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2035,22239.4540405698
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2036,22009.7072747414
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2037,22519.2970810212
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2038,22028.9829955751
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2039,22569.8357057746
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2040,22805.0821290679
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2041,22199.7660919813
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2042,22471.0358087027
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2043,21606.2874417447
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2044,21174.5522758519
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2045,20939.4036870584
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2046,21390.6063280355
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2047,21285.095581735
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2048,21740.8144051947
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2049,22692.92288423
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2050,23350.7331229223
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2051,24061.2937083568
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2052,25176.559219436
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2053,26238.7886751929
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2054,26860.19458704
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2055,27028.5773274218
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2056,27287.3584826311
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2057,28221.3654083929
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2058,28351.1225028767
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2059,28393.5386203764
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2060,27680.8471167637
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2061,27943.2175156913
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2062,27509.021377628
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2063,27854.4610420408
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2064,27965.2778223587
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2065,27894.2527464422
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2066,27905.3966064714
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2067,27613.7127655854
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2068,27026.8172932024
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2069,26672.7625623427
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2070,28096.7302610612
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2071,26031.5436273564
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2072,24811.5768014581
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2073,23652.5075997308
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2074,23807.7127847645
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2075,24019.2702734807
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2076,24255.2380089186
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2077,24545.9302316401
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2078,24900.4892541998
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2079,25296.9978731718
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2080,25501.2759804015
Počet obyvatel - celkem,Celkem,Hlavní město Praha,48,2081,25739.2818497182
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2025,24188.0572401248
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2026,24131.4175159151
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2027,24261.8307756857
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2028,24238.0658225297
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2029,24056.7677554204
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2030,22046.687360377
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2031,21408.1990657747
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2032,21571.4038142215
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2033,21301.6925436087
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2034,21654.422486456
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2035,22042.4582341705
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2036,22232.4258942832
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2037,22004.4931682678
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2038,22514.725969156
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2039,22026.3411627117
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2040,22566.973291654
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2041,22802.5979970367
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2042,22199.3734312531
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2043,22471.4854782025
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2044,21609.7554073383
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2045,21180.2705777897
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2046,20946.4456328564
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2047,21397.1668625634
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2048,21291.8756881678
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2049,21746.6144043473
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2050,22696.2921940262
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2051,23352.0880581418
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2052,24060.5122451441
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2053,25172.755160585
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2054,26231.9492176528
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2055,26851.703104805
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2056,27019.77307453
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2057,27278.0388314218
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2058,28210.2653135706
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2059,28339.7457881598
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2060,28382.879714829
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2061,27672.1465176403
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2062,27935.2257807124
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2063,27502.015766471
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2064,27847.5523185347
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2065,27958.4211126802
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2066,27888.0372313956
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2067,27899.7845120408
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2068,27609.5360381897
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2069,27024.656668287
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2070,26671.3940025169
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2071,28094.1994766483
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2072,26033.4223594912
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2073,24818.0993008686
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2074,23662.3521562595
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2075,23818.2132836819
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2076,24029.4964847434
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2077,24265.0794398757
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2078,24555.2340767043
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2079,24909.081016993
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2080,25304.8647635522
Počet obyvatel - celkem,Celkem,Hlavní město Praha,49,2081,25508.7356644212
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2025,23805.2548590397
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2026,23923.0464236943
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2027,23853.5190205947
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2028,23973.3961590863
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2029,24197.165337861
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2030,24018.8384184442
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2031,22017.2640381303
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2032,21383.0053657051
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2033,21547.5174022208
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2034,21279.580418557
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2035,21632.0234261072
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2036,22019.4940622185
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2037,22209.8214531276
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2038,21982.9643785866
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2039,22493.1389351358
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2040,22006.3085400482
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2041,22546.2369918209
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2042,22782.0023673294
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2043,22180.8979835599
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2044,22453.8119639536
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2045,21595.3735232659
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2046,21168.3097266512
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2047,20935.8988733531
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2048,21386.1098233088
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2049,21281.051996746
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2050,21734.6662256159
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2051,22681.6559122851
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2052,23335.2278513029
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2053,24041.2653094731
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2054,25150.1828072542
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2055,26206.0821073122
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2056,26824.033839299
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2057,26991.7227684181
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2058,27249.3671862357
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2059,28179.6163066752
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2060,28308.8146364304
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2061,28352.7619954726
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2062,27644.1777193759
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2063,27908.0514061608
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2064,27475.9356485471
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2065,27821.5377344128
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2066,27932.4657918893
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2067,27862.7919580259
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2068,27875.2112817548
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2069,27586.5460910129
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2070,27003.8926375434
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2071,26651.464278168
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2072,28073.0018290732
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2073,26017.1643774233
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2074,24806.96840604
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2075,23654.8564402507
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2076,23811.4001964639
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2077,24022.3736368701
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2078,24257.5252680354
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2079,24547.0783652616
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2080,24900.1310366532
Počet obyvatel - celkem,Celkem,Hlavní město Praha,50,2081,25295.1127587079
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2025,21729.0356732671
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2026,23537.7844033306
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2027,23641.2819302883
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2028,23558.6879412822
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2029,23916.4489561526
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2030,24140.0842863075
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2031,23964.2160929113
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2032,21971.0847709348
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2033,21340.7356092192
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2034,21505.9466287176
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2035,21239.2521662094
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2036,21590.6924253244
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2037,21976.8491867108
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2038,22166.953697111
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2039,21940.8048896208
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2040,22450.5396272498
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2041,21965.1611791371
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2042,22504.1190652578
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2043,22739.8693765966
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2044,22141.0391567815
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2045,22414.7845822677
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2046,21559.9635665741
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2047,21135.6084213253
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2048,20904.8130492746
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2049,21354.4533058063
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2050,21249.5957151234
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2051,21701.9693991026
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2052,22645.9583421758
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2053,23297.0175910451
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2054,24000.3988185353
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2055,25105.6043876162
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2056,26157.7208489722
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2057,26773.4924522744
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2058,26940.6778955044
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2059,27197.6922777176
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2060,28125.7920068832
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2061,28254.6804890734
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2062,28299.5376744505
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2063,27593.3779518773
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2064,27858.1806999927
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2065,27427.2588798868
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2066,27772.9288081957
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2067,27883.9207917563
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2068,27815.0445983075
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2069,27828.2025280462
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2070,27541.282582455
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2071,26961.1394948861
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2072,26609.7237579732
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2073,28029.7681727498
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2074,25979.3796761811
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2075,24774.9822871237
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2076,23626.9799101621
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2077,23784.3359293288
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2078,23994.9630608801
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2079,24229.6330723874
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2080,24518.5155562849
Počet obyvatel - celkem,Celkem,Hlavní město Praha,51,2081,24870.6812524287
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2025,19256.4370977146
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2026,21462.728196595
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2027,23250.334991489
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2028,23339.3551285618
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2029,23483.5469196891
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2030,23840.2796169959
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2031,24063.3193946973
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2032,23889.6357228295
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2033,21905.1801795308
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2034,21278.5373928228
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2035,21444.0491473376
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2036,21178.2683102077
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2037,21528.2125993856
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2038,21912.6676223924
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2039,22102.3357247079
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2040,21876.8327441453
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2041,22386.0041335646
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2042,21902.1398914502
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2043,22439.9620839452
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2044,22675.7183144379
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2045,22079.3752068723
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2046,22354.0541659326
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2047,21503.251316053
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2048,21081.8791623219
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2049,20852.834143943
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2050,21301.7734928331
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2051,21197.1277017919
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2052,21648.0768163693
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2053,22588.7028947987
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2054,23236.9728321606
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2055,23937.3893881137
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2056,25038.4028236684
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2057,26086.2426566794
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2058,26699.5944103987
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2059,26866.2765362109
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2060,27122.5927632061
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2061,28048.3169873126
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2062,28176.9078756242
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2063,28222.8021739349
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2064,27519.3614246687
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2065,27785.138495714
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2066,27355.5156849955
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2067,27701.2490067832
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2068,27812.3296560402
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2069,27744.3338724304
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2070,27758.3072246258
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2071,27473.3688497326
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2072,26896.0245435784
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2073,26545.6231718794
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2074,27964.0800546929
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2075,25919.8977059002
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2076,24721.8884554824
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2077,23578.3988318393
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2078,23736.591464786
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2079,23946.8251839068
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2080,24180.9523928767
Počet obyvatel - celkem,Celkem,Hlavní město Praha,52,2081,24469.0801832559
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2025,18320.8937449014
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2026,18993.7677465052
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2027,21175.4431239852
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2028,22941.2027733674
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2029,23244.3628239262
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2030,23387.8122675173
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2031,23743.445592388
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2032,23965.9102163743
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2033,23794.6510157057
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2034,21819.7928291954
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2035,21197.3626900189
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2036,21363.4095773029
Počet obyvatel - celkem,Celkem,Hlavní město Praha,53,2037,21098.9306725965
