Území;Ukazatel;Týdny;Věkové skupiny (roky);value
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 16. týden 2022;85 a více;370.3237184
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2022;celkem;21.90799839
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2022;0-14;0.590525142
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2022;15-44;1.242269515
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2022;45-64;9.927573994
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2022;65-74;41.02369412
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2022;75-84;109.2329119
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 15. týden 2022;85 a více;342.1085779
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2022;celkem;22.96346185
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2022;0-14;0.0
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2022;15-44;1.347994581
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2022;45-64;10.41524429
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2022;65-74;44.00438318
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2022;75-84;104.9210864
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 14. týden 2022;85 a více;389.9735483
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2022;celkem;23.80022568
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2022;0-14;0.590525142
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2022;15-44;1.533013445
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2022;45-64;11.66925364
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2022;65-74;44.63189667
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2022;75-84;111.9637347
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 13. týden 2022;85 a více;378.8890288
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2022;celkem;23.31528301
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2022;0-14;0.531472628
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2022;15-44;1.242269515
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2022;45-64;11.14674975
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2022;65-74;42.98467377
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2022;75-84;113.1135548
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 12. týden 2022;85 a více;373.3467691
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2022;celkem;21.87947235
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2022;0-14;0.4133676
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2022;15-44;1.400857113
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2022;45-64;10.34557711
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2022;65-74;42.51403865
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2022;75-84;101.0404435
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 11. týden 2022;85 a více;352.1854138
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2022;celkem;22.67820146
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2022;0-14;0.295262571
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2022;15-44;1.506582178
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2022;45-64;11.46025208
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2022;65-74;42.8277954
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2022;75-84;101.9028086
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 10. týden 2022;85 a více;372.3390855
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2022;celkem;22.86837505
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2022;0-14;0.295262571
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2022;15-44;1.85018864
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2022;45-64;10.83324741
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2022;65-74;42.43559947
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2022;75-84;106.9332716
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 09. týden 2022;85 a více;369.8198766
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 08. týden 2022;celkem;23.73366492
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 08. týden 2022;0-14;0.708630171
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 08. týden 2022;15-44;1.691601042
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 08. týden 2022;45-64;10.41524429
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 08. týden 2022;65-74;41.1805725
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 08. týden 2022;75-84;115.413195
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 08. týden 2022;85 a více;399.5465424
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 07. týden 2022;celkem;24.85568914
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 07. týden 2022;0-14;0.354315085
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 07. týden 2022;15-44;1.400857113
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 07. týden 2022;45-64;11.28608412
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 07. týden 2022;65-74;44.16126155
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 07. týden 2022;75-84;122.0246608
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 07. týden 2022;85 a více;412.646429
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 06. týden 2022;celkem;25.44522729
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 06. týden 2022;0-14;0.708630171
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 06. týden 2022;15-44;1.453719646
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 06. týden 2022;45-64;10.72874663
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 06. týden 2022;65-74;46.90663305
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 06. týden 2022;75-84;129.3547641
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 06. týden 2022;85 a více;404.5849603
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 05. týden 2022;celkem;24.97930198
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 05. týden 2022;0-14;0.531472628
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 05. týden 2022;15-44;1.506582178
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 05. týden 2022;45-64;12.08725676
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 05. týden 2022;65-74;49.9657613
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 05. týden 2022;75-84;112.3949172
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 05. týden 2022;85 a více;400.554226
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 04. týden 2022;celkem;22.55458862
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 04. týden 2022;0-14;0.531472628
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 04. týden 2022;15-44;1.85018864
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 04. týden 2022;45-64;11.32091771
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 04. týden 2022;65-74;41.41589005
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 04. týden 2022;75-84;107.7956367
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 04. týden 2022;85 a více;347.6508376
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 03. týden 2022;celkem;22.4214671
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 03. týden 2022;0-14;0.118105028
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 03. týden 2022;15-44;1.347994581
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 03. týden 2022;45-64;10.03207477
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 03. týden 2022;65-74;45.10253178
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 03. týden 2022;75-84;110.2390045
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 03. týden 2022;85 a více;340.0932107
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 02. týden 2022;celkem;24.27565967
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 02. týden 2022;0-14;0.590525142
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 02. týden 2022;15-44;1.400857113
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 02. týden 2022;45-64;13.06259736
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 02. týden 2022;65-74;47.29882898
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 02. týden 2022;75-84;113.1135548
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 02. týden 2022;85 a více;365.2853004
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 01. týden 2022;celkem;24.27565967
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 01. týden 2022;0-14;0.236210057
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 01. týden 2022;15-44;1.876619906
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 01. týden 2022;45-64;12.47042628
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 01. týden 2022;65-74;48.00478165
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 01. týden 2022;75-84;114.4071024
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 01. týden 2022;85 a více;358.7353571
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 52. týden 2021;celkem;26.38440467
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 52. týden 2021;0-14;0.653059674
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 52. týden 2021;15-44;1.986883952
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 52. týden 2021;45-64;13.97546107
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 52. týden 2021;65-74;52.59892122
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 52. týden 2021;75-84;131.8380561
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 52. týden 2021;85 a více;365.7249332
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 51. týden 2021;celkem;27.98519196
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 51. týden 2021;0-14;0.47495249
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 51. týden 2021;15-44;1.777738272
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 51. týden 2021;45-64;14.64600087
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 51. týden 2021;65-74;56.16232383
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 51. týden 2021;75-84;136.2377151
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 51. týden 2021;85 a více;407.8477236
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 50. týden 2021;celkem;29.84324862
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 50. týden 2021;0-14;0.356214367
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 50. týden 2021;15-44;1.986883952
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 50. týden 2021;45-64;14.99891655
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 50. týden 2021;65-74;61.42996248
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 50. týden 2021;75-84;143.3681968
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 50. týden 2021;85 a více;439.563707
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 49. týden 2021;celkem;32.11103061
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 49. týden 2021;0-14;0.534321551
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 49. týden 2021;15-44;1.934597532
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 49. týden 2021;45-64;15.21066596
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 49. týden 2021;65-74;63.05673324
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 49. týden 2021;75-84;162.332244
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 49. týden 2021;85 a více;481.6864974
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 48. týden 2021;celkem;32.28254353
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 48. týden 2021;0-14;0.653059674
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 48. týden 2021;15-44;1.673165433
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 48. týden 2021;45-64;14.99891655
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 48. týden 2021;65-74;63.75392071
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 48. týden 2021;75-84;170.3730001
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 48. týden 2021;85 a více;466.8196302
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 47. týden 2021;celkem;30.82468368
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 47. týden 2021;0-14;0.47495249
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 47. týden 2021;15-44;1.830024692
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 47. týden 2021;45-64;13.97546107
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 47. týden 2021;65-74;60.65530974
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 47. týden 2021;75-84;157.7808727
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 47. týden 2021;85 a více;464.8373813
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2021;celkem;29.03332649
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2021;0-14;0.94990498
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2021;15-44;1.699308643
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2021;45-64;13.05788029
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2021;65-74;55.46513637
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2021;75-84;154.291488
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 46. týden 2021;85 a více;427.6702132
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2021;celkem;27.47065319
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2021;0-14;0.415583429
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2021;15-44;1.856167902
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2021;45-64;13.62254538
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2021;65-74;53.99329616
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2021;75-84;134.5688789
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 45. týden 2021;85 a více;413.7944705
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2021;celkem;25.64118201
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2021;0-14;0.237476245
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2021;15-44;1.908454322
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2021;45-64;12.35204892
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2021;65-74;44.69746324
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2021;75-84;130.0175076
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 44. týden 2021;85 a více;411.3166593
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2021;celkem;24.48823402
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2021;0-14;0.534321551
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2021;15-44;1.934597532
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2021;45-64;11.43446815
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2021;65-74;45.93690763
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2021;75-84;125.9212734
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 43. týden 2021;85 a více;366.7160577
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2021;celkem;22.02035363
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2021;0-14;0.47495249
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2021;15-44;1.568592593
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2021;45-64;11.36388501
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2021;65-74;40.28194261
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2021;75-84;111.3568852
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 42. týden 2021;85 a více;330.5400142
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2021;celkem;21.12467503
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2021;0-14;0.415583429
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2021;15-44;1.124158025
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2021;45-64;10.51688737
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2021;65-74;39.27489405
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2021;75-84;109.5363366
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 41. týden 2021;85 a více;317.1598337
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2021;celkem;20.12418298
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2021;0-14;0.296845306
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2021;15-44;1.464019754
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2021;45-64;10.44630423
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2021;65-74;39.81715097
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2021;75-84;94.06167412
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 40. týden 2021;85 a více;307.7441511
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2021;celkem;19.76210014
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2021;0-14;0.415583429
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2021;15-44;1.281017285
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2021;45-64;9.916930706
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2021;65-74;38.42277603
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2021;75-84;91.02742656
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 39. týden 2021;85 a více;317.6553959
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2021;celkem;19.99078404
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2021;0-14;0.534321551
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2021;15-44;1.464019754
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2021;45-64;9.916930706
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2021;65-74;37.95798438
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2021;75-84;99.21989495
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 38. týden 2021;85 a více;301.301842
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2021;celkem;20.24805342
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2021;0-14;0.356214367
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2021;15-44;1.620879013
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2021;45-64;10.19926325
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2021;65-74;39.97208152
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2021;75-84;95.88222265
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 37. týden 2021;85 a více;307.2485889
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2021;celkem;19.76210014
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2021;0-14;0.356214367
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2021;15-44;1.490162964
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2021;45-64;9.316974044
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2021;65-74;39.89461624
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2021;75-84;97.09592167
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 36. týden 2021;85 a více;293.3728462
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2021;celkem;19.04746296
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2021;0-14;0.415583429
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2021;15-44;1.673165433
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2021;45-64;10.23455482
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2021;65-74;35.86642198
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2021;75-84;86.47605524
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 35. týden 2021;85 a více;299.8151553
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2021;celkem;18.62820915
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2021;0-14;0.47495249
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2021;15-44;1.490162964
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2021;45-64;9.775764433
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2021;65-74;36.02135253
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2021;75-84;88.14489139
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 34. týden 2021;85 a více;280.9837902
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2021;celkem;18.89500703
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2021;0-14;0.771797796
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2021;15-44;1.882311112
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2021;45-64;9.705181296
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2021;65-74;38.8101024
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2021;75-84;84.04865719
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 33. týden 2021;85 a více;281.4793524
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2021;celkem;19.36190332
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2021;0-14;0.593690612
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2021;15-44;1.830024692
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2021;45-64;9.42284875
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2021;65-74;39.04249822
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2021;75-84;97.09592167
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 32. týden 2021;85 a více;268.0991719
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2021;celkem;18.21848383
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2021;0-14;0.415583429
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2021;15-44;1.124158025
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2021;45-64;9.669889728
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2021;65-74;35.09176924
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2021;75-84;89.51030279
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 31. týden 2021;85 a více;270.0814209
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2021;celkem;20.0765405
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2021;0-14;0.356214367
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2021;15-44;1.359446914
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2021;45-64;10.37572109
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2021;65-74;36.79600527
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2021;75-84;103.7712663
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 30. týden 2021;85 a více;295.3550951
Česko;Míra úmrtnosti (na 100 000 obyvatel k 1.1.); 29. týden 2021;celkem;18.66632313
